"mz","rt","rt_cor","int","sample","id"
200.022857666016,12.870581,12.870208779886,1004257.00572726,3,29011
200.022872924805,14.888733,14.9158396576862,509590.032111329,3,29012
200.022872924805,10.151178,10.1503796985703,498257.265525009,3,29013
200.022872924805,6.7708681,6.77128931758564,505739.46621478,3,29014
200.022872924805,7.1555375,7.15385098208095,400875.611257243,3,29015
200.022872924805,13.806983,13.8137732021372,584876.8499911,3,4
200.022872924805,2.331226,2.34082741724251,265918.467026858,3,29016
200.059280395508,12.701615,12.7013547208433,33557449.4852398,3,7
200.059219360352,11.897317,11.899241628768,41745352.2556195,3,29017
200.059280395508,0.079398734,0.0765312909699998,7160319.11933287,3,29018
200.059280395508,0.46406822,0.4643530132981,10172832.4048051,3,8
200.059326171875,0.30414918,0.303166589542768,7656317.54634101,3,10
200.078567504883,9.2046327,9.19899444109318,553103.530408308,3,14
200.078491210938,10.207366,10.2069404069919,431462.361239303,3,29019
200.095642089844,12.701615,12.7013547208433,19803781.8987711,3,17
200.095520019531,11.1323,11.1356577103703,16279990.3735954,3,19
200.095520019531,13.304393,13.3058199293166,622026.514119827,3,29020
200.200775146484,0.42516873,0.425151023401838,2574802.42339737,3,20
200.996482849121,12.710259,12.7099811820276,1203893.11370881,3,21
200.996505737305,0.044821583,0.041653731766379,1163720.34513083,3,29021
200.996337890625,10.50127,10.5024910266888,754729.543625176,3,29022
200.996459960938,9.5849798,9.58089181550045,902257.168373505,3,29
200.996490478516,6.9264646,6.92605593637039,676141.606672862,3,29023
200.996429443359,9.2175992,9.21200375618057,729075.412119262,3,29024
200.996589660645,4.2502496,4.25923978588896,852055.949228603,3,29025
200.996520996094,0.31279347,0.311880981161519,814036.464976865,3,23
200.996536254883,3.7229502,3.73287405804566,700575.11565776,3,29026
200.996429443359,5.0113452,5.01829669619777,447725.034132494,3,33
200.996551513672,3.9779557,3.98748602929064,868827.54483628,3,29027
200.996444702148,8.3140981,8.30751516219686,519073.652343009,3,29028
200.996536254883,8.8372519,8.83072566818569,690098.573079424,3,29029
200.996536254883,3.8915128,3.90118936142081,764402.709900354,3,29030
200.996551513672,7.4537881,7.45044421874099,659305.438182124,3,34
200.996536254883,8.1498572,8.1435841677136,408338.505274618,3,29031
200.996505737305,7.3327446,7.33006383955793,430160.133401003,3,25
200.996528625488,7.7434078,7.73860060131219,481023.46428321,3,26
200.996490478516,5.2710905,5.27721125124617,337266.25889618,3,35
200.996536254883,8.1498572,8.1435841677136,408338.505274618,3,28
201.062576293945,11.74172,11.7441175637564,3759789.42497161,3,37
201.062576293945,11.305186,11.3085691645699,4143040.7855962,3,36
201.062454223633,11.901639,11.9035517227745,2275336.2018919,3,29032
201.062362670898,11.573157,11.5764934154978,3010355.43636942,3,38
201.062530517578,10.890262,10.8931869104834,4719355.11678649,3,44
201.062484741211,11.184166,11.187554349863,5070614.81730753,3,40
201.06266784668,12.727548,12.7272389826755,1853840.84618999,3,39
201.062576293945,12.844245,12.8438586715864,2670334.24676156,3,29033
201.062591552734,6.3343339,6.33670846717074,2508786.39247192,3,48
201.062576293945,0.47271202,0.473063520435817,657784.66950592,3,43
201.06266784668,6.5072186,6.50890460433713,1631480.08063465,3,29034
201.062614440918,1.3112046,1.31708912374049,758407.627759642,3,47
201.062576293945,0.1053314,0.102687463035068,197513.966067274,3,29035
201.062568664551,13.542924,13.5464963132967,725928.257257729,3,29036
201.06266784668,1.6742628,1.68186950146386,716520.286718344,3,50
201.062606811523,13.750796,13.7568320871611,646993.690055393,3,49
201.062690734863,1.5791767,1.58637742723921,498475.446848343,3,29037
201.062652587891,5.1457488,5.15227710186789,1062492.04493428,3,29038
201.062576293945,0.5288996,0.52968015770141,306143.0832114,3,29039
201.062606811523,13.997965,14.0075793113592,376045.903557898,3,29040
201.098922729492,11.331119,11.3344861392537,2208612.54826031,3,52
201.098815917969,11.633667,11.6367512597607,2000535.51452576,3,51
201.099029541016,9.5460807,9.5418074666403,1140238.41963636,3,29041
201.09895324707,12.083168,12.0845899812484,700888.34675766,3,29042
201.099044799805,6.4553533,6.4572595364864,1022471.50773179,3,29043
201.099090576172,5.4655864,5.47105368770289,650380.428046222,3,29044
201.099105834961,6.7881566,6.78848800138814,1067854.44986648,3,29045
201.098983764648,5.9583085,5.96204050306805,440088.498093117,3,54
201.099014282227,4.2243165,4.23336306074662,372521.499632439,3,29046
201.09912109375,9.3515849,9.34647470594501,1184603.9532964,3,55
201.099060058594,12.169611,12.1708014166534,586707.681055786,3,29047
201.099014282227,5.6168605,5.6218049486649,403356.024760403,3,29048
201.099136352539,8.4569047,8.45018448464633,770931.48585816,3,29049
201.204116821289,0.42949107,0.429507161116659,422795.237860043,3,29050
202.091995239258,11.119334,11.1226811655886,1379074.98304692,3,29051
202.092132568359,10.898906,10.9018564551314,2246297.02873356,3,29052
202.092224121094,12.809668,12.8092806338478,1707715.85044454,3,60
202.092247009277,6.554762,6.55623685775109,1224260.35670417,3,72
202.092239379883,6.3645885,6.36685232255262,1301878.49066437,3,61
202.092208862305,10.509915,10.5111811714268,1486625.06619,3,29053
202.092239379883,6.0577176,6.06109147208209,1307227.68965159,3,29054
202.092239379883,9.5633693,9.5591776884156,1451186.99828712,3,29055
202.092269897461,7.2290134,7.2269129551371,1172426.65407013,3,29056
202.092239379883,2.8671692,2.87745351932371,532970.405393998,3,68
202.092269897461,3.3728578,3.38312148405059,538642.522286326,3,70
202.092239379883,9.792442,9.78943591152068,1363205.00414635,3,29057
202.092315673828,3.8526137,3.86235185164553,598240.921730884,3,29058
202.092277526855,6.9912965,6.99053062976448,768508.577598143,3,29059
202.09228515625,3.1524297,3.16277523563764,543108.507591282,3,29060
202.092315673828,12.602206,12.6021865201785,592838.595571169,3,29061
202.092315673828,4.2761823,4.28511512429853,626698.900364619,3,29062
202.092300415039,6.8054452,6.80568611473269,636691.935648688,3,29063
202.128593444824,12.779413,12.7790411736441,692050.003150306,3,73
202.128662109375,9.5676916,9.56352057294722,908929.442687843,3,75
202.128646850586,10.475337,10.4764219292092,841078.308381562,3,76
202.12858581543,5.3445667,5.35044337385177,453871.173951526,3,29064
202.128707885742,7.2117252,7.20972205059968,730702.772259543,3,79
202.128730773926,8.8242856,8.81774007311362,734569.883642209,3,29065
202.128700256348,7.6785761,7.67407556695601,671380.587215234,3,83
202.128616333008,8.2622324,8.25572942351994,600423.437560231,3,29066
202.128761291504,7.8039174,7.79883873123246,509947.727236761,3,82
202.128646850586,8.3270648,8.32046440998777,513357.585370514,3,29067
202.216384887695,0.51161142,0.512260807257904,11108954.0010695,3,86
202.969177246094,12.688648,12.6884164663374,1423592.05701982,3,87
203.112686157227,12.710259,12.7099811820276,5076564.36253542,3,89
203.112548828125,11.547225,11.5506309328662,4042077.63507938,3,29068
203.11262512207,11.257642,11.2610405518206,6310213.72779835,3,29069
203.112640380859,5.491519,5.49689747470006,1104165.03775002,3,29070
203.112533569336,11.871384,11.8733801273631,1792903.75667997,3,29071
203.219818115234,0.50728915,0.507905625319549,1353296.66716919,3,95
204.052215576172,9.5547249,9.55049233407308,1294610.92024379,3,96
204.05207824707,10.773564,10.7760775910564,804665.859020646,3,29072
204.052062988281,5.7508466,5.75531961628638,443255.821107847,3,99
204.052139282227,5.9496644,5.95342747402329,591291.745243,3,29073
204.052139282227,6.5374738,6.53902641987422,463110.642868219,3,29074
204.052169799805,6.7751903,6.77558912763464,468236.393630252,3,107
204.052169799805,6.9480752,6.94754805015694,434369.519634868,3,98
204.052230834961,7.2376575,7.23550844820731,601472.800890256,3,108
204.052230834961,7.8557831,7.85048423832087,593647.334571695,3,104
204.052169799805,10.367284,10.3677936610312,638352.667642957,3,29075
204.05224609375,8.5347032,8.52795799356814,583251.613214978,3,29076
204.115966796875,7.9811246,7.97534717989866,294728.703860174,3,29077
204.115966796875,10.319741,10.3199879962886,517676.5120896,3,29078
204.912887573242,12.727548,12.7272389826755,644763.262128498,3,112
204.994857788086,12.697293,12.6970419767956,2887761.49118713,3,113
204.994827270508,11.72011,11.7226304413578,4664001.54300002,3,114
204.994804382324,11.348407,11.3517603783824,3677011.60291405,3,115
204.994689941406,10.976704,10.9798489960335,2171685.53812698,3,116
204.99488067627,12.031303,12.0328624822176,1998156.83918627,3,29079
204.994827270508,9.6757445,9.67211078927406,2671799.18082742,3,120
204.994827270508,6.0144961,6.01802584453416,781134.473256863,3,29080
204.995101928711,7.6310326,7.62676607770741,1473042.50485665,3,29081
204.994964599609,4.2675381,4.27649015367118,697222.024778835,3,127
204.994812011719,6.6714595,6.67238261741907,569940.397724762,3,29082
204.994903564453,5.7551685,5.7596262009758,731053.261443479,3,29083
204.994956970215,6.9048541,6.90456325951881,868574.577547064,3,29084
204.994979858398,4.7256832,4.73347837738624,676237.513797448,3,121
204.99494934082,4.9638015,4.97089893557823,507399.837588685,3,29085
204.994918823242,5.1198162,5.12642732282676,589036.575493453,3,125
204.994964599609,6.5936615,6.59495746830451,796047.95970192,3,29086
204.995056152344,4.5787308,4.58692588382554,395887.644645144,3,29087
204.99488067627,6.2435691,6.24627140510498,521626.026711741,3,29088
