"mz","rt","peaktable_1_6a93145d1bc48e797ae1f779eae404e0 intensity","peaktable_2_2ad96385d4e11b01c12368cf109cff67 intensity"
646.603881835938,15.960973,2394419.69549394,2587869.04153172
646.612609863281,16.406446,220283.577687782,4686478.75946605
646.651168823242,17.7687405,1570336.0934499,1614489.79404328
646.959381103516,2.27116655,151735.674149333,NA
646.960510253906,3.5925227,123410.774263336,104638.351313014
646.984375,9.6329844,160800.990383545,217413.039598176
646.984741210938,6.87799205,130786.899887686,198571.176886175
647.012512207031,26.883501,829566.8730422,NA
647.200439453125,5.2999947,NA,106925.832434654
647.208312988281,3.8914029,671823.770792886,1836704.25649389
647.342834472656,3.5985804,1185333.58615424,149740.1837509
647.380615234375,24.840956,268250.58962202,256196.345425321
647.437622070312,2.34267165,1006651.57505079,NA
647.460678100586,15.073118,1264787.95428656,1491685.37881524
647.468505859375,7.2116729,NA,138333.969415221
647.487548828125,8.2151012,NA,318399.102396033
647.503112792969,13.736699,104821.82088967,1388959.18222172
647.504913330078,9.567406,807111.38551698,758156.220552582
647.524322509766,15.082779,292496.214526871,NA
647.526168823242,10.9804963,115316.077002316,731547.211862655
647.550994873047,14.9487105,929768.005495787,614681.667541163
647.560119628906,16.7412925,11840070.03642,NA
647.59912109375,23.901376,242816.992690539,294875.251742804
647.606628417969,16.1144135,273526.771734616,NA
647.616302490234,16.4031455,1685651.03292564,2271484.60412955
647.63623046875,24.088907,433419.854521855,NA
647.655517578125,17.761314,568112.55399681,NA
647.765686035156,24.6643825,NA,241297.191772025
647.962127685547,25.7092965,185313.251101753,104682.70465658
648.01220703125,10.124334,208315.914267525,99676.2947881692
648.211822509766,3.8905539,410987.381334164,467788.184432414
648.216064453125,14.496308,NA,217488.623289842
648.326141357422,2.25383935,789867.744091994,390589.815435142
648.346130371094,3.5585992,294309.498514992,771459.394069427
648.441192626953,2.3774391,628365.348069976,NA
648.464141845703,15.0676545,427988.654496685,363977.840326643
648.506576538086,14.222086,290048.467715486,319512.334247721
648.553894042969,15.578042,4470961.92340688,NA
648.563537597656,16.689427,5405150.68572175,123625.03750816
648.602432250977,23.7148455,3647075.61615435,3898178.06319657
648.620483398438,16.37602,NA,307176.929595002
648.630584716797,16.710047,NA,763007.440869153
648.884094238281,24.832312,407848.491525006,NA
648.884826660156,25.307746,375424.40231341,NA
648.932098388672,2.5368324,114194.381608675,91896.1237533169
648.954284667969,11.768627,290645.417672566,227413.409718938
648.955062866211,7.69095795,NA,186409.132204739
648.97737121582,27.4046975,164827.279505738,252161.793138851
648.982772827148,16.3244237,NA,86977.9053828839
648.991394042969,27.039567,NA,92253.8493579496
649.012634277344,12.342347,318997.293929521,NA
649.125732421875,6.6489194,280559.536197305,123957.686777122
649.22412109375,5.40630855,772491.893306486,609037.124814518
649.330444335938,2.1955295,140270.78529125,NA
649.451385498047,9.43641615,224420.700612024,169772.444210307
649.518432617188,13.5920345,341945.403420346,379463.341685387
649.520202636719,9.9125497,255835.798476646,NA
649.540405273438,12.84013,567133.053090466,225233.555431755
649.557495117188,16.682433,426112.055155195,454133.44728047
649.566436767578,16.749937,1067963.06806825,NA
649.615112304688,23.907377,3183799.2768369,2835316.68904959
649.652099609375,24.2539835,549613.533131916,436643.052407808
649.957489013672,25.2592795,658540.262632996,591951.520283454
649.977416992188,28.418616,167460.468531091,NA
650.006805419922,14.060596,418984.754621701,252996.674330259
650.126708984375,6.6510616,NA,270394.218825997
650.227600097656,5.2981979,720969.873446864,763182.994638953
650.342376708984,2.776137,200565.704943721,98270.1505478961
650.454223632812,2.2733275,510999.829482175,408949.207674576
650.454681396484,2.3596927,NA,914557.761906248
650.521789550781,12.942175,898214.898650866,1104443.90369977
650.545349121094,13.804806,471695.046018513,NA
650.618606567383,24.0100295,2759172.66675235,2978005.29954197
650.646423339844,17.3084635,940103.738498708,2200462.29006847
650.881362915039,18.247726,296261.393878365,133975.670619023
650.923950195312,14.707951,3526225.10311118,172065.900828521
650.926391601562,26.183097,54124.4674561079,109556.493456434
650.949127197266,16.226937,191882.566489228,NA
650.950759887695,19.421217,656905.961886134,86029.9607594419
650.979614257812,26.887823,575707.902642232,NA
650.982192993164,13.204193675,139861.039390073,162821.114293911
651.004089355469,21.59504,2507291.76548073,1046779.62284621
651.006530761719,24.581629,552168.300322031,NA
651.239730834961,6.51016585,2526145.30720647,2450757.58038792
651.534027099609,14.674338,701550.080026165,655353.429652498
651.5361328125,10.911345,550960.353200377,430539.537415317
651.555084228516,14.031418,963010.62850476,1012623.96754488
651.621276855469,23.995981,354653.752543374,396844.759750802
651.649536132812,17.164861,1286323.08833534,NA
651.652862548828,15.3421,256646.262933753,471406.276078479
651.886611938477,27.711568,100327.626536836,NA
651.928741455078,24.0752405,269232.307566097,476271.324750016
652.006423950195,18.0772525,970695.298292348,669947.901004253
652.243270874023,6.50800475,688387.25418537,743691.797835935
652.469390869141,9.70810235,749682.566476266,624599.841999654
652.501083374023,6.20157965,316177.555834062,87115.6712800649
652.537536621094,14.194582,467316.685406029,137102.612236453
652.539794921875,11.7518275,293938.145455801,1270180.36714594
652.602111816406,14.587471,466158.979844298,505969.921185936
652.656219482422,15.073118,2939970.22700766,3462659.77990851
652.661956787109,17.5947695,1077511.74373876,1149233.69173761
652.921142578125,8.8143049,226363.166866365,142102.809819132
652.977142333984,27.865384,64088.2797101134,116312.545271247
653.001708984375,8.040644,246489.374146415,101184.304179669
653.008163452148,13.375709,128201.619387754,476481.420865557
653.225128173828,3.88623185,384743.128628795,300204.08498283
653.473876953125,9.7137321,210481.691515712,NA
653.476867675781,8.5290443,565480.881093566,188895.133979098
653.513671875,13.4994525,537864.643167548,420648.716547192
653.540679931641,13.967807,436847.39493691,421192.97641828
653.551818847656,14.916377,243646.168029138,256478.064692109
653.659729003906,15.067505,437613.892406956,532132.300632888
653.664764404297,17.5904475,372549.231785887,487796.612488135
653.922485351562,27.008843,187110.570655674,146512.104544064
653.926086425781,25.054267,NA,271271.465499608
653.964004516602,26.39283,609283.390761117,NA
653.978851318359,25.568151,284378.541290155,340548.76372395
654.001190185547,15.143903,2508588.38650486,883131.762237137
654.480407714844,8.5119266,255970.686100976,751646.091947581
654.553436279297,15.1346445,496201.545146488,393067.601926637
654.555114746094,12.204039,735748.324151235,1084012.79572817
654.617706298828,15.887488,5868009.31837869,6371133.45738421
654.864379882812,28.631233,74188.8512467984,NA
654.86572265625,26.339064,53656.0010168825,165222.540556415
654.92138671875,27.5213945,88703.1418678167,NA
654.947692871094,5.83419905,256644.353117799,161259.819609093
654.971252441406,16.3912,411471.805767657,105338.777306477
655.003082275391,16.59434,433558.100201238,107144.551944914
655.134338378906,0.91269636,317597.379158678,335004.651657713
655.240814208984,5.2558702,290669.581568717,152101.550898786
655.381591796875,2.2646838,247805.95296968,NA
655.471405029297,12.493165,942979.942976253,791343.157684701
655.493179321289,9.474274,155179.617034044,457055.244594607
655.529022216797,13.796162,917583.798027306,NA
655.558776855469,10.3085905,668101.220145353,571156.457819303
655.567626953125,11.6858585,498910.183982351,276185.601441915
655.621154785156,15.8755505,2684122.3646306,2737045.5867307
655.881774902344,12.683795,166633.092024611,NA
655.918334960938,9.8670982,162094.681504462,241036.513985396
655.919906616211,16.04911695,79377.2330265272,NA
655.973663330078,0.77022755,NA,65383.7133489147
655.974853515625,25.388712,NA,2939959.20186831
656.000915527344,12.683795,2555900.63412749,476347.242768019
656.244689941406,5.2701615,142347.322086555,NA
656.474792480469,12.791848,316764.899968601,1583204.92990307
656.496597290039,8.9595886,116725.503997819,196885.731229932
656.532592773438,13.613507,303569.345214489,700301.172633278
656.570922851562,11.542447,322504.281085903,374035.124227854
656.584808349609,15.828951,445686.602666733,759552.897375003
656.596954345703,15.413421,510960.020985474,6071316.59374294
656.915954589844,14.3091185,261893.883335029,NA
656.941650390625,2.96181,66886.6736497145,163727.208914294
656.967956542969,24.132128,456287.698181956,967233.286254659
657.003936767578,12.108952,357999.882073852,436224.905728129
657.005096435547,8.3582357,362928.300406312,151902.351281836
657.02099609375,21.9411285,242956.725597971,431962.087001114
657.184509277344,4.9085367,NA,115207.154966626
657.256759643554,6.51448805,931170.322125756,912384.051287273
657.456848144531,6.0697547,237543.328972432,294143.814083812
657.467498779297,12.059665,479590.500279835,481984.667754851
657.478424072266,12.0586475,1293607.32237164,1411174.06608341
657.486999511719,13.167873,3246882.69822371,NA
657.508178710938,10.152428,196230.562756175,441677.889377764
657.544219970703,15.2513355,1611795.37887188,217060.349038593
657.544769287109,13.902446,282254.676102654,1234917.17322
657.574645996094,11.183517,375031.712044225,609797.062782658
657.600463867188,15.391895,2644686.67035753,2711724.08553636
657.9169921875,26.645784,1324061.83672363,NA
657.971923828125,24.992231,642065.810277635,NA
657.995513916016,10.5696845,146667.967075419,421940.198099051
658.023132324219,9.40902215,168271.8257604,500388.177125638
658.261169433594,6.5235779,125619.145885218,190303.73768138
658.460540771484,6.3772364,NA,150509.404709156
658.474182128906,9.78188255,468910.597598201,147010.650104532
658.490417480469,13.163551,1178158.98162421,NA
658.511535644531,10.898338,136740.032496885,249969.037635708
658.547973632812,14.073801,555210.005114075,819774.674947854
658.60400390625,15.4070225,494430.917426135,304655.167036882
658.612548828125,16.59434,684810.633511871,782841.68999275
658.824279785156,24.447643,228045.953053372,309550.086788552
658.857681274414,27.9734365,189014.657085459,NA
658.892822265625,15.661987,NA,86087.3623400334
658.949279785156,25.0709415,635615.537464451,344587.157576712
658.998123168945,11.683013,175882.002661637,225012.52204664
659.017639160156,8.2524288,108455.914400362,NA
659.1640625,3.9216129,NA,181861.226727071
659.48779296875,8.3561596,377368.767735317,158210.929536666
659.502532958984,14.302635,24220846.4833048,201265.220797271
659.514587402344,6.0718665,NA,116979.45618314
659.524261474609,12.489757,294050.301048348,285333.009255987
659.52490234375,10.531091,NA,307786.828513831
659.560333251953,16.001891,271221.88727004,NA
659.599166870117,23.457838,3284492.89798225,6323237.72366063
659.607986450196,14.66413,1118265.90649992,1270768.24419703
659.615966796875,16.5848465,278170.541607895,480421.772228209
659.942779541016,25.165116,1711510.88808282,NA
660.000274658203,10.353406,181968.13948384,562072.56653811
660.491149902344,8.3448105,NA,628320.508945089
660.506042480469,14.3804335,9165646.8857513,NA
660.527389526367,14.8078715,456993.772116579,447899.235254304
660.563781738281,15.6018885,266645.569581561,NA
660.571258544922,15.967456,1038028.83791437,1125227.16067312
660.592620849609,15.404777,299614.060144916,NA
660.60205078125,23.760425,1751104.88033256,NA
660.612182617188,14.659808,361225.129413287,383683.743373822
660.619338989258,16.5805245,6835985.22302204,7778305.39210839
660.62825012207,16.9938025,5893232.42164885,6394495.51027961
660.821487426758,24.5989175,221059.851423163,289755.833286813
660.872467041016,4.70180155,119295.804874436,117722.307302741
660.883132934571,5.2060072,151065.339625541,164982.978566396
660.92041015625,24.912334,962681.648177349,260921.287106717
660.941223144531,13.4538192,512974.552930889,123839.624220092
660.964431762695,20.861191,1331403.22667443,2210829.42576935
660.964706420898,5.7771801,2123893.77224766,3004984.45932135
661.151412963867,0.94220823,297116.428396337,299607.461625336
661.501525878906,14.315057,515659.351490865,635775.918481647
661.509902954102,14.3717895,822653.597904846,294272.908405909
661.518829345703,15.6753235,1358213.66502377,NA
661.539443969727,15.7619065,2745260.27474528,4429891.028261
661.540008544922,20.0825835,4205236.47309371,351149.624990405
661.566864013672,14.9362535,360418.518827818,396855.921749174
661.575164794922,15.994625,227219.094876324,622720.150702961
661.614624023438,23.7452595,24574952.2693345,27412502.2789963
661.622528076172,16.5858795,1040087.67192716,1016955.82850214
661.631744384766,16.9959635,2432125.9965516,2871700.01865137
661.96794128418,13.131526,451861.69576361,540470.040877385
662.504516601562,14.293991,462088.502062504,NA
662.504760742188,14.47552,244360.651952816,NA
662.522064208984,15.651552,630141.769114926,NA
662.542755126953,15.898302,1048246.87939146,263649.625472464
662.573623657227,14.160363,1416811.45444196,1120680.40553132
662.594543457031,12.251632,NA,423682.322585272
662.618316650391,23.87862,4774890.33971445,3762033.44162188
662.634582519531,16.996298,395463.59597767,NA
662.932373046875,4.1701757,218753.175139345,102567.133457003
662.936462402344,27.424646,NA,136185.404926346
662.958923339844,8.4209916,77673.558308927,140353.606714216
662.961547851562,8.5420107,182305.088157886,106237.238944442
662.969970703125,27.7735795,239780.002137892,143837.809613076
663.337646484375,14.199262,529117.132101569,134113.170674295
663.454971313477,16.230408,323462.725152409,250004.762044926
663.466552734375,7.7190568,141223.3614054,129783.203978704
663.497253417969,11.729086,1792919.28166687,2032371.49437728
663.515808105469,15.578042,668416.374101732,NA
663.525527954102,15.589061,1532221.33549079,1552696.72382978
663.533920288086,16.743454,825510.022276398,NA
663.54573059082,15.831112,326770.644150234,363100.247080086
663.576751708984,14.1718785,445693.816369465,632548.289148279
663.630676269531,24.017373,4332110.25857721,8092398.76431799
664.022537231446,26.9007895,987268.129368351,NA
664.290649414062,2.2084956,386432.380158151,307369.102856273
664.340621948242,2.2862939,834698.543891751,NA
664.458740234375,12.264549,328200.688401087,583795.882823433
664.464569091797,5.6954218,19440769.9122326,232886.032594781
664.500671386719,11.7346785,640328.603072345,577147.324873126
664.519409179688,12.531746,242683.921797419,194848.936231291
664.520080566406,14.098655,299286.387131491,419272.534888132
664.537536621094,16.758581,1361431.40890688,239022.688796721
664.58935546875,14.7829645,346987.528473286,406871.658701594
664.634216308594,24.017373,2941753.18005747,8242882.00310885
664.841278076172,24.51833,276310.148793969,353791.454645743
664.87451171875,15.3067157,291506.914707541,101364.763074967
664.875106811523,27.3463325,444453.431947837,85959.1901756028
664.95751953125,7.8526351,261959.418229803,225662.652197578
664.979370117188,26.485866,755335.69057311,NA
664.980346679688,4.5309395,818297.888072324,219326.162762347
664.999145507812,25.420122,1718239.46821879,NA
665.191223144531,3.6293305,239816.522337399,543692.672649681
665.461807250977,11.858561,4953480.86935876,5955102.40418528
665.467636108398,2.34915495,7256126.29319034,NA
665.476806640625,10.469935,585014.621864997,4334433.54783137
665.492477416992,13.7164285,439769.622510468,556321.145675629
665.512847900391,12.809137,1310813.03937774,2089226.67944365
665.549743652344,14.397722,659646.340363356,NA
665.637145996094,24.019753,567263.166779299,1750588.97733792
665.982009887696,27.074469,176657.496379688,250221.772647433
666.013061523438,27.004521,974037.067042036,NA
666.321090698242,8.0758812,NA,129239.916493781
666.465621948242,11.8444485,725172.248532406,887951.997693741
666.470596313477,2.3572561,1415947.4338636,1116525.41354006
666.484558105469,10.180521,257412.105229215,NA
666.484741210938,10.413635,15268519.3365938,16886169.8339133
666.516784667969,12.817781,482824.314538832,561845.838227569
666.583312988281,17.7794855,1875555.66991266,2794806.58628387
666.641311645508,15.060959,2328617.25802967,765074.886636796
666.838043212891,24.730742,402970.027579223,NA
666.898971557617,8.9989604,NA,214568.811634327
666.899963378906,8.2610728,140137.02107438,92169.7167531562
666.947509765625,0.81743536,NA,185066.13184316
666.95802307129,25.5843625,215349.623029097,NA
666.981323242188,22.329801,193977.406140006,4042346.57633904
667.450332641602,11.858561,1504538.67773343,1547689.09403201
667.455718994141,9.6690996,385255.098564084,1771832.80204606
667.473022460938,2.4206601,434631.699381482,NA
667.488098144531,10.4049905,5615983.26562229,6279210.45029907
667.492248535156,11.434281,3350556.82650093,NA
667.508117675781,13.939577,247475.870037778,516393.22641305
667.528930664062,13.9089295,4722077.92122747,263495.395402732
667.549865722656,12.247285,890590.857745297,1120797.64699476
667.587280273438,17.81318,943350.831163614,NA
667.644836425781,13.531323,1092248.63102896,NA
667.815673828125,24.797735,578458.736552016,251948.81184351
667.984451293945,22.9846035,1308832.82755209,2426797.97488107
667.985046386719,15.608297,1377029.4401897,903312.331983262
668.007690429688,5.5986428,157690.524770284,182258.271356981
668.391906738281,6.2426395,150687.703087921,NA
668.459777832031,9.7090842,NA,492985.984864271
668.4912109375,10.406032,1255914.65736036,1318092.12867821
668.500671386719,10.914597,1389359.26209515,1367565.06481687
668.532348632812,13.518357,683818.209078297,450191.089645783
668.597045898438,14.670016,568125.638646089,3274826.16714163
668.620346069336,12.8172285,307757.889852661,126359.323604412
668.633178710938,16.512971,NA,353884.188227814
668.656921386719,16.518047,366061.033457348,465150.027268351
668.835693359375,25.191218,NA,464606.518709985
668.948608398438,4.1419148,178509.800959041,278903.029380188
668.950561523438,12.251632,549779.12815267,184129.049940235
668.963684082031,10.75140705,114376.597445981,NA
668.986938476562,10.7442515,183894.983880479,159446.128457576
669.008880615234,27.052064,103917.569327217,NA
669.217666625977,5.28423595,231732.7154349,236741.361401492
669.419586181641,2.351316,13813069.6696206,NA
669.419860839844,8.81742635,222924.136648889,149216.855858496
669.447875976562,10.46146,569116.959619221,NA
669.473510742188,7.1108494,138096.610203015,255175.04799415
669.501708984375,11.1520685,422288.617087505,1162647.24308342
669.506622314453,11.7014335,1905791.35087217,347929.564714223
669.53532409668,14.1690075,8202753.78045056,8901360.86729013
669.544738769531,14.920699,1671290.90884594,NA
669.600311279297,14.7737465,224290.41899449,264173.008995822
669.623657226562,12.2708995,2432752.98439641,2708044.95145782
669.8125,24.741548,400831.777183842,NA
669.952209472656,4.1250199,60893.0912151164,138109.81812808
669.955993652344,11.8489951,194754.12339282,90994.0462102099
670.009460449219,27.039097,551006.826749086,NA
670.422988891602,2.3556381,4431748.67172573,NA
670.511749267578,12.467688,762213.503118281,NA
670.538482666016,14.152824,1402402.05247267,1033713.05497101
670.547912597656,14.76078,631948.062219377,NA
670.603881835938,14.647353,NA,259711.505784491
670.612670898438,16.0427805,477644.328127741,1542882.83639673
670.945129394531,25.247236,1145008.70629356,349004.292961871
670.974258422852,10.6604495,192807.491120003,135254.913429756
670.974670410156,12.528199,311082.235612022,513889.492781222
670.997482299805,7.80691455,238446.23248454,325521.62211093
671.208038330078,3.649364,184132.067424633,405179.035802593
671.276062011719,8.1573415,97378.8717828057,125706.199222545
671.425888061523,2.34267175,1034393.77190161,NA
671.487731933594,8.3706727,145394.649413452,248229.921222611
671.489776611328,13.5603045,NA,249422.942385929
671.504364013672,18.6716965,1303833.59687023,1507774.05175079
671.515731811523,12.5160595,NA,363941.621790006
671.524047851562,13.9800285,6277703.50297171,204125.844451051
671.538879394531,17.780542,3862060.97841752,5407516.39786282
671.550689697266,14.764548,2111001.11491125,2356602.78376827
671.560363769531,15.028372,347548.876547914,641905.490522814
671.575302124023,20.680051,10326102.0602794,11122030.1410574
671.616088867188,16.040206,3324474.4158586,535030.199456714
671.810241699219,24.8236215,452036.295018628,218787.651940066
671.845947265625,27.363621,94138.7608553967,NA
671.952331542969,26.8921455,109462.456770472,NA
671.999328613281,4.7755831,94840.2287299685,133551.619147968
671.999816894531,7.2972386,92252.5206395092,96415.7802464055
672.255493164062,6.96152965,390658.265622763,727760.945227009
672.471740722656,11.818434,1289387.02530143,1425836.64870329
672.491760253906,7.8069459,213679.040160596,269670.436701916
672.49755859375,10.202133,865995.343730628,251000.805458088
672.527404785156,6.3895919,172793.688531478,407356.693754541
672.542465209961,17.794613,1885222.85710524,2311195.34340585
672.563659667969,15.621297,842209.068059524,345801.571567033
672.578598022461,20.67789,5299373.34119355,5260260.8533425
672.619400024414,15.8484915,742932.037542311,683509.642305238
672.628234863281,17.179772,771586.231833754,507528.54270001
672.786315917969,24.940366,197854.886851395,NA
672.914520263672,11.57997305,NA,85619.7016584494
672.916732788085,22.582487,NA,82947.6119188432
672.929473876953,24.9749425,615099.383850971,NA
672.929779052734,25.277491,1927235.59027314,NA
672.974822998047,25.4901795,453837.92687415,422619.070688017
672.998352050781,22.070474,7449661.69214032,8410495.52949789
673.142395019531,1.42906975,207550.815566543,293159.243431735
673.257385253906,6.9732866,NA,257307.239479349
673.502182006835,10.1925195,250234.370101176,440564.05549687
673.505981445312,10.846472,13898116.8379949,NA
673.531402587891,4.60634315,106448.152364016,77864.8409465973
673.539886474609,15.4916055,505722.499502342,767278.884937949
673.558044433594,16.7105425,840146.5964393,1114535.05500377
673.567565917969,15.5196265,499667.936344455,518086.252387979
673.576538085938,15.768798,2242516.57602466,265447.814336719
673.582336425781,20.6663,NA,946117.683363758
673.595092773438,14.632276,NA,701676.626810971
673.615600585938,23.572507,2464773.78975935,1322805.34569285
673.632507324219,17.179772,1393220.56836143,1476672.46168524
673.869140625,27.285822,229634.386819228,NA
674.002624511719,23.042952,389848.001078789,262077.092550219
674.507446289062,10.375017,208525.847864407,112975.850524398
674.513732910156,11.473181,388118.767819212,NA
674.543090820312,15.4527,271430.457134638,NA
674.562271118164,16.6997235,349794.012544103,775669.872724456
674.580413818359,15.694003,324114.638979025,357623.989530461
674.58757019043,16.5837185,3517565.1515072,3800461.36765496
674.609008789062,16.062644,368365.435820875,NA
674.619567871094,23.870828,858959.308257712,1153065.56858765
674.63575744629,17.190727,6437430.69469605,7766912.27475896
674.644882202148,17.5926085,5261270.70045748,6159189.60386545
674.885467529297,25.4902025,490200.532129341,633664.004364834
674.966674804688,8.3565956,215393.432495856,339509.140140215
674.970886230469,25.400454,142401.579391643,4496122.11402762
675.004211425781,11.008552,202742.841403596,330767.652596836
675.004699707031,11.5339838,342394.358589266,330686.366745464
675.47412109375,25.402833,1428432.37034147,NA
675.483520507812,8.5472526,90686.0060374379,233391.732023447
675.485443115234,4.8600488,330206.467112113,149194.827902857
675.513000488281,10.881408,1015586.29535602,156616.308077695
675.519714355469,11.03501225,1265745.25289672,690659.145429583
675.535369873047,14.75308,386910.319416797,228865.639980235
675.545959472656,9.0436167,5196955.02040948,5116053.68391689
675.555862426758,16.564608,402955.372273358,430053.819330467
675.573562622071,17.7589595,788793.888094718,1495876.01076045
675.5908203125,16.588319,1649825.94201305,671728.389836262
675.631561279297,23.898733,4202828.7852976,1067784.33611254
675.638000488281,17.2069785,932631.226296103,1205990.13095064
675.64811706543,17.585133,2439091.17873846,3324821.94893654
675.947326660156,12.56821,172809.371898527,246762.948006104
675.969421386719,3.7196698,113902.275841219,165704.335914057
675.972045898438,17.229693,94806.7200528802,327906.818490689
676.489074707031,4.5915872,143825.919189024,147898.357613754
676.494750976562,14.058593,NA,182719.89207656
676.522705078125,9.215209,255398.229967019,123890.200469234
676.530395507812,12.7041505,346357.298938363,372585.805787809
676.537048339844,14.756458,297086.268526054,NA
676.549377441406,9.0436167,2005786.58855515,2074001.54143834
676.559448242188,16.371739,887825.490810708,NA
676.577697753906,17.70883,NA,522353.932925396
676.635177612304,23.990959,2051093.16185674,1959700.09976489
676.847534179688,26.953931,NA,153244.648724173
676.938781738281,9.62837165,82519.3639682345,131861.323263982
676.939880371094,2.0572213,106774.807703806,136461.651147887
676.992233276367,14.504604,1923746.87731974,158932.132488141
677.014282226562,13.956865,98006.2650644187,90024.9341289846
677.015197753906,7.4052916,167626.721993833,78086.0756409398
677.116790771484,0.9181477,227652.253440546,163489.105300146
677.211822509766,6.9688606,328471.590453214,653536.284213715
677.454254150391,9.95172235,890218.583024895,964579.247293966
677.483764648438,5.4516905,157009.537092399,73405.4989705669
677.501220703125,7.337232,NA,559950.277730413
677.51416015625,15.7553895,388509.223004509,NA
677.53369140625,12.809389,685646.883174619,785059.915833272
677.550598144531,14.0627575,213689.791118315,248835.255261916
677.561828613281,9.50900745,632812.538058931,544444.960939952
677.589385986328,18.943979,3465080.27635222,4578756.00160798
677.647735595703,24.0175915,2611859.04871778,1621801.37323747
677.864379882812,11.347025,335633.645322198,302821.551067967
677.86474609375,10.655955,261923.565564636,184816.374923672
677.900848388672,14.855867,194871.543564248,NA
677.979919433594,25.385545,3275626.77096091,NA
678.213073730469,6.9543025,NA,258222.913281104
678.457427978516,9.9446592,205437.346655597,204108.539386247
678.481109619141,3.0216968,179070.383680276,134365.177387401
678.486206054688,3.6752967,184132.403976281,318515.960051051
678.505065917969,7.56446325,433819.704871169,248687.946711528
678.509643554688,9.1406679,NA,274486.762904717
678.552917480469,14.5857345,400844.795242263,NA
678.565734863281,9.5192364,176871.845499376,NA
678.592651367188,18.953524,1466026.14374673,2183973.79760059
678.603088378906,14.814015,NA,406985.239249104
678.650726318359,24.1796715,530976.528752547,NA
678.865478515625,9.0478464,115339.271123526,NA
678.909332275391,4.3279377,128078.269528653,174077.619736483
678.909820556641,27.9021215,163498.765997928,216000.830590538
678.93798828125,5.7070675,209465.28637926,192509.904543564
679.016220092773,21.1260825,645735.544499556,1877672.3677857
679.160430908203,1.454071,NA,140760.220429998
679.311401367188,2.3251932,189373.737307617,NA
679.420181274414,4.94050405,194865.702077807,164800.194938814
679.469512939453,10.253998,480066.605392022,NA
679.469970703125,11.0045295,1452787.03638283,548026.085939288
679.565979003906,15.446027,240804.351282426,642417.08111976
679.653930664062,24.107067,1059246.03222236,275655.841988895
679.937103271484,17.57792205,99227.1826618593,142975.323186154
679.940551757812,4.12851555,NA,142744.572454456
680.019409179688,13.388301,242072.838933277,295076.023541247
680.019775390625,6.4425595,355315.346922652,364704.377779697
680.248275756836,2.4289956,258210.794666941,350019.615858931
680.427673339844,2.3901739,NA,282759.60565513
680.473663330078,11.736865,733249.946055949,764831.254390771
680.482269287109,11.8564,2217442.8265031,2190891.35307889
680.501327514648,11.1131635,2044610.50818751,1690902.38142001
680.569458007812,15.329037,433053.023227979,1066063.79051392
680.569671630859,15.365878,1079420.22618259,NA
680.669006347656,15.9716375,984245.522256107,1125474.5358539
680.902938842773,25.47825,879607.062945026,781606.517532186
680.934204101562,27.73814,109513.634231365,135641.757063926
680.934753417969,8.6154273,NA,141553.352931083
680.958923339844,4.846593,371809.939458737,168624.279344518
680.982666015625,4.479212,68888.3819381322,NA
681.020629882812,5.2631895,77741.2290115552,101621.046776075
681.184448242188,3.9043692,142235.366206213,NA
681.466033935547,6.9626512,NA,322635.189508349
681.472869873047,8.1205991,139334.670657527,307063.699929046
681.487365722656,12.809641,358194.465072427,385887.876868124
681.495788574219,4.4532643,NA,165598.767890237
681.504821777344,11.101247,614192.444310699,533460.399686959
681.545623779297,13.438775,937572.904363134,1081201.92490629
681.581909179688,16.209649,1303780.2506782,NA
681.859008789062,12.24726,121051.171941947,337328.557684452
681.894378662109,9.19956775,115558.760888765,NA
681.895278930664,12.6552385,271114.178096126,207606.992972577
681.959533691406,28.912592,107994.576176714,148177.173346872
681.960388183594,27.262814,142794.813892736,88863.9952671696
681.9912109375,24.097551,685020.193412574,479705.870621726
682.476196289062,7.1530775,NA,234853.653799218
682.517822265625,11.762797,430129.432858356,NA
682.549163818359,13.443097,341511.383954775,396544.612825901
682.579681396484,12.6496815,539724.817032768,1069491.10954172
682.5849609375,16.217335,379208.745312306,647889.340595401
682.600769042969,16.08585,954137.67551321,1367318.54277844
682.867797851562,16.800737,823543.269278916,79999.2375858164
682.869812011719,24.192638,591355.33924991,NA
682.956329345703,11.2570745,287399.995743276,342595.209888854
682.977416992188,0.82890845,190334.83009856,NA
682.994293212891,25.2193305,527974.111212655,424011.91816971
683.199096679688,2.0312885,145675.177267038,NA
683.200408935547,5.30452765,200280.83039349,338384.100663453
683.217712402344,4.86449435,565751.407754704,636135.734305139
683.415313720703,3.5434719,96707.9406354147,NA
683.467590332031,11.422595,NA,1143843.84236486
683.488403320312,7.8677014,923702.234592937,251869.343857418
683.503433227539,13.3973815,235881.962856093,281958.779379606
683.561050415039,14.5916635,1164392.51376703,1363566.54032214
683.603088378906,19.455588,593073.686627121,376036.806262041
683.952178955078,25.191218,NA,1048197.25846733
684.20556640625,10.500409,161529.081136922,117254.843781094
684.221435546875,4.8978752,NA,171398.937184349
684.280029296875,5.04381615,251064.911827805,208548.874576009
684.491500854492,7.70367135,383398.968592335,1477574.82578735
684.499099731446,8.44689655,189489.31890306,188148.437949257
684.506927490234,14.1697175,3267738.63770955,3660300.6448767
684.564361572266,14.440943,503188.380571515,698924.380269257
684.564636230469,14.814015,NA,348292.806939721
684.6064453125,19.477199,8376708.76123909,604099.938630933
