"mz","rt","peaktable_1_6a93145d1bc48e797ae1f779eae404e0 intensity","peaktable_2_2ad96385d4e11b01c12368cf109cff67 intensity"
271.050750732422,17.078418,1010884.49460372,168693.546913942
271.151657104492,0.87803761,583108.135256721,701919.573711998
271.18798828125,19.626396,329263.924767313,124768.64568035
271.318817138672,1.74085165,216880.239396791,193381.76296142
271.96435546875,7.1987266,110192.754618967,115654.263685728
271.972961425781,18.396667,377324.562968427,743565.316322816
272.050720214844,24.5600185,183058.7645734,NA
273.130905151367,0.86842995,215965.633305678,245905.652397824
273.167266845703,10.273686,168634.973990332,166922.5332593
274.170639038086,0.8964307,650799.663108165,811903.132721418
275.092681884766,0.59013385,84717.8566770761,86067.3439885666
275.146492004394,0.823171905,932712.932461833,1064994.10065569
275.159332275391,1.3651655,1462979.46823143,1419019.32868889
276.162750244141,1.4261909,85606.1351473183,257657.518147348
276.197616577148,24.3734605,89009.0651032474,193977.529674952
276.986114501953,9.0999902,320842.42890048,118254.823157688
277.132446289062,24.1481575,301979.162844387,322454.117589619
277.168617248535,18.835363,2725626.16440367,2061733.99481813
277.216217041016,2.3774391,353674.467013041,NA
277.890457153321,0.3348229555,93530.6273840475,88417.9954452825
277.952835083008,9.0480312,109948.894571991,114619.415439842
277.955017089844,9.7612755,144157.805652976,NA
278.127593994141,19.810002,554603.65826718,542363.75634186
278.171936035156,23.74306,118580.227666636,189933.984651909
278.868255615234,25.11325,771168.352891389,NA
278.903198242188,15.0636595,396005.98687289,50079.507540761
278.955513000489,12.7572715,355029.64303245,312878.224048123
278.971252441406,26.953931,75211.3784786376,89132.9554294943
279.0322265625,25.644872,294854.796043836,NA
279.093383789062,7.2421698,57940.6975573597,110506.168817292
279.111480712891,24.153739,184160.177283988,NA
279.147857666016,14.285225,395555.626708477,285139.344116882
279.184288024902,16.025492,1868062.11196864,113912.872696592
279.231994628906,4.6011438,58206.7496741083,99509.8701355728
279.646957397461,2.31673905,368164.990829532,270005.185825838
279.8896484375,13.14180338,74961.7038964472,34855.4510204279
279.919677734375,27.38957,112201.771966228,NA
279.950775146484,0.6949228,77483.3313951695,NA
279.966728210449,22.6623575,145402.994988993,198418.098777653
279.969818115234,4.711222,285296.646235307,95124.121853553
280.092010498047,0.79000938,692366.194344955,NA
280.151306152344,16.997915,168048.417242587,189351.422634841
280.187850952148,24.0154305,413807.065434101,182381.981202073
280.865272521972,24.7696415,692050.868242698,NA
280.899139404297,25.5291015,880998.512557969,811035.201010313
280.95426940918,20.7392595,1439094.59152416,363451.757944568
280.969757080078,27.220627,106233.064452067,NA
280.992248535156,7.5682669,73098.7618010992,154758.467299746
281.029541015625,3.3791931,117687.460419551,161565.035766799
281.029693603516,27.285822,119648.823741207,137357.275400782
281.153701782227,4.82191905,142211.623918172,439055.342708625
281.294952392578,13.635445,151499.334594726,NA
281.842887878418,24.3309455,342694.540165767,331162.946315636
281.933242797852,26.048727,255894.198672293,121787.028672661
281.952087402344,20.453999,1393082.84998869,531208.137273311
282.013542175293,12.874462,324437.421781998,312300.138634455
282.062561035156,12.01348,578449.588878722,452710.374131346
282.20393371582,0.95899045,201998.22199412,NA
282.253952026367,20.676646,151155.676110741,356084.467946482
282.279220581055,6.8238398,92088.4432413514,52367.5991974872
282.862258911132,24.5838565,138980.604421645,140532.208994537
282.949584960938,19.191853,292802.015326655,409256.911115411
282.949737548828,10.747063,503876.590825993,482810.430919879
282.975387573242,25.5396675,79928.4200927922,463972.199373766
283.014022827149,26.7684975,110158.013078092,115821.714573402
283.025238037109,3.278847,173454.828287474,253126.187509452
283.169296264648,5.3149632,NA,192710.114660799
283.174713134766,0.71548897,NA,34628.3347558776
283.263061523438,6.27858685,134843.512624337,74240.0668163614
284.011131286621,15.0141147,63150.5003288045,65626.4553561311
284.294891357422,6.3723036,155877.420326003,NA
284.331237792969,4.336582,900590.797377966,77484.1110047117
284.947052001953,5.3117834,60535.9231276164,81339.2953162029
284.972381591797,20.220604,858468.322480811,583298.408550558
284.993194580078,25.236746,236562.925770592,512362.686600469
285.154006958008,24.763158,375044.969332375,NA
285.334518432617,3.57426405,831525.866880818,969037.132666258
285.836883544922,24.510889,NA,188101.903538668
286.078788757325,4.43151105,86331.2950685723,64468.2367038319
286.097564697266,0.6053585,NA,109675.167508097
286.916183471679,25.4749615,877878.965783698,1055684.87371899
286.942779541016,4.0396267,130814.859870164,127791.490140715
286.948028564453,13.661377,768191.339024991,221280.359073864
286.996505737305,8.1270869,214018.73385947,218598.738832737
287.103958129883,0.46476884,NA,97248.6953079697
287.14680480957,0.85958143,142653.737141643,NA
288.030487060547,14.994365,614700.101152525,755792.233689844
288.066101074219,25.165116,517129.716750921,NA
288.075927734375,25.692805,162353.060596406,NA
288.154617309571,24.1553985,614063.828009042,181916.541541898
288.94499206543,16.7696745,213268.75470761,854510.858248074
288.992126464844,17.836952,596081.91393126,627155.549407517
289.031097412109,6.08823555,48231.0427007221,112233.317324988
289.125747680664,0.821010945,282198.46427928,253726.3631853
289.154296875,2.05561245,90876.6565635229,112431.717693334
289.162216186523,0.851580435,1027337.82284575,1295852.64025538
289.216117858886,1.1711857,105003.135150551,NA
289.993041992188,10.1580305,65510.5493614749,157237.425447779
290.027938842773,5.9141581,74838.2251242668,149373.375994229
290.081756591797,23.715171,NA,437446.781174093
290.94367980957,20.197016,222998.899232351,139880.044531174
290.989501953125,8.97050325,56911.8840866063,107052.673402312
290.989654541016,7.8526351,179743.032026011,93632.0000223066
291.081817626953,24.810608,507858.850700162,327002.580609945
291.141494750976,0.793508625,170773.673489485,202137.573945804
291.962219238281,24.503066,298915.481637177,405926.340270708
292.29988861084,11.9794525,421481.050251558,504824.14143797
292.959564208984,10.751386,153698.324843794,206281.918428213
292.959686279297,12.977044,188583.615300347,437456.943395613
293.053558349609,0.78568715,104836.397119869,NA
293.993743896484,25.273169,427670.08903616,291221.745160208
294.315689086914,13.1045665,1195257.59601003,59613.8620228761
294.917007446289,6.7163666,132492.679854642,133287.993152114
294.996948242188,9.5019867,437452.588745843,246285.90756484
295.188079833984,11.047817,600572.401917669,109652.79189176
295.318984985351,13.033251,219651.701485779,884679.42496453
295.956573486328,3.87195345,58867.0955119275,NA
296.191482543945,24.830151,393214.458326459,53350.2402716247
296.294998168945,2.9215359,613368.581727927,318681.486857155
296.895935058594,17.437191,49491.3451329433,146564.51381437
296.91633605957,4.6779639,100264.852789711,111823.980425995
296.957138061523,25.657838,224772.684644378,97834.5153314007
297.007232666016,4.9386165,363395.19332413,274148.718917669
297.240081787109,3.9303024,435119.08032333,132990.099790435
297.298416137695,2.9002666,NA,118915.533216575
297.991165161133,20.8471515,2950354.60028447,2098644.89259004
298.346832275391,3.1705096,4130821.32398794,1292650.19605891
298.892913818359,23.829579,248039.076642913,683903.967387683
298.914581298828,25.649194,223791.156028766,NA
298.914695739746,0.39624645,59279.2976440763,NA
298.952735900878,27.524854,66816.6630512084,65121.9372413848
298.994537353516,10.145944,386352.5358033,499779.70022997
299.002571105957,26.0662075,268217.032246657,692042.523501594
299.350219726562,2.5751821,927363.192110143,191145.028523591
299.986877441406,27.024831,83739.3872466619,81008.8086385496
299.995147705078,25.862134,104079.792162543,NA
300.02417755127,5.30224715,200220.659164725,198364.904178486
300.060516357422,3.303594,55817.145731631,41754.3611258818
300.353393554688,2.5727281,158566.384054324,NA
300.885116577148,6.8823142,871824.075499222,133762.727009806
300.903045654297,24.472544,265582.19007587,303816.89201977
300.908905029297,26.663073,593692.36023234,NA
300.946563720703,0.50468803,NA,42850.6287683347
