"mz","rt","peaktable_1_10e699565419f9caf88e774674661338 intensity","peaktable_2_35140d56ebc2345ed69030c3baf5d516 intensity"
237.100814819336,19.416619,396636.269944001,411022.055412197
237.137519836425,11.42857115,117336.415713457,132178.013671331
237.170906066895,15.02377495,NA,81558.4161516844
237.232635498047,24.5330735,312443.374149029,88437.3939574698
237.911315917969,0.380345035,101416.121425514,35957.3781555591
237.944808959961,0.39153776,41394.365287739,NA
238.191329956055,0.6893145,NA,45159.8634447394
238.93701171875,20.2616825,540729.189197846,767829.392405181
238.943008422852,29.404208,NA,138948.307816409
239.070404052734,7.6976537,110183.045659096,120495.278400011
239.106628417969,12.8278865,94264.6843799171,487135.277538764
239.149036407471,0.75434521,63928.3885007596,68770.9499706908
239.247970581055,24.48215,261853.480080935,NA
240.01566696167,25.966935,111091.965394454,145961.218575587
240.027732849121,3.8968544,290418.316380608,138537.014054572
240.065658569336,6.9771038,148237.29169535,214148.05388391
240.232452392578,8.0535649,82988.0153143947,102684.487241494
240.918075561523,19.213479,192030.118110448,322664.832404061
240.93408203125,19.148661,177719.111257485,200713.690721716
240.9873046875,16.473614,101957.836985227,159845.248250043
240.992889404297,3.0315733,NA,92318.4241185125
241.025478363037,3.05822565,92915.6622319042,115196.842654184
241.036022186279,11.3824125,3778960.01814736,445006.56812911
241.049133300781,15.9359119,NA,256331.441937681
241.049575805664,7.9339735,238786.743552533,143950.064263888
241.085781097412,1.59014565,6276597.81696002,3886880.87196
241.122421264648,5.5833787,218858.046283248,2856327.9166201
241.154880523681,0.74944643,111155.302750127,116857.442356995
241.177093505859,24.797665,256541.504759397,NA
241.20234298706,0.841535625,145697.494023315,162664.456934362
241.23551940918,1.2268309,264207.851837788,155052.056238744
242.001182556153,0.750274135,35985.1058320787,NA
242.023357391358,27.71477,89481.5967493323,134162.164061025
242.03955078125,17.964385,174216.323930618,243786.970571485
242.071380615234,0.337844405,46782.0698317413,116618.819764925
242.089111328125,13.46073,1045768.82389597,720727.859716405
242.089553833008,8.22464885,269066.231116426,711212.084141276
242.125503540039,15.4998935,930244.22674221,910334.409108287
242.283813476562,3.1525547,168221.187428571,NA
242.962036132812,0.818798265,821077.828135801,851857.164997115
243.085586547852,0.76020192,143658.329869784,387787.117779456
243.119125366211,19.779678,181816.54826904,575378.916500175
243.120277404785,0.85995126,347599.165138208,248630.512950276
243.210723876953,9.849692,966232.921896205,1375592.86412243
244.060997009278,16.5337615,161662.238996828,NA
244.079406738281,0.75376842,66753.2474731312,54729.246961001
244.139297485352,11.978241,194094.387648572,1564028.18760657
244.13981628418,0.67437183,NA,135618.618394064
244.238136291504,3.8296676,81601.3298717787,83649.2385366507
244.953834533691,8.86345125,207511.072159781,198133.132858992
245.078857421875,15.720547,278208.622947415,215838.528812689
245.099983215332,0.75459622,37497.0430200421,NA
245.11540222168,17.792394,262709.432159292,226150.746138042
245.136016845703,0.85779018,549538.423579843,595604.677136915
245.140151977539,19.3010715,451403.015331103,403387.618182894
245.186004638672,0.88764264,480819.700336545,150924.538981092
245.957077026367,24.499438,238868.138551872,254324.923212656
246.022277832031,0.73298578,95810.3599827208,NA
246.077728271484,0.63084137,81410.7930658886,74473.660923856
246.136795043945,15.923337,384663.167285154,134732.857058931
246.923332214355,25.4439985,3606321.79696316,4031997.18503616
246.950881958008,19.412297,547424.467725508,319476.813476721
247.004013061523,12.069006,4873045.04039806,2608993.06885088
247.050399780273,25.1931395,448172.27402555,NA
247.094207763672,0.83239446,93717.4854678082,NA
247.128036499023,0.90950413,NA,231761.366462961
247.928680419922,24.065065,637051.419839969,229410.559953739
248.004451751709,4.5031188,230144.970336042,299039.399495051
248.004703521729,14.4637875,282910.188837664,497254.795117478
249.001510620117,11.447388,393230.93886232,1222027.72518046
249.061080932617,0.84968355,67399.1382506872,NA
250.118656158447,1.3378235,174094.996661619,719840.07459556
250.177871704102,5.0033187,75931.0325109853,392340.187964512
250.941162109375,7.2905495,182348.800767199,258818.514850502
251.046813964844,3.6937145,466779.246650771,NA
252.019622802734,25.765869,81940.5948236906,115709.926789458
252.124282836914,23.1500325,391912.636716326,360574.842319446
252.124542236328,24.918966,NA,565809.203585852
252.268371582031,14.802318,250991.077441584,742411.646695311
252.939270019531,25.714003,495180.032776197,NA
252.939697265625,7.9106831,231330.45946799,388646.63969367
253.060981750489,0.75218424,330098.049632323,338779.064663571
253.141082763672,24.559949,227185.215981445,NA
254.247993469238,2.0303307,NA,176772.664842885
254.2841796875,15.250829,1298857.45046062,2269445.87381153
254.823692321778,24.410962,874576.457641667,365922.330194062
254.937652587891,25.74858,163619.174565531,59866.2501132128
254.982727050781,6.5615156,110865.409164005,89182.6420882735
254.996643066406,26.203565,128178.876936093,86110.1267686169
255.103668212891,24.480022,233424.233793288,230940.838614845
255.192932128906,24.931902,428693.752696412,433995.467412189
255.980407714844,3.3378482,127316.871486593,90679.0391335721
256.238403320312,0.858921255,3089907.64839148,3105614.71794672
256.820556640625,24.650713,652048.869731231,NA
256.96435546875,13.993398,678812.940457943,468743.969882318
256.964866638183,15.974871,793279.585400121,513951.874394264
257.100944519043,0.807103625,183490.20391854,129808.378437403
257.135803222656,0.907687625,389666.205901744,422827.390535751
257.226547241211,9.8193349,882047.386166888,669138.602114248
257.241523742676,0.850277005,422417.565698917,429755.274765737
258.101440429688,19.615437,53900.2829762393,99956.0314060082
258.110366821289,0.74944643,375990.484782978,176066.422797244
258.137634277344,12.937753,2825420.4231432,82662.5327439072
258.81787109375,24.56427,647200.31140769,NA
258.936050415039,0.818798265,295106.024490756,386500.858308058
259.059616088867,0.838340455,125588.287423103,114177.268412688
259.066253662109,24.043811,319151.004141802,493621.642314367
259.096527099609,16.412742,408477.257963892,490410.858445781
259.115539550781,0.86264953,144383.824403946,NA
259.141265869141,19.516028,433654.25376259,272106.785820472
259.15185546875,0.87904972,NA,425891.924768647
259.242065429688,9.82365695,864563.485173259,653471.067310211
260.026931762695,0.78917338,148970.962195977,NA
260.080474853516,17.846126,153734.78464651,416660.441665809
260.117065429688,3.0874784,5018755.26302826,4370680.91936241
260.153167724609,12.0582005,2055919.75455558,92909.2679413533
260.925750732422,0.63598022,83948.6277847275,83761.4544753401
260.963623046875,25.532426,208437.975824073,NA
261.109680175781,1.0358256,136856.949910072,303965.677101245
261.120422363281,13.472749,1206492.97372603,150673.090991565
261.131103515625,15.8374385,465186.517662342,195496.860274198
261.156677246094,13.948907,785272.480098735,189434.760296677
261.185012817383,4.77208445,132720.030435856,NA
261.221252441406,1.1235165,NA,151216.900912758
261.997512817383,1.9046497,85608.9381979331,145214.401830763
262.105743408203,25.428695,1327590.35758826,NA
262.134185791016,0.80376341,166403.622368876,108469.156132118
262.150115966797,14.4986695,145991.432646329,232325.824899238
262.252746582031,13.4693745,381630.931502113,182790.028378708
262.90022277832,21.1139745,281135.037599195,355097.798598267
262.924224853516,0.282539162,68045.4169114313,140407.691017167
262.981498718261,11.824806,28541974.4779054,23126559.3121005
263.017608642578,23.038973,653189.418589725,252292.32578825
263.031280517578,4.4088477,200418.635235229,141325.336605961
263.061660766602,0.75002313,110119.387875993,95506.0134409436
263.091339111328,24.534016,148419.790980466,NA
263.170440673828,13.313132,270894.940960233,1709124.32022653
263.254150390625,8.1581306,NA,67205.2936826608
263.254669189453,17.670671,682072.497717679,76776.784154385
263.984786987305,12.099261,1372359.90313222,1275040.99990126
264.109741210938,19.472807,312386.674972844,389144.297546966
264.146667480469,20.672208,168036.521154032,180670.676599693
264.268592834472,13.557978,21372906.3293405,283107.951277032
264.97607421875,0.78907263,NA,326578.789280444
264.985717773438,17.7915,247125.523882496,422931.675180478
265.0673828125,0.86383718,NA,90074.6058537295
265.168151855469,20.2724,156655.833780233,NA
265.224975585938,1.000336,286264.896004495,163586.272089104
265.252258300781,12.855633,368721.234628325,2377869.71033814
265.271942138672,14.489396,3824850.00046696,732467.839387976
265.955718994141,22.355664,194278.772154138,171854.570017032
266.172393798828,6.58297155,74304.0666614519,126045.639999915
266.275024414062,14.802318,327496.587260164,4057399.28838184
266.284332275391,12.885822,309999.947351264,300293.311129354
266.974365234375,14.632026,536830.201723577,418916.825339647
266.988372802734,24.425962,306744.741726333,476475.491901799
267.026458740234,0.90276995,276872.491161378,315872.131564387
267.047546386719,4.46008875,132987.845221693,108005.785796599
267.287261962891,12.6324425,193064.893159569,269543.205825082
267.967697143555,13.905863,351629.475542328,525380.861270141
268.263427734375,1.8181115,159638.702305587,1167124.67060934
268.299407958984,8.0535649,NA,195389.641960628
268.299957275391,16.755321,142545.235221423,268655.337168742
268.971252441406,0.088527849,76226.3213912732,NA
268.99853515625,12.025784,16751294.8035226,9628536.92081642
269.045227050781,26.034231,138445.043969068,NA
269.226013183594,9.7370001,323894.56845119,252875.979573985
269.266906738281,1.79216055,165867.553316619,208026.377165467
269.963165283203,24.571283,NA,278755.630683043
269.966201782227,14.2688465,1058122.53124495,375741.555065173
270.001907348633,12.30024,1003134.74293362,1285842.69453751
271.002593994141,16.032395,599731.564495344,277259.64890229
271.050537109375,20.626814,394015.817350542,260287.671814925
271.151748657227,0.87517184,754342.323860862,857754.527632259
271.169128417969,6.7755872,NA,270835.735884246
271.187927246094,24.677011,501391.40320559,363352.250254696
271.964309692383,4.4160489,114077.708038055,123235.263681088
271.972747802734,20.8016845,710120.973925273,287271.597556888
272.017890930176,0.842570075,238214.654163448,275962.845691876
272.091979980469,0.75459622,55751.7757529876,NA
273.075256347656,0.81510635,95297.7540233865,NA
273.130935668945,0.858921255,215676.51527639,226512.048142497
273.167297363281,8.422855,144451.528885583,242392.730902277
273.258239746094,9.8301448,396419.076705452,NA
274.091842651367,9.0025554,646591.271913353,691114.257823367
274.17041015625,0.90984854,622161.845172033,743078.535156519
275.110458374023,0.75027428,87286.3785089273,NA
275.146575927734,0.85832726,792684.569487849,NA
275.159423828125,1.36245615,2744433.88899987,150374.345531526
276.162582397461,1.3820583,367293.432518579,557705.572271133
276.195861816406,24.419039,122200.055038361,86688.6473194572
276.199569702148,0.74281153,NA,123167.308280344
276.268524169922,7.1672775,143446.022682347,NA
276.986022949219,8.766464,355939.725222582,280640.105803456
277.047622680664,0.75891826,40297.1349701976,NA
277.104904174804,0.802536835,1800465.53975698,1945998.74790924
277.132080078125,22.048616,258121.588700156,275007.032059224
277.168609619141,9.5017932,156671.752848913,124783.533067874
277.21630859375,2.37726065,220475.114139763,NA
277.890228271484,0.46309514,109397.316034838,72939.2082233717
277.95458984375,0.456762415,84398.8289619216,79022.1922792204
278.108062744141,0.80213965,150879.441297476,NA
278.127700805664,21.2153215,197041.591057748,373529.107028431
278.167724609375,20.026192,NA,350672.730401004
278.172058105469,22.649569,456079.808809464,330408.969259202
278.868179321289,24.5945255,781043.070408725,458129.377171409
278.903259277344,18.664648,394156.448485094,252536.367034919
278.955505371094,17.876304,207612.434547139,242363.709537211
278.970794677734,1.4690539,91137.9223461528,62926.3670180625
279.093383789062,4.31919,69909.4057975203,77020.5540960731
279.147857666016,12.825378,1791893.38081686,494569.306152199
279.184143066406,13.639781,995570.923905013,165983.430390915
279.231727600098,2.1704902,48444.4990269645,102837.169149268
279.268051147461,12.4247535,996736.144747492,1040686.49635502
279.889739990234,0.361677666,129741.176059396,89397.1687143786
279.950668334961,0.067546649,68996.4197923205,94272.0296693259
279.963897705078,18.223838,67211.0204489346,221806.617649921
279.969573974609,26.793136,141545.073676817,192564.575055179
280.092224121094,0.763882225,129896.505089457,100174.590882163
280.151336669922,19.9267065,407972.732566418,391834.355512271
280.187850952148,22.5977035,443251.072996903,478665.221149229
280.263427734375,9.27370145,25015.3703189188,33464.9131360781
280.299926757812,9.3163057,168710.363667808,NA
280.865081787109,24.849531,846130.779775778,445441.83302929
280.899169921875,25.51946,816498.516455419,NA
280.954193115234,13.655226,1470800.94803436,1166130.52146374
280.992095947266,9.0903067,80059.7621258025,77752.9353825815
281.029388427734,26.055841,92468.6539208738,112243.438573764
281.029510498047,5.3322366,59487.73036922,NA
281.153381347656,5.3697215,NA,159154.322895234
281.174911499023,0.72648227,60470.6874668848,59787.8876085926
281.842803955078,24.747961,689558.195691073,NA
281.933158874511,25.618917,610670.6249449,NA
281.952239990234,13.401487,1175427.65742557,1242088.40936069
282.013687133789,8.6635958,274916.831951977,190496.488441571
282.062225341797,14.71445,378449.088844403,619592.295847998
282.204010009766,0.93994518,92830.9912141342,83062.574535116
282.279113769531,13.045806,1006439.73809532,326689.012626551
282.949371337891,20.224857,535664.899449847,NA
282.949859619141,18.357698,266021.574353506,435160.969193414
282.975402832031,25.6957025,77146.5385714067,133168.012611796
283.025238037109,4.49383145,78144.4375230652,165079.968457119
283.169097900391,4.1662166,NA,147714.418117926
283.169708251953,5.58741215,NA,97920.2428744911
283.263122558594,6.0587511,77026.957336265,98580.2890729665
283.282318115234,16.189609,709907.249493892,566371.679711712
283.839782714844,24.828574,NA,495245.083659123
284.011199951172,26.090418,96872.0427720698,66488.8824597716
284.294738769531,13.979385,168159.539030947,73049.4742838322
284.331390380859,4.2037255,111270.776734078,42435.5577116187
284.972412109375,14.3437685,334723.51172765,2524013.44187307
284.993057250977,25.156402,297482.127025764,NA
285.107025146484,0.970680015,175178.811194468,176751.581998314
285.242736816406,11.352709,1762300.94781471,1838686.94145471
285.29833984375,15.288244,3566366.03907517,92063.6153055881
285.836395263672,24.758766,150014.217219842,NA
285.941032409668,0.744381795,71529.7855288704,60680.705742847
285.948471069336,21.3255,NA,159307.548989067
285.976013183594,0.91883712,141328.689038467,62821.5948793478
286.07861328125,5.44745605,77421.1735179318,96686.7530044919
286.91618347168,25.494521,823168.830499693,915807.906181739
286.942916870117,3.03912445,138395.416796631,125795.262849774
286.948150634766,15.8400605,204473.620265739,110406.033690268
286.970436096192,0.778464155,3286207.4078262,3609840.99516902
286.996429443359,6.2992074,181784.225585225,144904.521052161
287.146545410156,0.86264953,41921.3526669753,230106.572638217
287.183135986328,0.99377552,NA,68486.925544105
287.273284912109,9.8410257,1049271.56758239,1312273.77003118
287.946228027344,0.77620687,54369.4505527266,NA
288.030212402344,14.4677855,773486.436535298,591901.815110716
288.065841674805,24.92949,722313.7522486,NA
288.154205322266,23.8454225,807514.811651639,177593.412226181
288.154800415039,23.616822,556433.786852802,47813.7932618602
288.203460693359,0.84536098,89991.6125054135,NA
288.908477783203,28.81813,131606.297269924,86877.1446461707
288.944862365723,19.13034,475497.599438878,503305.35143108
288.99227142334,15.3970425,683170.456249663,866510.951310939
289.032272338867,0.38289341,40392.5157582729,NA
289.141380310058,0.863243355,290840.725117033,295355.990289808
289.162490844727,0.858921255,1343467.85649134,1593246.4144472
289.216293334961,1.1095037,93894.5288858203,187445.325032812
289.993118286133,3.1854417,72988.6039236741,116431.23872216
290.028228759766,7.28160785,91374.0391778691,110046.949387265
290.081298828125,22.8263895,NA,328856.185299846
290.165512084961,0.83937434,151853.601333246,167686.221058091
290.94384765625,20.877498,570198.96340104,221167.892921003
290.989151000977,3.35028325,NA,119419.843464129
290.989807128906,7.184566,65117.3324486355,171171.138947929
291.070434570312,0.7516074,344207.287706372,384101.886061784
291.120483398438,0.8144761,736258.648199195,723180.176658332
291.962097167969,24.836564,545264.374282243,723177.821150579
292.102325439453,8.99927265,387162.00068359,450732.310623071
292.299926757812,13.21653,37005250.0068297,879082.355986885
292.959625244141,20.3857915,173161.899452745,161768.20096922
292.99227142334,0.70919368,119770.340752823,91874.289861791
293.053848266602,0.75459622,222923.251557693,131553.051181923
293.078765869141,0.84860856,48275.7608850594,131542.501738121
293.135986328125,0.8885824,128673.532142262,NA
293.283561706543,14.096437,2972731.42473798,3750204.62115538
293.303131103516,12.89021,1909092.82721912,2039121.70862339
293.993286132812,25.346575,499484.477382903,NA
293.999359130859,0.86766324,141403.48154624,138792.941708358
294.279067993164,2.42717955,144313.491394348,87371.363072672
294.315704345703,13.524006,1381761.24878437,296251.924823158
294.916961669922,4.4155092,280787.351583652,72517.5122517179
294.929321289062,0.78917338,187444.766248427,3799139.39232496
294.99674987793,14.4142056,261442.517139658,149811.210867058
295.187873840332,8.6325626,915017.290954653,131873.317669585
295.319061279297,14.21278,254130.978109455,257956.455123518
295.932434082031,0.79349585,178066.657211747,NA
296.191314697266,24.38058,585216.408436425,469819.078157136
296.294769287109,3.40604705,147658.987168253,673245.692631949
296.3310546875,4.709414,475307.777706413,NA
296.895904541016,22.1957465,612675.758903935,359359.670714983
296.915863037109,5.2784,123721.035005074,86958.2829165643
296.928207397461,0.80293402,1204175.63908846,298379.669743363
296.957046508789,14.8810659,119953.964177735,250933.035098804
