"mz","rt","peaktable_1_10e699565419f9caf88e774674661338 intensity","peaktable_2_35140d56ebc2345ed69030c3baf5d516 intensity"
791.595336914062,15.397043,2055986.15903254,2177154.0754111
791.604248046875,13.983707,1972219.56977413,1445724.52047236
791.613250732422,10.8941375,2044296.61215984,2012019.34423122
791.615890502929,15.100065,3591466.47581156,3063350.75019002
791.628112792969,13.248946,510743283.39539,NA
791.637542724609,14.4977675,15427362.4840931,14905043.179056
791.6611328125,11.597894,2761419.61284469,854984.152140938
791.667007446289,15.6772565,991206.173792801,3165477.27998531
791.68505859375,16.253525,1925233.1427933,2280132.15889673
791.694030761719,15.0617145,3641783.81663999,3650143.86882282
791.750762939453,9.833424,703072.001864513,821623.702301793
791.891174316406,24.041293,293057.105809442,NA
791.915191650391,8.7521113,785900.178133692,764878.485769092
791.978012084961,16.6911027,91849.6378205766,140972.621254453
791.98095703125,4.2804084,NA,73897.8924545922
792.079711914062,13.758957,1740113.80487765,NA
792.241271972656,5.2976594,174830.562267772,NA
792.367004394531,4.8606882,216482.536367518,NA
792.415893554688,8.76836715,620466.148347649,648297.927306297
792.492919921875,11.507129,714180.881847169,NA
792.495788574219,10.969798,1482139.47091034,454336.203449067
792.516662597656,12.795123,6495195.9049294,3244458.25647095
792.525482177734,13.248095,6843927.20321071,6257884.4758031
792.546417236328,10.4812615,1008106.98130276,1058438.56027572
792.555603027344,9.5321488,570973.206094455,730212.806772729
792.567626953125,20.185958,649491.5304722,1914248.98895816
792.570541381836,15.294275,386482.284813686,3005573.04538312
792.579528808594,8.1136097,401050.365930294,402691.702057616
792.591583251953,12.744589,17770178.3459921,9953752.19180999
792.603424072266,15.2810525,662766.018487014,3108616.15213095
792.618530273438,10.765032,1207631.38536892,574366.021376261
792.63037109375,15.572916,492295.269229213,618376.691005314
792.636535644531,14.2491505,1854959.61637498,2054039.32085909
792.666320800781,13.5824385,8200815.37866016,2135027.04541125
792.67529296875,18.4061285,85510136.3097616,608729.092007366
792.711181640625,23.764047,764078.438961788,304115.846716414
792.918029785156,8.7702703,NA,326756.754241462
792.92138671875,8.9986866,190116.608238214,1453693.53143447
792.938888549805,13.4467375,132523.389592078,NA
792.942016601562,26.016942,107218.441446376,99462.0735584732
792.969085693359,0.77630299,8951950.59704739,9318772.10480287
793.013916015625,7.5519466,330887.882370048,179978.463756116
793.016723632812,14.470919,NA,179485.952319151
793.055938720703,10.644189,1899855.19683093,2376861.21386909
793.241821289062,7.6599709,NA,379532.17001905
793.253631591797,6.50113075,1050575.18527764,1102598.60384926
793.424438476562,9.8104772,NA,18272254.8805208
793.424560546875,8.9998587,1179116.37356035,1268781.54409698
793.478668212891,10.266151,1719526.26211876,995907.341716414
793.484924316406,13.365643,880034.587647169,1502692.71832031
793.496551513672,10.9791365,24583140.0298763,660382.693880634
793.499664306641,10.4651705,854611.212937278,996510.311069526
793.523651123047,9.32322555,608144.190549806,495835.794389477
793.529571533203,13.015551,2787858.47303908,2998867.15409343
793.547546386719,13.538528,4972822.76386518,2941192.03668935
793.5576171875,11.753491,5193167.24904476,500192.456741102
793.559692382812,10.1868354,291468.535823866,2037689.5969271
793.571655273438,16.360877,360816.610225315,219183.599346566
793.580871582031,8.12019955,3252469.10287321,200445.402774223
793.595703125,13.044265,50078254.5372895,2834130.46177692
793.601882934571,11.997957,11527742.8181128,13992981.1792819
793.610656738281,17.679374,597321.963537401,1098934.4336468
793.621032714844,14.7768175,3755430.00628871,4359174.95451472
793.634735107422,13.763123,14499975.6369036,16953020.6763244
793.66780090332,13.597643,3787874.59778904,3193561.08776578
793.676696777344,14.787394,332725.319076092,507709.103415459
793.679534912109,21.968605,41213172.0925208,826545.321449049
793.715393066406,19.2502175,1305865.22281175,NA
793.925720214844,9.41931935,530857.580813005,891130.422307781
793.971099853516,0.778464155,1802362.93847075,1846170.17186645
794.256134033203,6.49782685,434316.314651165,426331.033078524
794.427185058594,9.81814975,3337138.68490462,3505439.47006124
794.475524902344,9.8258223,438574.188986814,NA
794.4814453125,10.021269,148811.696930169,2016000.08521718
794.493301391602,6.49998805,1346631.87376156,1406218.33004633
794.502349853516,10.983825,6270626.61464816,2072277.53553373
794.511596679688,11.230164,75699774.6845904,2102026.94035479
794.535583496094,10.45253075,284804.989931951,231703.928244121
794.541076660156,14.299223,1965773.3407514,NA
794.562255859375,11.752796,460337980.146291,453124564.828788
794.571624755859,11.0381785,9224573.33639961,390866.411628987
794.583618164062,8.18801245,203126.181078074,165074.114959267
794.598754882812,11.1354265,2515745.7015056,3809135.58321939
794.607788085938,12.867358,1206818.5048003,26035763.5993179
794.623107910156,15.101314,3141391.85900074,2541982.62048755
794.625854492188,14.6484785,1495334.43788011,1659215.87684345
794.652786254883,14.3846865,560981.39309792,849515.638879698
794.681396484375,14.802318,456905.947032419,1456334.95520439
794.691772460938,22.070404,881460.349553228,312713.217093748
794.727813720703,21.4285685,467559.572349891,368868.991948093
794.927856445312,9.820311,887447.154306254,878632.136897588
794.93537902832,23.431645,755351.222922164,561264.324625803
794.970062255859,7.006189555,20563555.1994675,1328580.13422213
794.98046875,13.244123,NA,26695302.9891937
794.989624023438,25.731292,392444.74811367,208801.814426251
794.995697021484,19.3539485,454023.033922967,NA
795.417037963867,2.32952155,1220304.58094614,NA
795.495239257812,10.91932,358809.881476296,392318.973492566
795.513366699219,11.3407275,37517100.4212748,313386.48439408
795.516357421875,9.782601,941992.820793586,360006.877294523
795.537445068359,11.109798,798058.210704366,749520.694534241
795.541198730469,12.045904,143498.238708064,249039.423251392
795.566635131836,11.752796,85557413.6059042,75197203.7324841
795.576599121094,12.167891,28165587.2059202,4385215.21299544
795.600494384766,14.145939,735593.43553971,2622712.8094148
795.612411499023,12.867358,2858854.20337544,1743197.94673826
795.618881225585,13.3190835,12930801.8978775,15985306.9096542
795.628112792969,14.921609,5801418.43650752,464508.855162185
795.636871337891,15.083428,1864944.39465466,1817412.92630393
795.651794433594,23.7215055,286230.722675845,296656.439276955
795.66389465332,16.594502,818514.339858032,1853853.58814156
795.676574707031,14.472108,14443006.1635237,12763974.6528903
795.684906005859,14.7939915,2137417.99570504,390445.906491104
795.694030761719,16.159823,3233412.18870459,341964.271266544
795.702911376953,9.82581795,4360724.538529,4757140.39024288
795.727172851562,21.240123,NA,447476.724003516
795.730102539062,21.426016,609416.794495998,304344.763230473
795.929412841797,9.82581795,14348528.5130857,13370704.8477954
795.938049316406,25.268777,2191649.54513008,NA
795.989318847656,13.253269,8577064.7748694,NA
795.998168945312,13.244123,NA,10340833.2175274
796.037261962891,12.3461805,6500758.4356223,6494302.90566008
796.067749023438,13.529073,NA,1696439.11797466
796.079940795898,11.9659405,3227157.96737616,2196493.52309727
796.420471191406,2.32971735,297963.075383896,NA
796.432876586915,9.82581795,12340356.864264,11937071.4869302
796.465698242188,7.8674618,223606.46284883,NA
796.499084472656,10.214575,4005876.74853372,3756881.71641889
796.516937255859,6.80623995,8676712.30067248,196777.108239036
796.527359008789,12.48393,11453825.3479802,270275.250736944
796.544128417969,4.25291665,17020064.0002555,139041.618043671
796.550170898438,10.911356,323959.232803616,657402.707683132
796.555419921875,14.9904045,6363689.69249257,1033701.63863438
796.567153930664,11.750635,10895050.8851043,8930549.65959733
796.580261230469,11.831289,962529.990863324,774566.572750641
796.589538574219,11.215702,34217678.2798497,54783484.7068196
796.616333007812,11.355855,4758833.73303561,7716306.10608849
796.625610351562,12.7756735,6211722.25528505,1845485.96803133
796.640869140625,16.252563,17710575.4411601,19294229.6511504
796.655242919922,18.474396,1870812.0804474,1640704.01058181
796.66796875,14.2408735,3765805.30337995,1364920.81781673
796.670715332031,15.669337,1194410.58790126,4392362.52540005
796.679931640625,14.446175,11134779.9974935,NA
796.686370849609,14.813556,17723122.7225403,5244202.02925514
796.698028564453,16.1793655,642774.376517535,586688.549104218
796.706665039062,9.8258136,1638914.10570842,2859934.72161116
796.734298706055,20.105998,328071.268887215,496791.543496438
796.7431640625,22.376739,600719.035402524,295935.233152251
796.909301757812,1.9299997,161116.580168185,75046.5561601759
796.933288574219,23.807898,4583373.02082757,357424.447965668
796.9345703125,9.8258136,NA,5858237.35804453
796.987823486328,25.238522,583222.299429128,NA
796.990844726562,18.0508275,328950.536326154,163215.168793105
797.043792724609,12.385073,1612751.5527759,2401210.68622829
797.165954589844,8.31817715,475845.378156507,659048.357580031
797.435592651367,9.82149585,1880473.61557773,2075697.12001
797.504516601562,10.2156575,521881.717556211,1239340.24789874
797.512969970703,11.3861095,1305261.76218141,1079246.22361173
797.528625488281,12.427743,1778767.86663185,50357901.7271536
797.53466796875,9.4451586,784776.642503093,780655.204285811
797.546722412109,2.3341539,9021546.47407538,8348971.16019523
797.555908203125,12.609271,1016908.03149746,113961.095522069
797.589050292969,14.743036,45820436.7048037,50398837.1152705
797.591979980469,12.851311,6181771.22267057,1419380.27334375
797.619323730469,11.362529,680646.031013675,1420522.66088768
797.628295898438,13.044431,1580748.33841311,2746147.80862778
797.634521484375,13.8065,4915690.5038212,NA
797.644058227539,16.252563,5178543.04982023,6158834.37954928
797.657073974609,15.3907295,2170472.58464538,546146.981128129
797.66748046875,21.914808,1226339.3568717,872952.45767626
797.673645019531,14.342202,2772867.98943752,3461702.94118216
797.682678222656,14.472108,1595445.60307689,NA
797.700988769531,16.172882,20393543.8200908,20786497.4851716
797.709594726562,9.8258223,647808.690943936,545053.582988622
797.742919921875,24.521049,489389.701054554,NA
797.746200561523,21.650959,601647.619751937,626242.19872312
797.909484863281,24.327513,316210.469586314,449389.684038287
797.909606933594,25.007918,NA,1876930.73188118
797.933746337891,25.0591535,761913.177738256,NA
797.936645507812,9.8410257,635738.84183532,499213.369345116
797.979232788086,25.3863705,3059060.09249417,4638172.01099212
798.094116210938,13.179792,2899776.84436308,NA
798.163757324219,8.2953522,291077.884957739,NA
798.16667175293,8.2937874,138709.391460681,362115.743524195
798.508972167969,9.8669805,589550.304265113,461082.662788322
798.514785766602,11.4702165,11085291.0973575,12148400.5259221
798.524108886719,11.157037,1651596.43316528,NA
798.533050537109,7.4671066,133400.96631445,313048.814567136
798.542236328125,13.041484,355784.455882495,439746.186253037
798.545288085938,11.826967,1453334.47890023,804028373.595949
798.561767578125,14.1906615,610745.692594702,9077854.99710472
798.566345214844,8.2751283,228123.73454705,180779.893127531
798.578582763672,10.833915,2118363.89736838,2869555.88609439
798.593566894531,12.9896185,5340804.22370063,4685756.84709932
798.602722167969,11.688659,12037051.1074014,6659704.87665228
798.608505249023,9.7932169,1068398.15360659,558466.369295878
798.630065917969,12.691392,1754006.41835808,2650537.53912373
798.640625,14.5369395,1770604.93707184,NA
798.648010253906,13.175403,1446089.67327846,370095.105209524
798.660354614258,12.579912,1502078.49962247,1407304.29087703
798.669311523438,22.5091,592038.899314648,848841.058274719
798.675384521484,14.3596115,650705.027715922,456205.644935618
798.684631347656,14.869743,541025.569049535,18347611.7862263
798.702728271484,16.169585,2736556.81937014,2736198.70851727
798.735961914062,19.4449605,578547.389131879,589859.337265788
798.929931640625,25.2147505,425884.404893396,NA
798.958709716797,0.54542993,NA,82793.1192861064
798.960144042969,11.757813,46939.9323794127,98406.0358067572
799.029968261719,9.6961584,228291.241734719,322603.637640009
799.078430175781,14.796267,3557609.50170378,NA
799.163269042969,8.3256071,228400.015246719,NA
799.251373291016,13.8749535,992890.184834515,1407681.84687374
799.269439697266,6.49782685,517240.149121934,476037.746704484
799.506042480469,6.5004446,438491.374045571,NA
799.519577026367,11.4583015,2190580.66070249,2562853.19071967
799.530334472656,11.2475655,238101.206712529,320201.184679783
799.536376953125,7.4525381,108538.158462784,222510.958534782
799.545776367188,12.684909,6284581.46371516,11218636.5332475
799.554504394531,2.3468368,590257.340763399,178202.850852117
799.566864013672,13.752263,17662588.4552061,18167908.1583357
799.575500488281,15.617471,967195.314634635,4689422.88543469
799.597106933594,13.127927,1224704.99503922,1193915.46648281
799.606262207031,13.650904,10528028.8419716,71222877.1673397
799.611999511719,9.778279,329873.713082995,NA
799.624328613281,18.98771,455538.417600481,551668.940186237
799.642639160156,14.117693,1568899.58698129,3227122.65597279
799.651412963867,13.1754365,22988755.5608813,24166588.5181122
799.672927856445,14.1522705,2430025.9223886,922345.497079012
799.681991577148,20.886142,4023689.27008674,1743095.9025234
799.688247680664,15.0966555,7415623.090183,9625254.9659316
799.718444824219,21.577682,1842183.75659271,NA
799.757629394531,24.388544,512350.427230535,360107.318594989
800.03125,25.420051,1368813.91081572,NA
800.067642211914,13.740112,17089244.1084074,17781406.5796087
800.075164794922,10.1578145,1902477.29016656,2678553.83390436
800.109039306641,13.2426575,15618773.9692349,17473626.9413888
800.252990722656,13.864975,NA,741615.180369842
800.298461914062,3.33197335,NA,99392.7106868665
800.456481933594,9.250542,299360.89872448,NA
800.477752685547,10.528735,1000338.25859859,713069.634049223
800.508178710938,6.5004446,180913.942487074,NA
800.514282226562,12.857067,7766217.67902746,166979.463391923
800.523254394531,8.9263826,657137.887057962,6250858.57050364
800.547668457031,8.0383251,176686.017492301,148639.96511311
800.553924560547,13.205725,79270576.6844565,NA
800.56005859375,13.315745,45651538.9122142,473735.034488443
800.570037841797,13.7469655,6683658.22859243,5718590.53653287
800.584167480469,8.5979011,146930.605174835,177272.817258153
800.599304199219,13.1391415,6065245.24488751,7200590.66514374
800.608566284179,13.2357295,6841751.44088993,7216436.81032135
800.611480712891,13.620649,1107442.03157996,1590886.95972188
800.620544433594,13.7611185,22999336.1003408,427371501.000203
800.626647949219,18.8535965,1057171.67784517,999975.256751951
800.648010253906,13.780745,11543965.7079899,3097774.43817389
800.657043457031,16.14477,2587625.4284024,6118796.92474311
800.66357421875,14.610416,111747403.635394,942180.537438722
800.675582885742,13.798528,91563390.4538626,86151309.7661019
800.684448242188,21.962351,1332557.34761713,NA
800.690582275391,15.548677,6647987.14461001,7373340.10535853
800.701065063477,16.0071335,9077596.97029501,15208879.2554755
800.717864990234,19.787439,752370.202711873,373597.182592958
800.883392333984,24.914362,734041.659460576,NA
800.903503417969,27.472343,113497.115061911,NA
800.930786132812,0.85400533,130812.643057834,NA
801.010009765625,12.704358,1264728.74933156,NA
801.071319580078,13.7469655,3698257.58522669,3205816.68614439
801.198608398438,5.2803713,311969.004546973,NA
801.499938964844,2.29909765,5337301.39017222,NA
801.521240234375,12.871692,NA,1902353.83062564
801.527359008789,10.0041566,2554088.81613563,2892451.69386806
801.536499023438,11.6068185,1095902.12535281,1542082.52964401
801.544128417969,12.854189,5113291.82102723,5373033.31697814
801.5517578125,8.4718021,164052.470874629,134668.553017044
801.563903808594,13.3126005,50194155.8096709,398136.455485787
801.614288330078,14.173411,2480024.76814221,2318984.77474311
801.621887207031,13.365042,775254.335582827,799383.030786094
801.640075683594,21.77735,246725.022269525,282952.301620069
801.647583007812,16.0006505,1323419.45328375,349793.629074835
801.658325195312,17.487557,1804935.45563064,972644.021522333
801.667724609375,14.6167775,57045194.5584635,60691188.4929414
801.679992675781,13.784889,19314808.7964038,NA
801.688781738281,14.675247,1208190.01702787,3215832.6731897
801.698028564453,20.868853,3287806.01068495,1034485.4732053
801.704299926758,16.012596,7519961.26396125,8746545.9456937
801.734436035156,22.2649,879268.530429859,NA
802.021133422852,25.393075,6169033.16971076,5415998.03694306
802.471588134766,10.145847,818427.557698716,646383.082117911
802.49365234375,9.4392573,424837.415530285,507349.709028638
802.502838134766,2.2731651,1990397.30828925,NA
802.530334472656,10.00065015,658360.929348294,849748.640459629
802.542419433594,8.6179118,588339.919646207,608199.604246757
802.557678222656,12.336978,1443925.6772072,NA
802.566925048828,13.326744,34056296.5996949,NA
802.576110839844,13.9599355,5896997.05504404,872747.767953501
802.598175048828,8.76844855,NA,144267.82299782
802.600402832031,8.36312425,260173.052388715,101037.367337683
802.619201660156,12.310158,9013274.55893264,555839.834376572
802.625579833984,13.7487475,8122157.22111398,53472553.4597433
802.636962890625,13.815145,5450385.93001116,657764.314499071
802.64306640625,19.496059,580499.958757083,375509.387328189
802.658447265625,17.739635,319595.738612581,NA
802.663330078125,13.923198,2764754.50022556,NA
802.671020507812,15.7962515,548239.649924759,739444.271591255
802.680023193359,14.4684575,44327211.3661804,1500287.54860406
802.692047119141,14.955509,721862.485118471,1470797.47080467
802.701110839844,22.645247,1292876.26826441,NA
802.707214355469,16.014757,2001012.49493296,2277183.65368451
802.8994140625,27.884991,88348.4882915052,200917.175348202
802.899536132812,26.576604,205355.457440976,173534.909592664
802.924377441406,0.78907263,3273915.95124953,815351.354633445
802.926574707031,25.502172,430803.755792826,82776.235380633
802.945495605469,0.81942818,110267.297709757,NA
802.978912353516,5.319183,199211.211156528,192186.541548394
803.006530761719,25.427533,787180.165147962,5519653.13004653
803.036926269531,13.132249,1005478.97892188,NA
803.0732421875,13.300735,8266765.24506087,7437083.70789189
803.214050292969,6.5043101,712351.161572672,741583.276768923
803.29052734375,3.50990035,473188.304406669,562664.072357061
803.475997924804,10.4339255,7453317.1516256,7713334.75165506
803.507629394531,2.2710039,342069.393483188,NA
803.522766113281,9.8789137,2363342.9540356,2436349.24714984
803.538146972656,15.557681,NA,630971.485393106
803.543884277344,9.73289665,1694300.29243005,385005.482037585
803.5595703125,13.752474,1143505.23226877,1570102.04388469
803.56787109375,11.665236,1097824.70492104,1083712.74859875
803.578002929688,14.320833,365873.186096276,569105.010658594
803.580993652344,14.139304,1229379.03126029,1241277.04235294
803.599182128906,15.3463295,3154065.90228376,3240129.13044755
803.602294921875,12.084021,NA,572515.111948122
803.62451171875,12.296139,6911597.41393509,3103319.37271136
803.63899230957,16.032395,453545.487344309,468791.120840395
803.646575927734,16.8513635,3495522.576404,355883.620487352
803.657211303711,20.6882585,4430728.22325394,524835.428467723
803.666564941406,13.8173055,940015.164519843,296498.060666222
803.675582885742,16.2874005,739490.413033365,918680.131053302
803.693908691406,15.137715,4360578.29231348,2591970.21039
803.703186035156,20.933685,750909.51776014,743327.921612103
803.706039428711,23.7365835,868186.827778574,238225.130365547
803.914184570312,9.82365695,7893359.46747058,7712506.04732104
803.928527832031,0.78696185,562412.764404437,548723.072083288
803.978454589844,3.8000758,79381.092741767,95264.9843972931
803.981384277344,26.368594,165178.128056479,156645.736200466
804.100860595703,15.3279265,2530463.40587154,4376624.33660448
804.414886474609,9.81382765,6858350.40419275,6612698.11805014
804.480407714844,9.6153465,883059.181270044,294508.732128406
804.492553710938,7.28264015,1285987.01155222,296951.334906552
804.508758544922,10.419798,5416084.85739184,4884703.87517626
804.517150878906,8.1872992,256617.844568825,272560.571978801
804.526245117188,13.097672,1995287.09803564,NA
804.532470703125,11.074917,940531.354465809,NA
804.541687011719,8.3256071,186563.903202335,NA
804.554016113281,10.559859,3224481.27868313,1457763.30953249
804.560089111328,13.854045,650601.294851272,684887.329120531
804.572296142578,11.6845635,2070095.78072672,1824174.97109535
804.581115722656,13.741668,8295842.67625475,162236263.736269
804.591003417969,14.557834,3331235.85077627,388608.697856227
804.5947265625,12.540118,15365927.0847503,18858950.2147387
804.615173339844,9.3456287,280478.489964356,NA
804.627029418946,15.7545705,6769205.63464877,7389278.47528265
804.636581420898,12.624399,787261.678064995,1129815.78082264
804.642730712891,16.0364265,3567496.91056508,12054772.3720258
804.658081054688,20.341554,1925256.19936128,NA
804.660827636719,20.35684,4749987.02427744,1065519.95365967
804.673416137696,14.229701,21604631.1129935,1168890.36915939
804.679321289062,15.263057,9251618.67132007,NA
804.687377929687,15.8404365,4136689.99568636,589986.853721731
804.694885253906,14.2949,499698.512572048,NA
804.707092285156,15.690947,590311.352346587,2467731.77558134
804.710021972656,19.043074,NA,301535.947720541
804.802062988281,25.134791,353689.173600917,NA
804.8046875,24.732833,253064.364977693,NA
804.897048950196,0.844823605,170313.147589017,194165.291362617
804.916229248047,9.82581795,3257703.10118898,2817523.86447005
804.923934936523,0.79128424,943604.383044945,1171209.1019896
804.949279785156,28.357863,342203.175720232,233703.890368948
804.952026367188,25.688071,295549.912431813,68520.5629030509
805.044372558594,25.247167,327303.01489545,NA
805.047164916992,25.4375155,11632754.166345,11924212.8359075
805.056335449219,10.559859,NA,4034849.13230058
805.198944091797,3.86998075,197769.364200609,295532.39454119
805.418212890625,9.8387886,922716.587925373,NA
805.482727050781,9.3181109,NA,147944.118524541
805.491104125977,11.1083805,3849497.1096647,4479533.68381411
805.513244628906,10.422276,1900455.08224221,NA
805.559234619141,10.545102,17221338.0508547,1400152.23954189
805.559906005859,9.1640997,3561184.03356583,NA
805.576110839844,14.544473,368751.125134671,844021.123933139
805.583435058594,13.028518,3299320.27502251,26379951.0748611
805.593566894531,14.783301,1596790.71986954,NA
805.599227905273,19.488922,7988837.44715995,603279.508902395
805.624084472656,11.986885,1535081.52643022,NA
805.631500244141,15.739443,3374933.62213263,3255754.11857837
805.639251708984,13.242463,1233010.57841623,580175.981414072
805.645309448242,16.0107845,560874.451407668,1807456.33740846
805.665252685547,16.575444,5372572.82795806,339240.871679069
805.678405761719,14.231862,10578088.3671224,15707995.3428085
805.688400268555,15.1336085,648537.238699695,1069680.87073406
806.049133300781,25.4218935,1956516.11221242,2185460.76940305
806.314758300781,3.3517747,379670.451536704,NA
806.474548339844,9.34785025,381682.799427297,1732407.05385089
806.497650146484,9.98307765,2019479.46792927,125452.386608473
806.503845214844,12.202992,1009089.41266781,61346046.2269596
806.511474609375,12.611291,3832595.48231714,3851032.4100338
806.514526367188,9.8906542,285582.603720625,NA
806.536010742188,8.572372,359266.318726994,170978.781903303
806.546447753906,9.0596091,1883511.25231545,2270080.71512081
806.5595703125,10.545102,2326994.51620454,131844958.803781
806.569976806641,10.508719,276568347.293945,1038364.90408033
806.576080322266,14.683892,403603.803415321,NA
806.586441040039,13.0291375,2613230.29858779,3293282.72618619
806.597473144531,14.7853475,10670447.6586056,12971039.529645
806.603668212891,19.753745,600453.666617097,280470.975102192
806.616012573242,12.4767065,2919940.82815029,3657042.29078156
806.643585205078,13.4804625,158242038.0944,158246560.321072
806.652648925781,13.9885525,4407187.96727805,412984.19773033
806.680694580078,14.243922,2925441.42491155,3348612.21271315
806.689697265625,15.427298,7673292.61273116,434832.001721246
806.726440429688,24.01536,650825.048076137,NA
806.800415039062,24.862497,1166627.87371828,601289.39537998
806.920837402344,4.3461691,66548.1120181759,150398.878345534
806.938903808594,11.0324455,1046020.12095469,1452832.32017058
806.945068359375,18.474195,488675.817076152,121950.93628267
806.951171875,26.98392,79452.6522826187,NA
807.107971191406,14.454819,3062725.4775408,NA
807.209655761719,4.8822986,192719.623495278,NA
807.2158203125,5.2436332,1234740.33836447,NA
807.423095703125,9.81814975,2570240.37051097,2421065.07747487
807.477478027344,9.3561867,516050.144409382,543761.75567766
807.499084472656,10.5260065,1923288.82461842,918924.920803139
807.504333496094,10.7345213,8549875.33379612,1279279.22605619
807.514419555664,12.6040435,1841811.27767252,1548526.51901159
807.5390625,8.57433115,499842.235404612,524646.33731471
807.552886962891,10.19657955,876796.933813131,739991.909983371
807.562255859375,10.5558995,21454261.4832655,21986696.674016
807.573059082031,11.576844,2276171.48862514,3663206.23412998
807.576019287109,10.1578145,143325901.356074,1978067.00359121
807.58837890625,12.798722,1448414.72699998,2806876.53783564
807.595642089844,14.039895,122882345.18971,28634759.5693275
807.609954833984,16.082829,400338.071867584,438637.705208441
807.617553710938,12.654869,1592067.36371997,1650605.60281405
807.637512207031,13.464649,515280.342523588,520662.657367962
807.643829345703,13.473697,24590763.8124004,NA
807.656097412109,12.587661,2403970.71595679,2564031.65856331
807.68701171875,15.130864,NA,2240241.51066563
807.692993164062,15.4203025,4454491.84804683,16119378.9709068
807.726928710938,20.894786,565391.35027098,319122.82209938
807.72998046875,19.840187,1564221.32648295,413620.605035623
807.779174804688,24.676646,251380.143367754,NA
807.924530029297,9.797539,1116508.21934015,1459825.81579932
808.093200683594,13.244123,37753315.446422,1520330.11772349
808.219360351562,5.2803713,663108.82881394,NA
808.2197265625,5.2112171,428708.988108913,NA
808.328033447266,4.8779768,155709.807195011,NA
808.488433837891,10.427442,49404134.7809119,52018457.1283541
808.491348266602,9.8561751,9015500.32899292,8368774.28722924
808.511688232422,10.9841521,2076126.05116079,4766536.58492812
808.516174316406,10.87588045,1385603.32785286,260379.451759409
808.525451660156,11.412043,1989450.27905436,3397274.06938731
808.55322265625,8.96422725,153319.457922513,276347.486337773
808.556457519531,14.731436,1102076.08618685,704950.853618436
808.565673828125,12.547663,10095737.9177308,13173534.0176877
808.578002929688,10.1059485,40456395.0965421,270751077.670337
808.587219238281,11.071549,377325.045828669,257682.486271876
808.596618652344,14.039895,55273108.4222395,2017704.12766783
808.611846923828,15.327889,75386907.1273275,NA
808.624145507812,15.833578,12266193.2866504,392728.989925313
808.624664306641,14.6600055,17692119.8612849,311507366.884743
808.642684936523,13.099485,96619027.6445028,109395024.134475
808.645812988281,13.486912,3697737.43988258,4830492.70715811
808.661224365234,13.3181,7964407.06573531,1436963.78302594
808.670471191406,17.0885,286974.332686525,255981.835176087
808.689208984375,15.145561,NA,762710.065617641
808.696655273438,15.41763,968348.711164679,3728144.32701932
808.705978393554,15.535916,3627253.90868812,4070934.05716037
808.735290527344,19.738516,NA,316230.389804048
808.741485595703,21.9040025,515521.066091731,485423.968057526
808.797119140625,25.074281,529191.078859204,NA
808.799743652344,24.776055,551955.652377073,NA
808.914306640625,6.9900705,150345.849653779,NA
808.917419433594,4.3160236,102444.508240295,101641.069827075
808.942138671875,19.9124125,298969.519305206,181578.690745786
808.964050292969,0.79781735,189260.992246125,NA
808.994415283203,1.29500915,861749.386252434,489204.471049923
808.994689941406,12.520268,435821.12889141,796084.339544515
809.096618652344,14.947542,659630.831805483,NA
809.226409912109,11.32620155,129678.554808169,769222.230750013
809.230972290039,6.4923769,4244967.03554075,4457129.50745521
809.30810546875,3.50012615,190480.574190176,287768.119393207
809.467346191406,9.3622796,665877.692989038,750812.631404619
809.492172241211,10.13927455,4236169.49501678,4072049.30605576
809.516845703125,9.66806495,1033088.88563026,NA
809.529022216797,11.4256335,1132269.50144014,1391055.04341282
809.553894042969,9.4094976,NA,145366.534413575
809.560119628906,13.001378,417463.302982029,130903.985552603
809.569427490234,12.540118,2094384.76442527,5767031.70328777
809.578491210938,9.48838,241819.024899131,486796.356992414
809.581878662109,10.157002,6245721.76598264,463668.421925309
809.591049194336,12.2250795,1700286.41219248,2932157.52255938
809.606384277344,14.143626,661213.487306035,NA
809.617065429687,14.458061,4822532.92030602,1920103.94223564
809.628082275391,14.778979,21681408.9704707,5315531.60900066
809.634338378906,13.940486,9353275.82497494,NA
809.6435546875,13.11496,13435362.922665,NA
809.652908325195,14.4633425,2444676.0334819,680418.963099373
809.658996582031,13.983707,8283761.72710516,NA
809.668151855469,22.779233,634874.104842167,3028690.45847672
809.671569824219,14.876227,370962.560877421,894388.588345294
809.699249267578,15.127125,583294.217194689,574712.245592823
809.708557128906,14.299819,2123332.19277098,2087863.54215095
809.711212158203,16.770425,NA,30524743.3651485
809.742370605469,21.664125,584403.760597055,373053.360424198
809.745483398438,23.596701,270100.679478977,370134.827246492
809.776184082031,24.819276,630162.439893508,NA
809.946929931641,0.7805292,1611531.91782605,NA
809.962554931641,25.381152,5014248.04150919,NA
809.996154785156,5.171881,248232.12479577,121939.784055295
810.008422851562,25.392032,NA,1790196.24021006
810.1416015625,14.503026,NA,2767767.88507312
810.234436035156,6.5043101,1463158.78307219,1551462.58622175
810.2529296875,2.09580025,405582.547841566,372350.919488848
810.342651367188,26.416137,262071.489389634,NA
810.485168457031,11.4768745,1749362.73225843,NA
810.49609375,10.1498905,677155.584202791,797433.029806761
810.5068359375,9.714254,3440089.1402259,493898.924743646
810.528518676758,15.6386165,528437.035970609,1557090.13458142
810.53173828125,13.434798,1416139.55858155,1784819.92302649
810.553527832031,12.955041,13388595.1009611,NA
