"mz","rt","peaktable_1_b42ad67b5ffa65aaea420c60e1fab6b3 intensity","peaktable_2_54a6a55e44fb729a4104bfde9fdb6f9b intensity","peaktable_3_0f741699b76aff9fee4822748a201952 intensity","peaktable_4_46f664aac7a03c653f55ebe81c0750b7 intensity","peaktable_5_57332589ab361972997280ada9fa3ddf intensity"
1042.42053222656,2.0543351,NA,1390546.73972794,NA,NA,NA
1042.75714111328,2.30715985,NA,1735012.7492925,883401.117211306,1863805.27670672,1661573.02522054
1042.77954101562,2.0456513,4311003.9890101,2091427.83151386,1290965.27752585,1376329.20242607,4191075.53473707
1042.7904663086,2.38495715,NA,1842330.22776649,2096338.17759657,NA,NA
1042.86791992188,5.313176,2928304.2542449,3267363.00952358,4186025.97459952,3484517.76495533,4145679.06122199
1042.94470214844,6.4715053,3568173.67316516,3282397.2136082,2626595.03280303,2788412.29842975,2808945.54983081
1043.08026123047,1.9548867,1060593.66283546,NA,NA,NA,NA
1043.279296875,2.0456512,5339587.18014975,5241638.31201094,5486298.92219382,5934592.53208369,5336968.93464218
1043.67736816406,4.846389,3072227.50934285,5069579.72108199,5521935.22044943,3579838.85336925,3716880.94299722
1043.78137207031,2.0413293,2848164.54775726,2911547.42633371,3336595.13555007,3269068.7675491,3142854.89339025
1043.81762695312,5.3477545,4822861.62598771,5736112.54452509,3680595.19044669,3759278.47624617,3546486.74393987
1043.87194824219,5.3045343,1536174.09334462,NA,NA,NA,NA
1044.26135253906,2.2876909,NA,NA,NA,1369104.89336438,NA
1044.28381347656,2.0542956,1173573.63403988,NA,NA,NA,NA
1044.50598144531,2.1450583,2231532.81431614,2509543.29185671,2799415.75802644,3223219.0736215,2307365.82350192
1044.75524902344,2.162349,2866486.40852269,3011144.36966823,2735819.36231832,2752098.4788896,1726363.95762244
1044.78674316406,2.3309097,2720853.82673962,2761096.37602237,2771839.44517808,2906957.74797534,2668619.2127867
1044.82312011719,5.34561295,NA,2544234.13322665,2300459.61333526,NA,NA
1044.88659667969,5.4428411,2453836.69511493,2217535.04487952,1854620.26436905,2144569.34535297,2318659.40828962
1044.99987792969,2.0456907,NA,1353994.24857796,NA,NA,NA
1045.00549316406,2.1537045,1062762.65357027,2679391.56567909,2837339.62764328,1625227.84414894,2424425.76302072
1045.04083251953,6.4974394,2536400.5449795,2495582.85260177,2248894.08728278,2834045.56344057,2487814.37198961
1045.25366210938,2.054295,2630415.93380325,2146572.19790578,2441263.14889865,1541219.24995453,2362620.69725156
1045.25823974609,2.1580246,NA,NA,1542907.16990794,NA,NA
1045.50329589844,2.06293885,1546681.30438613,NA,1639485.57908851,NA,NA
1045.68017578125,2.9144378,NA,2233906.55391093,NA,NA,NA
1045.70751953125,2.3309512,4136487.90486788,3155860.84247745,3765802.190304,4117840.83409239,4116079.66576988
1045.71429443359,4.5697708,NA,NA,1493535.15443933,NA,NA
1045.75720214844,2.0456512,1701903.90513779,NA,NA,1633878.18512071,1923460.32869578
1045.82543945312,4.7340121,4754292.72127938,4823176.83542416,3354189.97495627,4204625.49420942,4436546.21327139
1045.83447265625,5.5638619,5237368.81040941,5123885.9484512,5504927.23206112,4615898.58254152,5072827.16527794
1045.88903808594,5.2613133,3051228.36793622,NA,2129758.54492716,2846619.15811296,NA
1046.71118164062,2.3244288,1700812.54633171,NA,1655644.17993338,2032866.31911355,1585983.46561124
1046.82928466797,4.72968955,2338510.75258745,2338493.24572091,2384472.0433779,NA,2882472.13513802
1046.83386230469,5.5595593,3042306.28388028,2649000.44594209,3123048.49074995,3215905.65718667,NA
1046.90209960938,5.49902905,1809360.60857205,1779880.33604668,22800101.4668156,21760242.5719963,1729324.67689145
1047.09301757812,2.0499738,NA,NA,NA,957087.299732252,911355.019018217
1047.69348144531,2.9403312,1464108.143808,NA,NA,NA,NA
1047.69799804688,2.6853457,6827263.37134745,7591685.18120235,3522297.43934278,3028540.30073342,8999074.47589837
1047.75372314453,4.3860817,10367414.012257,15568880.8009074,6438743.01712224,997462.464208782,943882.135208061
1047.90747070312,5.4990277,17033396.9745694,17033769.6193663,15485817.5492533,17059789.606803,16323200.1189377
1048.00805664062,2.1926017,NA,2584879.50695859,2254596.9894542,1839870.76891229,NA
1048.25341796875,2.0629398,NA,NA,NA,801290.021565004,NA
1048.26037597656,2.1882817,2913517.52259967,2410078.90461515,2365065.66190771,1870101.40196431,2392401.5848082
1048.50405883789,2.08024795,NA,1978609.80883688,1485387.43625888,2000408.1611025,1709692.640367
1048.50866699219,2.1882817,2223100.68407091,2516760.66925593,1890623.35006117,2088365.03115347,1848945.00374333
1048.65454101562,6.51906985,1574280.0936726,146731.375549136,1142887.17669299,940157.745433544,1261693.0701625
1048.69976806641,1.8857328,NA,NA,NA,1628238.39095231,NA
1048.70007324219,2.75449975,4497771.30471749,1653594.73355194,10804460.4198058,8772971.55474281,6599815.11153893
1048.75921630859,4.3190875,3780342.45622313,1788652.18393818,4183249.30627971,2499605.65437206,2189523.06018844
1048.76379394531,4.5006174,4748180.95660916,3854340.0600052,4646658.40408771,4143468.42411167,4780959.16311015
1048.91418457031,5.5033912,8150189.53294031,8063510.23632595,8036983.8685267,7721082.18717188,8802604.02784407
1048.91882324219,5.6978462,4551437.55642474,4904422.84743769,3713147.72785632,3868300.12510314,4088851.09823033
1049.0054321289,2.082389,1497350.45222269,NA,2306890.03330697,1422093.14604758,2576685.80293828
1049.65783691406,6.5622726,226339.428340093,NA,NA,306283.635541533,455227.663951023
1049.69885253906,2.41953495,NA,1637062.01838198,1666555.14236214,971412.492531845,NA
1049.70336914062,2.75880135,2303796.07094409,1485412.57729818,7301848.09688439,911358.902748937,4192327.49247289
1049.71252441406,3.0181687,3932104.26286217,5267269.51412742,2280368.68582295,NA,NA
1049.73303222656,3.91282925,NA,1721680.98918786,NA,2212627.77352136,NA
1049.76733398438,4.48551095,3046169.47919916,3379385.53769903,3028245.62112712,3070281.23942374,1576499.43631448
1049.92248535156,5.6935256,3020356.62256781,3192474.53610121,2626851.33982819,3056120.91765525,2386434.70084236
1050.59851074219,3.7226347,7358480.44923414,7398855.59402013,7618719.40156089,7184051.2613996,7856642.26893298
1050.70135498047,2.4303207,1572398.25109427,NA,NA,NA,NA
1050.71508789062,2.7588002,1506876.33778022,5408226.97360153,3630654.99502763,2554237.23953094,NA
1050.77233886719,2.2358251,2266394.49445557,1993074.7451162,2405747.45232356,NA,NA
1050.77709960938,4.7297304,30395273.6382086,29917774.4095376,28989828.3093234,28807301.8307715,29218264.5883258
1050.93225097656,5.6243713,3219462.35906548,2816218.69881131,3559516.92929337,1914559.13361111,2478034.39983998
1051.06042480469,6.4931162,12460144.3578819,12939063.4269617,13556417.1247876,12104365.9554775,13515936.3259804
1051.51318359375,2.2077301,2040853.11301022,NA,1759578.10836908,NA,NA
1051.6000366211,3.7075082,3857684.1231368,3399060.78390431,NA,3637076.55906751,3220685.62602562
1051.71899414062,2.7674858,NA,1687587.72034192,NA,NA,NA
1051.76281738281,2.1148039,1814762.38997446,1739911.69475138,NA,2167168.12780417,1957283.56997486
1051.783203125,4.7296894,20257348.2524927,19770762.9621412,20335192.0051384,17471026.3011776,19814260.8151755
1052.00756835938,2.1104815,1246203.28176525,1507482.27504254,1946205.02912006,2107634.93445656,1472629.3932089
1052.01220703125,2.2315012,1922992.63527345,NA,1628069.97390742,1880119.71857484,NA
1052.0625,6.4931175,3214539.37185769,3102982.79177192,3025357.54996162,3253013.51613998,3346068.9346744
1052.09912109375,2.1191255,NA,NA,1254694.3176496,NA,NA
1052.25939941406,2.1061614,3269179.41995271,2285196.66228638,2462423.4829125,2542087.50442201,3518950.53246142
1052.26165771484,2.222898,NA,1349541.68060719,NA,NA,NA
1052.42419433594,1.9981059,NA,NA,1108351.65840188,NA,NA
1052.51135253906,2.1061614,2150011.95012366,1976565.66044371,2281349.79243149,1985570.25916894,2630092.66569358
1052.7607421875,2.1061596,964002.535689741,1659442.12315238,1292901.72729534,1622510.81660625,1304305.9106791
1052.78637695312,4.7297304,7017200.15816412,7260772.40947609,6275963.59365878,7295506.94332726,6698813.29268328
1052.79089355469,2.9489738,2082315.44211113,2264941.79694083,2808568.74039467,2890755.5755035,2798457.15099602
1053.61212158203,6.4715472,2042395.36780591,2487416.98494425,2132316.65010379,2374108.25038969,2742414.84384039
1053.69018554688,2.1969653,NA,2323949.43699196,NA,NA,NA
1053.77734375,2.8841436,3012623.32343212,2259301.52273355,3620233.04244882,2591429.21114409,2242823.24289215
1053.89208984375,6.156032,4302139.2129097,4701556.54998544,4083166.98304725,4806592.85766932,4951036.81075382
1054.30554199219,4.89393155,1852354.28930212,1926485.00035986,NA,2186392.6907668,2369988.04807697
1054.78344726562,2.8754997,1785806.26769157,2942042.92329468,6675062.55568631,3360399.95279205,1287644.3753055
1054.81164550781,4.7556242,6936512.48346784,6680715.62016333,5982190.66028971,6929951.23807089,6242586.33148676
1054.82482910156,5.205124,NA,NA,NA,NA,1912829.43646049
1054.89379882812,6.1603131,2840281.84294787,2950451.58638551,3860505.44035067,NA,3378008.01748421
1055.26818847657,2.26393875,NA,1232158.05398962,NA,1808412.0198557,NA
1055.51062011719,2.1494217,NA,1914834.83649732,NA,1244068.09280015,997849.924639598
1055.76330566406,2.1364554,2731123.04671386,3463564.41564919,3277295.89715232,2881278.64025944,3245085.06562087
1055.77252197265,2.27040095,1578392.51355561,1130204.73426149,1305657.22445907,NA,1313638.6425256
1055.78637695312,3.14565185,1271264.06306971,3308358.32303004,NA,NA,NA
1055.81408691406,4.751302,4180667.42984081,4538085.2913731,3670165.48458149,3776290.64829821,4065564.16321295
1055.90612792969,6.1084485,3128410.9010766,2553595.15548787,3277161.9624405,4627013.49725047,3329396.37105129
1055.91064453125,5.7410689,NA,NA,NA,3626596.74207709,NA
1056.01208496094,2.1278112,1621795.621956,1793719.933092,2290363.44981806,2327053.66035741,2019925.14881307
1056.43579101562,2.1450999,NA,1024067.49113578,NA,NA,NA
1056.61560058594,3.7269583,7149700.61946546,5829388.87422171,5216146.55024567,6030803.03034393,7189863.01601194
1056.74914550781,2.0586159,7950110.01660919,8701740.20160733,7638940.18258922,7463193.31493306,7844442.67757709
1056.82763671875,4.9544398,NA,NA,1424716.19635289,NA,NA
1056.91064453125,5.7281024,1577342.10465991,2467279.77137154,NA,2182643.93310006,NA
1056.92443847656,5.51631765,1522500.76809778,6035585.31737322,4794795.35101837,6980075.88441468,5315813.6695284
1057.10437011719,2.162349,NA,NA,NA,1286234.05523503,NA
1057.43182373047,1.95920725,NA,NA,1400521.98796829,NA,892564.534997438
1057.59802246094,2.7998618,1398783.05946056,NA,NA,NA,1693914.89075118
1057.75036621094,2.0802678,4321485.08535076,3780792.40511146,3680249.53274793,4322097.23297147,3998448.15286763
1057.75769042969,1.9116639,NA,NA,NA,NA,770873.866814203
1057.77807617188,1.9937862,NA,NA,NA,1294174.00506056,NA
1057.92590332031,5.5206403,3415342.33263456,3380362.04232842,3059968.19882329,3780161.80555742,3729238.0753725
1058.86389160156,5.2829239,8483272.08496966,8847771.82818473,9935752.83695882,9522828.34769093,8504921.47095921
1058.94140625,5.7237791,7296207.15964124,7152543.70303429,7463602.41106599,7508295.90710653,7427349.22971129
1059.01647949219,2.1710326,NA,2360521.90606152,1957324.32185325,NA,1307952.05096446
1059.26678466797,2.1667103,2857516.30248225,2755088.93605124,2443131.69269765,2730877.8357539,2641965.850975
1059.51159667969,2.0715842,1715381.72889074,NA,NA,NA,NA
1059.51623535156,2.1753139,2010144.17560003,2124500.7871426,1961553.52204989,2770651.47307585,2291653.03612743
1059.76147460938,2.0694215,2215220.39548369,NA,1755251.1546674,1530572.89055831,2124188.14644796
1059.86804199219,5.295929,6650480.06607109,5538718.80997141,6219312.4149902,5630617.9306479,6253517.03352837
1059.94213867188,5.7281024,5356050.48505617,5808290.64685877,4300947.75967449,5882082.95205779,4589581.5491638
1060.01391601562,2.1126437,NA,NA,1090138.06938648,1065755.1756795,NA
1060.02087402344,2.1623469,NA,NA,840908.254054118,NA,NA
1060.70684814453,2.8474052,32120140.5347526,21840580.819791,17366747.2663201,28798936.4366941,23731534.7427346
1060.79479980469,2.55784205,NA,2350708.40433881,2369677.89293072,1902153.27874855,2245167.05448665
1060.87133789062,5.26779515,1728830.14593373,NA,1652510.93127038,NA,NA
1060.87829589844,5.434198,2711452.45153935,4053549.93312619,2827805.27397022,3131285.26422259,4014141.97466586
1060.919921875,5.6070814,3656117.38747784,4835278.14506618,4093309.51958665,4722700.27719564,4751069.32684689
1061.11022949219,2.17099215,NA,NA,830756.977766521,1161086.72858363,NA
1061.708984375,3.2947442,10023696.5487266,4735740.93948072,14269453.5854198,1739794.73459679,15108525.2448547
1061.76904296875,2.052133,1403684.62443206,1896112.9954214,1288795.5581521,1445890.5019396,1324485.82276547
1061.79711914062,2.5556609,NA,NA,NA,NA,1690130.72284378
1061.88174438477,5.4104458,2021016.49150602,2165108.17164449,NA,NA,NA
1061.88525390625,5.50121035,3783252.97868342,4280850.54818046,2145987.13807649,3697865.7471328,3627100.08770417
1061.92236328125,5.5984367,NA,3265136.10022438,3165787.41480737,2657460.66163349,2191234.84328493
1062.103515625,1.9548867,1039143.44666824,NA,NA,1504328.84626762,NA
1062.52087402344,2.214213,1874004.12192749,NA,NA,1395114.51369047,2132395.38699208
1062.71240234375,3.4157653,6022056.89877864,1803919.80801245,1264866.28791586,520134.111128009,3862309.43895166
1062.76928710938,2.2055685,855206.550360701,1034422.70493441,2698743.48872953,2562133.81945115,2490008.76149335
1062.80993652344,2.8409232,2419606.23894011,2792951.58228731,2586846.02850947,2671797.65078259,2763379.81670559
1062.89831542969,5.6027596,NA,NA,NA,NA,2032842.80764333
1063.01690673828,2.16234795,2038786.18449009,NA,1578329.97479633,NA,NA
1063.02392578125,2.2055685,NA,NA,NA,NA,1920157.75828331
1063.26586914062,2.0931933,992394.020292666,NA,NA,2816889.41698461,2208252.62496666
1063.51721191406,2.09537455,NA,1898276.4770102,1774422.73422356,NA,NA
1063.69128417969,2.6377833,3137376.22421578,5367161.90357043,2817398.00297203,2475755.93540662,1174319.28850322
1063.71276855469,4.8550721,NA,918365.824748428,NA,NA,NA
1063.71728515625,5.3066947,416985.213586729,407867.630123927,241613.437655626,562749.777444537,252592.782279515
1063.76379394531,2.0888707,NA,NA,1068433.81402809,NA,NA
1063.81506347656,2.8452448,1305910.68329624,1956732.40749515,1605986.8605691,NA,NA
1064.55578613281,3.8350116,2432324.43640557,NA,NA,NA,NA
1064.69567871094,2.6507678,2306763.25279482,3764541.68710845,2126042.20266976,NA,NA
1064.79345703125,2.0153966,1032749.78834212,NA,NA,NA,NA
1064.91491699219,5.4990283,6043698.8407581,6057480.12063507,6817072.49182689,6509974.67546144,6982809.75839302
1064.99401855469,6.4715083,7300042.7529233,7915123.48212,7984019.13732829,7275291.20050107,7291011.28998127
1065.66284179688,3.47195215,4550311.5511768,6784705.94288544,583541.865420393,512602.469211866,387236.912980758
1065.69555664062,2.2228584,1589197.35723244,1619383.79514459,NA,1355192.87284734,930764.929360316
1065.70947265625,2.70479415,953288.052607603,1074419.43481181,1223835.82714856,NA,NA
1065.77954101562,2.2487901,NA,NA,NA,NA,1904350.92486234
1065.81689453125,4.5827391,2512829.96027717,4065403.45434712,4080123.60046624,3947356.11173439,3278406.06143891
1065.91967773438,5.5033518,4451552.51918358,3741624.60561646,4437434.70914121,4591874.78907601,4658730.6266567
1066.27471923828,2.24879025,1562708.37768384,NA,1945327.75634748,NA,NA
1066.44247436523,2.0434893,1063704.75605442,NA,734053.500967968,NA,NA
1066.52447509765,2.1817964,1779249.76594436,1883303.30725706,1513398.86819961,1398358.92246046,1761120.64991034
1066.66735839844,3.6189032,3516109.77667519,2364906.85097716,4992540.48179594,4806186.80543396,3416921.72745938
1066.71398925781,2.7545192,2119507.78922185,765500.889591563,NA,NA,NA
1066.77026367188,2.1320941,1304738.35816237,3272608.54209113,3305989.5976351,1063303.82107782,4579214.93764003
1066.82165527344,4.57411445,NA,2052315.20902743,NA,2208845.86336348,NA
1066.92919921875,5.6071218,7026007.99160516,6065535.21721972,6882165.14463135,5995123.59313086,5955564.47976097
1066.99005126953,6.4671848,NA,NA,NA,NA,2342940.06642166
1067.02270507812,2.1320941,2285998.28249201,1480857.53377828,2531780.23903059,1854553.12002038,2384593.11058144
1067.10681152344,1.9808589,1130496.15987524,1205582.11402106,NA,913044.245678996,NA
1067.27221679688,2.1277718,1171339.57855603,NA,NA,NA,NA
1067.58898925781,6.5125684,736937.333759546,NA,NA,975228.709017935,NA
1067.66857910156,4.5568041,1606539.77827451,2807382.01588501,1565241.95681195,2348998.94490805,1016435.54747352
1067.72387695312,4.8421058,9050240.93708416,13903974.6306748,14558639.538461,13410047.7899685,15368250.9155983
1067.76141357422,2.73072795,2168221.6497257,3305048.88144125,NA,NA,NA
1067.771484375,2.0240802,3366865.95083954,2402742.71848969,3752953.81404056,3200920.22690371,4020659.88670321
1067.818359375,5.19001735,3030191.85994745,2616039.93539732,NA,NA,NA
1067.93542480469,5.6114039,4157381.63874524,5034128.8093433,4705757.55335536,5459205.00609916,4498953.10073048
1068.35717773438,5.2569897,2335173.79683075,NA,2012332.60842938,NA,2441651.01541965
1068.72735595703,4.8507111,6149638.83050627,9680393.11243817,8830613.77705068,9644274.81273073,10576025.8608776
1068.76220703125,2.706976,NA,2186238.55119159,NA,NA,NA
1068.78729248047,2.598923,9048956.19234972,8936858.08127026,9428481.34219254,8944070.77131459,8590938.92876606
1068.8212890625,5.1921591,1943458.51325928,NA,NA,NA,NA
1068.88684082031,5.3261447,4434031.54901895,4560254.5205336,2092451.80065294,5103604.11060751,2182958.73363508
1068.9384765625,5.6200883,NA,1517350.39811964,NA,NA,NA
1069.3583984375,5.2634937,2379935.06267391,2095913.39961918,NA,1930171.07948545,2275435.00148907
1069.73156738281,4.84856845,NA,2488053.99722286,3120044.55866664,NA,NA
1069.77380371094,2.7155799,819968.861806683,5174491.67380839,2606577.19897498,2533058.32725429,1731821.86500094
1069.77844238281,2.2747633,NA,1257443.10525234,NA,NA,NA
1069.78814697265,2.60752585,NA,2698196.25810843,5398922.53596244,5830321.64782399,5523638.59622635
1069.83489990235,5.3801909,2982734.30316212,2591632.24579557,NA,NA,NA
1069.88671875,5.9485307,5089681.05570039,3942516.67850398,2383269.13431525,3171740.75547587,5417635.76006303
1069.89111328125,6.10846805,6273644.55853087,5979242.26621495,3055819.59833736,NA,NA
1070.02270507812,2.1580266,2040545.09900766,1981723.79144316,2252915.45195419,2158976.47042519,1645855.16539303
1070.02734375,2.279046,855272.845725938,NA,NA,NA,NA
1070.2763671875,2.162349,2426867.26593881,2622448.09668919,3019240.65132798,2957199.4681712,2718258.94661792
1070.35632324219,5.2699575,2130234.17157057,NA,NA,NA,NA
1070.52551269531,2.1537441,2469346.1273295,1956697.00801378,2007981.14818293,1830301.43874775,2366761.68359295
1070.57250976562,3.8609444,NA,NA,NA,1522375.60960725,NA
1070.77478027344,2.0802481,1773205.68788568,2021683.28754605,NA,NA,NA
1070.77935791016,2.70263435,2260525.14006367,3162980.135289,1635769.48941535,1374757.46498663,1482210.18561751
1070.78881835938,2.5902376,NA,NA,NA,NA,2684567.46701298
1070.81237792969,2.4044275,2693879.44629133,2956016.84888831,2906964.01163718,3208510.76920294,2543841.9605263
1070.89224243164,5.94855045,3317077.23739673,5246963.11923139,4678782.50609287,4622317.29495563,4130744.57964051
1070.90173339844,5.620069,6782771.87057268,7081735.65836811,6279198.8929185,7365573.38137356,5129603.97536968
1071.01928710938,2.0586176,NA,NA,NA,1144582.34747898,NA
1071.11328125,2.1321332,NA,1341350.58699168,NA,NA,NA
1071.3154296875,2.4130712,3266454.66388378,3295179.5362122,3779096.30845799,3567620.09465214,3079315.14633609
1071.44702148438,2.0153966,1065337.49225288,1077995.21166253,NA,NA,NA
1071.77416992188,2.0110726,1201792.66812909,NA,1276936.72752328,1026208.00410244,988646.714665033
1071.78149414062,2.0154359,NA,1451766.19281657,NA,NA,NA
1071.80053710938,2.0629398,3903939.23429683,4579647.9485157,4220158.79227408,5026954.83674447,4517824.16947142
1071.81457519531,2.4173935,1650172.22617924,1535697.19884751,1644597.53348184,2471868.09243854,2363898.3357073
1071.84289550781,4.751302,1991536.02404343,NA,1908712.43396175,2419106.81633838,NA
1071.85229492188,5.5854723,4369732.65994519,3830209.33260465,2995356.06652461,NA,NA
1071.90444946289,5.51849765,24833575.9926959,28267675.7330613,4242751.17191493,3914269.30063028,4465910.18520225
1071.90863037109,5.72596085,4124632.62106966,3926324.46679445,NA,NA,NA
1072.10748291015,1.90304075,1602523.9274265,1441172.19790697,NA,NA,NA
1072.30450439453,2.0672602,5602088.81820958,5901870.84335521,5933737.97468428,5637138.98810926,6682770.66260135
1072.76184082031,4.7383336,14979076.5768272,14545981.2888162,14126357.0225577,15138419.0618955,14037640.8269655
1072.80432128906,2.0672619,3805399.75104057,3559785.45904387,3228513.14979572,3541017.36474684,3751205.10756854
1072.818359375,2.6075279,2369690.5577054,2570348.9795281,2226249.67469194,2159118.6918796,1806609.19895202
1072.85375976562,5.58549185,2471035.57679836,1754811.9458397,NA,NA,NA
1072.87976074219,5.3996209,NA,NA,NA,1628240.63553469,NA
1072.91748046875,5.6805585,7380284.24977756,5589792.00133724,8460651.81081852,6998643.05385474,6583500.93597756
1072.92211914062,5.4730971,19716386.940921,16436801.038798,20506546.3625629,20107102.0070141,22302144.1170483
1073.306640625,2.0564568,1375422.65943583,NA,NA,1728233.62858509,NA
1073.52618408203,2.19908605,NA,1356337.16383388,1652943.30112567,1725596.59294464,2420256.42341655
1073.74328613281,2.6118478,2775904.60639687,2831049.42000967,2521100.44816012,3247793.40273403,2984555.73366815
1073.76690673828,4.7383747,9304368.42399751,9032092.4287295,8659020.89594545,8973203.6126535,9246768.71122241
1073.77160644531,2.1018372,2961316.07994028,3976270.16438064,2829384.98190975,2863572.1366965,2603030.44936782
1073.81884765625,2.60754655,NA,930551.023004444,NA,NA,1350386.40380775
1073.92272949219,5.6049415,3669656.61811802,3754515.74473555,3863569.04957827,5156471.55004767,11041822.1154152
1074.02661132812,2.0802678,NA,1414039.31435972,1824153.438372,NA,934545.742035196
1074.03143310547,2.19694465,NA,1238463.58426501,NA,NA,1850426.36140255
1074.27697753906,2.0888707,975633.944179316,2079123.69024995,1544906.86279771,1352996.40141292,1990227.61811709
1074.28179931641,2.214213,NA,NA,NA,NA,1538318.64948281
1074.68823242188,6.7662693,336899.523074639,288713.373051057,416531.572010777,NA,504192.427421963
1074.76867675781,4.7296894,1961055.66164184,2942559.11072733,2555260.63850832,2649317.6170084,1912260.58353614
1074.7744140625,2.093193,3515792.07059579,4235101.69592953,3071495.16694997,4051651.8287446,3398315.32630836
1074.92944335938,5.4774194,6399631.27862208,7237963.78811195,7922646.39498417,7346250.72454556,6574145.80932617
1074.93420410156,5.7065307,3373041.68813985,23451023.3466826,3078641.81105006,4211838.00992623,3278983.25878859
1075.02416992188,6.5104061,NA,NA,NA,NA,1270462.96414172
1075.69128417969,6.78765715,NA,224908.194053791,157420.541477168,162374.309584476,NA
1075.78601074219,2.17315315,1430302.1825042,NA,1405261.37536482,NA,NA
1075.8759765625,6.143066,5806328.90491894,5454045.13592459,5738710.9059304,7106092.59887973,5901848.10066035
1075.93762207031,5.6805576,2566454.53706778,3206102.49979882,2124155.82219543,3574703.60794788,2102997.75280581
1075.94171142578,5.6913633,16979042.8951908,NA,18755333.0397366,NA,NA
1076.11755371094,2.0283615,NA,NA,NA,NA,1252706.10609778
1076.44458007812,1.9419183,NA,NA,1591625.23637382,1596096.46232353,1756763.49489441
1076.77642822265,1.9332751,NA,NA,1009221.79566338,1360158.82558045,NA
1076.79052734375,2.0327247,NA,1033466.54473688,NA,NA,NA
1076.79541015625,4.7556227,17114510.5057965,16256297.8915042,16422193.0926803,16809147.4654882,15921195.9392025
1076.88073730469,6.12791745,3830403.5081957,3845921.86304437,3111421.0974114,NA,3428714.84910171
1076.94714355469,5.7064892,9901677.38454431,9188770.50764738,9407072.61546978,9455867.94745879,8888271.54344438
1076.9518737793,5.62655095,2280627.39413736,2236692.88312428,2286609.89974816,NA,2127946.36721586
1077.11315917969,1.9375965,1785755.70012994,NA,1464233.41742372,1167935.43018235,NA
1077.283203125,2.24014535,NA,NA,2032138.49663718,NA,2135938.3686342
1077.52606201172,2.1234497,1248366.36550313,NA,NA,NA,NA
1077.53552246094,2.2315011,1718465.97050053,NA,1208297.13940696,1544181.964971,1802953.3141076
1077.7776184082,2.1364144,2357141.09983968,NA,1915115.2136475,2360553.29103993,1809949.21485565
1077.80053710938,4.7599856,9579157.43459701,10339864.3476193,10132184.2828839,10789890.2134271,11424674.4402832
1077.8916015625,6.0133604,16009659.6419798,15494014.3137158,5871948.02592226,16102958.4808476,15753042.7183196
1077.93914794922,5.6459797,5802077.9006248,4768052.34763988,4692189.57204269,4368859.58597212,4586421.99605307
1077.95336914062,5.7151361,NA,NA,2079390.29250662,2027145.32744152,2475664.88368292
1078.029296875,2.1234889,NA,1379837.04791718,1822701.39730865,NA,1561242.8576805
1078.80407714844,4.751302,4964283.12502522,4148787.25056524,3967022.95966256,4983200.52236717,3396110.39335826
1078.80883789062,3.735621,4955789.31478802,4751907.76552229,4866128.55427054,4235415.6848029,4480233.94713424
1078.89440917969,5.9161346,12496228.7197158,11752185.5445903,11314935.9115577,10055785.0961824,13009173.4489648
1078.94201660156,5.6611088,2076775.91267852,NA,NA,NA,2898055.38891341
1078.96569824219,5.8102214,3002129.79494291,2779282.46945039,3387578.28730686,2769804.82007143,2976703.4217523
1079.80975341797,2.49947375,NA,NA,3540688.04490741,3027440.26772127,NA
1079.81286621094,4.9674073,3669464.1998984,2717865.13119742,1902613.68303402,2968304.72015889,2642200.11861659
1079.89868164062,5.74322925,2143891.46519322,3629467.40904471,5942255.3854028,4416116.21146877,6886790.23991606
1079.90814208984,3.8825939,12075389.4117527,9200699.9409044,10443097.9574837,10589369.2290145,10181489.2453904
1079.97009277344,5.8015762,NA,NA,1997341.66489423,NA,NA
1080.80871582031,2.01539565,3546180.88532288,3997361.48447542,2627517.43662759,4267294.00334484,4102652.18109497
1080.81359863281,2.4908308,1377679.57849649,NA,NA,NA,NA
1080.90905761719,3.8782715,8671418.40324148,6499097.9403956,7745134.66942534,8357503.76603552,8740027.58600009
1081.03137207031,2.140738,NA,NA,1419698.70336039,1748671.8826035,1642736.9455932
1081.03771972656,2.2660776,NA,NA,1355223.12128137,NA,NA
1081.11877441406,1.9678532,1401779.26685869,1499592.42108463,1867888.78552126,759226.096413841,1226560.32176671
1081.28112792969,2.1493816,NA,1968115.229478,2274148.97650051,2664306.77268664,2489453.92378941
1081.45227050781,1.9548854,2287514.84015465,2185507.46315006,NA,1427242.86640275,1721074.70085319
1081.53381347656,2.1450999,NA,1731454.97305462,NA,2201978.58172059,1503761.65008469
1081.63903808594,4.2153578,1617496.59654497,1538674.30265305,341402.854722289,420141.504147033,383124.540806255
1081.7798461914,1.9527246,1910516.52748949,NA,1308777.36488972,1317224.20359168,NA
1081.81091308594,1.9808181,NA,NA,NA,NA,1688701.58679365
1081.9157409668,3.8803931,3978432.53995517,NA,NA,NA,3417234.61424345
1082.11193847656,1.8944161,NA,1068286.28117025,NA,NA,NA
1082.64233398438,2.7415136,882117.066015845,225222.646875307,848958.227383076,1195452.13429671,3978838.91149071
1083.02001953125,6.4931188,298302.81556297,344561.281041782,308589.558063262,323186.322771962,274198.788269344
1083.64221191406,0.206606735,454365.409864648,1529502.81377549,1475202.59195138,1611163.38842042,1645884.10778658
1083.77136230469,2.6810225,1022691.53016197,5298160.65146193,2944150.00381977,NA,NA
1083.82885742188,4.392564,NA,3265682.79514929,NA,3528951.58723725,4006565.27798939
