"mz","rt","peaktable_1_9a1a6818f2d5c0a846f9ec646e2fafc6 intensity","peaktable_2_8d59aa14e898d651b1d995a612c7bd53 intensity"
772.703430175781,18.143544,NA,591322.328293581
772.7177734375,18.749178,NA,1042258.26927212
772.887664794922,24.2916525,371256.60518295,449236.151439586
772.922470092773,27.487739,NA,95906.7918284193
772.926788330078,26.956161,154610.42916691,64680.743327666
772.948425292969,16.902105,272139.384432179,323448.091966881
772.974365234375,27.892215,95315.0146698575,74403.7841510779
772.974578857422,2.082988675,419875.106650996,69456.2047941581
773.149597167969,4.52828195,184493.384652019,998940.900794293
773.205261230469,3.6456174,257610.239473384,666855.144271347
773.211166381836,4.19225685,723651.560618933,728491.703998463
773.447784423828,2.3068466,2160258.89707828,NA
773.479461669922,5.2473165,194798.285252702,NA
773.502502441406,11.0455,1292026.87606875,1570850.44453594
773.513977050781,11.500949,1105893.74250188,1418353.7445797
773.528533935547,13.0089315,3862013.34916688,233044.81815778
773.531433105469,11.44216,1344955.57778198,1232102.20802442
773.554504394531,11.273597,1420463.33223422,590668.421553039
773.580520629883,12.4912475,1773189.92914451,1693658.39181139
773.592041015625,13.447627,6219783.48576385,1354996.30830728
773.609252929688,18.6128775,346638.165024138,288926.230707189
773.620880126953,6.5185928,866714.283768877,1094543.16810842
773.629455566406,15.507969,1148196.56984861,494015.498033432
773.635314941406,13.27042,17460516.8747945,623267.228917024
773.646926879883,17.116297,1105976.55698391,1637095.71549749
773.655578613281,16.01497,3866160.1063725,1804815.56479688
773.667053222656,22.061934,805706.104211716,NA
773.672729492188,14.73562,1365134.52067266,NA
773.702453613281,21.5228815,NA,814924.717073899
773.741912841797,24.3991125,717374.596631035,943599.435824085
773.863388061523,24.9901735,1641786.86882535,NA
773.889465332031,25.035556,807162.558122374,NA
773.889495849609,25.165219,520206.638650094,NA
773.948486328125,29.89096,NA,126190.230828044
773.950134277344,4.2798745,130763.55726793,142903.573494148
773.973388671875,25.407258,5922326.366688,NA
774.207397460938,3.6262493,NA,245664.9274903
774.214599609375,4.179541,NA,123178.010566646
774.282592773438,3.0534859,530820.125896242,NA
774.409851074219,13.750176,1752868.02777889,NA
774.450408935547,6.08357685,1168347.06498215,1097014.88479146
774.514038085938,11.485722,537191.936886101,578449.606450772
774.516784667969,12.691255,4759595.25129564,NA
774.532348632812,10.6623738,30975158.9839803,256260.79230333
774.543029785156,14.212643,861851.624645583,821283.317238982
774.545715332031,11.0111635,17412774.633008,754993.398446127
774.568878173828,8.65283545,992705.391580039,362449.390452448
774.580627441406,13.300675,3271328.40039191,NA
774.595092773438,11.485722,1213791.83481753,3722519.56131331
774.603759765625,14.742969,146051251.895218,172877898.218789
774.612243652344,18.517791,360101.072693459,NA
774.632415771484,12.976515,29676131.32338,1245761.85900939
774.641296386719,15.725387,1658550.10294639,1088750.65874955
774.647125244141,11.5223945,756278.231599699,1034674.15908093
774.658630371094,13.918739,18328782.1673745,800764.066708129
774.661437988281,19.077052,685018.268978694,349882.190049132
774.670104980469,21.917142,656281.393892371,673048.58729624
774.733764648438,19.7656575,1405391.70842829,1544084.35539608
774.742309570312,24.354146,NA,526140.906525961
774.884033203125,24.862671,499675.481082194,NA
774.916076660156,25.454802,521838.423900926,NA
774.971313476562,25.407258,2779105.10209024,NA
774.997283935547,13.002448,689309.206104387,246651.967496859
775.000183105469,12.430333,NA,686842.96805438
775.181610107422,8.6201496,595403.315273171,2587090.13410503
775.228317260742,5.11109385,1039884.93480068,935410.249561914
775.39697265625,13.748168,NA,1595798.1515475
775.444808959961,4.26038745,260182.222189466,258185.342409023
775.451995849609,2.3511735,NA,358924.123500927
775.463562011719,5.3000937,NA,138975.629677372
775.498413085938,13.741532,1213794.06324331,NA
775.518783569336,11.47584,1789203.71478846,2457109.39847112
775.527526855469,12.453538,2236044.31446099,816406.396393589
775.530364990234,12.4835515,8106045.94463054,4289778.72717003
775.547760009766,12.801395,1812912.08858716,88672594.5290308
775.550415039062,11.003806,3210383.99996986,141938988.456681
775.567932128906,14.089421,NA,1023817.70642628
775.570922851562,8.6666251,524747.786916769,785877.831224864
775.596984863281,13.434954,1229523.28899655,4108238.94776717
775.608459472656,13.771298,8377496.97048556,78942017.595108
775.62580871582,19.5646955,768801.603952528,364796.620473284
775.634704589844,10.47505815,375726.458255063,311494.351324182
775.643371582031,16.156888,719471.331321806,458131.558538217
775.652160644531,13.81933,9983273.33895746,NA
775.663696289062,13.9168985,3680545.23503815,4035414.61549408
775.672286987305,19.7690455,449158.876452219,1035568.39993965
775.737518310547,19.7668015,606987.630832023,948221.480816251
775.86083984375,25.109032,2067541.65487782,NA
775.934799194335,9.82800305,2449900.6594445,2881663.76845988
775.997314453125,8.04773485,66522.878941025,NA
776,7.2562169,89369.399560524,224814.346212035
776.2314453125,5.10666985,231805.02111046,427093.542030564
776.235107421875,8.340388,720274.418887433,875648.655226766
776.356414794922,10.544483,NA,5185646.19741365
776.365661621094,10.556124,4491628.94840062,NA
776.435516357422,9.8236811,2034230.89493274,1787807.72851583
776.441223144531,14.618923,1843855.06073902,NA
776.458618164062,9.6052561,243928.468300031,NA
776.493469238281,12.120734,1051498.40001705,NA
776.522583007812,10.38761565,3901897.15084735,3129695.75134874
776.53125,12.929716,1163539.75925815,906384.024918761
776.547409057617,12.6850045,35448022.9490697,4182776.02938193
776.551940917969,12.812126,3869785.85354624,4777654.26469875
776.561950683594,12.485954,919365.45425974,358129.246265168
776.574737548828,2.43809525,215743.456040203,422649.964735266
776.583587646484,8.28803885,1592620.58776469,288297.211033207
776.595199584961,14.3220565,3777689.12441072,1145675.95859438
776.603790283203,11.098287,139713.250364447,302826.575583048
776.612457275391,14.757231,1585228.82102431,975107.332267487
776.618377685547,13.536231,7267582.34613182,2264716.31282434
776.627044677734,16.7231785,21427408.4129831,476365.995451403
776.629974365234,11.354036,2220580.89146437,861446.985621574
776.6474609375,13.823652,9033282.38144997,16196350.2584348
776.656158447266,15.3158925,13778728.0017469,13289291.7668512
776.675582885742,14.423187,6450625.7312325,8087059.71691315
776.938049316406,9.8213628,965926.825312394,NA
776.968444824219,25.6564095,265488.107379248,258616.055479221
776.993255615234,6.7037251,107829.963546267,125376.599269372
776.99577331543,7.21103205,132409.420996195,253645.537518152
777.173400878906,3.6196846,144996.86975127,442422.009239344
777.214111328125,3.16153915,469375.061880188,NA
777.237365722656,8.3290991,395871.535659619,148422.930413463
777.272094726562,6.4881372,NA,296744.957758429
777.510848999023,6.4934976,624316.411349725,835100.933357349
777.519515991211,7.4347411,118489.730116441,209774.269042895
777.5283203125,9.8825876,1019711.42685485,1020256.90930955
777.543029785156,13.374151,2419250.94224156,3952623.0576947
777.551132202148,11.659251,4299323.99567074,2795542.04684442
777.564575195312,13.460593,600696.615958851,919566.677750138
777.572616577148,6.39090145,779612.694485335,774965.384777953
777.586517333984,8.26229195,558571.101047539,705710.934345118
777.599639892578,14.459005,541691.805632825,2755105.75180872
777.612670898438,12.581172,12905383.5746287,866978.553664661
777.623672485352,13.6799545,2642357.70322356,14078522.5982052
777.632934570312,11.397633,568494.617512981,387574.356904221
777.641616821289,17.7340545,1464106.56142503,1420821.57134808
777.650482177734,13.67772,1605352.66265251,1068838.53642141
777.659301757812,15.299711,6832633.47165748,551074.001827961
777.679626464844,14.45036,1016091.47019749,NA
777.859924316406,24.979368,601437.085365511,NA
777.910949707031,9.4799148,304830.180250311,NA
777.953186035156,12.311185,NA,1912358.18166752
777.974822998047,25.132145,2058474.03532502,884899.167065375
777.997192382812,25.394292,3306910.79896018,752932.088329253
778.234283447266,8.32413225,278364.116923689,355028.455496755
778.471740722656,10.817383,6641386.7985628,7764396.82519163
778.515625,6.5033735,NA,383912.745287406
778.529541015625,9.28098115,1433739.69445098,1242217.98653604
778.5390625,10.097979,14363185.2438745,4040293.9793044
778.549667358398,12.263888,3566666.61511861,835658.653098786
778.556243896484,11.690643,10137106.1189587,11631084.6930674
778.568038940429,11.62172,147520023.118666,3408069.40628015
778.576934814453,13.300308,628468.464621536,374623.218248577
778.588439941406,8.3013875,337718.953623502,456787.932099181
778.597229003906,9.5932099,NA,412401.567556299
778.602966308594,14.444761,234678.54703461,54678043.2314118
778.61181640625,13.626995,884816.929467197,1216418.05337954
778.620483398438,12.7193485,4922502.65831998,1643058.23801764
778.643829345703,17.716766,684375.031216418,720359.430423138
778.646759033203,12.6444535,1750863.64964534,1303634.34916877
778.658386230469,14.1357405,1133352.42829126,963737.13641862
778.6962890625,18.854916,1086792.59345271,NA
778.938659667969,26.391117,299762.218103261,856046.55375325
778.941345214844,5.3384911,164717.462450438,196298.012358163
778.961791992188,27.8489935,171387.47348507,133310.807703632
778.964660644531,6.9756333,267700.058485171,204867.761892924
779.183532714844,3.4079003,303608.423977463,NA
779.190887451172,3.4283479,NA,380919.980688469
779.201141357422,13.748168,NA,1137716.18928937
779.229965209961,4.21185455,395804.127092566,463008.834293579
779.323669433594,6.4424801,NA,258790.870859076
779.423126220703,3.6261676,954176.421579985,NA
779.47705078125,10.813061,2934728.90632032,2530282.37177432
779.519287109375,2.25714225,269244.400104466,NA
779.542694091797,10.145522,6528566.1025277,683470.629333035
779.557312011719,11.476737,1844691.17764499,2982497.47452326
779.568206787109,12.55002,499533213.830278,32114328.1016625
779.581085205078,13.3076435,295389809.005052,50465406.2451079
779.604125976562,14.330261,3607376.61395154,1515375.67957687
779.60693359375,12.073191,1225728.05916278,272713.109163518
779.624084472656,13.061269,1088171.85797533,548074.874413116
779.65380859375,12.5882965,826966.719787483,707718.127188727
779.662414550781,14.134845,5565237.29434123,74419224.7271701
779.896545410156,1.9459491,125079.425558109,NA
779.934265136719,15.4738835,NA,476587.046760471
779.943054199219,27.454855,150066.121566216,77630.4719231254
779.966491699219,25.493701,424113.711076644,NA
779.969543457031,25.420225,2069819.70652889,NA
780.048370361328,10.52533,5129597.91480093,5088263.00160554
780.062942504883,11.879949,24026539.449675,26453364.0830326
780.2998046875,3.1087066,305309.512525384,693871.250640069
780.42561340332,3.60239615,353988.148822279,NA
780.489990234375,11.178511,958030.633962445,NA
780.519256591797,7.3842311,NA,115513.791512276
780.522094726562,2.3695175,215093.816361387,133399.403673422
780.530303955078,8.90384835,1380592.9993783,1203993.35368661
780.548706054688,8.84854,260382.91972621,2022953.37083798
780.557174682617,9.01924325,333410624.530496,839802.698193757
780.571655273438,12.756087,2249581.27590756,297780437.888601
780.583557128906,12.427605,34105003.0371758,1984748.48039112
780.592468261719,14.03011,2499608.10199821,275375.076206943
780.610137939453,11.9741025,1786157.59207033,622421.002261868
780.618774414062,15.410663,7868617.3883174,7817154.02031007
780.627105712891,14.9492485,37141082.2550363,38762920.6094963
780.638336181641,13.1764825,4474639.13483819,3542088.55275798
780.665420532227,14.251835,1221138.83960111,1321082.97385827
780.674438476562,15.69442,2857604.13566627,1377725.1125559
780.712158203125,24.011196,1098614.03178751,249607.171085158
780.934997558594,0.795885065,941614.089134986,982832.980334655
780.967254638672,25.398614,3284750.81641755,NA
781.014190673828,25.444962,1935047.48556905,3081191.08996904
781.05810546875,10.793841,1433608.95867706,NA
781.181060791016,10.559465,NA,3533458.19121001
781.189819335938,8.3247767,288695.275620927,1985804.20483951
781.198822021484,4.84103675,1296816.54913668,NA
781.245513916016,5.1479772,592800.203578923,940259.961533364
781.530364990234,2.3479071,297139.946197651,NA
781.535766601562,8.9223361,439423.677268189,660905.296451525
781.551818847656,5.7640442,433294.965614058,162045.258241339
781.562103271484,13.714753,1208725.67549062,922904.080620008
781.581024169922,14.089421,406601189.449741,399652476.100499
781.58740234375,12.444893,7216257.71454771,NA
781.597320556641,14.6155555,680419.913575801,1844360.09502189
781.615051269531,18.652969,3792157.60675831,3926821.33095611
781.628936767578,14.9449265,16819314.1422844,17302832.1823106
781.641296386719,11.1007125,1727637.72410531,1805086.84988438
781.670654296875,14.169422,241618.509133597,2169681.29956219
781.678741455078,14.334611,13611235.3626356,15258826.5290265
781.708801269531,20.8166445,1017758.28278177,778412.643420911
781.714538574219,19.918159,366126.755584459,300233.722214776
781.932067871094,9.4712704,362714.033881828,NA
781.993377685547,13.762097,NA,1464216.57651188
782.192810058594,8.3168974,211771.465615348,1269640.07199884
782.201934814453,4.8691308,445594.717438197,NA
782.248657226562,5.089559,195244.622278001,NA
782.319213867188,13.244487,8492674.08891553,NA
782.333312988281,13.191972,NA,8791763.82447762
782.33984375,13.258129,17186670.0222487,20534350.089137
782.474746704102,9.71478875,982843.541504939,977541.207220971
782.498291015625,9.3545728,478711.32847726,1634473.35926503
782.503936767578,12.254859,1406495.1324197,374180.158650231
782.53369140625,11.273597,444379.668625783,NA
782.536560058594,8.4760514,103927.104940889,486297.391153592
782.548309326172,11.481059,402129.197770796,270435.911170971
782.551116943359,11.507459,NA,762211.644912658
782.561492919922,10.0958178,6747546.8966566,NA
782.571716308594,16.334807,8961164.97841092,1733670.90822654
782.586486816406,14.088361,202499668.13108,213853561.929849
782.595336914062,13.902539,47908487.1909069,1860571.9720556
782.604125976562,13.763142,2417852.41997016,651712.237506538
782.618957519531,18.6443355,1980234.29816817,2129110.90669379
782.625122070312,13.235843,3341818.22849627,653742.881455072
782.633316040039,16.349246,5087491.21316061,3832102.76673092
782.641983032227,14.0788505,84788081.1112653,96772708.4817692
782.654052734375,15.3601675,846374.173393102,675059.52588748
782.680633544922,14.3431965,3284010.23529417,3201180.98413691
782.689331054688,16.0232405,2074009.85741435,2709312.43918783
782.718627929688,19.593855,NA,441487.868779204
782.72737121582,22.230496,596614.210339203,NA
782.771606445312,12.350915,1265967.94112439,2047720.08980721
782.900970458984,21.598084,108040.781196541,122706.142073656
782.933380126953,13.990040625,67671.1936501753,133039.419548086
782.935852050781,28.28985,111179.540008175,NA
782.956787109375,25.892491,145787.183178628,NA
783.071533203125,12.081835,1984286.44216597,2506895.46243513
783.189117431641,8.32845425,707586.833391284,733561.138671058
783.309875488281,13.266098,3698581.79611867,NA
783.330368041992,13.26029,6893510.88316866,9479899.09996131
783.439331054688,5.2823035,322631.151903425,558926.99992263
783.474365234375,9.7824637,243378.313366923,NA
783.477416992188,9.6441558,633476.348129194,NA
783.498077392578,9.12408605,720066.760869909,589074.202480484
783.506942749023,12.2397315,5639836.37307655,6302767.04709569
783.518432617188,10.370731,425702.99469842,841089.494187674
783.542114257812,8.8269296,230047.3697855,NA
783.553985595703,12.032771,552165.075563441,600659.843463989
783.572021484375,12.993804,2077678.69112433,458465.406430793
783.574584960938,15.2443895,5220579.0161205,348762.744705011
783.589294433594,14.0788505,53594913.443747,55616243.9512593
783.604125976562,13.748168,7289818.50850515,1211018.06277611
783.612945556641,14.671743,1388547.34286911,272510.39333602
783.618591308594,9.8825876,600170.832573803,519558.580765692
783.628356933594,13.257453,39349329.5634447,NA
783.638961791992,12.8401275,10488144.29097,382966.140412504
783.645141601562,14.087495,15907584.7775448,17682054.2564658
783.657104492188,14.618923,1971699.49498033,2804797.88963533
783.677688598633,15.251276,1360965.36721867,1444953.84061593
783.68635559082,20.175198,342434.421045729,464111.220132631
783.727783203125,20.497324,1555096.1439291,376250.459943039
783.892669677734,9.4583039,828909.973945794,NA
783.927917480469,8.832799,1334224.23647441,198764.453477863
783.963439941406,9.4583039,465034.338611494,NA
784.190155029297,8.3382269,328509.985330776,414871.462946094
784.331726074219,3.1139957,306620.143620891,504000.367819992
784.334594726562,3.3819675,252802.14124425,NA
784.443664550781,5.2544577,NA,269510.890561604
784.488159179688,10.8270415,24047435.0258324,30059939.1402764
784.490905761719,9.3557122,279035.552985384,2194491.45780636
784.513137817383,9.85377835,7360078.19958769,101824.891610837
784.519317626953,13.550466,36381917.8956079,1406935.51973907
784.52978515625,11.4356765,7371359.61567942,9697358.83595532
784.537750244141,12.870529,5125958.29677933,5157984.25352812
784.552795410156,8.5758114,NA,199528.394193443
784.563095092773,12.6847715,13222026.4422639,NA
784.564636230469,13.788313,1723567.35964593,240731.230166086
784.579345703125,10.544483,1136124.01843344,199301.988741136
784.585525512696,13.2859465,20440772.3608086,726351.38302783
784.60595703125,13.754498,3839447.73090843,NA
784.614807128906,14.54574,8814065.74479013,7343998.77923257
784.623504638672,16.8734995,276277.622660301,584236.616626858
784.629623413086,13.251646,5578148.33670386,4525317.29014782
784.644287109375,11.952812,2069327.90605588,4783165.46232567
784.653167724609,19.0710225,548477.325283813,NA
784.659057617188,14.630577,473732.452305944,364196.121223123
784.667907714844,13.3518905,19121352.8083014,713735.701576872
784.670379638672,12.8208635,5360087.76798512,5549756.47359182
784.691192626953,19.892208,2736902.37841875,2990963.57986801
784.898315429688,0.78389271,NA,551070.883859519
784.90087890625,2.025619,NA,56814.2834861719
784.931289672852,13.21880815,511352.788777837,540039.122291236
784.939224243164,8.9896828,277028.821694733,128350.464665228
784.95703125,13.406576,736766.081069034,944294.350758762
784.960021972656,12.010188,NA,613796.16872204
784.977722167969,1.8374993,138936.327787957,74053.0369363473
784.980529785156,2.7851032,108979.395826709,77607.4274065359
785.2197265625,5.2559611,443295.683486472,NA
785.435119628906,9.81382165,3622931.84534098,4104383.15755492
785.453094482422,10.158426,2057678.8500019,1920890.8032656
785.493057250977,10.1171986,472227.409842256,12030927.9960045
785.494476318359,9.2747311,NA,957266.742912441
785.515914916992,10.532353,1127469.15024329,NA
785.523025512696,13.555746,18109597.8865538,20973930.2381241
785.532897949219,11.397633,3163796.82635813,613947.095309067
785.538848876953,12.885562,NA,2491080.16799157
785.549774169922,13.42354,1856934.62782971,1999204.24681923
785.568237304688,12.652356,7294436.50501272,NA
785.579818725586,11.226054,27054374.6385523,91362648.555733
785.591934204102,11.3267525,50596998.7414367,57093829.0737148
785.609436035156,18.141765,2774274.00833674,NA
785.618591308594,13.987783,3022937.120221,4131050.89144407
785.627502441406,16.4212495,792385.683665856,804870.907631246
785.643936157227,13.755655,22815299.8305527,23701624.6758039
785.648132324219,10.912199,2210887.4659242,1907310.19075873
785.656890869141,13.365507,1275013.96702334,1552965.65289229
785.665771484375,20.4043985,1557829.24893752,1836009.22284188
785.671752929688,13.979249,2030980.59369471,2136947.26628952
785.695434570312,19.870616,506302.39770657,NA
785.701293945312,21.327172,1068131.27334607,426420.56062359
785.936767578125,9.81071445,1900284.74463385,2293778.70958145
785.96142578125,6.2179199,251492.602326921,113843.148546064
785.985229492188,25.433191,1471390.94900638,NA
786.23046875,11.749031,730372.932879378,NA
786.251342773438,2.2396354,417746.229387726,314614.651640157
786.343078613281,14.7933445,NA,1691720.53604158
786.348937988281,4.9058687,592726.188886368,621010.788649537
786.437667846679,9.81382165,842645.48095329,943587.448356339
786.449584960938,1.8943859,NA,99162.471309791
786.477966308594,10.978874,13487053.6732023,15181957.1457277
786.497009277344,10.815222,2517826.40139932,2464599.93676306
786.506042480469,10.422139,1663869.76359098,4072016.90502757
786.526550292969,11.221614,3772780.66861967,657377.084766753
786.532318115234,10.076368,1030345.24902656,1336507.89767132
786.544372558594,13.456272,530120.491983764,818633.527994076
786.54541015625,13.434954,NA,1414720.04205701
786.570251464844,12.666064,2279572.79595091,3412264.40146976
786.582763671875,10.564768,12202402.5535988,7561412.81893823
786.591552734375,13.169249,155096879.979631,169401240.40731
786.603561401367,13.104018,3649730.72626311,199760.658241874
786.612365722656,18.32531,651953.15417555,430598.499162879
786.633178710938,6.7408969,772770.281913756,778817.367339486
786.641525268554,16.0517075,49086212.7631526,703886.530912499
786.647918701172,13.9535955,14829089.8451953,15407492.9529221
786.659790039062,12.453538,42421314.5069698,3582673.17116255
786.674774169922,14.904183,1671273.7202775,602965.780783587
786.683715820312,15.379408,3322410.41578034,18035519.9725871
786.772399902344,20.116977,952461.702237651,NA
786.853759765625,13.749172,1915317.35511703,2701057.70661376
786.923400878906,25.979197,230392.113560978,72975.0319963536
786.951232910156,0.79342488,3355758.22528757,105374.441412068
786.994445800781,28.743674,56100.5320692196,NA
786.997375488281,5.6572036,94088.1035309278,111117.349892063
787.207458496094,13.1911945,NA,5323882.06027501
787.216674804688,4.84968105,570752.778833347,NA
787.234802246094,6.5118244,355498.875585908,NA
787.462585449219,10.370731,230620.825593058,1536586.69179285
787.471557617188,6.4999808,374668.356176588,360895.425851954
787.480712890625,10.9867,6271623.24257723,1241916.42819046
787.507553100586,11.13361,2654918.4131939,2476868.03723906
787.510345458984,10.1425902,252947.514736819,429738.103717972
787.532135009766,9.35860665,246055.720089914,226467.087266114
787.548858642578,12.609904,1174644.7818267,592861.379569208
787.556091308594,12.6604455,941630.940308922,699487.662203461
787.563781738281,13.37876,1426206.54632814,2151798.07536469
787.575561523438,12.272009,1897225.99229529,NA
787.584411621094,14.0060935,3314039.21953429,3328880.53379719
787.596435546875,11.1112695,7299738.55761376,9496753.90644653
787.608032226562,12.146667,424464642.441363,2830928.06701313
787.625915527344,18.84195,1027713.94299213,1003631.31780913
787.637878417969,6.7625074,593564.504041932,274846.531204846
787.643798828125,17.160333,161375.432133748,529066.749763594
787.652709960938,13.951313,6651098.16288374,7881228.24507893
787.662811279297,12.669703,60483969.3897357,64038539.7676446
787.671768188477,14.5812435,9285995.93213266,334215004.534036
787.682388305664,22.1786305,1209755.33720251,NA
787.688354492188,15.379408,1649017.05755437,9890622.56802379
787.717895507812,22.044645,1487207.11474428,NA
787.954605102539,0.78649789,696261.484746123,718867.1136498
788.032531738281,12.185566,3161676.83165996,NA
788.209228515625,13.2481705,8779477.49043936,13624176.4657799
788.219543457031,4.8929027,419877.217947212,NA
788.264099121094,4.9750226,267046.386261129,NA
788.286499023438,7.66466355,1098206.74825361,2706441.97848996
788.338500976562,16.174888,2096225.65108215,NA
788.466064453125,10.231965,1190943.37489406,NA
788.474914550781,6.5185928,NA,169041.465048059
788.483978271484,10.9867,NA,1216408.941855
788.492370605469,11.44216,23962847.2104146,4098626.85541591
788.499328613281,12.907361,4565454.38425222,NA
788.51643371582,10.4137335,12778606.6207088,12980916.2779218
788.522644042969,9.7651751,1251148.52464244,239652.302007984
788.537536621094,9.0428001,879356.898207992,919516.666724592
788.54638671875,14.9486435,2300639.32699131,147414.231481475
788.558227539062,14.728312,2595296.74381174,3039414.29128409
788.564453125,13.071602,6878055.47677905,NA
788.576263427734,12.2796255,835766.787740614,966208.378281558
788.585067749023,13.2364785,66253912.2298042,70473758.3304839
788.590896606445,17.3334345,426515.866241724,821776.795967908
788.599914550781,11.09639,894560.750351734,NA
788.611877441406,5.9893577,584901.322497631,542796.644562716
788.620666503906,17.3355345,543524.325512812,545009.743941092
788.638549804688,15.3548305,1978506.44947219,1259563.44623437
788.648071289062,14.688736,1136475.17293219,700154.173519236
788.665100097656,12.220143,15184725.5565338,723777.023746416
788.674255371094,13.642123,4310991.96304495,1002239.89875188
788.68603515625,22.372241,1031036.10707998,673440.425900606
788.692138671875,15.379408,1585485.03460222,54416505.8127234
788.799194335938,16.684899,725336.946571396,NA
788.8525390625,10.543158,3938778.11194317,NA
788.861877441406,10.544483,NA,5156673.19726493
788.91796875,22.42067,614627.917348342,546732.885604462
788.9208984375,0.95121318,NA,170438.795596591
788.935852050781,1.1313943,90743.9300473123,NA
788.94775390625,16.23079605,110466.574614144,131877.900589729
788.950622558594,27.4593835,103915.628426259,93572.0028679218
788.974456787109,25.679552,390878.599035237,NA
788.974487304688,27.278201,98994.1732098661,93740.754268957
789.030944824219,13.2438485,9446081.08582113,8990126.37340501
789.182739257812,3.639217,370505.176370062,530250.127869247
789.185363769531,3.6369732,240704.608857936,NA
789.286972045898,7.65489095,610242.983115212,1527617.09932179
789.456604003906,5.24430025,1670842.19283146,2240868.11385406
789.477416992188,11.973227,1028035.68953813,3681469.27852874
789.496612548828,11.3393255,9769239.85076961,1653343.89982734
789.503494262695,12.931505,1696898.77646207,2424758.91140861
789.513000488281,7.7014338,NA,162328.757131547
789.51904296875,7.5185381,129273.352271356,217992.196133435
789.527893066406,11.126645,3554109.71786126,924018.295723133
789.537017822266,6.08617455,218367.098168207,124580.70956113
789.548828125,12.325786,1030899.00536816,216212.889997269
789.551696777344,17.541451,NA,277824.698178285
789.560546875,14.731298,1222501.8221346,1400078.96961702
789.581665039062,15.0303775,2501154.78969936,1739027.71594035
789.587524414062,13.2364785,1268537.37707395,1755915.22598064
789.596389770508,17.339072,528209.159649013,1326301.89392918
789.617248535156,5.9927591,26669444.9331752,225405.531409367
789.626907348633,19.0727295,871570.825087749,569608.034571544
789.641036987305,20.041451,365370.125401864,6443350.29751211
789.650085449219,16.0560295,1609495.55901282,1775838.18372187
789.659149169922,17.812588,2332027.37065649,1988655.33292778
789.667999267578,12.212422,2679016.92950627,2811018.39864752
789.677062988281,13.648385,40144667.8382703,535442.591321249
789.688583374023,15.082683,1376538.03921894,1057962.83300721
789.692443847656,15.37428,9479031.24668254,11668890.5418768
789.709716796875,16.715154,512368.166430238,NA
789.950622558594,0.78910307,168000.552438802,NA
789.993347167969,25.389478,NA,6524757.04196772
790.285827636719,7.65705185,260452.17654219,630030.607916649
790.350341796875,3.3387461,312659.698449755,NA
790.460632324219,5.25531045,748455.86326022,1021373.87395793
790.481536865234,10.95376,1623805.4364806,713107.635774378
790.498016357422,18.4266245,4911885.10492308,4076550.12811453
790.507781982422,12.66585,1005465.64737653,20337560.6826092
790.515472412109,14.2134735,8786778.22145996,9462471.13891499
790.524047851562,8.44545065,10031027.5481269,485499.54111096
790.538238525391,11.8248455,1041748.93910757,16436943.0046515
790.541168212891,9.73265015,52329734.3947503,1365559.23170475
790.553268432617,10.066384,9667459.50934312,10326121.8645535
790.562072753906,13.382795,2553403.93136989,210389.924536663
790.576614379883,10.664104,20317687.6687614,19541859.4437449
790.591918945312,6.4424801,215395.363756476,124758.109887621
790.609924316406,10.9083775,6325069.09408892,4066080.33167485
790.617401123047,8.6865664,150802.936940368,6239939.43038624
790.626251220703,12.9873205,4483188.41926405,NA
790.634109497071,14.499094,103554401.768699,126853810.991252
790.642608642578,20.052145,612095.504347057,3147677.56040484
790.645446777344,19.71491,NA,499120.918120317
790.657531738281,13.598901,588832.354336913,2811912.7035301
790.663940429688,16.754812,3779633.97346974,4480519.66873455
790.672393798828,17.981555,1229535.51605956,1582878.45824672
790.681457519531,13.646445,4110061.89358783,4153023.9248742
790.690521240234,15.357458,1325547.43312596,1190654.09022
790.696350097656,18.219564,1804307.76636283,636041.164932191
790.747131347656,9.8215199,2132406.37928979,1955911.73113339
790.891784667969,0.478868315,106506.204511354,106501.294744887
790.914154052734,23.760529,375090.797829152,580474.36002305
790.916229248047,24.344629,624397.030575007,684124.101647373
790.955993652344,6.6458103,111015.08042809,NA
790.973937988281,14.358193,591024.264325801,911306.765016087
790.976776123047,16.550913,719790.067527673,NA
791.23681640625,5.2518437,441757.337350087,NA
791.484680175781,9.3977942,195176.612806592,177350.0053759
791.493591308594,11.559498,928902.135557837,1173352.91899454
791.511535644531,12.566594,1352477.55924089,1246497.16459456
791.517608642578,14.173744,3879094.26703494,788640.190744697
791.538513183594,13.55568,216147.938495969,75004666.9847699
791.542388916016,10.69011,27870435.1774052,174062.345683214
791.556365966797,10.0620615,3601277.42877748,4243193.22950443
791.565368652344,14.860303,364461.873908922,210462.006056248
791.580078125,10.655533,9663036.04657515,10479389.8810377
791.589294433594,6.65013215,222063.649047499,254659.010973349
791.595428466797,16.3820635,2410449.77263877,898134.949142778
791.604248046875,13.9552285,1374266.8534847,727814.976738283
791.613250732422,10.763586,1680489.03326015,2050335.93538358
791.615966796875,15.117817,2175423.05524875,9530301.440475
791.627990722656,12.9801875,443256510.347953,844871.062470442
791.637451171875,14.483028,53807002.0468799,61126059.6921141
791.661041259766,12.598329,2303375.26570407,2274768.16251564
791.6669921875,16.754053,573890.238288279,NA
791.675842285156,17.9707495,544656.9419217,690233.127251021
791.684997558594,16.2666645,2507310.29515782,2466482.66210342
