"mz","rt","peaktable_1_9a1a6818f2d5c0a846f9ec646e2fafc6 intensity","peaktable_2_8d59aa14e898d651b1d995a612c7bd53 intensity"
262.178009033203,1.1357163,160864.358096156,NA
262.188262939453,4.7459504,184260.740079529,NA
262.252716064453,13.55568,397254.999674535,602679.30211873
262.707550048828,18.839258,NA,53263.141056738
262.709808349609,22.101343,NA,287908.762605456
262.900207519531,19.397955,409520.403581947,287431.083286869
262.92423248291,0.3097799465,87186.53524275,69123.8011233375
262.981475830078,12.1769215,40007614.4096701,20536726.907796
263.017608642578,25.45048,750278.839086283,NA
263.031280517578,5.4992414,299306.976464514,120324.792180855
263.061645507812,0.73723728,50288.8604336863,NA
263.091278076172,24.642242,162129.994074137,NA
263.170379638672,11.6084395,930157.032125645,132954.460570899
263.254119873047,16.902105,NA,151245.860319503
263.255187988281,11.973782,1121338.63187062,107666.615679996
263.984771728516,13.00677,2468846.99587406,1181549.35708967
264.105743408203,25.45048,439312.268649394,NA
264.109741210938,19.164388,325756.821952272,318136.055967194
264.146553039551,20.51142,184630.446923451,252843.368807808
264.172821044922,17.8457,139967.944723123,NA
264.268280029297,15.5049585,578315.025270462,300713.576360383
264.978675842285,14.05429626,169924.667079353,479516.709177893
264.985717773438,15.60968,190897.161939306,444773.574144378
265.111968994141,0.85393485,154199.206568558,NA
265.167602539062,19.64776,215473.429570775,246263.749657735
265.224975585938,0.97710396,305526.129731182,192980.581188922
265.252258300781,12.846852,218564.321950331,207196.097984602
265.271942138672,13.9240545,4238529.85848369,344402.579981251
265.955718994141,22.987189,96046.1837349713,318345.761466786
266.160247802734,0.7549249,NA,39573.2983925625
266.17236328125,7.2426476,190936.018051095,163527.143228999
266.275032043457,15.336396,2412126.61748071,5026458.19785987
266.284301757812,13.499493,3832255.28261439,119601.036773695
266.891845703125,29.1220975,NA,81620.6013672694
266.974365234375,13.966282,917792.051725343,652948.078605461
266.988372802734,24.910214,405393.899517164,197763.490692656
267.026458740234,0.85825732,186746.847294761,NA
267.047546386719,26.27048,222852.744151751,159195.351133473
267.287261962891,13.5016535,1702152.25339361,1245397.13727515
267.967681884766,14.343144,415622.633992817,740489.318993442
268.048324584961,25.892491,167533.990112753,NA
268.104278564453,0.7547254,109983.794543798,100484.4475323
268.263427734375,1.8836588,1291801.5852757,160984.459256613
268.299407958984,16.749731,294275.681117939,NA
268.299987792969,6.7365746,174848.202677332,NA
268.971221923828,0.55735518,130423.31959583,41662.2059287799
268.998504638672,12.5226915,24592140.2783923,11548756.3640692
269.045257568359,25.827269,87791.9382007085,NA
269.087921142578,0.7608035,NA,65761.6417247276
269.135894775391,0.889655575,NA,102080.452356727
269.225982666016,10.279508,299412.704462537,188011.037818482
269.266822814942,1.81384285,208296.174186861,132288.219081111
269.280822753906,19.020511,NA,158760.210007269
269.966186523438,9.4777538,539902.909907799,377917.385429901
270.001831054688,12.699899,1698550.18893934,430464.926417328
270.957214355469,0.80206907,135824.205321267,NA
270.970550537109,0.3109937485,NA,72534.6198344061
271.002593994141,16.996092,162993.474055573,131649.148619297
271.050506591797,22.053289,319788.991286749,420573.408653654
271.151725769043,0.870657415,982992.445021281,890110.552813186
271.169097900391,6.77784445,230064.642498087,917525.177436683
271.187728881836,23.869128,188035.354066285,358788.634378373
271.964294433594,17.03304855,147364.383559571,237511.15177828
271.97274017334,20.6118605,655435.598166116,138504.824098476
272.017738342285,0.920877815,163616.093839126,110558.347607764
273.130920410156,0.86088986,208938.022875948,220660.895880458
273.167266845703,7.4076889,147591.717466635,161734.564318853
273.257568359375,9.8213628,769649.029747716,NA
274.091827392578,8.9912971,384739.921917361,NA
274.170455932617,0.902042915,755397.604714911,785293.116182436
275.110168457031,0.756886515,101532.8700438,90512.1628891373
275.146545410156,0.83664621,388607.68549757,NA
275.159423828125,1.3408309,2603679.56853779,5097512.40793859
276.040420532226,0.75347069,99032.1317575889,82403.791933795
276.051452636719,25.502345,267256.327210299,NA
276.162551879883,1.34462335,517205.703626391,1380957.50824872
276.195678710938,24.5161745,171769.677912651,208473.364692295
276.901916503906,0.77613635,381477.325512358,NA
276.986022949219,8.8399594,373615.838043254,NA
277.104881286621,0.79804624,1471388.21359278,1654578.87162066
277.132080078125,21.8728165,267655.179991184,194911.709774177
277.168640136719,14.270461,1153926.19930313,935417.63962923
277.21630859375,2.4257052,413501.082995849,NA
277.890213012695,13.099145875,52466.4128973029,92500.0840317957
277.952392578125,0.036614481,87005.7313072953,NA
277.956787109375,0.12732345,178760.807249087,59815.770297621
278.108673095703,0.80639117,100076.586934248,NA
278.127258300781,21.492744,454805.881990534,256454.527731565
278.171936035156,23.190008,335412.964784088,384119.976157275
278.868194580078,24.707817,574458.702971681,360979.003676712
278.903228759766,19.75608,449477.154370779,118683.999750539
278.955322265625,17.311918,254414.623271565,333263.740078579
278.971374511719,2.025619,50260.8974350723,76782.3920264473
279.032043457031,25.571499,101695.656182813,NA
279.093353271484,5.9106384,62532.0585804153,66152.7198152931
279.111511230469,23.251383,NA,163546.703746983
279.147842407227,12.704221,4173406.34744238,405178.305450382
279.184143066406,15.7534805,129327.172261476,1352585.46005721
279.231719970703,6.0535425,51879.5173211359,110410.525832848
279.268035888672,12.8654645,4274327.99423201,414762.281716874
279.889739990234,0.032292548,104046.249197756,NA
279.958953857422,0.795885065,359793.487238532,281404.850042916
279.963897705078,18.469205,108159.769250571,68670.9744733049
279.969573974609,2.482284,261724.671170836,414365.934810936
280.092185974121,0.776765765,138386.353593701,93554.0456180414
280.151336669922,22.1267655,278967.799546137,532972.632374325
280.187835693359,22.744401,527723.28682819,512582.100413452
280.263427734375,6.3652703,515887.18466727,58676.218602896
280.865051269531,25.0463605,1122198.86468554,NA
280.899169921875,25.493701,729759.815195852,NA
280.954193115234,13.392013,776827.713904231,768890.949077821
280.992095947266,7.2520922,97700.9840085548,100793.752436766
281.029388427734,4.13074365,109988.520291748,187812.244267139
281.153472900391,5.9927591,149217.611264603,343743.659679042
281.174774169922,0.7545259,55654.6713330675,NA
281.842842102051,24.5557995,573259.534881318,NA
281.933151245117,25.670197,100519.943711953,615554.194122857
281.952209472656,13.220492,587478.681983575,688724.608714214
282.013305664062,8.3290991,254107.808868749,965737.701895315
282.062194824219,13.8971115,335620.799393902,341892.521883508
282.254241943359,21.1421635,126083.07015886,239026.437583129
282.279083251953,12.4265335,1501085.08476378,159246.512843087
282.949279785156,20.6399545,259553.437002429,637525.564379052
282.949829101562,17.939622,389690.6147084,382082.272790834
282.975402832031,25.90978,206927.023384333,46228.6793297056
283.013732910156,27.827383,80883.4941470461,NA
283.025238037109,1.8720764,160377.521891848,204337.002888024
283.169067382812,4.7805275,102652.780250543,178670.782034237
283.169700622558,6.18550365,111878.463292659,NA
283.263107299805,16.871926,273138.760291775,243407.633047978
283.282318115234,16.172136,820586.24735137,228575.816449914
283.839691162109,24.387237,414938.457049236,410885.577814706
284.01123046875,25.903493,75264.9488903323,102108.028825367
284.099273681641,0.74809325,NA,44679.6494022691
284.294738769531,15.038169,5323988.67937131,66530.5029305453
284.325622558594,8.4082273,NA,127978.475282966
284.331100463867,4.4455076,63930.8860768284,50592.3663324579
284.946990966797,27.79714,NA,91670.2402876754
284.972106933594,14.9149885,1122414.01834409,456025.13827519
284.993301391602,25.01085,NA,428381.998410716
285.130950927734,0.856567685,79806.5239271356,115462.537266689
285.154052734375,24.884281,318733.609799769,NA
285.242202758789,11.3412345,1643806.4926439,1815578.26609032
285.2978515625,16.369384,2274657.36575167,1448061.24322408
285.941024780273,0.72647685,65397.1400585466,51634.8740637612
285.948150634766,22.956801,156815.051902505,249856.391980304
285.975631713867,0.7847805,2090014.86823965,2139797.79217284
286.07861328125,5.49756495,129051.90447733,73306.1824721954
286.274169921875,1.66445995,NA,111648.153499049
286.915603637695,25.4492845,844410.926277669,877298.711310451
286.942901611328,3.4435552,120311.809857715,102086.629595555
286.947937011719,14.32934,773201.08154157,391918.969320254
286.970367431641,0.784336605,2395069.49294337,2431117.47561946
286.996429443359,6.1055441,120825.638985838,124909.477530657
287.146560668945,0.872818535,193715.912217946,221310.485877699
287.164184570312,5.7929893,NA,329175.792174338
287.236694335938,14.1292575,1510359.22623096,2983281.68355424
287.273315429688,9.8386513,1361137.31063138,824861.486060634
287.973739624023,0.78910307,145690.987924258,NA
288.030212402344,14.416422,1072167.91435454,995728.683376857
288.065887451172,25.0442,265261.313879536,NA
288.154205322266,25.286239,1177744.84729432,NA
288.154815673828,12.11649236,198405.685208908,156177.522018155
288.908538818359,5.00447615,268623.773211714,87474.8009335646
288.944854736328,20.3398955,417677.935592094,608875.157664826
288.991760253906,14.674182,841837.421327799,949471.633219664
289.03125,4.4296158,59984.9132081503,66157.0371023036
289.126205444336,0.8496125,66317.2713978288,NA
289.141235351562,0.85872892,219780.29212506,262840.402034572
289.153930664062,2.0172826,NA,200487.014244609
289.162506103516,0.87122335,557918.510265786,NA
289.21598815918,1.1894054,328539.591486317,279814.123449317
289.992492675781,6.91005215,74035.3576150066,84597.1533213166
290.027618408203,5.7978654,78703.4569949448,152725.411431949
290.081268310547,23.0495395,229841.226740855,282595.969846866
290.219268798828,1.1221313,NA,152586.192856893
290.943817138672,21.3487825,295312.166585979,98818.0999463914
290.989196777344,26.235878,93083.9399142265,262655.970807654
290.989776611328,5.85970075,91517.2848179755,112846.583195708
291.070114135742,0.7619868,825241.146095542,705681.120148378
291.08145904541,24.773963,410688.320323711,343668.377843434
291.120544433594,0.82952207,189198.901067462,158807.283977955
291.133079528808,1.36663445,NA,104926.336300207
291.141830444336,0.7674926,67990.000496107,NA
291.193115234375,1.3086013,89494.1114054945,292488.81339746
291.231781005859,10.81067,1738541.08677042,186459.110843847
291.830352783203,0.71188355,NA,51174.0102856602
291.962158203125,24.186518,163160.457548212,312106.476357642
292.073211669922,0.7631701,79343.9853838946,NA
292.102813720703,8.9956191,265105.666151896,NA
292.299926757812,14.325018,19410041.4427505,1313199.77719407
292.959609985352,9.465044,204649.822994463,181020.557904012
292.99201965332,0.704116345,137361.209608055,89585.3816342098
293.053581237793,0.759825815,193871.578369654,151638.305929225
293.078598022461,0.82519979,122983.12786728,135606.080682574
293.28352355957,14.103549,NA,1420454.09264085
293.303115844727,12.885751,3775239.79001448,127406.669305869
293.999328613281,0.87122335,64136.3217746822,NA
294.315673828125,13.981236,1006590.36394944,928549.676204041
294.916961669922,5.4954773,173427.587500558,89894.9533358623
294.929306030273,0.795885065,2970717.55066943,3353078.70315888
294.996490478516,23.8983295,152743.325432632,405431.864850022
295.187942504883,8.454441,513149.759205941,86776.6320029326
295.319061279297,12.816596,320238.659767958,852291.958078204
296.191390991211,24.944791,436436.936244353,484977.277157576
296.294738769531,4.0873474,154809.638622561,71885.008063272
