"mz","rt","peaktable_1_6b90e8c752d870980615d885cf6a8cb2 intensity","peaktable_2_80d57e6d648fd28c65648c9d92fff215 intensity","peaktable_3_a485962c3a167c541bcf4e4788708084 intensity","peaktable_4_e9b20dded3643d2f592ac7a5948734bf intensity","peaktable_5_941bba646ae229c9ebaeb2164492f0cc intensity"
821.484039306641,3.30338655,2150617.31990549,2753032.91727918,NA,3612809.37748354,2792951.97674925
821.590087890625,3.1088844,8671775.69569307,8390579.71901885,8557312.0505488,8577194.30925827,8356669.17398081
821.607543945312,0.69282245,NA,NA,NA,NA,334434.102107493
821.628692626953,3.49139905,NA,NA,NA,1417692.14262451,1514104.67978494
821.667175292969,5.1359672,10579373.2531558,8631933.37449155,9777518.3597464,9591139.65782004,4382056.52676884
821.746520996094,5.4255659,298584439.6473,298388667.085878,278471956.792202,291659694.033962,293711057.436683
822.519866943359,3.21694125,1788615.38732091,1262456.25223518,NA,1695036.52301212,2236694.42243514
822.602401733398,3.240716,6901482.45743215,6651612.16876315,9199618.36211774,6873129.56004206,19394975.3466155
822.670715332031,5.14244775,5674458.20828906,4727379.56180647,3761477.78907675,4827091.20009862,4521729.26461797
822.749450683594,5.4385098,85089020.2324051,81064571.8717432,75759241.1999662,77608191.3784393,79852190.0562124
822.7587890625,5.63735,2383323349.27358,2016724812.00273,3810904.38290271,2118736153.38675,3569557.86180834
822.992248535156,6.5017588,NA,NA,NA,NA,856156.188353431
823.545623779297,5.9528489,16823061.1784295,19261040.7529217,3575452.49516664,21788696.4151314,4078166.41862239
823.606018066406,3.2688251,10050729.3821106,8868405.33581981,3692076.70209931,9089783.96760452,4617551.64345853
823.661712646484,4.5006152,5824956.58230114,5873881.40884636,8167912.25737481,8413415.84794828,9102342.5751156
823.670532226562,4.2413036,97790812.838829,99294545.6212063,98074219.3795554,96129441.6773112,87595680.6523913
823.682861328125,5.2397068,6882254.94995926,267889991.014187,269064358.77675,3934691.8180516,2844132.10591688
823.752746582031,5.429872,12559028.342768,15219623.5838776,12147680.8024247,14174854.0256363,13224970.1380724
823.762145996094,5.6330276,1329115116.00486,1150747040.7406,1173784230.64474,1216107288.26262,1150941077.58279
824.548782348633,5.73890115,5300056.9582451,11816206.7093526,5049455.24481189,6470831.76603422,4393864.95704269
824.549743652344,0.3254422,2101925.18413638,1441114.09402739,1233857.28798228,NA,1778005.69942657
824.574462890625,5.5724956,1818113.00478822,NA,NA,NA,NA
824.577026367188,3.63187555,3104865.11828778,3302215.92909517,1278574.49580455,1994260.48315859,2117022.20194814
824.618225097656,3.4244072,26666747.2896052,26422450.0573961,26005936.9332328,1236797.97455044,27023819.1652319
824.620452880859,3.1132134,5243127.71841338,5251178.91256119,6155937.0532618,4788392.28249077,5339322.4451834
824.649993896484,2.5253975,4039564.24873857,3673206.13878298,3844381.88251425,4155168.1732383,3888534.89200255
824.665771484375,4.4962924,2706217.19118203,3555894.38728013,5108052.08901655,3938836.68893075,3926790.83645981
824.674072265625,4.24128435,38325041.389352,49991256.5064809,52425426.6610921,NA,42877008.1418544
824.686248779297,5.2375453,3506762.25966167,137993600.210422,136960243.873937,135254519.706567,132933832.647399
824.765258789062,5.6330276,382701417.231455,333527175.008647,327804491.720503,352688648.229385,326702747.592943
824.774353027344,5.8491187,25438029.3004193,512831870.366425,1001192556.21386,2147018224.95077,560892513.22331
825.551834106445,2.603202,1184624.58242559,323136.920454056,637625.427387117,591092.245235859,2032626.07902757
825.577133178711,2.60969305,1048876.28399221,1711858.71340988,1907498.41501028,2932813.66103401,3456590.94293204
825.580444335938,2.1969383,385405.384595654,358893.925776091,418244.460806339,383857.607086292,344543.680179416
825.621917724609,3.41793005,2442948.86292544,2619873.09894358,2484259.45748729,1077575.76219374,3301793.5851389
825.625305175781,4.0597578,NA,NA,1863344.02847869,1893205.80334267,1697853.79019052
825.654174804688,2.5254036,1094312.72482995,1457820.68726522,1417792.91660681,1837456.26477798,1459761.82763577
825.677429199219,4.2326374,13367760.1683961,13868424.2882658,14148543.6343842,12910017.9873854,13435460.0882646
825.689361572266,5.2353921,36150524.3882468,35299708.1071295,33577221.9090352,32503142.3448994,32160319.9986429
825.698486328125,5.429872,1401536969.16458,1368006275.91679,1313282986.75754,1391658079.65053,1414033049.4794
825.768249511719,5.6330126,67356852.3187538,61782368.0260423,59668401.6615185,65085407.0473755,65549051.6627462
825.777709960938,5.8534398,15128375.8071334,293639835.607996,568894433.321137,6706269.12241312,329911709.979154
826.62532043457,3.48275935,3176610.46435658,2600576.16681393,3025270.09047186,4274384.80358426,3485355.91037615
826.634063720703,3.70535255,2718597.66180751,2526599.79268519,3116103.4898553,2239509.36235585,2519413.17802435
826.680419921875,4.2412924,1685846.86392995,1557979.43748311,1576515.707412,1910646.46141089,NA
826.692687988281,5.2353762,6293382.72442534,5965722.07523873,6169438.64438694,5540643.00710693,5347781.48480826
826.701873779297,5.4298881,771301900.902159,748093018.618619,788562373.647104,747731809.271439,757733489.940471
826.772399902344,5.6330276,5145849.80089349,7213514.50659887,9307641.87221296,7413437.40143217,9382265.71282795
826.781372070312,5.8534336,786305781.397393,81002433.6079035,152940184.511577,348634218.841556,87575948.9982499
827.607543945312,3.3163517,NA,2140826.7416402,5388706.4320018,5314766.16655198,820380.481555694
827.639205932617,3.46762745,NA,1258142.61429009,1310112.53052394,1066171.12168276,1335978.90060825
827.656951904297,5.3174969,13606858.9700979,5279839.01323053,12299427.5885691,12318180.1079469,12688359.3205108
827.705017089844,5.4341938,205324053.227885,215094341.264256,192747948.036285,191972951.919383,213026223.302451
827.714065551758,6.1948959,4903929.29913069,3822048.65375116,5388378.13023425,3933022.05128364,7319992.58413243
827.783782958984,5.8491117,162662409.166486,13090224.6144411,30198798.887472,64724732.2831287,18475527.3148126
828.520446777344,3.1088919,609040.82615705,1593215.57370947,664715.921155921,534495.868357024,1816129.92725924
828.553665161133,3.5540778,NA,2414476.37457863,2645730.13363042,3133969.08203868,2716517.06994807
828.555694580078,2.7328651,5787462.25144753,6447460.59024225,6486049.36901117,5884400.82902815,6506657.75317951
828.611328125,3.316353,NA,NA,2988113.76839288,NA,NA
828.660278320312,5.3174967,6254234.6965452,6035604.63281064,6373600.96395715,6193106.56533245,7236072.7350516
828.708129882812,5.429873,38312072.326324,41229197.187819,40785180.9711917,44331342.5947039,41337850.0196226
828.717468261719,5.6286976,2669043.56037799,2422442.55790481,1347743607.44534,1453527525.99835,3880581.23938659
828.787567138672,5.8491152,20573232.4932393,NA,NA,6320681.82402745,NA
829.008911132812,6.5104034,4617240.630544,4796452.56555193,4429501.7038592,4507910.87583472,5261966.86168344
829.524719238281,6.553621,581990.806047232,446112.559469391,NA,675978.886485075,605815.105108025
829.558959960938,2.7242376,2670767.68000827,3156090.61889043,2846491.36275084,2904358.74737747,3322849.49552456
829.672668457031,5.5249588,31569542.9220716,30802121.1044156,32861665.4801961,33047736.5834115,31719461.651715
829.711242675781,5.4255507,6095288.12780588,NA,4585026.286349,4612675.57667247,NA
829.720443725586,5.08626355,8545824.5251086,7873496.02980879,9121418.41129844,9380497.38394682,9209338.73424483
829.729858398438,5.8664074,35563946.6557612,11336240.9438416,10839671.9615681,16630781.0100829,9256163.19720646
830.484619140625,3.7053452,NA,NA,NA,1144973.50828548,NA
830.571502685547,2.99867665,2908634.5500103,1252967.31969086,3255438.74828262,3311058.87428222,2277538.00548602
830.639892578125,2.4087072,2813899.72213424,2211184.37216429,2249096.9155825,2184510.35975779,2151223.7405159
830.675842285156,5.5292746,16149800.8538813,16909717.9432835,17723272.7851335,18566364.1967658,16856633.402878
830.723693847656,5.6157243,4678535.60818287,74863817.9053876,4758161.58271825,3863808.51149561,3912212.00108596
830.733245849609,5.86208505,19630655.9921103,56872012.9225365,4354316.753905,8290549.65979215,215261281.94211
830.735229492188,5.4601266,NA,NA,NA,NA,5725049.97406982
830.846954345703,6.4477289,2733899.91773743,4003677.92784733,NA,3929000.00170517,3336687.92238672
830.990966796875,6.5147254,NA,NA,840427.594073906,NA,NA
831.57421875,2.9943624,NA,5013973.54165141,5168980.28149378,NA,NA
831.575546264648,2.82796025,5769224.1718485,1488528.06031013,1718749.49791969,5691430.74625255,1665378.45080071
831.6796875,5.5249524,2919300.73524898,3074953.74068207,NA,NA,2822867.50006279
831.688140869141,5.7453882,63730620.2045679,19582591.7455218,25152651.4917604,31518856.3122648,17650017.7611379
831.726928710938,5.6459792,NA,NA,NA,14967072.3311297,NA
831.736083984375,5.8491187,3254118.56396267,70244444.2632809,12419186.5813016,245054969.503812,66838980.0505548
831.747406005859,5.64166385,NA,14312859.3276401,NA,NA,14621063.5409346
832.244934082031,4.1462171,2931941.42782912,2689803.91102125,2640845.48572604,1714404.4974589,2169770.86252782
832.587051391602,3.34660835,2983773.59745824,15812036.5589014,2939063.0757466,2975947.10420812,1651884.09160969
832.691650390625,5.7453873,35864591.2974423,9827035.80707917,10911952.6930185,19668180.1381124,9975263.54373488
832.739379882812,5.84263215,91666361.7245033,NA,NA,44341461.4286424,NA
832.743194580078,5.369367,8453445.55751018,11029724.0164714,23423912.7163377,5344964.5096226,11162162.2442472
832.7509765625,5.645978,5720484.33743272,5774576.03616853,NA,NA,8015272.40933681
833.244873046875,4.1418947,NA,1857497.58571547,NA,1582240.66175262,2161073.29557873
833.47607421875,5.7043237,1195381.0534484,1697406.57559771,1816578.72443812,3307646.71945612,3180608.20565101
833.590637207031,3.3530906,7668867.57087714,7679815.39271948,2566757.07875924,10071828.223888,9327025.64524078
833.59521484375,4.03166475,2217857.74333003,1858945.95178201,NA,3299425.66658314,3052656.40051788
833.693176269531,5.7669948,8227551.89351783,NA,NA,3080537.27631052,NA
833.741424560547,5.5184723,10663335.6359883,NA,NA,NA,1632726.12249104
833.746429443359,5.3477673,12877335.5101759,13310631.4414406,12028451.0791113,13685467.1050343,12189573.8681129
833.763305664062,5.8404748,18312901.836868,13012337.6910982,10572991.7243771,13854166.2030307,12249004.1534586
834.479461669922,6.4844674,1620134.52289015,2302458.88909156,1503821.95500688,1018922.1143116,2148864.7263034
834.602630615234,3.40279515,7730999.62386448,6860896.96702591,2872539.53505621,1333236.0570377,6629778.41551676
834.619506835938,1.194183,668325.919995198,980967.898629376,479274.901485399,1046938.09020642,444885.455905608
834.657836914062,3.7399205,NA,NA,NA,NA,1740844.58234034
834.758911132812,5.5336191,183873110.168982,184741356.015114,185546371.033912,180021570.574947,174144937.299355
834.767517089844,5.8426434,NA,6377577.36243677,NA,6918479.99288921,NA
835.595458984375,3.3509302,4066472.36473277,4985870.03044173,4603342.2992088,4710069.72772462,4155344.60212819
835.60578918457,3.3703868,1830066.30762993,1689625.58744738,2244958.91797349,2320437.29470574,2656160.63882492
835.622528076172,1.2114779,735902.963305662,411673.776154544,650091.245531015,324698.974017764,396301.130002359
835.646606445312,4.5459979,NA,1693787.38626766,5227372.30700379,3734171.81702025,3237836.23726302
835.670837402344,4.0338265,16160015.1013897,15329687.8029144,8214605.59274611,17607782.8948605,6813173.66942674
835.682525634766,5.1446114,4375848.36902814,3083416.35413928,NA,6341082.11211833,5756626.71423729
835.754104614258,5.4061003,NA,NA,4456312.98377263,NA,3958772.44669752
835.762329101562,5.537941,100614224.551496,101853683.054543,101439151.028073,111634681.901115,103483948.845384
836.579895019531,6.4412426,1861083.16647882,NA,NA,NA,NA
836.600402832031,3.3422846,NA,NA,NA,NA,2138908.6904952
836.614837646484,2.19260825,3723578.48063691,3467091.52231144,3205965.16103053,1965875.37228836,4083049.92548465
836.620666503906,3.346608,12328073.5139526,12943873.6673614,12938726.2340882,12537627.8589127,12424783.8454725
836.651306152344,4.5395145,NA,NA,2578597.83893783,NA,NA
836.675048828125,4.0424699,7657991.52413172,7616694.23771973,7876802.39973977,8374687.55632706,8203124.74173352
836.686950683594,5.17487495,NA,3175742.43541096,NA,2683406.27534929,NA
836.739685058594,5.2094593,NA,1883570.88416388,NA,NA,NA
836.758483886719,5.4298656,2378025.09786903,NA,NA,NA,NA
836.76611328125,5.5379251,24188386.4579835,22967410.3927109,25830159.7971239,22194103.6623336,26267001.6519154
836.775634765625,5.73458665,15462789.6151049,836726583.691024,862324830.906469,896987595.405342,11615981.6363909
837.008544921875,4.0576049,1009485.48933725,1046901.81035227,811646.295686062,813792.862432778,683805.978017297
837.57373046875,3.4200919,2330112.18618404,2709713.53760709,2521933.49534805,2054392.53975092,597002.265977459
837.574951171875,6.4844636,2925084.24504965,NA,NA,NA,NA
837.619323730469,2.1796333,NA,NA,NA,NA,1525987.29520041
837.624603271484,3.3422865,6131785.03230228,6167137.1970962,5810878.45196739,6530803.94163507,6377317.0075918
837.6630859375,4.7772468,3366348.39549597,6110157.53963172,13864305.3978214,9700050.90131756,9083203.04231579
837.6875,4.3925628,82501245.4492772,80865186.8368053,79623540.0899157,80595667.6020972,83283935.069597
837.69970703125,5.3563895,88370819.3704094,91082563.3987521,91085315.0559827,95027372.1874817,97774372.5176136
837.771362304688,5.5163154,4332924.2584335,3689257.68997669,3123603.79084631,3471161.51522261,3002515.04775151
837.779083251953,5.7367365,8112664.9656956,4836312.30040765,4261425.49463774,516847046.006597,3131093.06321419
838.012023925781,6.4931146,2601834.95958487,2292319.70355845,3207523.78065948,2735568.27875249,2889256.73441966
838.515502929688,3.0613413,5809153.16796984,5784856.75566452,5613481.26340619,5393857.15363783,6042475.94556432
838.557769775391,5.5833078,537348.554051297,4760926.00085285,4688886.89492962,630678.48746648,791293.211183605
838.635955810547,3.66429145,2140104.01039106,10104614.8942821,8919710.16526885,3836543.34742648,4411706.96564709
838.640289306641,2.1385786,912630.776312346,959078.031339569,NA,NA,NA
838.667007446289,4.7815532,NA,3563909.18246811,7487755.66592553,5502211.94680932,5695314.53713482
838.69091796875,4.4012002,42770441.4652826,41682301.9898895,42953241.3260199,43030968.5780227,42772473.3491488
838.703063964844,5.3520676,44747329.0191977,41054196.0266372,47042817.7243813,20527266.9902198,19724400.4495847
838.755859375,4.880956,1903025.40166443,NA,NA,NA,NA
838.782043457031,5.7324368,155709968.611906,145526128.888856,134140634.464994,147922336.493264,132345502.110594
838.791381835938,5.9355606,2623446786.83957,330939237.361606,568939476.519908,1124774861.49664,350313772.230768
839.479309082031,3.8393309,3480796.09709137,2551507.6602151,2273159.05429632,1460340.65110727,2950010.93732041
839.479736328125,3.7658531,3103680.38532541,3918512.48942178,3806492.09593634,3300982.90009452,3367499.7134531
839.518676757812,3.0591838,2185909.61826958,NA,2162812.93995337,2398241.34492205,2588009.8241552
839.560913085938,3.3163517,2076878.77802569,513941.285912393,2092311.98729047,1539597.54504028,1536328.80732947
839.631561279297,1.8446742,1316986.53331106,1317617.23223433,NA,1010078.92546762,1240573.452444
839.63916015625,3.63186765,2359821.61916888,4097563.59340675,2089481.18837484,3143336.02463101,4446441.11281417
839.657958984375,5.2353705,26033831.8575608,27200436.0863929,28262103.8974135,27911544.9315955,28579917.189503
839.679290771484,4.9630763,3524113.29547724,3353406.62503538,3665593.79128688,3964779.02723026,4208086.04504436
839.694641113281,4.4012002,10965784.3236254,9027728.34333202,10470726.1673843,9862282.74078826,10241583.3762365
839.706237792969,5.3434454,11737642.0249826,11195219.2686038,12646012.7130067,10787660.6755437,13032906.280849
839.715393066406,5.5552145,5860688.38715448,579714243.492705,6641718.20924278,6921181.45060165,8220378.20444106
839.785247802734,5.7237773,29582092.7876413,26422064.9808442,24227015.2919932,24668996.2314061,26118435.0398153
839.794631958008,5.9398795,3921723.68986329,180039216.986987,301770031.428817,650977421.528733,199104571.779088
840.573181152344,6.37209985,179489379.244999,181622370.374681,2040978662.17506,2344358213.62428,187586718.611711
840.660583496094,5.2353705,12557932.9696604,14887195.740756,10720165.0510196,12871130.0735456,12875234.9202164
840.718505859375,5.62220695,3023458.0638225,329273983.716429,3607019.7554799,4444647.40636192,2791975.96750009
840.797821044922,5.9355606,2441096.84347802,55562200.8074589,54949577.4906116,187243281.522305,59264561.9332386
841.57666015625,6.372111,84421457.8830978,79724334.5300262,84348686.2498674,991272588.21387,85052793.5978302
841.67333984375,5.4255507,95977532.5320107,94951582.7197073,92372980.5170683,91844259.7358439,99065909.5378546
841.694152832031,4.7772285,2875523.01841048,4279721.77083975,3231912.84021583,3099090.18161426,2394444.17989078
841.694580078125,4.6821602,NA,7096516.40265134,NA,NA,NA
841.7216796875,5.5422409,80542228.5434438,75714355.3525381,93324621.2254493,80049688.5320688,94267598.5537758
841.730682373047,5.7432233,12923187.0337721,14474372.3110137,1377908056.4637,14728776.3437662,1349257713.98237
841.767395019531,6.0868353,NA,8332522.4321279,5498057.17598416,NA,9188065.01809834
841.801055908203,5.9225944,92720563.539097,10555872.7155283,17658692.4719663,36737173.4451188,10988630.6614387
842.579528808594,5.9831041,23806789.7017837,24599427.8572482,24505908.3146243,193256952.733596,170081834.887399
842.676940917969,4.2564308,3376517.10796389,2858026.90176479,3286090.81778963,2628737.23750434,3830720.0838031
842.697998046875,4.7512925,3532611.89211141,3374605.12052137,4346854.39621631,3217988.6005876,2721353.82179828
842.724853515625,5.5487383,15613560.5661835,8616128.63646973,15342361.1316308,13336050.1515329,13388992.4268818
842.734298706055,5.7432229,8218240.79981884,7991090.83950785,6194171.35504702,811374692.736684,775337034.610014
842.803527832031,5.9571646,10981166.4110997,NA,NA,NA,NA
842.942718505859,6.49743735,2043521.25419006,NA,1998903.86586538,1340923.76700273,2379826.27631516
843.025390625,3.9776345,1035555.65751665,2658086.93871107,1419175.77476476,3188651.20112596,1629587.18376169
843.058410644531,6.519048,NA,NA,NA,736512.511089285,NA
843.430114746094,3.29908,NA,1711974.26324477,NA,2058690.54894994,1747785.42533841
843.513580322266,4.5049309,1362709.93653597,1527910.57233476,629278.05921788,NA,1537855.99306341
843.582214355469,5.9182657,19167629.0776896,4869200.81400507,4925583.44542248,4686989.54091507,26535161.8890672
843.679992675781,5.4255659,1495996.96781204,15122617.6132035,1391203.98913154,15524130.6265945,15204589.7667787
843.689208984375,5.6243613,112006838.331718,117411903.642687,113929028.808852,109451912.522705,114503761.797299
843.705017089844,5.1835117,NA,NA,NA,2534959.8495723,NA
843.710205078125,4.8809632,18350474.8399613,4633301.95422566,12781306.8356652,5191103.27140146,11706709.3705732
843.737396240234,5.7410648,75513688.9498654,234160152.335436,235555230.829008,220405461.506327,228178870.581341
843.746459960938,5.952846,14332372.2973664,426359667.809143,742258767.324807,3118924.17197056,458104799.597997
843.782897949219,6.1646331,NA,10763303.9978665,8583291.39959507,NA,9218982.09842423
844.028930664062,1.3108874,678801.506420048,536174.017829636,641071.437916851,854630.123424025,775666.795253915
844.584411621094,3.8825515,NA,2280799.98803015,3038118.62063194,NA,529554.216839527
844.584991455078,4.12891265,631645.025605898,2903862.21787689,5248507.06890603,2053253.19488288,2491976.19112968
844.692535400391,5.6200453,66255854.7288989,59102191.601979,63473426.3468379,66617576.3877009,62033790.6983066
844.713623046875,4.8831228,4424920.61671236,6343090.40227729,6904976.41344835,10085587.6307988,6850545.38557722
844.744140625,5.3909667,6714687.16299865,40529511.3018312,42537161.6433224,45725253.2770343,43337879.7271429
844.75,5.9528464,6316092.83316858,249186917.373846,432348524.638906,786389548.085554,265101191.563298
844.786315917969,6.1689551,NA,5568901.94783107,5279124.16613814,NA,5993228.849693
845.030517578125,6.4758263,3823675.45606819,3239518.88384358,3268370.38370476,2842074.1121458,3394078.34718346
845.52864074707,5.87721985,13454248.7432228,191055005.037529,11938870.6432115,182717960.135629,11515530.230644
845.695373535156,5.6243613,17757373.0401152,17125524.1811824,18063604.5299234,15943272.3630757,17554279.1961499
845.704437255859,5.86425045,3232626.33511971,14978596.3220071,24974856.5098863,56807044.6996005,11957170.9590573
845.724365234375,4.7253595,3306585.0597192,NA,NA,NA,NA
845.725677490234,4.90905595,7594501.65388574,9591021.0085265,7182314.25047651,7614966.03418348,7085032.28011425
845.746017456054,5.490382,6542590.24044382,5989056.16960991,3998519.97501151,6353187.60052243,6352021.01309344
845.753234863281,5.944205,442935409.96977,69359764.0526689,123336594.601282,228987087.942717,79060800.9029341
846.000122070312,6.4801488,NA,NA,NA,2417076.7134988,2090175.10777643
846.532012939453,5.7886087,6122366.94681687,5823799.06128191,5208178.6026358,5507423.66673034,8253717.61989262
846.564880371094,3.2169443,14493364.4450617,13586131.7736615,13151875.438226,14320902.2606554,14654870.1727669
846.603454589844,3.1088919,5136967.5480306,5214301.90763186,4925226.06291036,4274465.07602045,5717110.32894413
846.635498046875,2.123462,4306186.2294979,10157569.8694064,1193469.55874811,9587780.41888423,10563143.8712278
846.707458496094,5.88153445,1111162.27024164,NA,14675764.9800901,29352747.399062,NA
846.729156494141,4.90257305,4280649.06282508,4549260.76415152,5119682.57118222,4035198.09685197,3524834.43564321
846.75146484375,5.2440201,5022507.94307021,6008934.92237664,5883975.06637502,6579971.33543192,5522926.07735003
846.758224487305,5.69136885,91668700.6979226,14249092.9485145,24592769.9250106,47371533.4477761,15221163.7357234
847.456298828125,6.5276924,904258.138080468,951782.582991879,1085219.2296654,703101.157956183,709438.871589206
847.534912109375,5.96797695,2283838.11948002,18708391.229994,1139927.50915207,13085180.3024252,15047595.7563971
847.568481445312,3.2169374,8141233.56395616,8558647.90698767,7580946.12764735,7406839.55979807,7084052.41597239
847.607055664062,3.11537125,2337338.6320607,2433718.26745653,NA,2545486.60618014,2669829.82801528
847.639007568359,2.0975292,4598109.69699224,4449904.1645986,4469987.58046614,4873016.10838407,4799578.74665503
847.684173583984,5.0884182,10814773.8511449,7800238.55484847,7352130.09597694,7104706.72981928,7577075.25374783
847.6845703125,5.2396924,7806534.6195515,NA,NA,NA,NA
847.710968017578,5.8404676,12931122.3865086,NA,NA,NA,NA
847.73193359375,4.9587599,NA,NA,NA,NA,2635731.27754781
847.763092041016,5.473087,12024756.7488579,278791002.035396,279074522.200992,5402644.42134672,272358074.305913
848.537719726562,5.4082621,5008722.47791978,3231509.08113414,390540.822809062,5100389.1352962,5083662.11326682
848.580871582031,3.28826385,3732980.19637322,1415834.44527956,3948610.77916858,2110771.90770805,1795864.86338804
848.619140625,3.3552461,3187683.07437909,2484869.56969236,6294069.67947082,3376784.25507995,7269010.62483433
848.619567871094,3.458982,NA,NA,NA,NA,3432101.81751609
848.636993408203,2.0931993,3176305.60092488,4214230.75472026,1354246.99362403,3444991.50461876,3786505.65479268
848.687469482422,5.0754549,3908320.17920229,4066492.54300403,5640333.83582091,7042784.53085054,3027062.28572944
848.766174316406,5.4514988,71836638.5469086,75878582.1669983,62122088.7308155,67307411.4166914,68870777.185227
848.775421142578,5.63949505,2405048781.01263,2470491833.58679,2491466203.44962,2491428874.88094,3530067.83170215
849.074951171875,6.5017522,6308946.89422803,6205935.38303312,6243146.25486089,5729026.6924494,6301455.81473677
849.447143554688,4.3536789,1510260.94652466,2780443.77240004,1434368.63097936,1905062.39954251,1506513.3420273
849.590209960938,3.3293183,7504255.16129024,11120850.703506,21548700.5869509,17577097.8689077,17915932.0299368
849.622680664062,3.3444437,2801017.82552139,2905333.67299143,1164132.42561254,3246286.56374493,3591119.27097132
849.699584960938,5.2569869,21650011.3143889,23257270.6920394,185426274.641499,187703506.086765,200282830.313709
849.770629882812,5.4774151,10807833.0331564,13049759.5823052,13266192.9570305,15111094.7124742,14360681.3282905
849.77880859375,5.6373348,1506364039.10615,1475801667.4482,1502889500.59372,1490706000.27631,1465354092.28923
850.450866699219,3.3034022,3921325.06819443,3600812.31823708,5524359.29922019,5003174.81899348,4195791.91225574
850.505065917969,2.2920027,2274183.04425107,2590132.52878518,2326700.31774741,2422395.56207108,2554217.49664406
850.594055175781,3.3336415,4042955.21630174,4682990.26171238,10214074.6522721,9811732.93393315,10936522.2685056
850.635406494141,3.51300925,1174498.20904922,1178063.42543645,1243826.79935457,4429190.42546008,4114425.51981572
850.702972412109,5.2483426,110806338.808014,112619594.82095,104939525.149333,115619338.53769,113417336.182968
850.781921386719,5.645978,449905018.84018,393953942.042495,396884297.391601,438979845.157292,425407263.279203
850.791137695312,5.8361517,20105742.3996397,3715135671.9243,3791774061.66031,4487594784.82897,16163366.1960821
851.605651855469,3.2471979,NA,NA,4942825.8418992,4969678.57412925,5020835.39268084
851.703460693359,4.55031965,3809673.55070348,4905129.46585856,NA,4923150.00968028,5303100.41975699
851.706176757812,5.2569869,28550613.8103282,24993092.3573429,24368308.3824415,31687294.3924257,27079280.9549022
851.715148925781,5.4558206,1151429455.15099,1186350593.22146,1143812925.3426,1189933739.33637,1212817618.4228
851.784606933594,5.6416563,79986416.4714397,85803416.1440491,78078178.9847753,83118513.2803279,75469657.7133263
851.794616699219,5.83615965,6761850.30250183,2288613420.83644,10784343.3547877,9894320.206551,2246696261.03736
852.609375,3.2472147,1561324.26720686,1824553.60185938,1246305.27680433,2026119.14896519,1270641.62915461
852.609985351562,4.33638245,1164781.13381648,769191.847787532,1421260.52580566,2767468.28239078,5259071.14664745
852.650512695312,3.7701762,5755773.08929575,6708586.23725847,6530033.95091361,6080086.90317292,6383057.03103436
852.682495117188,2.8365981,2829606.1557121,2838494.84310843,2961235.87934934,3331333.80382143,2991545.02683216
852.70947265625,5.2569866,4685281.57782915,5730973.81423252,5025235.48431134,4669922.63553786,4826693.83070808
852.718627929688,5.4558206,675131944.89708,687478376.386678,646243513.262591,608158248.404757,684554362.521438
852.788513183594,5.6438145,11072775.1647405,NA,10802401.4180396,13644476.100636,9804640.06041261
852.797668457031,5.8361517,991365418.923045,648588582.210833,711679258.22271,723904878.904171,682462428.845353
852.806976318359,6.0349627,8601990322.08427,266645942.312253,1892751160.95041,4221460844.46161,348455926.26783
852.894836425781,6.4585385,4316753.37920313,4203076.46208983,4546030.74349653,4306233.50583807,5918588.15418803
853.591674804688,2.0326826,1820324.77366883,2116825.384071,2466988.22376178,2775983.62236562,1294296.72108984
853.609802246094,2.8106579,1354340.82139809,1518289.72715184,NA,1150847.76335053,1626203.26641301
853.654449462891,3.7766593,NA,NA,NA,2713645.45081295,3171231.92541476
853.655517578125,5.1683913,2825629.08907086,2825608.73695554,3089267.38152299,5304543.71991917,5878244.22385576
853.673645019531,5.3520896,10304104.5912939,11106205.3991724,11250585.4029747,10881383.031638,9964661.98562576
853.685455322266,2.8366018,1463405.27927776,1092581.95203394,NA,NA,NA
853.7216796875,5.46229265,168038867.57679,167337233.596087,195204703.048989,61919266.9880111,192818552.415693
853.730773925781,5.9615091,4474695.03927887,6949325.06697627,4195005.89062157,5458447.49749045,2831936761.51944
853.800384521484,5.8318306,159997250.443199,138056029.10329,132019952.588817,137726833.100203,130086358.620282
853.810302734375,6.0349627,5026630899.53635,159359032.584723,1104223587.38439,2527076421.72075,216381328.069668
854.530792236328,3.68805205,1378133.66486991,1903744.93441097,NA,1317408.80903175,1736033.44370213
854.552673339844,3.8998408,725653.541261903,708099.840646269,2038078.08256706,4690735.39484702,2441897.43897204
854.588989257812,4.5395081,4953815.14546327,2164451.8958909,2731835.89779915,2213131.78225238,405204.108058822
854.589965820312,2.2012381,2421293.47246895,4125808.70437354,1932368.57865825,NA,2094993.6514746
854.659515380859,5.1727132,2602097.84295993,2705694.83545028,NA,2102037.01912703,2492053.10447213
854.677062988281,5.3434233,5653313.10457626,5881874.99728798,5537054.54330575,4701202.8215048,5696207.93834233
854.724700927734,5.4601266,35139022.9981904,28831081.1358027,30390256.5341732,29577695.3503277,35609783.1593569
854.734130859375,5.6416563,1601398831.65196,1621938137.8189,4276451.1728659,1506963.9626372,1650373419.70072
854.804077148438,5.8491339,25815611.708486,20933701.2864307,19983287.6282062,24205407.7720034,22727009.5990207
854.813583374023,6.0414532,12911136.8116601,46619629.3888665,328244300.661576,730343372.795532,69074755.3015199
854.892028808594,6.4585377,4379569.49918745,4219226.94083672,4694430.99326869,5374618.20957431,4898720.35862772
