"mz","rt","height","intensity"
200.022842407227,10.445037,233943.34375,647869.40159483
200.02286529541,2.902676,179952.125,318332.441156907
200.022750854492,0.049625118,135818.5,240349.445601721
200.022674560547,5.7500706,185758.765625,537203.285246796
200.022857666016,1.178148,161578.40625,288623.449863773
200.022888183594,14.36518,147707.390625,518661.073598667
200.022888183594,14.057451,160386.703125,489200.479507048
200.022903442383,14.14864,170507.3125,411625.42334719
200.022872924805,13.429754,192681.140625,434674.518818892
200.059265136719,12.718926,10490864,33947557.3298931
200.059295654297,0.0712356,1388049.5,8050394.42142447
200.059310913086,0.4520309,1732780.25,10970158.4851679
200.059288024902,0.313723,1272296.25,4515681.01041015
200.078750610352,9.7145976,338584.90625,811586.339245096
200.078720092773,7.2023047,219496.734375,409227.34996505
200.078750610352,9.3472171,243225.890625,640418.754272253
200.078674316406,8.318175,225788.28125,388012.85231364
200.078674316406,8.8804272,191633.71875,398509.119522933
200.078750610352,10.375883,249461.921875,349365.401017498
200.095642089844,12.710282,5508270,19057287.986085
200.095596313477,11.85405,6429655.5,14405879.5039724
200.095565795898,11.728708,5494968,13653627.0727349
200.200820922852,0.43042003,1054914.875,2625800.02058214
200.99649810791,12.701637,551113.0625,1184448.85455939
200.996566772461,14.9746,392929.34375,1885957.13726816
200.996520996094,0.040980783,262252.9375,1208433.93338937
200.996505737305,9.7232418,304696.125,831168.343344586
200.996551513672,3.1101378,358181.59375,892865.285853566
200.996520996094,9.5287462,240811.484375,530724.999066446
200.996444702148,6.4632218,238817.84375,526439.796417975
200.996520996094,0.34830013,259820.21875,641838.598686269
200.996520996094,7.8553325,221902.609375,866990.523760307
200.996551513672,0.47364138,275637.75,914260.072798571
200.996444702148,10.20732,289106.8125,516760.066524372
200.996398925781,6.6231401,244339.171875,408762.270477817
200.996566772461,3.5993367,206004.890625,504069.96928781
200.996559143066,4.9157246,188190.296875,492991.87245178
200.996536254883,8.0757611,217555.9375,761100.35668102
200.996528625488,4.5267333,208252.671875,539950.542662936
200.996551513672,5.0972536,164548.875,398815.773815413
200.996551513672,4.1503006,165672.484375,485665.883743642
200.996520996094,8.2663094,266647.34375,720361.204138511
200.996528625488,3.3568987,207976.75,707229.763155652
201.062599182129,11.361327,1556281.25,3023846.76775125
201.06266784668,11.71142,1109888.375,3729461.66816722
201.062652587891,12.714603,801279.5625,3007239.29422502
201.062599182129,11.084711,1309374.625,4565043.08777334
201.062591552734,11.620655,1042733.125,2925495.47774053
201.062683105469,12.061511,779555,1457965.16198624
201.06266784668,0.47364138,171144.046875,685766.942241925
201.062561035156,10.574701,1015273.1875,3268305.87376309
201.062561035156,5.4127689,503846.15625,1208002.54204304
201.06266784668,7.1677281,681758.125,1634342.67157358
201.062644958496,6.2816923,542996.5625,1400884.10292207
201.062637329102,1.8437551,195007.75,810233.020872164
201.062614440918,13.308336,264058.34375,648494.087831267
201.06266784668,1.5887498,174621.234375,644631.960601829
201.062606811523,13.61186,188557.921875,634353.354001407
201.062683105469,1.4374752,157848.015625,513899.002003921
201.062644958496,10.834028,1071609,2920744.01719497
201.06258392334,11.231664,1155999.875,2736778.92667955
201.062629699707,6.7614481,522730.84375,1454505.10128245
201.099151611328,11.728708,667436.5625,1431888.28307342
201.099136352539,12.697315,626487.9375,1435937.0120625
201.099044799805,10.834028,611802.3125,2518617.39815905
201.099060058594,10.591989,882265.875,2547584.21130462
201.098999023438,9.6065446,510282.9375,1303511.31363952
201.099304199219,12.182532,222507.609375,456468.198908878
201.099075317383,6.0439758,263718.9375,791223.111975035
201.099067687988,6.3940675,226476.953125,944685.483324398
201.09912109375,10.017147,515513.84375,1214248.36331541
201.099075317383,9.1829761,488432.21875,976179.681794247
201.099151611328,7.5567496,316504.6875,786303.642153374
201.099082946777,7.2023047,290988.96875,658326.659374555
201.099044799805,6.7182272,239026.421875,557224.426668773
201.099067687988,9.7059538,438385.15625,834052.32667558
202.092086791992,11.612011,689133.6875,1686510.41480906
202.092193603516,10.548768,598939.8125,1466083.21096406
202.092224121094,5.7976143,267912.75,1099862.75935598
202.092422485352,12.147954,398847.5,1163587.41262314
202.092277526855,12.839945,346615.65625,1659954.20314644
202.092277526855,6.0785523,306881.75,1124793.53909097
202.092239379883,6.2989809,394749.4375,679195.48005296
202.092155456543,9.6411214,641263.1875,1230323.60099483
202.092231750488,3.1014934,284308.65625,498705.368580212
202.09228515625,6.7614481,284837.03125,713083.324503609
202.092315673828,12.619517,220842.75,528362.65001836
202.09228515625,4.1762332,229096.359375,593428.878642168
202.092155456543,2.902676,246609.34375,365638.657589955
202.12865447998,9.5157799,312238.375,1152474.90695354
202.128646850586,6.5194094,231612.46875,648885.24462795
202.128646850586,9.7059538,321609.4375,835108.145171883
202.12873840332,7.4962092,197542.75,890753.175960326
202.128707885742,8.2619874,236761.5625,519898.254738214
202.128646850586,5.9618553,196549,422904.441970302
202.128753662109,7.2671366,208289.109375,406049.443820528
202.128677368164,10.26783,309199.15625,786086.547542816
202.128646850586,5.5209982,181648.375,260981.069562613
202.128730773926,8.0195734,203866.203125,762800.578109412
202.128623962402,9.1916205,233644.953125,575286.370418178
202.128662109375,10.185709,238487.40625,427695.649541233
202.216400146484,0.49525182,2666181,10780541.4075358
202.969146728516,12.692993,786824.375,1139890.79153342
203.11262512207,12.70596,1829411.5,3508632.20533132
203.112686157227,11.274885,1214021.375,5887203.55846133
203.112609863281,11.888627,1288808.375,3865162.97509966
203.112655639648,11.663876,1484161.75,5881115.28284257
203.112640380859,10.950725,1397863,5475101.78188692
203.11262512207,11.119288,1314223.375,3511901.29611373
203.112655639648,9.697309,1156172.25,3236038.70424645
203.112609863281,9.5935784,1038863.625,2993829.84110529
203.112609863281,11.599044,1591057,4787740.95536616
203.112640380859,6.2946586,528420.625,1422538.75315998
203.112594604492,5.8408356,583889,1167045.93688192
203.112648010254,5.3176821,451895.15625,1412042.00709146
203.112678527832,3.105816,299570.375,759283.394817401
203.112670898438,6.6663614,647304.9375,1807669.64998189
203.112670898438,6.4761881,587237.25,1375158.18366543
203.112686157227,3.2181912,300700.34375,957677.233067957
203.219833374023,0.50389628,360130.03125,1247214.64764122
204.052230834961,10.907505,366191.625,906796.96283952
204.052230834961,9.4855252,286315.59375,1091383.07572158
204.052207946777,12.718926,315346.34375,971273.834945395
204.052230834961,7.1245069,270496.34375,948321.174250803
204.052230834961,6.3508462,229554.4375,687805.907224216
204.052230834961,6.8046694,315680.0625,502500.480604923
204.052177429199,5.8754124,224839.0625,361390.416196984
204.052276611328,7.6608374,227415.1875,660366.658074752
204.052230834961,12.857234,189534.890625,663321.540210922
204.052276611328,7.4097666,235784.140625,553251.998596317
204.052337646484,7.3017137,209601.734375,551898.94329581
204.052322387695,10.047401,361974,699495.3838915
204.113555908203,10.241897,196010.234375,523158.627727722
204.113555908203,8.9971247,143784.171875,418526.088637614
204.113555908203,9.1570433,190369.4375,401121.026989327
204.113555908203,9.2953514,181346.515625,360002.047392662
204.912811279297,12.718926,386365,723008.621196101
204.994934082031,12.701637,1539003.375,3032562.35252486
204.994857788086,11.629299,1090855.375,4739843.06609445
204.99494934082,11.309462,1133421.75,3348161.57743504
204.994827270508,11.192764,1351676.125,3713609.04516381
204.994827270508,10.998269,1202901.375,2665140.46804596
204.994911193848,9.6756985,741376,1722198.42456774
204.994934082031,6.3897453,287496,1040506.69629399
204.994934082031,6.0742305,280281.875,963083.687066007
204.995048522949,4.6002094,177141.4375,872987.202334238
204.994987487793,7.0380642,298891.875,880315.192929459
204.994918823242,5.144797,213280.296875,452197.963044541
204.995086669922,5.0453885,180208.046875,422548.164684955
204.994903564453,5.3392927,221336.3125,574645.518771854
204.994842529297,10.656821,872145.5,2334464.1566006
205.110374450684,9.0878895,231934.421875,346463.183474345
205.110366821289,8.2663094,197548.09375,304800.758617519
205.946960449219,12.731892,620872.375,1127243.23935004
205.98405456543,0.20999195,132937.828125,557713.172788189
205.984092712402,0.084202118,135050.453125,423326.774467845
205.984085083008,14.810359,131915.828125,395354.950082813
206.077407836914,14.99621,560468.3125,2391249.53350873
206.07740020752,0.45635283,588768.1875,1751264.12842241
206.077331542969,0.33101113,517630.25,1374655.83002184
206.077430725098,4.4964784,165816.59375,468573.797556166
206.077255249023,6.9775547,175672.359375,229652.100875973
206.077377319336,4.0375219,185386.546875,438725.393790091
206.077346801758,3.4174082,200112.828125,535930.665233765
206.077293395996,3.079883,280152.75,678707.042829843
206.077392578125,3.9204248,163569.09375,517750.301418563
206.991714477539,12.70596,680463,1411147.31455288
206.991714477539,11.663876,919375.4375,2409273.03057377
206.991714477539,11.197087,791806.875,2294964.19186504
206.991737365723,10.721653,704077.375,2154295.00728985
206.991790771484,9.7923961,437548.65625,1651715.75016702
206.991790771484,6.5496643,263312.9375,413990.055404055
206.991737365723,10.319695,488750.375,1257615.83625426
206.991714477539,6.7311932,211299.203125,449664.576789236
206.99178314209,7.1245069,213107.421875,523486.825339195
208.990524291992,12.710282,578557.25,1135750.97629315
208.990524291992,11.201409,513934.78125,1012824.91253345
208.990524291992,10.829706,533757.5625,1352727.13019206
208.990615844727,9.5244243,304649.03125,1195000.26105033
208.990531921387,9.7318861,380832.0625,1298395.58441021
208.990646362305,8.1798668,255966.546875,1017733.74766753
208.990585327148,9.1872981,307937.21875,1379803.15161924
208.990585327148,7.9504196,253667.859375,944852.260287067
208.990547180176,9.9566366,442885.1875,918031.574620372
208.990562438965,8.6383882,248829.5625,963523.834787159
208.990524291992,8.3311413,258133.96875,485309.525111738
209.201110839844,12.593584,210585.921875,621993.589832369
209.201141357422,12.50282,195253.140625,576388.634283758
210.109970092773,0.43906422,851270.9375,2648553.1906872
210.109893798828,11.707097,674264.125,2170053.53364042
