"mz","rt","height","intensity"
200.022842407227,10.36265,247186.265625,547898.951862421
200.022842407227,14.56022,153750.6875,649047.082388456
200.022903442383,8.3354204,203778.09375,590199.177657787
200.022964477539,13.898935,187949.015625,432840.314069996
200.02294921875,13.254938,196663.546875,534620.347305711
200.022918701172,13.747661,170859.96875,419318.788627958
200.059310913086,12.718592,10706772,35163454.2044388
200.059280395508,0.46837958,1664752.75,10377183.707418
200.05924987793,12.035312,5640416.5,18031758.8004601
200.059310913086,0.3171053,1328403.75,6053598.78209832
200.078674316406,12.852981,144575.21875,488958.984356023
200.078598022461,7.116203,202600.890625,533358.274935838
200.078704833984,5.9881279,197115.890625,300841.72812115
200.078674316406,9.2129643,206124.953125,550834.905662335
200.078628540039,8.6078667,190239.578125,486009.170528747
200.078704833984,5.6899012,198403.046875,291091.876821928
200.095680236816,12.705626,5021356.5,19007169.7987723
200.095581054688,11.88836,5172597.5,22508225.8426759
200.095504760742,11.110377,6164084.5,15501520.9202179
200.200744628906,0.4294805,1127229.25,2650344.43651655
200.996513366699,12.709948,666120.875,1417249.56521996
200.996475219727,9.8223839,248028.3125,795153.438246381
200.996543884277,0.33439392,251060.6875,788696.408831723
200.996520996094,4.7083841,182927.46875,930325.209479414
200.996536254883,7.3539194,216572.234375,552024.170951366
200.996551513672,7.7947765,226834.34375,798547.149238947
200.996513366699,9.995269,278170.4375,504221.596394848
200.996536254883,8.2100786,188279.796875,856088.205536227
200.996429443359,9.7056865,266812.5,501591.684437562
200.996536254883,3.4938672,183733.203125,624215.286616528
200.996444702148,8.0670736,218237.03125,522936.608519979
200.996475219727,4.591687,190977.171875,418468.491858251
200.996543884277,4.9201683,154895.46875,454515.966707578
200.996520996094,7.4749391,220016.125,529972.882589251
200.996505737305,5.2011065,182418.421875,401081.450871465
201.062507629395,11.313517,1151496.75,4758337.64754838
201.062591552734,11.719797,1011173.5625,3031037.87120627
201.062469482422,11.516657,1344789,3204169.90381305
201.062644958496,12.718592,879813.4375,2000383.43340179
201.062438964844,11.088767,1348803.25,3147997.39559811
201.062606811523,9.6754315,1029981.3125,4186521.91377016
201.062652587891,9.5673786,904571.75,2326779.39746868
201.062606811523,0.47702378,163521.21875,626785.907519523
201.062538146973,10.794862,989947.375,3017863.19699623
201.062683105469,14.439201,170420.84375,528007.062399851
201.06266784668,14.331148,155315.671875,590804.256478843
201.062622070312,1.4624683,156461.609375,662275.580368382
201.062484741211,6.199912,561327.1875,1318152.33303616
201.06266784668,13.873002,174424.546875,380654.655492422
201.06258392334,1.6483198,156663.46875,419650.674523078
201.098922729492,11.672254,762682.0625,1896549.06965814
201.098892211914,11.309195,661393.1875,1707282.19606403
201.099105834961,12.731559,524773.75,1277428.83244402
201.098968505859,6.0443155,311845.34375,968407.320467138
201.099136352539,9.2129643,425095.03125,1349671.35945248
201.099136352539,7.8293533,378355.03125,966005.251733016
201.099014282227,6.6494134,274887.5,551620.050041672
201.099082946777,12.809357,196374.515625,479856.08651251
201.098960876465,10.816473,642020.125,1991498.1912478
202.092269897461,12.870269,306378.15625,1578437.60994937
202.092239379883,6.3079653,307322.5,1504457.3048572
202.09211730957,12.23413,367166.625,743333.810924996
202.092468261719,12.610539,237430.203125,538123.243812416
202.09228515625,9.1956758,502497.9375,1194725.7657118
202.092300415039,8.620833,422534.78125,1019709.39881796
202.092224121094,9.2994067,410028.78125,1247688.52125681
202.092254638672,5.6293917,240147.625,602428.286882247
202.092300415039,3.0227554,187843.546875,436823.280156121
202.092231750488,4.7040622,217415.5625,603208.392929336
202.092300415039,3.3944582,237097.921875,529361.937889319
202.092254638672,12.722914,435408.53125,627031.510837481
202.092224121094,6.6926344,330073.90625,627322.479563347
202.128723144531,12.800713,176140.78125,686085.502451934
202.128700256348,9.7272976,366880.40625,1154909.21751304
202.128677368164,9.4506812,246371.5,967453.641121285
202.128540039062,10.492313,301451.5,684189.137050296
202.128662109375,8.5862563,284357.15625,917475.881533089
202.128631591797,5.6380355,168544.640625,284912.441622611
202.128646850586,7.3236648,229823.84375,473263.370229813
202.128509521484,4.6089752,155065.875,236983.023807869
202.128662109375,9.34695,235453.015625,495751.32684052
202.12865447998,7.7385889,171038.171875,495211.582363781
202.128753662109,7.643502,220627.3125,415046.479974678
202.128662109375,9.9001824,266798.09375,467240.710660989
202.128677368164,8.4782029,189690.109375,544505.053214142
202.216400146484,0.50295675,2544131.5,11333473.3637162
202.969131469727,12.688337,865927.75,1163850.09794108
203.11262512207,11.737086,1480200.75,5528417.09888055
203.112701416016,12.696982,1463538.5,4236091.3502634
203.112609863281,10.950459,1202576.25,5937675.08955196
203.112442016602,11.062834,2423816.75,3374449.36755377
203.112640380859,6.2560997,847152,1517895.34578976
203.112655639648,7.3971411,715948.4375,1711751.79965035
203.112640380859,6.3295757,569096.375,1409157.05103799
203.219818115234,0.51160093,367808.75,1253595.95471091
204.052238464355,9.6019558,403938.65625,940743.19553424
204.052169799805,10.207053,362205.28125,1026518.01910642
204.052139282227,6.9217072,226814.703125,697031.659109674
204.052062988281,5.7244784,216459.4375,510283.697375764
204.052230834961,7.4619725,318902.96875,675274.743881956
204.052230834961,7.0081496,235640.59375,755318.938697792
204.052070617676,9.9520476,295714.03125,600159.1157918
204.052200317383,12.822323,201242.359375,552088.855477251
204.052200317383,7.9633426,345469.03125,813880.069802043
204.052261352539,7.5873143,231921.375,653853.914044765
204.05224609375,10.03849,283323.59375,563586.78508317
204.052154541016,6.7099231,210016.875,342085.323398906
204.052169799805,7.1940011,290089,556315.432971968
204.113342285156,10.500958,246477.171875,525291.082501848
204.113494873047,9.2605076,173470.34375,503724.115231926
204.113456726074,10.15951,222782.3125,333115.49608454
204.913024902344,12.727236,339059.53125,754152.752043527
204.99503326416,12.705626,1821891.375,3014694.8404059
204.994926452637,11.633354,1338326.375,4761739.07581499
204.994842529297,11.352416,1088771.125,3965434.5561261
204.994827270508,10.976392,1134914.75,3299895.57958967
204.994827270508,11.162243,1497954.25,4371904.37703561
204.994903564453,6.0572822,334289.75,1049487.11119528
204.995010375977,10.021202,781623,2306789.53495312
204.995056152344,9.5371237,631026.75,2162803.83818277
204.995056152344,4.6262637,150540.765625,359505.02301506
204.994934082031,7.2977318,333726.90625,828982.793729628
204.994888305664,4.3323594,187062.609375,623158.043880747
204.994964599609,5.2572941,199560.015625,481430.67431168
204.994964599609,5.1492408,169959.203125,435535.090393185
204.995086669922,3.2777611,169600.765625,279199.217044898
204.995056152344,4.2329504,177171,315306.766320582
205.947036743164,12.731559,639512.0625,1246976.83289762
205.984191894531,0.1442204,138395.75,543870.703916347
206.077346801758,0.4424466,697953.5625,3231895.39979177
206.077354431152,0.30846093,559616.625,2017163.95945244
206.077346801758,5.5861702,218130.484375,359381.934698595
206.077362060547,4.0038782,203867.75,594172.171421508
206.077377319336,4.4836337,174397.265625,407148.384504494
206.991790771484,12.696982,1010446.25,2131879.47327395
206.991607666016,11.348095,850071.5,2465446.80469508
206.99169921875,10.937493,684148.25,2313809.75221542
206.991661071777,11.633354,707736.6875,1869221.24020026
206.991767883301,9.5544123,363850.25,1139964.45142864
206.991760253906,7.1594239,323629.1875,1094125.01517078
206.991714477539,7.3625639,208568.15625,545449.124090041
206.991790771484,9.4117824,384862.46875,940790.814584186
207.983703613281,0.066421865,138500.90625,427692.467041691
207.983726501465,0.1528644,136024.484375,307092.83885006
208.990600585938,12.701304,796681,1294503.86178136
208.990371704102,11.732763,870026.6875,1839264.22445433
208.990447998047,10.881305,511997.375,1524408.77978204
208.990371704102,11.348095,630626.125,1320176.88387701
208.990585327148,9.5717004,316713.75,698063.474981591
208.990600585938,9.6970424,336491.875,834645.625444812
208.990615844727,9.4247485,330116.46875,1130881.80780942
208.990570068359,8.2014347,252751.265625,539946.194011172
208.990386962891,10.535535,476743.0625,913379.670147199
208.990531921387,10.03849,348329.71875,951019.424228156
208.990531921387,9.2821181,346865.09375,714767.645803533
208.990623474121,9.7921291,360463.09375,777226.112991698
209.201126098633,12.221163,361295.375,928392.438796395
210.109916687012,0.4424466,908550.375,2797135.89413588
