"mz","rt","peaktable_1_c4b3914dd90735a33a45120d8df44ff0 intensity","peaktable_2_1b1006ad6cb397288f90b10ef7667b13 intensity","peaktable_3_f4ec1ff27c5417004501f1ddda634b82 intensity","peaktable_4_bf770f1972fab092cbade6df4f371c50 intensity","peaktable_5_4140721552f8eb635981a4efba2257d6 intensity"
633.583801269531,6.121408,193608.067170944,263902.119627516,674614.027315306,473803.192747288,1265572.92784488
633.60302734375,3.8739101,5914117.35536665,5723810.31184958,5454411.38777842,5810208.58345157,5379467.9189209
633.639404296875,4.2412881,5957487.7018562,8944386.6282836,6176156.24916618,7288518.75902776,8581937.59292179
633.842834472656,6.562272,337800.703829111,NA,NA,NA,NA
634.273498535156,2.80417915,1703203.14619904,1713135.15049201,NA,1483099.93077094,1814193.19325127
634.410705566406,6.6940901,296369.527037044,380957.191944962,NA,281173.37696794,273616.94501933
634.453765869141,1.6372031,554485.360584798,334763.297754236,416042.712692081,620775.298173538,307935.083828032
634.48583984375,3.8522927,NA,NA,1661025.86588718,NA,NA
634.511535644531,2.8495638,NA,NA,NA,1768564.15049709,NA
634.528747558594,3.1132162,2559163.80325856,2514126.22656076,2273727.56123233,3244574.26288864,3210197.28063261
634.586669921875,4.098658,147642.328213501,10767197.1803914,477658.752347289,448506.208553038,529452.698199927
634.588745117188,6.60549435,520793.262065008,514056.647640482,NA,NA,NA
634.614624023438,4.2369637,98944602.0167115,2702163.56640224,2509557.95194763,2096983.43262026,100621547.370389
634.642456054688,4.4660431,19177569.4117674,2146618.66337138,16673838.0175069,20955359.5688483,22380891.864137
634.651062011719,4.5827272,17527070.9791319,1758902.54916884,16918331.537485,17351308.6251031,18863008.1141556
634.912841796875,6.6703226,238844.055644201,NA,248101.519091106,237554.501221978,NA
635.022399902344,6.5017552,4579779.14153083,4300402.01086667,4545063.59991862,4894985.4361823,4159863.7666477
635.387573242188,6.909054,236852.071985134,257019.945825987,166986.418936687,187239.328344061,198765.847765337
635.41552734375,0.20874766,882176.835324806,969207.442320656,951941.359768142,1065482.4482633,1167140.826435
635.45849609375,0.87866578,404546.304559632,1280840.83381573,1757265.24624366,1390240.33936155,1440046.62160665
635.542419433594,3.4676233,2365946.59604062,2434771.77837974,1672379.22262284,35684027.2053623,1795383.15409583
635.589721679688,4.1072978,NA,NA,2314370.02952999,NA,NA
635.619812011719,4.2412841,44427554.9649852,43299637.8072893,46649624.8309647,44859646.3150838,45085264.0240608
635.645568847656,4.2628901,NA,NA,NA,NA,1756781.0902959
635.656158447266,4.29747265,7578749.57293476,7864787.01381973,7721525.32758039,7709051.53400212,8531079.47910332
636.40119934082,0.664722485,NA,NA,413495.726559309,NA,519939.416410587
636.433471679688,6.9174933,211754.722447254,NA,NA,229141.965657748,NA
636.545593261719,3.4676306,15431985.8233451,15547400.3560057,17449302.0066739,16561815.5135583,15524586.5790098
636.623168945312,4.2456104,7024626.34635061,6031469.51185681,NA,5712653.23433394,NA
636.631774902344,4.0986556,1809639.88988981,3892971.83192552,2192866.97692669,5320544.50419414,4344454.53678396
636.657836914062,4.582739,15177764.3746329,14286656.8213409,14021747.3040169,13803188.949889,14998692.0857314
636.666320800781,4.9241796,NA,NA,2086454.49223891,NA,NA
637.005004882812,6.5017625,4587695.81731099,4046068.63611251,4739423.86704937,4823969.31897457,5024375.8900713
637.520874023438,3.1391373,NA,1361075.87181862,NA,1270070.77335403,1689775.61483972
637.557678222656,3.7226289,11538490.9522987,10252987.1190739,10887013.2740116,10837461.9378856,10484245.1116878
637.558166503906,3.5022073,24154977.0928925,NA,NA,NA,NA
637.635345458984,4.3709429,26697825.8463988,25363519.134117,27236780.4693495,27361059.7197096,26303283.938646
637.661315917969,4.5784097,1530344.25247183,NA,1816778.81254107,NA,1752439.38380276
638.561279296875,3.6189049,5089296.16764711,4165415.82965644,5093972.16024302,4312577.935773,4774827.72568891
638.611022949219,3.91496535,9469522.95451537,4775408.34485419,5840620.5519133,5535422.51822248,6865131.39909635
638.637023925781,4.3709518,NA,NA,NA,4804639.09697251,NA
638.647842407227,4.4293042,2336102.82399187,2373922.08357628,2024041.51681764,2981065.46005934,2326080.08065386
638.918731689453,6.54714455,NA,306362.719333008,NA,392783.728200985,NA
639.001129150391,6.5017507,2819318.75011086,2964172.90551527,2905546.30278097,2999210.29278815,3100143.99058406
639.352416992188,0.21306963,325733.70760284,NA,NA,NA,NA
639.409881591797,0.88515103,NA,NA,513108.945818243,NA,320380.196322663
639.497817993164,3.5670364,NA,3843200.41514173,4098930.09948956,4087027.36306837,3772524.46718952
639.573669433594,3.8350122,4170527.25394247,60340862.8611689,3126092.03095239,3188061.27186356,3724144.3421492
639.612854003906,3.8544593,5199769.02475487,2870317.01833689,5274879.91245017,5530057.44826465,5106522.88603669
639.649780273438,4.4357752,13423105.748302,14955921.95769,13910416.3521246,13595071.0294286,14547246.5745733
640.538635253906,1.9116536,NA,NA,NA,NA,1062928.69695839
640.577789306641,3.8393319,26823687.7220675,25616768.0549595,27349438.4549857,25832702.37939,1424979.40741632
640.625671386719,4.2153466,5152614.65466638,5134100.21452666,5484557.46961838,5183117.85278781,4864808.5343977
640.640869140625,4.4357809,12128337.220339,1456680.4693318,11806603.7726598,11180877.1897207,11918126.5576447
641.039367675781,6.4974422,35014950.8698713,35066977.9505564,35705816.7555555,35489898.3110084,34950428.343957
641.368362426758,4.00140575,56637089.4772379,19545639.3098431,35035725.5503933,17235472.6832468,30130683.3800386
641.475158691406,2.82362865,NA,1166450.07363188,2304585.06942742,2687478.45641991,1786016.02624548
641.514404296875,3.6534746,NA,NA,3629193.25551486,NA,NA
641.588623046875,3.96899635,3682964.40120229,6255975.22922065,4457210.56553997,5814226.30508772,4769912.13058892
641.630004882812,3.9408997,4613527.06259233,4341719.37595744,4155560.10312898,4601592.13652738,3605267.16726685
641.645324707031,4.4357793,5379250.4350922,4680604.6138886,5177596.47576377,5321947.18283064,4698724.21727848
642.04248046875,6.5017598,5833830.49323575,5924629.97170767,5887802.42563114,6135917.56195825,5956162.94542169
642.308898925781,0.822483765,314677.302146225,NA,NA,NA,309349.045177299
642.372314453125,3.6167345,12926929.6125204,12240674.9038725,9448262.06322148,9520482.22391015,6688337.59499736
642.516479492188,1.4967409,2787868.25638988,2481202.00481339,2932222.62291211,2602995.2169735,2666210.68832288
642.581787109375,4.0467923,17996361.6803471,18058088.8748256,17342970.846566,16981209.4692639,18411048.6904887
642.593017578125,3.89984365,2205893.04466961,6790636.89757442,6228053.56810818,6003266.54000138,6646484.29917769
642.619262695312,4.2067155,22161949.9148782,20155377.8750623,19393745.0252411,19823838.2964401,20972944.7282043
642.63232421875,4.2110358,29090222.4928972,29525298.8264879,28480797.8912706,27946193.5333384,31438113.9082969
642.656433105469,4.7729123,2173385.70260526,NA,NA,1547760.98077931,1755902.33692661
642.794128417969,6.4261248,NA,3039807.22058965,NA,2742900.74072495,NA
643.288757324219,0.481040195,324570.642199414,NA,NA,294699.997622183,NA
643.365417480469,3.95603075,467389.289778587,4739576.89175147,701008.793477632,485221.571720366,2615568.84392836
643.376220703125,3.981965,456865.695398332,563011.488003619,2898923.43400519,473198.36602463,281136.737719406
643.457336425781,2.2142112,NA,NA,NA,1974349.587689,NA
643.520935058594,1.4989007,900050.945028049,649806.560584969,NA,815921.923271344,880262.90792379
643.529663085938,3.9949181,52394219.9411085,63086838.9523419,78869671.587818,81576355.005369,71797605.2999696
643.58447265625,4.0554366,6949603.11613032,7598613.66041569,7833935.64579769,7490046.77749089,8175870.83470825
643.604156494141,4.2628901,34432930.6070658,34211092.8286266,33594450.9128164,33344428.1947443,34548326.1613287
643.623840332031,4.2023801,10424842.2931482,10919744.8480491,11065999.3704502,10495695.095791,10686987.4768223
643.637023925781,4.2153466,3463715.22710531,3151896.15889611,2819848.5473606,3828405.56881185,2965325.95294925
644.367767333984,0.204416375,NA,NA,3533737.62037862,NA,3618420.36030772
644.36962890625,2.8193046,495537.74596772,1043671.46874554,361635.250380927,964902.114282839,320156.154327091
644.470581054688,2.7782509,NA,1375275.88844943,NA,1247949.9653054,NA
644.496948242188,3.1175382,682264.784286206,3791727.13262924,2206369.08450796,2950012.6128212,3915698.53450238
644.532043457031,3.9906002,20389809.6383726,23481767.1293494,29708554.0872281,34065389.9401083,28745014.5963977
644.597930908203,4.32124095,5819551.3964734,5985923.2873952,6333601.11225978,6432225.80048234,7392343.16772659
644.600158691406,3.7356025,8698605.06994733,8277369.17418066,9217621.23684828,8476167.43128394,8587400.42519795
644.609252929688,4.2542571,11554803.3509488,14003166.9247905,14567828.0197845,13050964.8434062,13045237.148594
644.635467529297,4.2845119,34285742.4228201,13237203.8620399,33388374.419076,2058252.30439894,2609120.27170406
644.934265136719,6.5406543,1467429.6603904,1460957.02190947,857868.833365576,1568856.61737994,1459211.01472238
645.301330566406,1.0472286,850505.221960547,786947.333923831,935431.14028915,818037.141187077,879381.657854576
645.373229980469,0.20442581,693194.832917921,673006.000564045,704081.928233236,555447.887496778,852532.994659596
645.472991943359,2.38493065,NA,NA,1573375.90273828,3055860.82577607,2202529.65669562
645.475158691406,2.7587991,NA,NA,NA,2357809.94993513,NA
645.486206054688,2.8754922,2411092.48817933,2464958.33495026,2413588.95073941,2374427.96189222,2610052.23547491
645.499389648438,1.3713922,1767125.46587025,413454.50153951,259312.574375255,897030.712917515,519747.719786202
645.536804199219,3.9862784,NA,3868201.12916327,4861739.12364614,5723981.20343266,NA
645.545593261719,4.29747715,115713618.848659,118045108.145107,117056798.258844,118440408.665968,4643888.38563395
645.600646972656,4.1894227,2426967.95157,3447401.69539616,4101122.55305084,2242185.2380826,2133015.71613899
645.620483398438,4.43577735,8741469.55946578,9143674.97859861,9011555.40899693,9034326.61437884,8326086.57217347
645.640258789062,4.35366705,6167655.55822493,6816933.03187128,14954758.3293178,16297873.8101129,14440402.9416157
646.246154785156,0.63231288,NA,NA,NA,292136.447884103,NA
646.54833984375,4.2931577,50492171.7689001,51003305.4501628,48222391.3776976,50170957.7006261,49740586.8170675
646.612243652344,4.5092558,23490740.6091731,24629740.3876932,23202259.824882,22353564.8491038,24878819.4650132
646.615356445312,3.96683085,3990549.66660253,3332758.24847089,4192220.93417063,3552419.67291207,4188217.25201025
646.623382568359,4.2974668,3060129.10195742,NA,NA,3096188.49293535,3312529.98994983
646.643218994141,4.2758653,3918934.40684569,3941495.11524672,4189957.24628324,3695403.99827627,3264825.50643691
646.652038574219,4.5135778,7297333.28519174,8208016.48478584,6735781.88615043,5827539.61131897,7374831.71364954
647.34326171875,1.0515641,NA,358578.720643266,NA,NA,NA
647.438415527344,3.1953294,6424590.35628482,5461997.07439612,11293441.9587171,45563537.8810949,20612770.9360559
647.488128662109,2.35467805,NA,NA,1413286.43834024,1763753.59044347,NA
647.506896972656,2.6982848,1086239.12772074,1304100.30463978,1185972.01687679,1029449.3815725,1890372.86619383
647.551147460938,4.2931537,10461196.4068671,9518280.33527211,11156834.0295633,10061755.3296077,10321872.6418377
647.617309570312,4.5222266,11171544.8893424,9486252.71514454,9960141.36967537,9670236.23718413,9830024.93788947
647.619689941406,4.03814735,1800128.03680553,4743181.0443092,1951468.1331688,1669519.33287095,1616118.01881037
647.635223388672,4.6216351,4352802.65226028,3582149.9145898,3695130.94865608,3427403.07315439,3470222.9691916
647.655090332031,4.50926335,2792616.44802916,3068373.9051077,2680419.25493798,2074862.51761727,2722220.20026808
648.441711425781,3.2860987,9147332.43207297,5929703.05487076,1749178.35649162,9504056.80538134,8015597.85206811
648.443298339844,2.7069379,19891668.9898552,4619973.1619895,3859584.2360957,4269320.01437771,2639257.31476244
648.469848632812,4.3190866,3961003.39851355,895551.444281484,2451929.35668041,1888146.37426359,3706655.24380538
648.622802734375,4.0467838,25852569.3628493,26388497.458461,26513212.1990769,27325342.3381905,30476162.7769366
648.631683349609,4.3968875,1739643.70553589,5068787.5568127,2095069.51061662,2193516.80288492,6565222.97621403
648.659408569335,4.62811645,NA,NA,1817300.34124024,1458624.34056916,NA
648.667175292969,4.7296796,7809161.69973336,7313630.63107187,7713289.90282746,7374518.87518427,9406320.65315529
648.955474853516,6.4823093,2567755.2750217,NA,1926357.37611779,NA,NA
649.303955078125,6.4585355,2498053.8237405,1119488.29179825,2237450.99313717,1223184.76557141,2030858.83054678
649.432739257812,6.74832745,293271.61939351,193808.698208168,NA,NA,NA
649.446044921875,3.564873,602873.832095894,2127664.40422097,459267.952352454,544666.183959559,2503335.35373205
649.452087402344,0.677693625,NA,1117009.19600725,2830624.00609812,NA,1170635.75627614
649.472717285156,1.8079351,332189.49494444,611860.396530324,336390.787568543,346390.081100018,631216.395559859
649.474914550781,2.5340399,NA,518030.225904867,503163.707263805,936693.111236813,790683.709953559
649.521606445312,2.97274185,2130465.34157718,2322354.57744816,2031634.15197226,1644032.52734231,2544904.22443312
649.634948730469,4.17429525,6985712.43636037,7692667.94443501,1926936.48841557,2253129.51834715,7139224.1054636
649.670471191406,4.7340105,3279004.15421839,3110556.44604845,3384136.77574462,2796569.64390376,2718077.92886696
649.936096191406,6.77682265,NA,NA,241275.405532655,188328.994210151,245089.334160714
650.397827148438,6.5925155,273849.761033649,NA,202439.611546641,394010.764668218,315505.023184075
650.448974609375,3.19749255,NA,314603.19018999,190328.805579518,185122.732160699,NA
650.453414916992,0.671216285,470536.544095068,523602.749908493,486987.204824112,415887.979708705,NA
650.524658203125,2.7976997,2915350.59356645,2718460.56619893,2412230.09572537,2208853.93074267,2103642.54668293
650.638092041016,4.3968875,40668466.6720785,40907230.6650722,39175335.6224145,38954494.5029575,41154226.2881117
650.647216796875,4.245606,5744084.16025126,5867273.55849249,5553235.22987119,6065911.79178203,1895587.05225291
651.438659667969,0.6798521,NA,1010784.64207287,1671754.12720523,1587187.80490174,1114901.38311457
651.536743164062,3.3120351,10810253.2842908,387230.385409926,303547.198239921,10502597.5235787,10269409.5524223
651.650634765625,4.24128185,2531118.55469272,7400146.23512927,2072309.20120783,8715357.80551478,7738316.16733988
652.412719726562,3.2515254,6690873.07800001,1814975.97443933,998685.820166288,9463054.49735328,8411054.27066779
652.414459228516,3.6448392,2376625.30477378,4329225.29667656,1982276.00883459,2725179.8690816,2488725.09027889
652.441650390625,0.67337119,NA,NA,617925.535877941,526136.734861608,NA
652.537841796875,3.87390935,NA,4261279.07965499,2615124.51943743,4326178.44895595,3115491.37836863
652.5400390625,3.3163575,639843.968784336,605837.562294428,281197.543410527,906567.730938536,4485070.77511478
652.602691650391,4.0424745,20776143.5623115,22110213.6237182,21938384.5595563,19814877.7754507,22712381.6077076
652.627258300781,4.2283174,5077063.36949044,4331958.19473597,4427728.50454517,5973576.78440774,2990067.28121342
652.654174804688,4.2369691,1799178.54777084,27653814.6652254,2592724.08008682,27992313.7286724,28291970.2996854
652.663146972656,4.582739,5964753.05150388,6210169.42168334,6846977.42448291,6107667.49789164,5927391.79498076
653.417846679688,2.8041805,1254757.76663288,483727.094393038,1711501.54975183,556869.807679605,818885.83547391
653.478393554688,2.4130334,2217680.42748093,7371996.969228,11647153.8757266,12374648.4785686,8078828.75167265
653.541519165039,2.9208782,10051285.2146729,10465704.6142503,10057965.8260335,10759540.2662297,9829410.76176974
653.552429199219,3.5583902,7417258.67931751,7551612.52159912,7906003.36478099,9209878.01142116,6765017.66664788
653.553344726562,6.6011596,1558267.87214861,1649253.64557921,1753178.17004193,1717348.51039909,1660638.38323129
653.606201171875,4.0511187,8397807.24767816,9704265.77707032,9514279.54284136,8955488.89389994,9097134.160548
653.630798339844,4.2326438,NA,NA,NA,2184772.86050871,NA
653.666748046875,4.582739,1798951.78758761,2252913.00738078,1925752.40498213,2015322.69957452,2665449.21714206
654.421020507812,6.5752314,NA,NA,250663.962669258,210788.420154001,265200.349867045
654.481628417969,2.44760585,NA,2397042.32072372,2599729.15000842,5160713.89337587,1442217.56800875
654.555847167969,3.5583924,377921.161767736,3774860.08324182,3396723.27158439,4258532.68048875,3794619.76242655
654.581680297852,3.89767845,1883214.94191301,NA,1552302.07673908,NA,NA
654.618774414062,4.1807809,1816652.53560166,2248618.42840106,3747037.9548848,10887719.1113549,2310487.39664606
654.641235351562,4.3623077,3098285.57742037,2393281.05228507,2820910.75478006,3257011.79272085,91516909.4233578
654.668502807617,4.5827331,2306241.01539054,23299601.8087707,23632952.8050251,23997497.5579515,25049562.2067713
654.951599121094,6.5493059,457985.662255264,NA,NA,NA,NA
654.971801757812,6.4715095,191021.850604664,209338.822136577,283573.879973062,158281.3755219,271094.233010946
655.354370117188,6.4758182,NA,NA,NA,NA,1174162.08772636
655.470336914062,3.19533065,1431160.90630566,NA,NA,NA,1481666.89661934
655.494018554688,2.7696066,4424608.92704924,4944468.40347602,6716571.77804567,2517517.2096869,5057402.70516393
655.558151245117,3.56486895,NA,NA,4874277.42625427,NA,6544293.93122927
655.568542480469,3.6837249,445544.850177093,789388.503202236,1474479.89698148,1700597.19786343,726591.220393303
655.622375488281,4.3061114,4602434.79754477,5111417.19008155,4366643.89595088,4652224.2961363,4668852.37402671
655.644958496094,4.3752653,38017655.338399,41063075.2245042,38202586.3414827,39775939.1052726,40697269.3951907
655.671997070312,4.5870625,2998184.09573981,3382588.07712585,3360843.5713877,3150267.43981222,3061620.55557992
655.975128173828,6.46934305,2916872.39599005,2888505.95847861,3236331.92285946,2637195.55219202,NA
656.422912597656,6.653025,134160.209220935,157184.763550256,NA,NA,247786.601446841
656.497436523438,2.7587991,2478771.47236359,1434860.65923177,2464873.03771977,2864427.06646885,2173087.12371338
656.533508300781,1.6350376,2996304.40072008,2865555.73041666,2621518.60747917,2873334.46758,2916041.53846153
656.571899414062,3.6794029,299961.044797391,759695.517190642,779451.312552803,828610.318234718,381348.123168441
656.596771240234,4.2153511,19851469.0596105,20983737.0771014,21084695.3870591,20187491.6919837,20724259.4738603
656.636962890625,4.3558223,2996539.90472473,2618223.06711281,2392431.65834417,2991423.08695537,10377514.1945777
656.648620605469,4.37095335,3659358.03875446,NA,NA,2348371.4535494,NA
656.925384521484,6.6616807,NA,145940.328074647,NA,175685.049697264,NA
656.9423828125,6.523366,1852848.21672745,1681222.23277488,2347408.32755074,2098964.98893047,1703553.56576167
656.969421386719,6.4715095,6799979.72545785,5684889.97940766,6655965.47252726,6869496.0287828,5727553.17696618
657.367370605469,0.28221255,NA,NA,NA,NA,297882.205059415
657.36962890625,3.4200868,322718.175843788,5416862.74308876,12282320.1568527,751300.750467562,463760.85957023
657.509887695312,2.9532903,2409583.70004816,3179040.69555684,2892021.37040673,3188186.02643925,3754711.42958897
657.537048339844,1.6263977,NA,NA,1095550.74928692,NA,NA
657.575317382812,3.48490955,3376198.91731089,3270350.16400996,3847303.58234372,3799919.70880835,3595023.19975405
657.584533691406,3.9473749,158287.178936731,3310739.62203503,268814.33186494,4147559.81620369,3109501.00854016
657.600402832031,4.2110332,9094119.83956788,8930290.9234216,8843002.1299665,10647755.5501486,9041207.11678483
657.636657714844,4.63243975,5536933.90221998,5528008.76855249,5877578.34167905,NA,4928812.29551103
657.638931274414,4.3623056,35397020.2211837,37675069.087976,34167007.881094,5450546.00477702,36920182.8766928
658.372802734375,4.7685875,756010.963336028,2664132.22677701,1270361.4006179,1022668.79078981,1561703.67982649
658.511169433594,2.1947552,NA,830666.792053059,1764861.18223959,1653626.78060691,1409571.64761328
658.513366699219,0.582607935,888416.936822283,727650.89642906,691434.301147987,502427.194985538,775955.141086303
658.588195800781,3.88039215,3602796.87062654,3755894.73695698,2996657.11116047,1394130.50238486,4253887.36095304
658.613159179688,4.3190907,NA,3939754.1283796,NA,NA,NA
658.613220214844,4.5524767,3784924.74262594,25963697.5636169,4137937.5725779,3541388.74735801,3293318.31156339
658.642700195312,4.3709429,NA,NA,NA,NA,4779951.34361999
658.651824951172,4.5676109,5004052.76342711,5284551.58000168,5281770.65689405,5634315.93361936,4564426.69573649
659.489776611328,2.3654834,NA,NA,1824542.32602674,2358239.26477844,NA
659.516906738281,1.14665085,230752.792144001,433908.300956371,780718.257994851,199827.873858199,291486.065844742
659.524200439453,2.93167745,NA,3349927.49852464,5837331.60627636,2125509.71379404,1132865.53849949
659.598815917969,3.9300863,6109832.08634193,6492678.34760888,6651657.89065761,7137562.0858755,5666542.10838103
659.605590820312,6.4109977,2729836.49520809,NA,NA,NA,NA
659.617034912109,4.5654503,12703625.5059582,10963419.3271558,11998286.2649834,11893857.7924267,12171615.6369388
659.655624389648,4.4422685,2155963.30456678,3957136.85615474,1903777.73169802,4147267.79070405,2230540.81274193
660.493041992188,0.6625679,NA,NA,NA,300874.351098532,NA
660.52734375,2.9446505,NA,NA,NA,3105660.40293982,NA
660.602478027344,4.0986492,3398650.4144503,168428.562578345,3455720.56275127,3976954.17597224,3198590.18215163
660.620727539062,4.56977175,NA,1644413.76286201,NA,2175290.99763281,NA
660.630950927734,4.43794825,7632405.0944834,8896564.01731206,7537248.82496828,7546793.11841407,7942222.88889272
660.659484863281,4.4357838,6225656.55654963,NA,5196113.26115806,7054570.16626686,5880167.62821063
660.668579101562,4.5481572,3768264.90787986,4318023.5115454,3700645.98122029,4035902.00837098,4299006.75389868
660.96728515625,6.52553495,1535760.08767771,1524380.70766489,1602400.50515984,117331.489509503,114304.449627234
661.466918945312,3.0289312,1331728.20567094,1790276.70995513,915235.064060807,764716.805513252,1528274.08157457
661.519470214844,4.29531395,2846060.42754261,3150392.13770009,2860419.04924463,NA,2715511.97865681
661.615356445312,4.4314617,325529.88182765,7285875.11942329,7663773.62715808,8422552.6392968,250983.077382093
661.631408691406,4.673492,NA,NA,NA,NA,3549136.67231152
661.633728027344,4.2067155,3215575.21492558,3073058.46071981,3692026.04917543,2694841.66032977,20577218.02915
661.670227050781,4.658371,7824576.99940937,7113521.87174623,7376655.98119124,6541569.14576869,6894152.12251856
662.449768066406,3.1607614,2234580.02491857,1497666.14066175,1510498.85064638,2317100.27928805,2426306.84994626
662.619140625,4.4357838,2826307.91128505,3450165.37120126,NA,3169680.20053271,NA
662.637451171875,4.20455345,4114316.55997877,3974241.82440727,NA,4696359.0880343,4012204.29349558
662.646636962891,4.4465884,12140377.6946935,11887282.1333768,12550661.2430627,10869721.1389717,11790942.09585
662.683227539062,4.8723185,7951877.42221459,7941906.04350749,8966771.98313384,7197106.25239242,7119987.7624472
663.338439941406,0.66688137,521265.396149938,535618.600956886,599338.523132137,593497.098880768,554869.618209819
663.455444335938,3.6361816,1193165.44092609,1605516.38333455,8544867.47615133,3549707.9053935,2788419.33618383
663.650390625,4.44442495,5261924.58385326,5015548.32564517,4816018.86457353,5418843.92237469,5245569.53907903
663.687133789062,4.872323,3495530.64641624,2801867.37665701,2942705.55456844,3292602.21873667,3440872.9418239
664.465698242188,3.2904161,236026738.728566,131527748.500314,223114200.709066,220862913.768551,235359625.525423
664.626617431641,3.96683085,7031626.2532306,6277439.25060073,7055467.34292243,6108669.80136189,6972115.33140452
664.654235839844,4.5567989,3787986.97222297,NA,3572728.518811,4471657.13714977,NA
664.663391113281,4.4098424,11484225.517419,11808762.2333612,2036340.93462318,25044628.0690188,1504681.3849874
665.000854492188,6.5104069,3732597.5451104,3219590.47198649,3761008.18764162,3954149.69157131,4055150.28524527
665.425476074219,0.204421025,NA,766509.461030892,632322.339141113,720666.386092786,703389.642034678
665.46778869629,3.2860918,NA,NA,252991666.492956,NA,339587652.957893
665.469085693359,3.07863175,85138025.2208891,51196742.3088964,85164675.2095596,119779037.501797,80974078.3694076
665.512756347656,3.575672,NA,2318836.72981967,NA,2591944.83832688,3051791.69601298
665.5888671875,3.7745025,4243755.13841795,3314107.045332,3551853.2071262,4594334.88535938,3580934.17995545
665.630233764648,3.96683085,3105183.69232332,2739967.20975618,2870998.50293512,2258305.72514757,2626882.58033589
665.664916992188,4.5351918,4984084.11992442,5095374.86471604,5502062.55955291,6013308.18515527,7011953.76670127
666.393798828125,6.5579517,620770.799699974,395902.071013776,375498.263232752,498665.514463203,279817.196050345
666.472351074219,2.9187087,20704238.4405113,11617371.7044273,18617596.3810766,15369823.7481319,18689372.4223723
666.486206054688,2.9641015,3330629.96883505,NA,2421921.30516392,2686448.8237353,3038027.50280081
666.584381103516,4.84421815,NA,1726707.49825572,2608427.09976336,2437892.51960577,3024675.547972
666.640930175781,4.1764601,7737034.74802231,7925494.18842712,7573003.95549374,1715145.61007531,2112096.81127237
666.677917480469,4.7340132,13088734.9764293,12959710.4813609,12694616.7866056,12978540.8133486,11959915.1396666
666.839599609375,6.4542153,5150522.68426196,3196397.33739537,3550336.26397536,3049092.15735957,NA
666.98291015625,6.5168827,309660.414685626,265591.276611778,778116.016489537,190907.92768151,1180381.5610022
667.406188964844,2.7760902,972470.433128913,NA,NA,NA,NA
667.450256347656,4.1634854,9346416.86537511,6789078.48192112,8535683.76588606,10731234.6893782,6889940.6763327
667.457092285156,2.7544794,1616221.027164,4683519.69125232,8398572.52372788,10172486.6894875,6171303.3017154
667.473342895508,3.28825735,3215106.02043336,3348818.82999272,5860930.19123962,8514233.76740441,9606408.46432124
667.491821289062,3.19965535,2958535.35168027,1497891.60285515,10952911.9489712,1380624.4583085,8757894.90365467
667.494079589844,3.1953378,NA,5892107.65629206,NA,NA,NA
667.528869628906,3.9300863,314470425.938434,307940574.431357,290593112.712831,288435559.156872,305331013.827513
667.605255126953,4.10081675,NA,3801090.43057953,NA,NA,3204045.58115701
667.644653320312,4.07056835,4006563.50024945,2998252.3931386,3657277.25973665,3090498.48689328,3066626.43478742
667.681640625,4.7296929,5827084.25555092,5035944.60627738,5252430.13976406,5586979.08778206,5962576.86758014
668.453369140625,3.9776295,3789596.72101929,2701860.50377929,2881347.73783857,4944709.34253251,2216019.41083649
668.460266113281,2.7544769,NA,NA,2966458.0934744,3851136.44124497,2084536.89510187
668.476501464844,3.1132175,249862.672055382,292736.887010459,232585.399271324,723218.102210908,365681.905658625
668.497253417969,3.2039781,NA,NA,4493542.66051784,6241155.7607044,3482618.16004085
668.532165527344,3.9257758,136076005.847669,130571944.656242,128144411.045991,125885998.755078,133428308.822641
668.597045898438,4.081365,16941791.7787164,18102920.4765458,17905649.5197458,17672736.5745071,16307808.9051634
668.648254394531,4.18077,15403184.2531684,18420660.881259,16605545.682252,16896256.7071305,17294403.2596725
668.657531738281,4.42281505,8628031.57446902,8485419.13107109,7065968.9487165,7786595.64784202,7477463.92994873
669.421508789062,3.5972943,22731426.5957689,259509867.404413,24494916.3768035,22965606.6886373,23753914.0909279
669.447082519531,2.96409345,NA,9780050.14609385,10045387.9151839,3212075.46273695,8510333.23476751
669.474395751953,2.2293365,NA,NA,3253788.65331113,4399422.71099118,NA
669.535461425781,3.9300908,31165324.8045754,30929958.8718335,29576081.8807868,30026275.9648532,30253772.4801452
669.544738769531,4.1915773,9916342.70915958,3969852.78342098,10265691.4785354,3471127.52323502,3604897.8674115
669.600555419922,4.0856829,8098226.42030741,8121259.66231468,7266520.41122905,7293714.79090128,8022263.38652196
669.661010742188,4.3234084,3249320.04477191,1771646.04202428,3600042.22406254,3653718.4352747,3432559.52525517
670.424499511719,3.59729085,10304818.1890579,54242667.475209,13495859.256528,9682389.97905417,10208919.4346104
670.452423095703,2.9619391,3322219.11926832,3601597.30157023,3877447.17358537,4336990.80347242,3566780.32549201
670.475769042969,2.222851,NA,NA,2740575.21887674,NA,NA
670.527038574219,2.2617516,1891630.35089691,NA,1635749.39221855,1679775.85366009,2043405.30997518
670.538635253906,3.9344174,4058418.32037749,4238691.02517402,3947394.30369226,3589590.24709499,3063458.15455347
670.547973632812,4.191583,904171.184242034,3962828.72755776,1988928.56538741,4687082.25551552,1377768.71151741
670.613220214844,4.2953147,5019971.27767336,5863981.07771044,6355694.67897631,5071030.18401849,6060005.68110004
670.648254394531,4.7729054,2434933.87906858,NA,1551517.89103219,1652088.85041713,NA
