"mz","rt","peaktable_1_c6fb17d91318cbba3e1bac33fd03d3db intensity","peaktable_2_e5403b7645c2614ca60f49306234eec1 intensity","peaktable_3_a3c0385ce2f62dbf8e35264cf2ef93af intensity","peaktable_4_68caf61b8706e9080f378cf2753f1697 intensity","peaktable_5_70b2632776666e849be07047c1ac9d25 intensity"
792.62451171875,1.1949887,7166745.59848873,7131188.37079684,6608537.87644404,7602940.85515576,7127656.2244183
792.63037109375,1.3023156,NA,6525476.39176462,NA,7034936.44170471,7176587.57874581
792.672302246094,1.4253538,1508187.83741334,1581221.73970997,1757705.16704583,30659330.3189963,1464591.11069507
792.714111328125,1.7350052,2463798.71042414,2433577.65765898,2398578.36437466,2369029.45289407,2420532.76860501
793.559631347656,1.1689549,60829843.0279004,426737.890311339,61600742.8902622,61439940.0839011,NA
793.571533203125,2.0230217,133466.818431105,152007.456597738,552402.24525218,532558.685175174,209299.289383238
793.577575683594,0.29764737,NA,88503.2610118177,NA,NA,NA
793.595565795898,1.1099269,4253583.52905422,4142819.54417063,4206928.17157055,3970536.84343838,4041148.1702925
793.631652832031,1.1887779,2892977.62025172,NA,3233466.38007889,NA,3394033.19936708
793.679504394531,1.4269762,150016696.209113,17974787.5699864,17821048.5900915,145920011.38625,151646323.295608
793.715515136719,1.7346055,1303587.69666434,1316391.28348708,1304604.48514162,1379772.21542285,1331243.1037294
794.508544921875,1.1408411,12867921.2907806,13112264.7532898,12431374.9047145,13009096.7890033,13172805.6882358
794.514404296875,1.0223217,NA,NA,1675925.96737337,NA,NA
794.574508666992,1.24427495,51924795.4773769,426639.618648743,51847195.1180241,428417.49962382,99811.6391214239
794.610656738281,1.2521833,14066518.4877053,14650228.0396684,14929605.5752556,14508946.1966289,15011205.0005258
794.652770996094,1.3507315,12507038.6707724,12067772.9197419,11398669.7103246,11976061.6745865,11980861.3506382
794.682983398438,1.4269762,42872098.0436317,NA,NA,66501864.9371627,43388228.2550009
794.688934326172,1.5378247,135760341.155392,61769143.0258393,839196.366093612,917438.432101693,905029.84280099
794.72509765625,1.7995676,1072156.19066864,1023297.47621958,1455366.90705066,4978919.42090446,1447107.39862219
794.730712890625,1.9154818,NA,NA,NA,1100703.99904498,NA
794.935363769531,1.7879732,663979.85927991,641894.636693881,726997.026244334,927620.185410873,505143.697058504
795.513275146484,1.1439555,NA,6332261.08527584,6169524.04358626,NA,NA
795.547149658203,0.70745392,375812.274466125,384473.916202966,411622.401151614,3432498.92777833,210479.281001899
795.549865722656,0.92833404,NA,268368.581571419,NA,NA,NA
795.573425292969,1.2456809,25798303.4562787,24451154.2912971,NA,NA,26295804.7528881
795.583679199219,0.62683554,NA,225545.879662885,NA,NA,NA
795.609680175781,1.30255485,6249414.29855064,6759668.78480081,11370753.2540543,6393163.69678727,6696853.25713725
795.651733398438,1.6702954,2013690.13460299,1981252.64728524,1833651.35176429,1942376.71738013,1956491.32890143
795.657791137695,1.35175385,NA,5803649.40406706,NA,NA,5469563.49546712
795.693237304688,1.385622,17728781.1328135,20065701.3092929,17964556.8754712,18829407.6099164,18851322.2524286
795.694152832031,1.5410096,NA,NA,73995539.7026595,NA,NA
795.730041503906,1.8061337,854739.441638861,526963.052529325,810485.518978222,669864.639881953,2853671.14003659
796.502197265625,1.01684245,2959330.39744716,NA,NA,2851376.05742716,NA
796.519958496094,1.1099899,1787042.7563406,NA,NA,NA,NA
796.525787353516,1.2574771,7901099.13041962,7495311.62353818,7887116.4152314,1886197.03653544,7914394.878711
796.544006347656,1.0990472,5478086.86956375,NA,5501333.71825791,6168230.86392468,4403300.70612534
796.544189453125,0.95600097,6301480.41749925,6523974.78789044,6206381.88926562,7944785.32046598,1066045.86803536
796.586181640625,1.2847196,4125450.78101851,4027803.13094372,4496405.75314499,4640637.48947373,3894986.46204675
796.62255859375,1.2882858,6368503.53589501,6293898.12395383,6558415.54669652,5645827.77392981,6343016.62195912
796.65869140625,1.6675401,757985.504423696,569421.764306204,NA,750098.643531021,672355.199161102
796.670654296875,1.4691247,93007946.7086602,98720791.7789401,98303801.1241358,95163236.8482087,92815381.8917974
796.696929931641,1.5378247,18783850.305471,20502987.9701665,19365430.886943,19869787.1937431,NA
796.743255615234,1.8590946,5797765.172877,5625107.57180367,5766637.37368191,5542429.7318443,5529916.97698337
796.935974121094,1.9824904,NA,NA,1254050.18774822,1403686.0556183,NA
796.99072265625,1.7715303,718005.128654929,757712.870992196,819224.091602888,845881.248455041,920405.535640196
797.091247558594,0.74282884,905962.709594341,707139.382670465,763587.367585339,812435.313771306,893170.321258284
797.528472900391,1.2588119,3394063.96218337,3423268.15799362,3759047.75577862,4084594.33617582,4010683.10315261
797.546936035156,0.55242428,2797711.17516303,2757927.22870947,2895106.61921233,3000789.34141034,2964142.11790579
797.552642822266,1.3835596,1331042.24324072,1305289.9046448,1619189.33188856,1657723.6029239,1440897.16669448
797.588928222656,1.282531,46629018.356946,371331.613148957,463400.890009216,43349632.7112889,2529525.79708707
797.625427246094,1.2214804,3007990.31335969,NA,2785035.98654147,2814912.33420778,NA
797.631225585938,1.3616742,7959214.76573242,2715683.43119588,7732556.83663407,8233849.56418537,2781915.52200582
797.667602539062,1.7350052,12642665.5365797,1463473.67141013,1324885.64794172,1384777.47117742,1534860.97913625
797.673583984375,1.4707475,49649018.5716977,53252458.0579204,48627982.096927,49472831.3541319,50370398.8743981
797.700927734375,1.5367589,3373547.16789966,NA,NA,4098457.07915615,3521446.78479788
797.74609375,1.8590946,2643044.24147362,3050131.53105927,3067180.86577069,3115498.87486205,2984576.42628909
797.905090332031,1.9817684,NA,413231.107466952,NA,NA,NA
798.082580566406,0.65748186,463882.829100091,375733.876524664,NA,495889.818369721,NA
798.545120239258,1.28592855,2332732.06706832,358161.029761546,326608.340674594,426123.195686858,1967477.42999662
798.551391601562,0.55680138,423941.389471198,790698.35499186,1183413.54528031,NA,302201.627534487
798.593536376953,1.1143674,1071680.40748059,NA,NA,NA,NA
798.599487304688,1.1227668,NA,1021763.67540816,1108855.59189623,NA,1047220.06317774
798.605224609375,1.3706395,NA,8110449.96716353,7602399.34176415,NA,8197071.73193588
798.64208984375,1.346228,3194421.16153021,3310055.18378287,3114415.39300725,15199778.5942593,2901380.0069429
798.672241210938,1.7374447,439606.369574205,6538161.68492128,6391770.67219618,338621.243763022,6559527.86915958
798.683776855469,1.4906726,26058708.8783736,27217384.8628227,27080702.2660567,25991908.3628686,26506117.4285074
798.738891601562,1.7317136,627912.222556217,NA,396381.088749069,NA,NA
799.029846191406,1.80381015,904621.05937024,772087.517188103,577791.984934807,522354.025325693,546682.335910217
799.545532226562,1.2196293,18534249.9236926,19708423.6758264,18982169.4980066,19228026.8963243,19353932.0211914
799.555908203125,0.62903026,293126.053428977,96278.6341852151,76824.2804458471,183016.153625611,113410.280203266
799.563705444336,0.58512109,NA,301219.162766417,NA,285816.99607672,NA
799.606292724609,1.3723491,5146687.49472442,4384447.50701401,4267535.6738717,4460130.01188432,4988450.68982785
799.624267578125,1.704231,734714.229973336,NA,530627.713893234,568510.480119703,NA
799.642578125,1.3330967,3051959.56640605,4184695.83922256,2217241.96830244,2182679.37529276,3919525.65639394
799.673828125,1.3547537,23360033.6134157,22572424.8107949,22851152.4192285,23870016.5150902,23309712.894967
799.680267333984,1.9130955,NA,NA,NA,NA,2353873.00672752
799.684936523438,1.8036753,2281304.04282244,2330764.22189514,2175440.54003372,2485138.85870606,25704353.8873462
800.06120300293,0.607081725,309725.446096932,NA,268786.424089147,290753.231140085,278017.989518488
800.559997558594,1.36475995,12871389.7802869,12759780.6754789,12136269.441526,13528095.616836,12366773.292136
800.578491210938,0.87716159,NA,315771.509171698,NA,NA,NA
800.620483398438,1.3275544,5203947.49592363,4848303.62684569,5037191.8164839,4512153.87411787,4988583.51362719
800.626525878906,1.6977998,342401.02929518,NA,NA,NA,NA
800.657043457031,1.6050455,1537062.57001849,NA,1421396.20175798,NA,1516060.35677513
800.662780761719,1.4207651,63614417.3574659,62558343.8073011,63593618.4674093,62965108.541162,61780240.1452264
800.687530517578,1.8005375,13073722.8776328,1334799.11647804,12603097.6166588,1248432.45222557,1251437.55638302
800.699462890625,1.5260273,7285426.86571136,9638710.69448343,8841054.09891938,8057911.47973817,8722580.56175813
801.080352783203,0.64968381,NA,280788.756378989,NA,429711.2028605,NA
801.324462890625,0.65297838,NA,NA,337152.174551897,NA,NA
801.336181640625,0.64836314,NA,NA,NA,NA,416244.661065841
801.502868652344,1.6071962,474031.760306114,512508.384161058,990938.076474893,214512.819742313,273769.712552415
801.563842773438,1.29588345,6034194.49570556,NA,NA,6149221.73946093,486748.276192933
801.564331054688,1.2212517,NA,NA,NA,NA,6580047.63859256
801.624694824219,1.41412795,3945176.61213862,2634317.49301593,2079354.35866781,2339097.25290226,3886510.47170916
801.642883300781,1.7589446,2561753.50646402,2525923.088832,2334229.33983835,2497516.05790528,2626209.16165366
801.663604736328,1.51064295,1372513.33218678,29421184.8920615,1171803.88704035,1285612.95201002,1317488.25618895
801.687927246094,1.4753528,22152131.2728709,NA,23001624.2119281,22693964.2956878,NA
801.698059082031,1.8569061,19306661.5613263,20181642.7261298,19473615.9748279,20076144.838876,20525622.0676474
802.502624511719,1.12919279,126063.44163173,334650.46945362,348412.059264271,85664.9293631428,332855.121497321
802.539489746094,0.99605906,NA,8488559.86423547,8723703.40563316,NA,9217111.28610336
802.576019287109,1.40538225,11816295.9006767,12795822.3924951,11599885.4108051,11538815.7290522,11913312.9891152
802.594116210938,0.60494957,429503.633422419,567382.912652344,439747.806839994,423448.139833978,432660.343359521
802.636901855469,1.35383685,3545694.24794823,13323480.9278735,889473.710587697,832156.17000547,13139168.9551642
802.642944335938,1.7660872,1357937.46278086,1195702.59670739,1138805.36075979,1306816.40720674,1364567.50941975
802.6796875,1.4644101,73247335.5283651,75881859.1505145,74386853.0585499,75412840.9664328,74485844.7337845
802.703918457031,1.8547175,9784531.52195963,9880625.91329376,9550524.38882127,9867718.2377392,9657215.14053714
803.009338378906,1.81893895,558209.540137876,457137.765400054,412567.776775033,754604.113029798,378747.188016654
803.541442871094,0.99364159,3930806.36659889,NA,NA,3799283.04734382,4114636.84665494
803.57780456543,1.33989425,21390768.7429611,20997748.793484,5683185.40991101,5813141.81295845,5531261.38200245
803.595993041992,0.594925475,137514.91204449,NA,132457.946931173,210370.997728244,175833.700010938
803.599853515625,0.77101708,NA,NA,NA,789740.401502854,NA
803.638793945312,1.357297,7052419.05235247,1601121.38236153,1950820.78805616,1839798.54023897,2085665.04875747
803.644866943359,1.76332185,547650.543316124,407574.12529043,385969.657880532,504442.931699202,NA
803.657165527344,1.8233723,2005270.28936166,2192707.21979423,2004213.03476386,2064864.36816141,1979948.39410547
803.681762695312,1.4622216,36183288.3897908,37899803.109684,35584486.6368582,34877837.8513126,37260899.6045239
803.706115722656,1.8554647,2437967.6556983,2642366.59383328,2512908.1263781,2548546.07823038,2422332.87651038
804.103973388672,0.768000435,521196.194234173,700100.920968089,614131.635512001,628204.592106252,NA
804.557373046875,0.92301013,6617993.36178647,6714746.92375975,6510261.43618072,6858496.96691499,6501009.66567241
804.585571289062,0.69450487,1446372.68363949,1549799.31324901,1637965.60061655,1612584.8725306,1572869.72918742
804.592498779297,1.3408546,2589769.24959675,2307650.62119684,NA,17772722.6134822,17485300.266541
804.606475830078,0.5549573,933714.825782892,602131.324706944,594122.563173275,1287366.10858859,533286.622262831
804.611907958984,0.140173965,164979.523368534,129664.394705721,206539.382799993,207050.257669641,NA
804.627288818359,1.12962405,1493175.73845788,NA,1272412.70604923,NA,NA
804.636535644531,1.3266574,22199068.962079,21250750.1535999,20501999.4656021,20308180.5516924,20932696.0908478
804.660949707031,1.8255813,1004149.19485491,948537.263279251,890268.917618486,916110.941145894,NA
804.685974121094,1.4641821,9945906.58289461,9984591.06092108,NA,NA,10153375.201761
804.7099609375,1.7111818,NA,417832.383575085,423159.157018521,359325.199382952,NA
804.836059570312,0.66185231,NA,408420.4493195,NA,NA,NA
805.047119140625,1.8299584,2443967.11103653,2341000.20914035,2317299.91175563,2312764.25831775,2260247.36343525
805.087463378906,0.66616953,NA,881409.223917712,823393.569176873,809656.778192436,935792.836116265
805.556228637695,1.06194745,46318607.1789147,46278383.0990566,NA,NA,NA
805.562911987305,0.922889275,3490562.73372518,3459023.62448529,3517337.43717236,NA,3271609.44290625
805.593124389648,1.39973365,1997770.6001881,6718803.10285537,6899336.77779281,7443486.92199112,7014544.81507575
805.611389160156,0.496496675,259910.610685639,64583.9983214222,250096.190836995,565131.70525275,276925.677292864
805.61750793457,0.17086778,NA,70737.2161807207,NA,74063.0540379398,NA
805.641632080078,1.3287196,9797420.49022359,9235722.26535664,9411717.0649547,9773050.87356449,9245677.44002344
805.691284179688,1.4619929,NA,NA,NA,NA,2086917.42136087
805.715606689453,1.7021596,NA,NA,192985.958746804,NA,NA
806.052673339844,1.82222835,585406.529148301,485047.396503748,464735.130638695,224704.778398432,368170.770662458
806.575927734375,1.0223217,87163.2243958594,321714078.496243,326439014.924791,113616.658440316,339847289.728519
806.606735229492,1.3911565,14519454.1401358,13321473.4653308,13918196.3974033,14085974.9893232,14813734.0980737
806.649719238281,1.4403361,67986422.9068935,67750108.5578609,68626311.9215916,66518547.1817572,66399328.1047295
806.654113769531,1.3047716,8862934.97073822,NA,NA,NA,NA
806.692749023438,1.4751243,27152673.1282376,3089452.96448568,2780096.65352231,26369860.1309843,27040395.2662866
806.729583740234,1.8355146,664064.663382405,773329.635906797,726703.463913963,655478.852508491,684988.622347619
807.578979492188,1.0178029,757647.081336,173393918.993851,176633201.411462,170126650.711727,737832.101270625
807.603698730469,1.3592178,8144546.01717582,7879584.98610525,7419970.88210663,7700840.29327706,7832417.03884575
807.609924316406,1.4644101,12536492.9516185,14135161.0334497,13130423.758845,12586108.728881,13404993.5724064
807.640914916992,1.29927215,NA,13769580.187555,13939299.9587334,13958787.1811045,14380112.5714942
807.652954101562,1.4404625,34077154.6230663,35865221.1408697,35160076.6062796,35020078.3654029,34946923.3721857
807.695922851562,1.4753528,14847510.5464193,15536395.8222827,14758911.4901042,14418344.7491599,14828012.6219986
807.732666015625,1.7708472,1860237.73341476,1861647.7999293,1715594.03591365,1946917.43942881,1857560.35527567
808.333374023438,0.64215533,NA,565883.812236671,NA,NA,NA
808.516723632812,0.95459699,1916984.19985849,1738194.93586087,1915150.54054918,1789274.64248374,1956021.62850092
808.584106445312,1.1712696,77543634.6732944,923867.943794323,879060.028389782,81400119.6137018,78408111.8134838
808.590148925781,2.0122503,125511.758968189,99339.0164997342,363625.824918107,93279.3140934429,172646.021181866
808.6220703125,1.5632325,12345061.0736351,12291420.3693159,12069896.6815327,12028929.6412767,11823641.9185952
808.627075195312,1.4139314,NA,NA,NA,14564547.0311381,NA
808.670166015625,1.4469649,60295143.2902004,2204377.70833135,11344916.0427045,2375943.73296815,2415902.71187048
808.707336425781,1.5801753,11882190.2449629,11784254.3099623,11759125.078988,11511741.7300301,11859389.6858056
808.744506835938,1.8764423,1712322.07478625,1470557.44154987,1777554.41879034,1642102.89347334,1833726.28139911
808.834716796875,0.64301068,NA,NA,275239.901122359,NA,397767.956210661
809.517272949219,0.95897409,879911.353150076,948985.545668292,861470.979079566,845539.322989538,883906.135002601
809.590942382812,1.0642415,54033.1510042912,321178.825384831,102805.977627645,234212.978903239,282167.410182906
809.6279296875,1.5605651,6084650.30552812,5940911.96960345,5954697.26175093,5989271.87914641,6026788.82290643
809.665542602539,1.70538525,NA,2741875.26833468,2510471.0409008,2720575.48318017,2645641.17738928
809.671310424805,1.48399295,1275540.84468351,1533468.90874903,33551068.3137945,34065434.6814852,34247907.799059
809.708374023438,1.5804037,6384443.56230917,5759059.30442118,6160490.73399589,6362820.56728011,6340704.27609112
809.745498657227,1.83213675,1133280.01935038,1128762.36765417,4015890.29494643,1209746.11204505,4036334.92254032
810.531433105469,1.66849445,736870.437758458,1235566.39049065,668858.553890041,133740.733736567,1071409.02386025
810.562393188477,0.36143655,239816.29554142,226086.953037576,246603.799663212,245700.642872342,258569.785597424
810.599731445312,1.2969147,104192.610246964,1147666.0501561,606482221.593446,155427.341099079,186195.756918199
810.605712890625,0.78879167,555534.349026076,241469.008837015,247237.28601167,217099.203804943,276827.17767879
810.636840820312,1.5715078,NA,NA,NA,1993925.50377192,NA
810.686462402344,1.5169356,178676789.923285,171308588.555781,171159412.24806,192518750.637768,170354179.11723
810.756103515625,1.8787917,7012414.8082756,6837284.34656542,7469269.05155297,7231299.83336799,7231199.64663332
811.10791015625,0.611455595,582182.538469139,548155.788617343,581270.759265688,413812.270099217,510503.497852602
811.53076171875,1.0640305,431074.850328002,414568.889822205,379474.709887152,3334518.10898503,434421.369665365
811.535766601562,2.0145931,462293.832101178,78725.6251209433,498643.441960733,519407.318264514,529779.59167642
811.566772460938,0.350172705,161694.093145234,99984.5923467195,110778.946736,NA,128950.259224036
811.599395751953,0.716437765,1084514.97910163,1125975.05054385,102184.519882403,1029592.78242026,1165084.13659451
811.60986328125,1.1778353,109815489.470668,108304035.567786,103539102.706896,106492454.296275,107438359.173507
811.6474609375,1.5804037,NA,NA,586094.348029823,NA,NA
811.667190551758,1.31102605,17028404.0046968,16431255.5292855,NA,16413680.3456415,15700625.5644975
811.684753417969,1.8419813,2983909.50559135,3310931.32754597,3810590.85659381,3366738.53890726,2990689.6692103
811.690933227539,1.47107365,84303803.6816279,80247296.1194341,82008231.643899,81823015.3397521,89060252.8284906
811.759338378906,1.8809805,3679681.73051203,3913649.20726224,3915523.23980507,3826304.28810005,4218439.26686222
812.077606201172,0.647570155,462435.066881835,NA,465661.116836272,NA,NA
812.095870971679,0.714198445,1122493.52603981,1418184.51358346,NA,1019682.60027141,891933.442340454
812.099304199219,0.72301223,NA,NA,1043861.26705305,NA,NA
812.337585449219,0.668358275,NA,393701.585953008,436692.650823748,NA,NA
812.543930053711,1.3472515,NA,NA,9258208.60666727,10345856.3343758,NA
812.548278808594,1.2437034,9364075.38195151,9090890.06522174,13845924.4198706,6528876.81328199,8640889.91677166
812.583312988281,0.65310474,463340.582128828,NA,NA,NA,NA
812.589416503906,0.65055136,NA,NA,543873.440090279,456573.392767969,477401.864358825
812.602935791016,0.71632732,697331.207173055,735931.450332222,610730.87812203,NA,488140.335465395
812.610122680664,1.30268875,98931.7275184869,112260.307687957,86786340.8445675,95367.4399328321,104365.422089472
812.653930664062,1.5564558,12361800.7276387,11887441.6559222,11775926.5687033,11949143.6312481,12203447.4422044
812.677108764648,1.3081601,6501555.34716432,5721597.64653766,5703241.01327307,NA,6571543.37660298
812.684875488281,1.7686787,7686959.18082732,7534544.45864812,7574603.51347489,7811679.48227001,8084528.75302303
812.697601318359,1.5345703,160640231.207975,135953289.061314,138362691.137733,150029720.052635,141680429.517119
812.705062866211,1.4667674,NA,65080233.5048745,61340832.5594657,NA,NA
812.753295898438,1.7663499,NA,NA,NA,320703.062689572,NA
812.964904785156,1.775104,255492.554135624,NA,NA,422986.269879843,NA
813.08251953125,0.64398566,370618.37063433,325564.379667503,380960.114275811,414139.27746948,344610.596515676
813.550109863281,1.3507315,5024680.85187731,4816314.67177182,5181718.55484508,4560071.19843545,4422173.60631095
813.585510253906,0.69249856,1003048.91121834,NA,1051804.89820549,713268.02398751,NA
813.597351074219,0.67717206,NA,760097.513729107,NA,NA,NA
813.623382568359,1.2324232,34057748.591739,33957383.8786368,33851574.1757303,33686415.2101973,33875533.2681758
813.643371582031,1.7328165,2614067.28142408,2747588.33600676,2538470.71249974,2799653.17717964,2671202.58455822
813.662170410156,1.5541409,5857324.27774651,5676285.26948588,6345393.04921069,5861110.31118339,5631548.23896689
813.687072753906,1.4054458,537857740.967634,518991649.25504,508241607.668216,540253923.037226,539923138.961051
813.699584960938,1.8277699,27326003.1167979,27432313.4467665,26953460.8918926,27468658.1665311,27727753.484319
814.077514648438,0.67486423,507398.50693364,331755.704015893,439590.8700054,416118.208337395,406267.320331847
814.553527832031,1.81181565,2014404.40350511,1874466.12199312,1957707.46071023,2027460.6097162,1716789.86038177
814.559967041016,2.0580793,190010.668577987,791966.809768855,192940.040275418,NA,706040.208201517
814.566223144531,1.109635,NA,NA,NA,NA,1399629.19556457
814.576782226562,1.1078014,2046532.45290262,2690890.41191212,NA,2492762.70025893,NA
814.63525390625,1.2849487,57351926.9535902,56103639.7919558,56013094.2318299,55355152.6688239,56662630.494354
814.646789550781,1.7350052,1342988.24594951,1341447.15807274,1381976.72142609,1417954.21105617,1469351.97464588
814.672241210938,1.6420475,3203997.04991091,2930101.09706844,NA,3157491.76395346,3024487.19177502
814.690704345703,1.4055511,273966535.437742,118292.019917257,259243751.244083,272827222.369807,275125402.801834
814.703430175781,1.8277699,14374882.3054867,14638995.435506,13537820.8096166,14545446.0051575,15104601.5195181
814.716247558594,1.5738385,62592625.2614977,59039839.3686529,61177038.0993927,61105564.0159227,61808366.9056808
815.3447265625,0.65055136,NA,NA,NA,NA,626062.776596811
815.565521240234,2.10228415,140998.702910249,127959.659833301,96618.4286121326,70882.3840432914,136988.308373251
815.578125,1.1099899,1216857.45818316,1245851.83207659,NA,1320992.52333398,NA
815.581909179688,0.69222903,460654.314820992,658369.358918299,NA,582512.548305577,NA
815.640563964844,1.2896632,28849257.6235184,619180.223286207,528419.107937226,849442.619929239,853840.138811042
815.644165039062,1.7686787,589749.987732727,NA,NA,NA,NA
815.659271240234,1.7992983,4479017.439741,4540508.86159027,4451677.6612736,4222684.49990626,4442204.12502989
815.703155517578,1.4852995,82736800.6062437,85038369.6329489,83485886.3501747,85552915.0326883,85468688.7884221
815.715393066406,1.8780787,19588435.9099961,19793306.5750606,19236634.7163038,19376835.7300695,19225110.8460877
815.838287353516,0.661661125,NA,NA,549946.599239043,588898.705825241,NA
815.844116210938,0.655107515,NA,615384.520844039,NA,NA,572688.191718261
816.087219238281,0.65966369,NA,418158.584752246,NA,NA,NA
816.55419921875,1.0139051,NA,4706562.10572264,NA,NA,NA
816.579528808594,1.85933645,1214621.07055547,609869.474205911,438015.738233197,661397.504698385,261344.507915133
816.589996337891,1.12965885,1502510.15552034,664452.575082592,NA,2439732.23588971,704485.392449957
816.629089355469,1.08579,5801224.41870018,6457463.80602028,6676630.17916444,5984018.9880543,5985171.4443136
816.641860961914,1.2850117,7191175.65650973,NA,6934736.63751638,6560646.37730044,7084126.53018309
816.645874023438,0.72751527,1892109.20019874,2021241.63491125,2055809.72734342,1945649.02951475,1947019.99876271
816.660583496094,1.7971299,2648818.81947849,2527068.35367783,2405648.24557686,2597479.12943564,2799651.26195902
816.681030273438,1.651005,682130.489546345,NA,NA,NA,NA
816.705169677734,1.5146056,50533244.4667425,53585643.2834783,56562407.4837053,53609512.3510784,NA
816.717041015625,1.8788102,10621696.4251086,9762137.92757307,10150619.7040114,10419400.3526248,9798206.37915383
817.475433349609,0.75158966,376881.027830553,236047.10410598,538482.22641292,525529.329822112,392745.515274024
817.582275390625,2.04851555,164766.165803795,536366.764833822,126594.388615511,548503.370340903,175598.468907141
817.632263183594,1.0877495,2958446.05042725,2640860.94028246,2933340.56670534,3102100.20224466,2926422.9424186
817.649536132812,0.696812665,772922.826625294,NA,740651.15792126,553809.652235221,732949.17238624
817.657440185547,1.40001675,2342130.97228941,34405619.5042016,34913920.3329135,35953599.608066,35413004.2136697
817.670013427734,1.84789415,NA,2764409.27671528,2467764.34859292,2608732.31216485,2768436.70994615
817.700698852539,1.40848785,NA,NA,2595446.44886437,NA,2233834.73129521
817.720397949219,1.561044,2276265.53000718,2705111.01758264,2602619.17555568,2314830.03296582,39723563.7167896
818.480163574219,0.56966974,129910.986650826,50373.3333840651,NA,168029.744801084,161443.81382824
818.568237304688,1.1184767,806316.22250341,747192.646917647,899699.361971882,809284.664484911,889246.308312755
818.593475341797,1.3592178,2555894.86562653,2698089.44591166,910882.405244766,2542596.60205327,2611505.84808539
818.599792480469,0.70111468,1864833.96242398,1919095.27950785,1637278.88002127,1556037.71318991,1696366.99477248
818.60595703125,1.2108752,1401402.2580839,1495898.75712901,1801281.92086632,NA,NA
818.624389648438,0.59620181,422541.266034723,456842.183751814,399756.239234171,325219.245421155,400380.165345231
818.643920898438,1.1712696,34185197.1206203,35649412.4235438,35018967.7938928,34583870.9809497,34551385.7668827
818.650177001953,1.3766395,30562020.3511004,29624331.8672681,30703294.4368649,31785136.0192425,28493543.4904805
818.675170898438,1.8438889,912341.97923892,1102009.13778389,990243.113352702,1124096.43851395,928159.400892235
818.725509643555,1.64905155,1794151.71652334,1752601.50152738,1797695.60423255,1753714.99360636,1708774.32599103
818.977203369141,1.75949315,1085050.60465954,74190.212635448,1164754.98948052,2294574.8587184,79491.1827057376
818.982482910156,1.803945,1116426.35921581,2317557.25013549,1960506.16840031,131887.673694557,NA
819.10791015625,0.74501743,1016726.36898797,802484.250109107,1118306.93273697,874703.108139101,1174038.64479114
819.338500976562,0.63984708,NA,NA,655986.47590645,NA,NA
819.342956542969,0.670474975,686834.498402387,786090.759417316,NA,601127.9053534,780393.351647992
819.574829101562,1.2872632,6362672.52753985,NA,NA,NA,NA
819.586181640625,0.68373778,NA,941664.325309167,NA,NA,NA
819.595306396484,0.679122055,1338818.40361803,NA,1432558.78725087,1260164.52325688,1210467.60678805
819.600158691406,1.589368,1315579.49189353,1749064.58837354,205152.682721613,1585339.10458191,982690.381849522
819.630889892578,0.57972155,127639.483924356,129826.533530648,138177.207819107,NA,269600.770090038
819.644287109375,1.1972647,17272023.3287999,17336305.9316805,17308785.8844857,16951577.0205578,17796229.5400577
819.65673828125,1.3766395,12736576.7551129,12668879.4946198,12541531.1578807,13380847.5402563,12157690.7719378
819.694519042969,1.434108,NA,1448418.16912491,NA,NA,NA
819.726257324219,1.558518,4486306.37361291,4514785.95213412,4756692.39688998,4599104.68200995,4472241.65638163
819.732238769531,1.7350052,1033294.3079445,1023837.21039354,1010412.2447688,1069258.87907009,1021551.67164152
819.84326171875,0.63984708,430544.424738939,385665.476444627,445087.956300989,349975.177556759,352355.259008424
820.089660644531,0.65182803,632634.872831318,468001.431133761,NA,554561.522024492,612388.064606087
820.095397949219,0.68142981,NA,NA,587274.865627196,NA,NA
820.5966796875,0.68799551,NA,429965.583540474,511145.185010224,NA,464227.405579324
820.602294921875,1.64551465,185593.072077514,169318.939940853,634621.760631658,846054.787977635,873667.668634165
820.62744140625,1.2984174,12421140.156514,12023827.831273,11825056.9317372,12238007.0048547,11923224.768113
820.665466308594,1.48964155,43792243.9192502,7281658.33010813,7138926.87311325,8191960.48260336,43817966.4133073
820.708831787109,1.52349345,42818882.9726934,41923277.3731245,NA,40964729.7150752,41360784.9875278
820.709274291992,1.44573655,NA,NA,40398001.0833102,8131319.78839781,NA
820.741394042969,1.84973005,1675708.55349381,2018222.81742516,1609662.21284231,1919699.11369288,1532776.69444449
820.981018066406,1.98686735,NA,NA,2029492.89992975,2282045.78622098,NA
821.025329589844,1.9969736,NA,NA,1137425.25079455,NA,NA
821.34716796875,0.61344084,783679.980883867,833790.762957124,804433.846091158,747393.164224832,803185.615538445
821.530731201172,1.2234403,NA,NA,NA,NA,2634895.83095691
821.593872070312,0.72094301,605698.097939447,636516.112575402,642803.592174944,438805.967714798,707565.832559845
821.6064453125,0.421697335,NA,248218.568900685,138382.569888576,283452.333495488,NA
821.631469726562,1.2960174,4567144.40703928,4417718.38575478,4439964.36737475,4105544.74604474,4815787.9207576
821.657287597656,1.3547537,11451962.7109301,12006314.1522564,11132814.6906748,11568417.6735797,11652058.8150513
821.669708251953,1.58393575,881030.212078829,809602.800803485,755857.598625305,855934.645519313,817349.665184062
821.707458496094,1.5235013,22652371.7056818,23278160.0366392,24189546.4060413,23754378.0652803,23617927.0829756
