"mz","rt","peaktable_1_c6fb17d91318cbba3e1bac33fd03d3db intensity","peaktable_2_e5403b7645c2614ca60f49306234eec1 intensity","peaktable_3_a3c0385ce2f62dbf8e35264cf2ef93af intensity","peaktable_4_68caf61b8706e9080f378cf2753f1697 intensity","peaktable_5_70b2632776666e849be07047c1ac9d25 intensity"
223.156578063965,0.69893818,3177450.68566055,3132730.11344948,3108510.54346583,2697097.79754685,2918820.04328617
223.173126220703,1.1862346,3517721.52834717,14398180.2250319,12662829.0812312,13611654.5388214,14175990.4093753
223.179637908935,1.42962525,2810242.89252315,1580640.87939647,2130969.54053483,3875875.4786989,6765564.24228871
223.186996459961,1.9051686,1009842.96648445,3280933.06654199,1501831.01556848,4713915.77647471,1627498.18860736
223.217239379883,1.7329335,147971.258438695,390922.919362148,398641.713933377,257901.121561466,294493.686129142
224.025955200195,1.8013666,321554.402984906,577954.028632522,564983.999691153,745853.528180929,757566.727806283
224.051162719727,2.13214845,70668.0743011054,73375.0419963007,80637.7046821557,80934.4623161485,129494.221543967
224.088073730469,2.11591525,154854.506311582,167571.478981317,154917.505222593,200219.616488373,179428.793156122
224.12858581543,2.0800952,57004.0815366566,84143.0859701505,126808.775698703,111313.216719205,79753.7833841773
225.030044555664,0.13825131,NA,40033.0684653443,NA,61797.1588514797,47867.4129055184
225.072708129883,2.150398,104913.240225697,106650.509326523,161748.608527687,103314.459244498,97545.9791523746
225.108963012695,0.77347509,967760.394389049,872369.148392138,746420.943457485,898682.269724695,1274687.53016854
225.145248413086,2.0322154,NA,115428.158634311,117743.855266734,122215.500917613,NA
225.196907043457,1.314074045,139188.039427204,104699.746106507,131473.670912879,148640.157235038,118043.970926217
225.233062744141,1.9568851,NA,382165.952421539,473829.204603702,NA,425325.016680257
226.012344360352,1.92668235,448569.102979473,433682.311713562,373918.810085133,490275.719327438,273637.169567941
226.022804260254,1.99006085,388929.632707805,368921.212818374,403429.340353302,261457.844566195,346391.527168606
226.048355102539,1.271397005,338703.771946032,348887.915086958,321075.396104731,368059.244357296,321605.77317604
226.084838867188,0.48458562,69830.8639582606,67790.6919823907,246166.47648207,68443.3813343282,61327.1198583932
226.110206604004,0.457701525,100978.151677727,179869.887032987,110629.674900788,298968.315761074,156171.543169629
226.21720123291,2.0224916,61992.9154151291,58234.6168938744,102434.855542497,260764.356191744,99741.1554047665
226.988128662109,1.6136517,1776943.91176526,1192039.91244632,2512094.6056906,7150002.78488475,7559359.7312252
227.106567382812,0.509619115,235133.782450469,246053.337068779,542278.445939742,249215.468724415,211606.965153881
227.112113952637,2.0913066,81787.9366210258,51072.340164023,87938.0319264666,NA,NA
227.991943359375,1.9969922,308182.247216567,371699.708028655,NA,NA,372798.611690835
228.022445678711,1.46122515,1058689.04010989,234913.985433355,107430.720354465,661370.294215455,196543.628162112
228.196060180664,0.635458005,NA,239020.189007557,194509.509410142,174754.063751793,244634.344258383
228.232452392578,0.523916495,193011.797892043,204764.99234505,210998.012135599,233184.107058612,230454.373641189
228.97184753418,2.10153565,110338.64814859,89277.0193584257,173400.461022068,86682.040581624,104110.494074743
229.141204833984,0.960971085,414165.306623976,385036.873000584,812955.478796028,871896.306877313,593335.985721019
230.248428344727,0.53805666,63608.0481981168,60679.5238565037,44701.1107476865,84209.2112137084,90189.0960012239
231.120223999023,0.67486423,116684.291133145,115855.057488848,106459.015982868,337245.451525241,166736.598534772
233.0791015625,2.023193,154337.48920387,109831.852254565,97716.5198656577,55873.5180386306,110831.809713841
233.093444824219,1.86585725,424970.511515612,386627.4685999,399983.971655953,435470.933514921,421746.848279029
233.18994140625,0.49648445,77849.6424714728,120587.760561835,86410.3213443132,111861.985050893,146742.574426806
233.915153503418,2.0656984,234337.95306947,207209.444900941,172757.05710789,333298.174215708,174487.703631943
234.18522644043,1.27577413,74269.2730278721,80839.2216688539,96760.4424043128,98150.6689993649,88061.5024730918
235.913650512695,2.0672325,205243.487479172,172490.538459222,139544.505726236,272083.624654445,142484.460105257
236.167793273926,2.15908485,60728.9608857713,NA,NA,NA,60430.6863974793
236.237884521484,1.9313357,234862.011846772,NA,NA,NA,NA
237.0302734375,0.31942144,84567.8162364082,127492.762652194,69537.6617164431,97991.7671409117,71219.4927481002
237.083129882812,1.61494085,50155.7739516084,223265.928193564,292179.257752365,265009.958452265,291010.239732897
237.100830078125,2.0279601,158488.42695648,148243.43359088,NA,NA,105434.424804058
237.138000488281,1.8054816,636906.294987445,471933.853894381,670653.96675325,760031.397928945,689506.852929141
237.185081481934,2.07587955,101849.891161462,74974.8140436418,NA,77863.7759044462,86034.479448545
237.233039855957,1.73644325,87696.4663119932,46033.0309631687,83469.8837551621,192128.057130125,55956.2749508748
238.027557373047,0.19824859,NA,77986.7239932246,124414.687806676,216552.981209723,100539.271836509
239.048950195312,1.9811382,NA,NA,NA,291410.923652227,NA
239.070861816406,0.50584959,122200.071576355,180688.370367064,478018.304625117,119503.849530975,247321.795869912
239.106643676758,1.71742925,106812.01383165,780467.721909678,372061.808309182,173991.848439539,276874.914288424
239.149276733398,2.0989409,295826.824262111,290820.977963109,291307.743899836,319120.398993972,286819.469586258
240.028228759766,0.513374935,625850.753265523,467330.386370114,458499.974551104,478829.201693163,447293.834682915
240.066146850586,0.44832591,347401.457805935,446325.895174453,394450.153822912,333264.379642998,419606.924231016
240.073120117188,2.0803638,NA,NA,83492.3015346452,NA,NA
240.18098449707,0.38710964,145585.365360376,141035.44835735,139666.169195362,155810.863981833,146561.270410623
240.232879638672,1.6512469,504228.51979138,182646.42959987,346071.611934685,282246.35557998,223650.139983001
241.025608062744,0.417244285,457243.629136418,459954.425860588,466253.057774321,762989.19173804,535725.216025915
241.036483764648,1.6379208,466396.010751558,621430.80319265,324701.73101291,411458.923372999,1301234.86396313
241.049621582031,1.472020655,1015133.53560256,1565669.14097231,1609338.00691955,809421.09720574,862445.003407417
241.086059570312,0.68373778,5976643.35480037,5632851.89269612,5351135.68102868,5485080.66177375,7417372.47621448
241.093727111816,0.39175524,110612.454547337,136552.064794151,210105.8215412,158129.572611485,93412.1018514943
241.122848510742,1.3640739,6986238.14446535,7084191.26928826,6842113.09592514,1123068.64594078,4632597.08616729
241.129920959473,2.2115392,NA,55445.2235040062,NA,NA,NA
241.184219360352,0.0517662735,35641.9031012104,NA,NA,NA,39165.15601709
241.324996948242,2.0772562,86432.8543416946,NA,63861.9618615945,NA,64257.0776724611
242.023834228516,0.460376595,162732.382675793,171006.38240202,192035.298042377,186052.50800366,166969.006817126
242.053161621094,2.0979264,128148.969597967,107975.091872198,124806.523260955,126576.481405687,116664.062427232
242.083465576172,2.0825922,87621.6036902021,115072.015664982,202071.911885912,97551.7517738321,100665.067263052
242.08952331543,1.1408411,1129644.94102503,714933.800014857,1033954.28052004,1066562.30896212,1231551.90825302
242.125946044922,0.95459699,823893.147487862,771221.122596942,240433.140529573,112911.386390229,82364.064506179
242.2119140625,0.127096725,59953.0127522294,57805.6171983241,NA,49284.156341906,90443.0781524036
242.284790039062,0.46695129,157572.427701064,184730.434438615,153670.677590487,156407.71531565,128828.049326104
243.082473754883,2.0735296,204857.651160835,80203.1959764936,111181.800561713,178098.071021854,187067.707992845
243.091621398925,2.0693067,168982.470309369,164723.118226057,172901.238801656,156886.123646953,101515.986194226
243.119110107422,0.55216137,330254.232893422,300082.422417145,332148.091794929,309142.139685184,296209.444144679
243.128387451172,2.045387,82820.691576381,NA,NA,NA,NA
244.10343170166,2.0306816,275383.188987417,286132.658324067,316556.52086965,60228.7533268298,301471.195504741
244.121856689453,2.06506395,79000.2359458841,NA,79125.9298404555,NA,NA
244.139770507812,1.37449415,724590.016900871,1304967.71991141,1133087.33909306,1655639.08947919,1424584.19600728
244.175674438477,2.026919,156319.965192732,200387.045893354,227146.604677059,188157.552549405,165897.604401022
244.932647705078,2.0562162,84056.6927071463,52271.2315086759,126068.928756688,64927.4509612906,42136.1157314738
244.953830718994,1.83859605,NA,NA,NA,4712867.48490338,13409023.8576664
244.954650878906,1.8202455,384452.341720202,133799.671848341,4911820.17714449,13620271.2522157,6263035.66445887
245.07884979248,0.658390375,NA,177242.533408372,NA,NA,160214.50725887
245.079330444336,0.50961602,308903.740769758,285571.647201464,199525.769284181,262080.102999172,260420.367462841
245.099925994873,0.640822125,128644.897849761,280588.449543675,148829.676235131,110254.172376863,142685.051681648
245.11540222168,2.0494556,94407.6907235138,559387.148395393,512739.546145852,102193.058505288,544295.570638558
245.135986328125,0.37518409,NA,NA,NA,NA,81707.1171437866
245.142181396484,2.0344442,862043.994219844,777666.297743942,809501.693985167,777826.106501251,757717.009990197
245.957939147949,1.9855153,475068.741918445,390695.35552289,NA,487163.175347905,NA
245.966339111328,0.47801993,124454.50153078,101437.11873365,146837.152571157,183613.319565754,109398.400726382
246.137313842773,2.0331957,851992.70783339,857553.769799367,823364.108758382,834133.1153108,88047.2564419659
246.143508911133,2.0300269,NA,NA,104117.953006442,NA,NA
246.951431274414,1.8613977,3689270.94088866,2311353.22360397,1520124.08970806,2221712.81272392,2159185.46190868
247.003967285156,1.5961433,158695.870288139,191531.602016844,134922.363023251,162367.794195843,142009.5140156
247.00414276123,0.902025715,547729.105822465,527310.245351983,274442.58863935,515575.913497389,526899.437038972
247.050880432129,1.93132645,637567.312088414,561616.930512584,579506.887876078,293803.700507648,554960.464674563
247.928726196289,1.9612622,739623.535114285,600586.566248249,557640.055669899,640781.83147301,712608.468600163
247.9296875,1.7586795,NA,NA,NA,NA,233605.713393973
248.005249023438,2.0103299,144929.686511114,NA,233116.361467512,NA,219876.186100091
248.202423095703,2.1241891,NA,NA,NA,NA,61921.3786206882
249.002014160156,2.0058424,NA,261707.505459667,NA,295061.91005434,257636.072615339
249.109603881836,2.0275701,NA,NA,NA,69053.4078293386,NA
250.178268432618,0.64950474,NA,NA,NA,216826.95319069,217554.049714072
250.941650390625,2.05803875,526556.976799827,452641.53482908,81363.5122988441,105886.256954534,50500.5332205445
250.949668884278,2.00538995,511750.273236727,571116.509450739,330168.503737794,541217.716047501,488073.038136578
251.046768188477,0.377863765,338076.773106191,293011.166793259,156932.193749801,196218.264169365,228663.727015655
251.200592041016,0.47145434,107385.254620413,87348.6575485049,148709.157701144,60452.0391055348,50111.8003634836
252.020065307617,0.65516686,326806.848678955,146850.063762236,274260.789543795,429892.974855211,183749.032530516
252.939682006836,2.05074485,501072.288915429,67431.0722184012,109868.492635066,100848.816243873,135483.377248642
254.823425292969,1.9132932,NA,NA,NA,436805.228943585,NA
254.997161865234,0.25703279,102263.731340461,103308.75975759,101104.600807336,158670.651973631,105736.32462361
255.033248901367,2.2133924,NA,NA,NA,58242.8392158214,NA
255.981460571289,0.21563373,55464.3182363319,41478.8746385936,79203.8609876376,58452.0783398409,63241.0255504274
256.176147460938,2.1482093,73524.4683355007,88871.8372931892,37210.9254219403,NA,74566.2525804891
256.821197509766,1.9511286,516991.964227615,477336.761017478,NA,512185.88992819,NA
256.965942382812,0.43855981,283328.543383617,150507.769300605,101654.88336924,183640.293988096,285009.451228231
257.135803222656,1.072690763,NA,55478.6358321513,34916.830449003,47021.5334616773,NA
258.101959228516,1.76859855,664961.105602712,780324.096098346,406314.104222767,637752.691803352,437428.822081335
258.11865234375,0.146341241,59934.9264547328,49382.3433927918,NA,NA,83530.1506340288
258.137603759766,1.7995676,1693656.04792275,408593.078853037,408769.150693127,861582.855618894,404472.581928905
258.279022216797,0.24846226,NA,NA,100330.550567853,NA,NA
259.065155029297,1.7543024,416065.339003417,405054.115660874,414884.919309915,408320.68155511,378427.116934219
259.096496582031,0.63997346,99297.8411795573,195548.702989325,249643.090427201,261729.977016307,204264.899451798
259.104309082031,2.0498455,118662.311563095,105114.553012886,121679.109932553,95194.7088636281,96849.6820427458
259.115509033203,0.75569722,211889.072282131,236317.745052703,197344.353003311,327915.857190257,170211.296234551
259.133438110352,2.0563297,233352.752686303,236325.560279408,258450.720590782,227905.627377715,251679.870744773
259.141326904297,2.0013698,133093.240739049,NA,NA,NA,NA
259.152465820312,2.0147879,210445.314974527,115577.094377186,116329.468525542,141033.920768007,125719.92128454
260.002212524414,2.06274115,92049.2860549516,95380.1335666377,NA,92783.69264323,88470.7043477174
260.057052612304,2.0563097,107678.405798179,NA,111054.62374902,NA,NA
260.080993652344,0.951079095,314694.303683939,350093.102552338,797832.669275959,429289.01468498,222278.972678797
260.117095947266,1.8054816,17136756.9053137,5099001.3783394,8168286.89230725,5612118.63054448,5898540.37645652
260.126037597656,2.045347,169397.671966758,NA,116988.952692123,128419.206453838,NA
260.153137207031,1.70081425,5523351.57387789,5402987.25835725,8534801.74248695,5035155.0698085,5343538.60563713
260.154151916503,1.11042317,87332.1288428721,NA,133788.641565716,16130317.6331453,NA
260.92626953125,0.12932941,244606.426605661,75261.1594714829,96329.227329886,95608.6444059963,294491.633589609
261.084175109863,2.04413845,96602.5016176583,NA,NA,99596.6916441955,NA
261.120971679688,1.8321265,274946.398326847,1621295.22876914,1653297.89565807,921993.786011204,1710455.3913894
261.131164550781,1.1162882,2940537.91226026,3613212.2058746,737754.496943301,776408.122340363,796741.743451064
261.1572265625,1.6346378,356993.06782743,1926400.12072204,536008.718971703,414279.687650993,234056.625804256
261.997505187989,1.331582555,93040.1303508866,61460.1727160643,77742.9526663777,178345.410301068,191659.574158741
262.134155273438,0.90307152,230503.061041464,118863.192527392,133785.309878872,231156.631166222,164745.341364337
262.150115966797,2.0028449,369467.254424871,304754.519856528,607279.676899207,377132.817925112,347810.701326247
262.217315673828,2.0541012,100783.812412536,46432.6168509158,69826.0808299477,108032.954999035,75868.8116808688
262.253219604492,2.1344779,54579.4945331433,97763.7564216446,50647.5530291374,59357.3822169806,104414.601590306
262.924224853516,2.0735296,71410.3125605017,78395.7720652039,71676.7680793065,75035.0375719728,238422.986713466
262.9814453125,1.2707152,3954769.76213794,3091265.079267,3983071.64214264,3677027.02229344,4392179.80553606
263.018096923828,2.007222,NA,NA,NA,NA,249025.112664492
263.031799316406,0.49102526,127383.495031726,193557.653093748,198757.500850928,154606.712445707,192311.416503672
263.17041015625,1.8111441,1062664.55132426,1116193.96516996,1010017.65380949,1002863.2278668,1229875.59207206
263.984771728516,1.8056129,565085.100774699,270273.653145471,674745.110334327,165518.111043905,517551.412966147
264.110290527344,2.0159762,391208.833596212,334632.67575433,383779.102180274,347025.428799011,365909.263878256
264.147155761719,2.0166275,278853.450765633,343292.783733867,326010.791239629,293521.919874163,290683.931545256
264.172485351562,2.0122503,162305.05933589,210701.071070505,150764.157985531,192751.61502378,197420.422242481
264.196044921875,0.03437814,NA,43558.3193304094,NA,NA,NA
264.268341064453,1.42281965,6269040.48203176,6164679.29970768,5507037.80093211,5891150.4506951,6898482.06442235
264.269317626953,1.8897344,1766906.06089516,66346.617694064,2284331.29778151,2156944.45495077,NA
265.167633056641,2.0153618,152346.439199596,141033.008978339,NA,144579.215573631,135891.532626608
265.271911621094,1.4315819,5319270.03746325,6946388.92962319,4913084.09131818,4920480.19960686,5238063.48548662
266.988410949707,1.78521745,382773.975632107,223475.205711023,514652.913801492,206960.607715172,370768.248445619
266.989440917969,1.9336201,NA,386949.980691514,NA,332515.92065522,NA
267.048095703125,2.2158794,76478.9453466302,76676.7142180499,67758.7398560949,NA,71508.2319936859
267.968719482422,0.62210016,100536.879070196,126064.735141444,97958.1242458744,150392.367042895,84511.2347289783
268.263397216797,0.64422418,96001.8757770386,92544.222795272,91517.8075601345,91467.090016504,116618.78982155
268.264495849609,1.383679405,NA,38845.5493265223,NA,NA,162057.027119085
268.714508056641,1.9970882,658827.345222398,658518.511104165,NA,NA,528976.531670872
268.915557861328,1.75730325,207197.537223574,455729.057007353,421889.409638039,546768.926284243,482829.495206554
268.998489379883,1.1558236,17394426.781554,6792624.14409255,16326089.344554,9089378.45736927,17262111.0358886
269.00562286377,0.819170685,188309.447388086,382788.185544031,196606.12317724,330763.434033144,901764.868666366
269.279357910156,1.9970882,751836.501470227,634053.362874519,NA,NA,659360.479850309
269.966186523438,2.0487105,94860.4196958684,102474.89218634,85362.7250353271,105194.928541207,120336.997427395
270.001892089844,1.11757815,629934.851513626,351376.020064725,791141.176418773,782656.715763305,271238.760484603
271.003372192383,1.6749313,63050.7902946563,90293.2415255893,947438.618166024,102603.573519928,1068641.96031816
271.050506591797,1.589284,400826.579749875,307232.457754188,316989.15199175,1749248.35353319,1752175.84878525
271.152313232422,0.60276431,197769.164197298,199870.074139179,210048.780302518,257999.238525887,173837.07670637
271.188262939453,1.7886248,656591.172777411,133564.764225999,636255.741609633,535461.504567467,557993.77145815
271.964859008789,2.05803875,174631.510846939,NA,NA,NA,142229.330867309
271.972778320312,1.8341951,1647177.54327755,1929595.45583006,1724060.00833912,2198199.4501381,1652457.26041875
273.167282104492,1.1195275,994604.937831736,2068738.92072122,2178829.55458649,2103032.0956284,2004018.16929307
274.027282714844,2.16296895,NA,75332.2642332655,70289.7817407921,NA,NA
274.170989990234,2.0268251,160195.985738533,96383.3237851248,83458.857042927,238910.509992306,87889.1501719008
274.910469055176,2.04053035,83840.8408810257,NA,NA,52841.7169703169,95337.8293136725
275.145935058594,2.1886689,NA,NA,NA,38496.7827437926,45284.4808408735
276.232147216797,0.40899513,125594.915137588,144650.862992244,125943.728215795,139824.652221118,90817.6071650607
277.105407714844,2.1470097,95452.8462721058,99514.419268274,118813.208288079,53031.2603805058,97514.0045585599
277.132659912109,2.00110235,153336.159978375,311708.704391977,416019.844039372,497174.726988536,598119.725892525
277.168609619141,1.8251786,640896.065883658,744444.402556053,771929.36822271,815286.675481877,599576.571079124
277.177276611328,2.007222,NA,NA,NA,NA,216637.294580884
277.216888427734,0.58061254,173663.941847627,148740.308652563,108980.203442179,82872.4028449301,132326.635729584
278.164581298828,2.0181648,178982.255141958,177226.140135551,165718.861855381,192477.350499804,198198.891555142
278.248046875,2.1392085,77356.5758035515,NA,NA,61816.1152395553,NA
278.868240356445,1.9397811,426991.821120399,505132.137699045,NA,494412.006123679,453243.015397291
278.971984863281,1.27640023,192554.221848808,175572.328793801,196564.621260423,180517.879471161,202478.104288703
279.032653808594,2.04978485,NA,103537.791181828,94551.3804591362,NA,NA
279.093383789062,1.6074759,643919.708136701,475703.342207438,492882.991914259,907859.476632937,596129.257275139
279.112121582031,2.0137877,211306.421939669,247038.086339501,224011.791725297,300598.395710228,253235.345577885
279.1484375,1.655624,877248.528752106,3217164.561471,3194736.75236728,2644314.49581282,991331.073390419
279.184753417969,1.8404984,2667538.65209273,1613086.96863534,479799.544379646,517723.46765814,339400.820981653
279.232299804688,0.503125335,99887.4036748216,101239.559854277,106288.060287698,115205.044617623,109987.007593563
279.970153808594,0.0429967975,NA,NA,NA,66505.1343503016,53052.6606524062
280.097198486328,0.492242195,163219.430004884,195044.471871981,108859.138284412,113138.332975041,139681.660544061
280.151351928711,1.99813445,389845.113428529,340959.551676317,252845.002924165,310901.398491351,290658.038843638
280.187835693359,2.0050335,283039.751093345,NA,345295.755061258,287225.454080539,312244.989655041
280.264617919922,0.21326181,NA,NA,NA,84991.4259160218,NA
280.865676879882,1.9408183,NA,540315.368621534,462867.802049931,444383.89886426,473771.464593937
280.95475769043,1.61370665,360208.458200535,175399.976868779,155487.684532149,400444.088723714,457237.033685212
281.02815246582,2.01914505,NA,173327.501746726,176086.909811746,NA,NA
281.029357910156,1.9964587,108942.581821832,110582.203549861,90297.1203052968,95615.8383260349,104385.274129341
281.842956542969,1.9400898,379517.317398774,NA,NA,NA,NA
281.952178955078,1.6225538,378337.172728468,375498.498636892,362931.58763617,433935.447145868,399693.928731453
