"mz","rt","peaktable_1_cd50ccb78452ec991ae0713c06eaa2e2 intensity","peaktable_2_1ce76f90ceb7b6eb61e97d80bf2b2758 intensity","peaktable_3_97941a35a927156f25f13ad8bbe6abfe intensity","peaktable_4_bc2c8b6bf21ec6153e480103a3c1b008 intensity","peaktable_5_b6fd2837c88205e51932742f87fa108c intensity"
855.708251953125,1.5943354,1011967.00869787,501699.655198828,948140.528197163,823392.082374137,779597.287629399
855.747131347656,1.603059,4225337.44405688,2635507.80513618,4832597.30093324,2463256.82302744,4960010.0779081
855.871032714844,0.66403122,1456328.23445039,1312916.68421233,1237786.18346588,1286548.23313467,1431337.63584417
856.120178222656,0.66828073,1465016.41290222,1366125.41979548,1445388.6295192,1387491.00296295,1484020.79667975
856.366394042969,0.64098128,784406.601468229,NA,563897.354918475,NA,685510.482671843
856.618133544922,0.682570475,NA,775465.569605561,NA,NA,685749.366819033
856.631103515625,0.70226054,1310463.89135614,NA,1180886.31584681,1336352.70533469,NA
856.642395019531,0.75144653,NA,NA,NA,NA,1073300.46598027
856.692504882812,1.8269224,4573258.95987375,3795292.75196578,3862629.2930802,4227042.56989247,4220967.78070623
856.751098632812,1.5899858,2537790.6597188,1166425.6577418,1295507.30601638,2531108.41222468,3097672.14195047
857.629943847656,0.66184264,NA,859879.980910516,NA,NA,NA
857.725570678711,1.64672145,NA,NA,1286775.96740953,NA,1224282.80970417
857.759399414062,1.8969562,90285973.8298553,86990537.4751663,93814791.1006074,93031711.8103303,87891478.3523265
857.763671875,1.6709345,NA,NA,NA,1012045.65817209,NA
858.622711181641,0.6728069,879494.686743386,800481.907217721,NA,NA,NA
858.727905273438,1.6609101,767224.634494739,NA,NA,NA,NA
858.761505126953,1.77799375,NA,1445980.0706551,NA,NA,1905714.59300587
858.763885498047,1.92236705,31193188.3441532,30405332.2414095,33399406.5808072,32803123.8893939,569599.354523206
859.124084472656,0.67282839,1522772.59411181,1409106.14181875,1290719.86985644,1779832.43700216,1525997.73605887
859.372802734375,0.67282839,1523345.92409326,1602850.06018315,1386060.64382819,1644791.22266022,1400180.84624003
859.619934082031,0.643261335,1339944.04229822,1370920.52048591,NA,1328545.44660183,1370800.93140332
859.68115234375,1.6193271,590682.307130321,NA,NA,NA,NA
859.752807617188,1.73375225,865012.803519193,NA,NA,NA,1154969.50763841
859.761840820312,1.7679933,1759736.74968619,1811427.25430147,1959062.42762551,1769120.76866452,852990.266364375
859.770263671875,1.9254073,11057492.7775508,10373935.8957962,11168137.041642,10857312.9236327,10284650.2975363
859.869720458984,0.64478257,NA,1047315.54659021,749299.881554547,989352.630971158,873675.092959881
860.122863769531,0.64433426,NA,599965.132242769,NA,NA,NA
860.544982910156,0.99622134,353100.568334752,NA,NA,NA,NA
860.579345703125,1.1765925,1266058.54001714,NA,NA,NA,NA
860.671142578125,0.71564191,2211066.7547124,2102929.75438559,2300295.87319817,2183361.72691194,2266006.564955
860.775512695312,1.8312684,15783199.5452432,17059779.3470912,16793694.9650335,17084602.9942085,16112723.5068436
860.970336914062,1.9959261,2800359.7137975,2809835.98493379,2604132.38906209,2717989.36622535,2796566.00729006
861.552581787109,1.004888,819141.103238369,689664.177567747,731467.740589627,NA,652236.410578322
861.667633056641,1.115070345,NA,643094.079583995,695372.029946687,1408501.78437628,NA
861.679138183594,0.73410833,633906.943501587,NA,NA,NA,NA
861.684936523438,1.6906015,1331691.6453329,NA,1124837.84912278,NA,838928.328971086
861.696960449219,1.69282,NA,NA,NA,930242.866641704,NA
861.77685546875,1.8299609,12148433.4563187,11691586.747838,12323160.0924457,12937723.224343,11926495.3482654
861.967712402344,1.9897258,582516.887852878,NA,NA,NA,NA
862.559265136719,1.0865999,11607956.167998,12882469.2126226,13103590.3787953,12488499.6560319,11833562.1822431
862.627868652344,0.68154001,3712780.93937767,3172600.92781835,3513537.3593289,3225595.00574545,3341021.55559424
862.666931152344,1.5528271,NA,1103368.95443053,NA,NA,NA
862.790710449219,1.8772592,75447541.8634987,76710547.2359864,74599964.9407193,78061546.8130943,77747536.7968516
862.873596191406,0.65217358,1854337.28379497,1590943.95202974,1798159.79661951,1597666.10807883,1699790.47730791
863.009857177734,1.98557745,NA,NA,1899005.58707194,2122125.28628271,NA
863.124877929688,0.65192406,1904509.9722975,1797583.23962036,1834752.70113925,1919035.82529103,1991596.09866725
863.373840332031,0.65192406,1279302.22411789,1100020.61199543,1240412.41153805,1289373.79145408,1243260.68946983
863.564575195312,1.0888755,9286056.21019576,9229347.83101238,9251162.84462231,8920277.79331989,8589299.54311087
863.621765136719,0.65077239,1804245.19815769,1785515.62121361,1581768.44925646,1869397.22733824,1805634.28382996
863.680450439453,1.6389722,NA,2436302.6183984,1905804.22940981,1657230.96207112,1795975.14905662
863.714965820312,1.7701819,5914086.14255451,5708300.01354961,5623456.33838977,5556106.27625761,5885450.47843617
863.793579101562,1.8772285,50374235.9001444,51160316.8677651,53040703.6017561,50736062.1522578,50735542.6016956
864.116058349609,0.65803865,NA,619088.303699413,595752.208995797,731102.273734814,735062.504150454
864.575180053711,1.18180875,3324965.75754356,NA,5657568.54010988,5581795.98858609,5819936.49509119
864.618469238281,0.65094291,630348.938043857,NA,NA,NA,NA
864.629577636719,0.56340023,358014.654335201,NA,415886.857021174,493580.433628782,NA
864.6826171875,1.6380758,NA,NA,NA,NA,748345.751339535
864.718902587891,1.7743973,3732210.43164506,3697989.82078988,3239326.62916116,3462834.6235155,3129600.45334463
864.768920898438,1.61495,980595.655391885,NA,NA,1081246.11363724,1068478.62927046
864.806228637695,1.90812605,NA,137301422.83446,134226702.973571,NA,NA
865.579956054688,1.1853357,3629260.98931842,NA,3632078.51818248,3783557.18087221,NA
865.6279296875,0.69685974,1788485.71832758,1379652.45324051,1382093.78697468,1583158.46977973,1249844.3989936
865.672866821289,1.74084465,3253090.51148138,NA,2542405.59892791,2682983.98843378,2334357.20899753
865.694213867188,1.5497656,476198.751457384,1064365.35929292,1456357.78918838,1480708.88519152,1514386.81572782
865.730651855469,1.8299609,30238530.8330702,28325351.2368134,30201801.6680151,29888189.6265214,29672443.316028
865.772521972656,1.6702991,864357.582184848,NA,NA,853747.749098577,NA
865.809509277344,1.9078989,NA,NA,NA,84595522.3822282,NA
866.127319335938,0.65969709,1291955.96196781,1166284.5474957,NA,1105488.16037121,NA
866.133666992188,0.69235521,NA,NA,NA,NA,1106104.13763972
866.377380371094,0.65965413,1696899.76968756,1849316.25636137,1756673.9305213,1783062.57073272,1782566.70560185
866.630615234375,0.66180036,3194625.51888074,3177853.16126511,2981826.61110005,3285613.90226907,3132701.56220809
866.676330566406,1.73985895,1690059.61279144,NA,1364381.80093186,1247880.0176446,1378950.38710725
866.698120117188,1.54859355,NA,764450.624183835,702648.389172285,607018.334704404,711333.335911219
866.734252929688,1.8291109,18285715.3124357,17195087.9187056,17775039.4618579,17667538.999872,17637714.2366923
866.785186767578,1.66361,781990.192583204,NA,1275821.288493,NA,NA
866.819274902344,1.9087491,47996194.2759668,46100135.3915729,47531319.1998462,48578158.8332684,48600579.6123762
866.878051757812,0.66311634,1551338.45536548,1347994.8735679,1487992.68671944,1522710.09900514,1411022.85716434
866.986495971679,2.00251305,5009440.20625463,1089707.09617158,4571916.65037279,479302.173332719,545939.501954276
867.127502441406,0.66067823,1020336.70321328,1134550.21112145,1262527.66352094,1069363.66247953,1043211.5215713
867.306640625,0.68500203,NA,NA,NA,823314.221924704,NA
867.370758056641,0.657977635,NA,730843.240238246,544320.958816423,NA,NA
867.634948730469,0.65471628,1014230.84156721,992176.100362251,1131135.00875556,1254158.89310595,1265403.48484216
867.689086914062,1.8008219,17970977.9882111,16601046.5606825,16584438.007313,16163538.7858867,16740496.5297256
867.709487915039,1.5996676,3597058.20149634,7534610.60921016,6353534.14660087,7309079.28770532,1506521.53581478
867.746215820312,1.8777444,NA,81661304.3293619,NA,NA,NA
867.824096679688,1.9275654,18610783.3324695,17282779.0658222,18055759.4962759,17659440.0720837,17905284.8136818
867.866638183594,0.66390363,NA,NA,NA,NA,431770.269587057
868.651611328125,1.19498035,NA,NA,850089.412983756,771463.363444695,NA
868.692504882812,1.8006598,10712632.5559835,9771653.90639156,9727000.96897867,9139263.40149244,9923277.1491644
868.713439941406,1.596524,1871778.35875191,4163064.82867791,3821884.50066871,3941651.96343183,3785931.382413
868.74951171875,1.8774216,NA,50076216.8092627,51313033.1224397,NA,51674958.2029225
869.629058837891,0.6688566,NA,1428014.92184476,1585318.26753996,1755894.13252749,1413171.38190176
869.705459594727,1.92472285,1800845.65235504,1770082.5407116,1738308.60709698,1775775.50246651,2068160.22307172
869.725006103516,1.6203502,10321606.8774203,2312502.308487,12563049.9603958,5832706.97404274,12203357.5183164
869.880249023438,0.66621974,NA,1297802.5838221,NA,NA,NA
870.131042480469,0.67046936,2424519.40370588,NA,2305806.40489417,NA,2292620.10670198
870.379638671875,0.67187071,1805620.85359256,1733277.57592841,1697875.50915906,1915611.56082001,1840428.53816294
870.481323242188,1.2159863,1086476.66110678,NA,NA,NA,NA
870.627624511719,0.64214576,2183410.6138579,1931312.59472007,2004942.70358424,2519908.00342913,2286065.51590654
870.707946777344,1.8514814,15819381.54071,16309915.8688771,15793367.0221155,16606333.630735,16239497.6105698
870.709762573242,2.00089725,NA,NA,973602.607981894,729937.908463032,NA
870.72900390625,1.6162209,5550096.09949932,8431708.86204486,3193234.3081108,6906155.44280006,3223380.96703782
870.763824462891,1.74580445,3171915.34241456,3469872.07188703,3123989.14446347,3359736.13252894,3295026.86350383
870.877807617188,0.64420681,922565.514747505,952370.262906855,881207.430311548,1004304.52341432,970107.938902969
871.127136230469,0.66621974,1570969.01099162,1522303.5459629,1253624.70313637,1620196.26523732,1448419.00470793
871.632263183594,0.71878789,1650273.71619322,NA,NA,NA,NA
871.645324707031,0.695119335,NA,1240296.90622366,1318000.04617842,1544817.94582504,1457286.76429408
871.720581054688,1.9897258,4803824.6587139,446089.912639664,450917.873368782,4840259.8986748,5057259.18151087
871.733734130859,1.7418863,1088483.06360278,NA,NA,NA,NA
871.741333007812,1.6621499,12504810.3681499,16214848.851026,13269794.5987987,13611055.8046421,13153471.1580585
871.775238037109,1.9080613,32991717.839343,32397831.9184161,32053681.9076557,31932392.417057,30386049.3903499
872.579833984375,1.156789,2122565.97346486,2311980.75168422,2203068.49826066,2177523.05511717,2104566.35077984
872.635986328125,0.65700811,1568676.05665439,1456071.66054017,1464306.6616452,1545529.61860358,725014.075088687
872.724914550781,1.9981151,2721381.71127854,2699771.18193956,2606756.89120365,2535243.15655894,3092308.22539739
872.744384765625,1.66154525,6233078.69924148,8588856.24252366,6802249.42201127,3025845.054231,6853860.9735047
872.775726318359,1.8028064,34757756.8445366,35576050.2425176,35928649.66556,37458247.182769,36394284.4755983
872.778869628906,1.9280809,13808614.2577123,13362809.7228472,13310254.6327877,14376967.5185787,13918125.4538599
873.582824707031,1.163383,874510.682782831,NA,NA,NA,NA
873.634399414062,0.67935137,2428835.75733149,2081273.57918773,2202048.3132674,2027791.19997971,2157675.02707565
873.729339599609,1.99542565,NA,NA,1446974.07427809,1334628.41815819,NA
873.755920410156,1.7341553,6868843.51086806,8179041.31524364,7427563.77095989,7427210.89601795,7030107.00201675
873.779235839844,1.8028064,22688149.1306777,20785000.4739448,23026204.3097117,22960317.8913516,23140267.6670647
873.880676269531,0.65094291,1854363.21226938,2005978.08609425,2044607.43547399,2084404.76409327,2108076.76903449
874.130798339844,0.64754694,1673170.0654998,1713469.52167608,1602138.03817465,1706363.87130851,1714646.11752931
874.380554199219,0.64656582,1287344.97415566,1339358.50297019,1330355.55988367,1309383.35020423,1089921.02116666
874.595153808594,1.2551711,3522907.83822342,NA,3444857.5140263,NA,NA
874.629821777344,0.68912926,1287784.46334346,1275698.91939503,1248326.11249337,1115182.10760565,1252434.2456203
874.757537841797,1.7292666,3215286.35196544,3311174.4834067,3325033.2539107,NA,2964929.33941087
874.790832519531,1.8562233,841175.574913733,247413784.770549,253931109.575044,253329193.983498,517102.095543633
875.715270996094,1.7431266,11840532.4801001,12224309.0953203,11359995.3481035,11210321.6981865,11268186.4583929
875.794128417969,1.858047,156589729.638595,161145803.483276,158304092.188551,158001202.680032,157693720.433027
876.638427734375,0.67046936,NA,NA,1361528.2874778,1757774.5629955,1836798.76630941
876.649078369141,0.707823835,1561844.62720621,1720880.69724793,NA,NA,NA
876.666137695312,0.62450983,NA,NA,855591.55359601,861725.457334335,938464.859448375
876.718872070312,1.7429095,7073909.08220635,7061185.37242697,6867859.28708808,6758980.70970005,6690594.93596616
876.80615234375,1.8929888,888894.744742195,934960950.412265,1684830.59515509,948986374.673749,933769180.474055
876.888732910156,0.68256369,NA,NA,1150823.8251128,NA,NA
877.135192871094,0.673358485,1821603.92328436,1726704.33529661,NA,1829426.21247584,1723316.84597732
877.138549804688,0.69350639,NA,NA,1791421.94122801,NA,NA
877.308410644531,0.66840834,NA,640277.727250361,NA,NA,NA
877.383544921875,0.65750861,2239570.54380425,1845893.5696996,2285417.97223623,2067340.07354674,2022765.30084394
877.634460449219,0.65655066,4054330.94875586,3533102.49844667,3773194.68799449,3911975.69334308,3975717.46289263
877.730834960938,1.80546185,716868.096039234,645412.387391648,733579.421861909,625143.276089178,1682468.97213076
877.766845703125,1.5998345,583839.045100032,NA,714145.048468478,758660.266281937,738567.366889082
877.809722900391,1.89280615,860046.359514421,584824805.515277,778103.621740546,NA,570007034.499844
877.8837890625,0.65848961,1875891.4428687,1613291.44248934,1909738.91136605,1675321.57327962,1840675.90174781
878.135437011719,0.65746556,1708835.4329094,1717487.55065633,1687557.55833488,1836756.10383638,1789033.74142268
878.379547119141,0.655234775,811703.171452837,NA,NA,NA,912735.370024506
878.581115722656,1.0049755,772876.634959545,646993.690049631,677114.819310141,696648.912304518,741374.919297328
878.63427734375,0.70251022,1565532.5512062,NA,1150942.27667122,1311720.26110652,NA
878.646179199219,0.56875858,1630432.23137702,478705.192513228,658564.316717013,731362.377383342,2086481.51032665
878.734008789062,1.8036983,460807.852894405,55190017.169247,53557651.7086263,52694825.4960765,55064394.3326866
878.821685791016,1.71117575,862253.725669055,1354032.48684375,940645.36453266,991866.230019565,1723992.42147717
878.8740234375,0.65308842,NA,472917.35813922,NA,NA,NA
878.994201660156,2.0021691,1201182.83224711,NA,1210014.08615747,1151155.6714642,510750.073883083
879.124267578125,0.65900807,NA,NA,401895.709412745,NA,479574.957183388
879.649963378906,0.563315195,841414.030872519,733917.836439661,828793.907785034,411681.287829393,936245.969527379
879.690032958984,1.7646141,1319017.96111054,NA,1076041.62881737,931318.792519646,1178997.50413317
879.746398925781,1.8562233,6877385.88024187,6643696.99938883,2633150.56778175,6166969.35574312,6207589.74110024
879.783233642578,1.66643365,1264260.00631547,NA,1518132.92265615,1348654.73848918,1513657.89777915
879.825317382812,1.842308,482070074.83903,486909437.74182,463669.522394625,741482.141515762,753224.88324389
880.116455078125,0.66184264,NA,331963.714930405,NA,NA,NA
880.595825195312,1.0953555,3964538.12354255,NA,3578862.84843843,NA,NA
880.636779785156,0.66724384,2786886.13061655,2404181.95976681,2256083.02583584,2479598.48056284,2533209.79015454
880.750183105469,1.8555357,3948496.91020707,4127743.86088763,1576930.18139086,3623687.74531631,3990303.32853477
880.829559326172,1.9193267,160777541.778487,161474907.497606,159459473.233019,169835457.195862,161792819.589387
880.887786865234,0.66727176,2530621.21615285,NA,NA,NA,2018022.0110904
881.035217285156,1.9959261,349933.716693046,386688.83377237,1947739.40812725,525202.728397476,NA
881.137420654297,0.665762305,NA,2338834.33276589,2422707.76328788,2361085.27859869,2214367.86527773
881.387939453125,0.66621974,2182811.72679135,1777113.33566202,1893391.57642141,1897323.65372701,2085471.62320816
881.615997314453,1.1051556,NA,NA,3789321.09414159,4307964.57456595,NA
881.630401611328,1.4708222,1100090.38243783,1214528.91672563,1013153.08435252,1114132.42426031,1095353.15164167
881.642227172852,0.677799465,2749012.95905804,2251909.17212643,1918978.44542241,1825779.72580118,NA
881.704132080078,1.8248149,6698366.22395925,NA,7415100.03109028,6334827.28290977,6128617.6001583
881.723754882813,1.5849829,645260.248391248,466782.337539937,NA,NA,NA
881.76252746582,1.66325955,5352723.00977288,NA,6157466.70892724,4479487.99301139,7204222.77483486
881.832580566406,1.9199207,NA,NA,37622374.8752873,38567205.510558,NA
881.885009765625,0.64214576,948983.388577197,991628.240660082,805025.201476399,1116893.95926349,1195608.05551087
882.128112792969,0.66505533,778832.484763581,646942.60989252,777633.548081599,806952.579499406,699103.858334267
882.377258300781,0.67187071,NA,NA,NA,678985.44984049,NA
882.646850585938,0.64218873,1024798.55002657,NA,NA,NA,NA
882.707397460938,1.829596,3553625.1013603,3780737.89803045,3360133.13100683,4026918.59590059,4311952.62489141
882.766052246094,1.624975,1977160.09817362,1815821.85912191,2860316.42267296,3811245.07165819,4072145.89337474
882.837036132812,1.9211114,NA,NA,NA,7614460.71316607,7319224.4593276
883.5361328125,1.0024136,1806238.42107236,1404861.22769915,1446236.32303373,1441933.21971259,1484477.07109453
883.6904296875,1.6030895,NA,NA,NA,581858.112508646,NA
883.707702636719,1.875921,9477465.95410538,811892.229079642,9257692.3398298,766441.09488715,615402.192789822
883.713928222656,1.87961,NA,NA,NA,NA,9064058.11039035
883.737014770508,1.6565852,NA,NA,1298473.38768235,1945366.24684144,NA
883.776962280273,1.91781335,1693052.90299884,1818421.7981655,610275178.763296,641913840.15152,4409366.36776331
883.779327392578,1.6201409,2388540.66831928,1774036.91284903,NA,2367448.68751482,NA
884.139465332031,0.672807095,1333274.2947136,970698.547796331,NA,NA,NA
884.390563964844,0.67380949,NA,NA,1930831.49978123,NA,NA
884.542602539062,1.0049437,957370.591641147,711277.923468626,771947.989814671,785030.974077556,714070.822792349
884.599731445312,1.0845667,1233696.89776125,1871500.82418282,1416863.70962013,1191628.41710433,1103790.36385064
884.642028808594,0.67501696,2863055.61092153,2974932.57795165,2662834.18099549,3150394.79972319,2674066.36661057
884.711303710938,1.6850539,NA,NA,5674451.64229952,NA,586436.619552797
884.718902587891,1.8733882,5186243.38708855,NA,NA,NA,5758486.71075751
884.743225097656,1.6740412,1459973.39049243,NA,1473005.33456349,NA,1374687.13138185
884.777679443359,1.7861895,1195490.97265388,NA,NA,NA,NA
884.780670166016,1.805199,1046782.75219762,816616.37159346,1110498.55956982,312206333.403881,2412206.65826914
884.887084960938,0.64652288,2247489.56582926,2339807.23509795,2143879.20810064,2466556.0135046,2400772.66849555
885.137512207031,0.64560799,2144835.90507262,2299757.54346602,2306030.14495803,2274312.02046379,2268074.3174493
885.387451171875,0.64656582,1496073.02896557,1267525.33493431,1401285.1838716,1256603.98210698,1271771.79167269
885.551727294922,1.0964499,7119381.65197126,994412.659571984,1043941.28134254,6199688.920377,5944809.14465953
885.553436279297,0.98955504,1090504.45095623,NA,NA,952781.550214882,1092389.76968285
885.602905273438,0.65143337,700414.928482827,1781868.28848821,1117284.08573803,1140566.75820627,1721870.84254988
885.603591918945,0.687032735,1640542.78942879,653352.721568667,1328024.16309238,1943359.52699948,1020030.3838185
885.640991210938,0.66405272,1471739.52397904,776198.817025416,NA,NA,NA
885.661422729492,1.14567805,NA,3177061.43538324,1896359.34345863,NA,NA
885.678482055664,1.6806445,3356740.27633359,NA,2756447.76988491,3207483.53355801,2805794.98253662
885.705078125,1.6171385,853462.110944207,NA,1198838.26620258,NA,950497.619490511
885.722351074219,1.5464907,NA,928272.0260895,670334.182343037,950945.680195733,912876.166298578
885.735427856445,1.9966167,1190692.83382913,1334593.13560697,NA,1464939.07271147,1489707.70533985
885.758880615234,1.7409684,2981979.47282607,2044028.97890034,3198927.84026447,3158292.14368387,2665032.826722
885.782989501953,1.761266,NA,NA,NA,631604.898143723,NA
885.784225463867,1.9195093,114968298.125787,104608066.208763,102031836.502367,348297.577868437,564817.742616001
885.884765625,0.6694324,NA,755391.583939651,734632.718206424,642024.441746732,NA
885.985168457031,0.69033673,1062420.53595074,NA,NA,NA,NA
885.995300292969,0.73831458,NA,NA,NA,NA,1058139.89366783
886.129119873047,0.64697111,709910.401283761,792464.506643745,818756.971184139,NA,868615.483581488
886.555786132812,1.0977261,4781309.1440042,4215383.09486517,4659771.86584083,4515467.69524954,4409448.72664607
886.606048583984,0.539241265,371002.197236475,250682.618416114,351639.779044416,416076.65024137,436022.338084991
886.654129028321,0.69140971,1241441.88519945,1214529.65893056,1208145.01100529,NA,1205874.44002211
886.664886474609,1.1447177,NA,1674492.06333745,NA,1127989.94667037,NA
886.682067871094,1.6796887,1628361.98016966,1920335.66112975,1804303.56178275,1834427.03509791,1726864.72543162
886.704010009766,1.60202305,682164.550664415,NA,NA,NA,642301.853014221
886.763458251953,1.7331696,1936888.23848152,NA,1730072.92231542,1573659.26363438,1483737.26509725
886.790893554688,1.9168155,5080270.65758757,4848353.88521288,27532359.2051546,5317630.73082674,5678914.31005913
886.978271484375,0.65746556,NA,916146.372569869,NA,NA,NA
887.051940917969,1.7212411,1444696.65656967,607773.300395739,1548962.61808402,1504147.13135718,1420298.36669606
887.566772460938,1.0714635,7160540.18644329,5822800.2032497,5833408.98651819,5961083.19546979,6244728.31687354
887.64453125,0.69235521,1369174.12573267,1195463.45941551,572559.199693875,675037.350451337,1195485.56384953
887.713958740234,1.71128415,745832.90202977,NA,1024895.59450973,599291.486267251,701400.234957562
887.738739013672,1.5147565,NA,1399620.52505693,691407.701379822,888446.269748647,840988.295979278
887.7724609375,1.7256485,1326315.13163616,NA,1372533.0131617,1405706.17218595,NA
887.788543701172,1.8168296,6964029.75302335,3208734.19788712,6682695.30074832,6076138.83443438,5367157.6478758
887.798812866211,1.9200019,5604792.19172606,4810991.80157887,5999447.65838196,4956908.49282262,4928560.8969452
887.894561767578,0.68500203,NA,1431501.28567364,NA,1392663.11237422,1493708.02937086
888.054718017578,2.002007,NA,NA,NA,2234228.46433181,NA
888.144958496094,0.68158252,2448549.95563611,2231567.96202114,1920721.97122841,2112186.72858933,2094553.57609266
888.390686035156,0.65411257,2802488.1241547,2448503.94935999,2416629.89352728,2453419.02407306,2497305.92565792
888.573181152344,1.0735556,5012399.89878453,4122564.1101164,4408668.44868858,4277797.08598598,4110347.13070191
888.639953613281,0.65527706,2797619.6472426,2327271.1674511,2309176.86370868,2655650.20878742,2569693.50873731
888.644897460938,1.4153097,NA,501776.956773797,NA,NA,NA
888.790802001953,1.7940522,NA,2209019.40812682,NA,NA,NA
888.80615234375,1.8816056,40099878.2604124,39732205.1375076,37284314.5409048,39455087.5406846,39498025.4139015
888.890045166016,0.65308842,1838818.69490433,1826201.55609623,1714177.62433036,1917644.05485169,1912917.20943702
889.140747070312,0.65733806,1334444.18468802,1356507.05147192,1292334.2238313,1288499.14508955,1491207.95585629
889.382385253906,0.65308842,NA,786964.420051884,NA,NA,NA
889.388153076172,0.658123875,915266.813941889,NA,871716.112067893,877152.858019061,1013708.66174859
889.556701660156,1.4708582,NA,263657.787021401,524644.723717264,NA,509667.15693898
889.584136962891,1.1238922,3547506.85157432,2794307.7142229,3528197.21982642,3061561.53972722,3218988.24069262
889.658020019531,1.50045305,NA,NA,1709569.13200823,NA,1743450.46242994
889.727111816406,1.7767475,3136846.90198397,3410466.30620413,3000779.99919356,3132479.24594808,2861688.70905918
889.808532714844,1.8794478,29091509.3588632,28479694.3096136,29878977.7207661,30454116.3676313,30873304.3452307
889.878173828125,0.65411257,NA,NA,513749.166661022,NA,NA
890.590118408203,1.2048288,3695083.70563209,NA,3971077.86286715,3700946.0118916,3727952.6492147
890.661865234375,0.70110937,NA,NA,NA,NA,1162236.77384718
890.731872558594,1.7730583,1780422.35467041,1913144.58133275,1341253.75821051,1519810.5138427,1309842.17097937
890.785949707031,1.6684989,1085135.60364621,2561218.21944005,2552012.75678067,3081385.80780947,2207808.11927739
890.822113037109,1.90703175,NA,128245427.353695,130023774.751237,NA,NA
891.316955566406,0.67046936,NA,NA,NA,NA,1249854.16892503
891.324951171875,0.70561394,NA,1123656.58432497,NA,NA,NA
891.398193359375,0.693534515,909642.604307839,NA,NA,NA,1090559.11484852
891.593505859375,1.2049724,2027814.96738909,1839098.58602728,NA,NA,1991513.30182655
891.648468017578,0.66845126,4088635.41472469,3999506.05560729,3860055.95453499,3944054.34220529,3901609.56307427
891.65950012207,1.4245649,2221026.0951116,1952062.78531814,NA,1908458.72217961,1884698.81487558
891.687561035156,1.745098,2680116.1366628,2474258.62395366,2414881.68003736,2499369.67256288,2229647.70067837
891.710906982422,1.5517987,674235.088491516,NA,1417318.84643297,NA,1452513.9596205
891.725708007812,1.6223295,NA,1750491.85241193,NA,NA,NA
891.74658203125,1.8321494,11402649.9381132,10230321.7936872,11246562.5695668,10853699.6938235,11225828.4159037
891.786483764648,1.6697167,NA,2160181.47629133,1886954.95927351,1549814.95292343,2081106.08501526
891.824905395508,1.9072143,79139713.1201233,NA,77581663.1514797,NA,NA
891.894256591797,0.662290945,2639605.29889263,NA,2769040.81785799,3048020.61400592,2544431.74023408
891.984069824219,0.67046936,NA,NA,NA,NA,764198.559770767
892.144409179688,0.66188569,3133437.33874974,3059407.66138881,3043413.17947351,2483428.5824516,2992180.95571276
892.319091796875,0.67046936,NA,NA,NA,NA,608305.769506024
892.39404296875,0.66171518,2066310.61486743,2245015.04718291,2233757.31373215,2120462.56786795,2454780.2009853
892.606903076172,1.2970977,NA,NA,1988569.83755705,1868967.30655167,NA
892.644073486328,0.66403122,3149935.69262653,2824958.08155324,2992955.78651458,2941299.96768462,2867534.61047646
892.662170410156,1.4219855,1211192.36942255,NA,537043.249960504,1107511.07521591,NA
892.692932128906,1.7494755,1454013.111654,NA,1359636.97723294,1319726.42855972,NA
892.713912963867,1.54421645,NA,NA,742671.85575101,851132.321855438,NA
892.750244140625,1.8317845,6473116.41735984,5777636.3265403,6532124.70757866,6498809.07106238,6513012.66988733
892.80029296875,1.6750641,3365747.58102956,4578195.00123693,4811604.69125681,4789696.20024675,4656756.25754165
892.837310791016,1.9275958,131895350.121948,135994313.764119,135520812.208079,132495080.633858,131073451.145824
892.892517089844,0.66311634,1172824.63747346,1061697.42874466,1107871.0151029,998024.424243388,1224315.88201803
893.138244628906,0.66407416,1232832.79418323,1147366.76446208,1289717.58312082,1225941.49531237,1302379.30379333
893.383666992188,0.66626279,615268.047726318,NA,NA,NA,NA
893.632354736328,0.667250235,807747.056683807,769064.97595265,NA,1141894.79765515,794982.93335953
893.704650878906,1.8073875,19426362.688766,16680512.2351791,17368495.4103816,16792758.2800668,19021503.5677444
893.725952148438,1.603059,4288786.0079759,13137058.3661526,11417307.4358809,12996822.5143059,11709387.3691806
893.761810302734,1.8750399,NA,NA,37695506.8280471,NA,NA
893.802825927734,1.6730931,2885502.84185662,2652504.05224495,3509970.34182872,3692737.30179229,3363937.61442788
893.841033935547,1.92791955,67153224.0600559,71081212.5985199,NA,71900845.4765454,67609852.7573183
894.525405883789,1.2061323,4313156.68606293,NA,NA,4303736.99368979,NA
894.637084960938,1.4240639,NA,294033.982438026,NA,NA,NA
894.667541503906,0.76470489,NA,731837.089763313,NA,NA,NA
894.7080078125,1.8071834,11296133.7080291,10253067.5255633,10725618.5020925,10347096.731358,10727786.1805325
894.729064941406,1.6009011,2506039.97407959,7021848.18815095,6351889.8222092,7447786.24917691,7019498.18347969
894.765411376953,1.87639215,NA,23561388.6749538,23141768.889153,NA,NA
894.813293457031,1.69900205,2090191.50223641,2774905.46234255,1120448.37900647,2571924.16911745,2603351.43864421
894.845397949219,1.9262575,26998979.2681905,28135959.7587553,NA,27688457.9380317,NA
895.148071289062,0.67059682,1848456.89535306,1770364.80361833,1356444.04628815,1487424.44408562,1674735.505764
895.398193359375,0.67187071,2366847.56160193,NA,NA,2491339.6075729,2642000.37829555
