"mz","rt","peaktable_1_1ca86a2dc32aa7b970404b23b4005027 intensity","peaktable_2_53a6936725880b6aeff49c15941591eb intensity"
658.022644042969,9.98756035,57481.3118488669,250710.101576904
658.029968261719,25.09353,1324345.88299028,997539.180489329
658.445556640625,8.6150455,NA,192720.093895761
658.459167480469,6.3414629,233522.151011847,NA
658.482299804688,9.69023835,530538.415816064,512642.587311095
658.489868164062,13.361951,345096.522186689,NA
658.511291503906,13.087269,142526.489197717,177898.557291902
658.547927856446,15.0201905,191584.564964414,NA
658.577423095703,11.170345,705798.386424841,869645.578675314
658.585510253906,12.125282,NA,765020.346845613
658.612396240234,16.585642,742407.020697904,444626.740676939
658.824035644531,24.596321,NA,287772.128573665
658.856628417969,26.634448,NA,304568.925050393
658.893402099609,14.0681684825,50865.1217834787,NA
658.997985839844,14.0727775,187687.366409066,295272.496042498
659.018493652344,8.838843,146722.623375876,117472.530036173
659.019409179688,25.411423,2205219.46900678,NA
659.466400146484,12.4484195,NA,445983.335558443
659.488342285156,8.6972286,NA,117255.607241485
659.489715576172,8.1219025,NA,756107.936920993
659.502410888672,14.5806275,400742.353725228,571369.089025318
659.514038085938,6.4106168,163197.447073565,145318.294270898
659.523315429688,10.540016,466776.513450707,426791.74133719
659.559997558594,16.200973,798646.602061182,NA
659.5986328125,13.418376,234126.567784455,296963.725489683
659.607879638672,14.6719605,968162.301159378,773496.377571332
659.615875244141,16.5803415,7628759.64097308,9431542.71053696
659.942749023438,25.226669,NA,827027.865472954
659.998596191406,5.8008385,NA,88902.3886255607
660.000289916992,16.33599,407198.958151877,250299.336288046
660.493713378906,8.144365,NA,231733.937368177
660.498260498047,9.2676231,231302.615341205,256550.531415424
660.506042480469,14.381809,1658982.24076404,NA
660.526733398438,10.4503985,221625.622044734,156336.987007148
660.563873291016,16.1479585,277103.942290547,407809.470996316
660.601501464844,23.730117,420754.057864201,NA
660.618988037109,16.57818,1603909.02698343,1893145.95889454
660.627914428711,17.0011495,1676185.14720752,1509257.15685448
660.870483398438,1.2615446,157589.741595646,85143.8593998092
660.882995605469,4.9540602,141079.740786278,148345.158282903
660.920593261719,24.8733185,450896.858346575,NA
660.941284179688,1.9484664,237059.832326016,101419.336080527
660.964233398438,21.231927,2729426.05138589,1877016.63561022
660.964538574219,12.315411,949977.621196343,977415.224145065
661.002380371094,24.296315,589154.363988248,228925.524600468
661.151336669922,0.9324743,311673.347644198,302491.571950526
661.215454101562,7.7580834,NA,681963.851254513
661.366760253906,6.9587866,NA,1278101.64808251
661.466491699219,7.7428351,170408.965819618,168719.111439861
661.509765625,14.297528,582787.758753757,NA
661.518371582031,15.6497795,590825.006527273,NA
661.528259277344,8.3987942,220527.821726486,223311.675808619
661.539184570312,15.811979,1497429.4658906,187220.803918828
661.555541992188,12.982699,NA,549174.091341326
661.614181518555,19.750104,939345.993355636,459197.778510931
661.614562988281,23.75346,703574.454344076,997458.345254653
661.631103515625,17.004888,790461.009438745,NA
661.828765869141,15.0565815,NA,474458.350188741
661.967681884766,11.299711,377463.227747339,439524.464151563
662.370544433594,6.9587866,NA,530965.007354507
662.513397216797,11.8329585,110616.562907788,108433.37100532
662.521850585938,15.6382455,4021129.33131471,288522.650255861
662.542663574219,15.829267,434079.374698125,1214183.49223183
662.5732421875,14.150576,473408.365269843,NA
662.617980957031,23.743083,486782.945934265,294508.293771334
662.930725097656,14.85629845,117456.863857131,116819.395418674
662.935638427734,25.632654,245586.402051852,NA
662.959289550781,14.65470015,116831.851506663,90082.4573340353
662.96826171875,8.2897159,80014.2812748664,92600.3217206188
662.970947265625,27.4080195,192103.576298622,NA
663.337463378906,14.9767765,411643.207853417,372687.174494752
663.454772949219,16.104123,711715.347261322,532953.53361891
663.466674804688,6.3630734,119197.201107185,231466.469039591
663.497512817383,18.19142,801913.292440279,893490.659758349
663.516784667969,11.831333,1391815.54261357,NA
663.522018432617,15.558006,579544.719827218,839630.509436251
663.533782958984,16.771493,329054.30275124,1334615.1195785
663.630432128906,24.018262,9100915.04526639,1722100.98881725
664.022003173828,20.4494825,NA,113208.50189461
664.340835571289,2.2774057,755166.80029852,NA
664.431121826172,3.6101332,NA,126385.074619114
664.458694458008,12.067074,553267.031503819,599981.857641554
664.4658203125,8.7107975,41872.8970625567,92806.7761540879
664.500427246094,17.856347,766804.094756004,NA
664.519714355469,14.5006675,307546.364243551,NA
664.536987304688,16.775816,492437.858843671,NA
664.626159667969,15.947049,NA,219386.641944838
664.633850097656,24.019699,910661.632342526,3265230.25308223
664.840576171875,25.137831,421112.580819367,883103.622564397
664.874328613281,26.604206,NA,798037.024003362
664.875,27.914749,125222.53419767,165893.907320269
664.957290649414,8.6347403,234816.599422743,145300.155205592
664.980377197266,4.76820895,236933.875492734,123735.289186558
664.999450683594,25.4092745,2772072.29483157,2571012.08710976
665.158782958984,7.0044653,NA,664938.771466238
665.437561035156,7.5294101,NA,367582.571934188
665.453338623047,11.0406895,516292.08459681,720336.215621014
665.461517333984,11.8706565,3740481.48932717,4221000.01058486
665.4677734375,2.4113916,7044476.54890499,316556.385307527
665.476257324219,10.69804,NA,1073973.2110275
665.5126953125,11.1502124,296508.125131272,757482.628932301
665.5478515625,9.5263781,NA,232563.273229509
665.630065917969,15.901339,NA,327053.342816252
665.636596679688,24.102574,895415.374385127,588884.751796623
665.981262207031,26.699336,283949.241846803,238247.586318629
666.011810302734,26.3207885,NA,715631.029346289
666.450866699219,8.48935795,523822.122287284,525339.76832714
666.470550537109,2.3768145,1851466.27896221,NA
666.484375,10.405008,NA,31937970.2076296
666.484619140625,10.195545,1008075.43761539,955155.712499978
666.515991210938,9.49082255,236066.741433018,344763.880661505
666.568176269531,13.753103,NA,761536.16666531
666.583312988281,17.789434,NA,4970812.27287787
666.641082763672,14.9558565,2371010.88859594,277473.710574729
666.837646484375,24.894443,579562.028847903,858164.148639363
666.899047851562,9.3539835,75531.3497429317,127377.905239353
666.899612426758,15.2234235,152674.406172176,361831.676274382
666.95849609375,25.545801,464035.453033348,NA
666.981201171875,21.633885,8061507.98576228,2862090.64762056
667.12548828125,1.4531624,NA,265947.240568722
667.455627441406,8.4860507,139213.539535301,186845.994800757
667.467346191406,11.468962,684910.586995101,710340.525882184
667.472961425781,2.3967114,256692.698978743,546669.791260523
667.487976074219,10.405008,370183.927546173,10873147.407855
667.528442382812,14.154897,297608.868654363,273486.319634995
667.543884277344,11.246468,NA,1228374.49352298
667.549560546875,12.237613,881443.280081965,NA
667.586242675781,17.789434,NA,2248978.25136177
667.644805908203,15.033233,1118109.5881759,373367.35083516
667.815612792969,24.741494,569865.764557242,NA
667.984375,18.197795,1421056.6281094,NA
667.984649658203,21.638207,911026.052134283,774901.886183442
668.007446289062,25.64562,425711.665716192,385428.450059994
668.391479492188,6.2440227,109280.707806165,578655.591271807
668.459136962891,9.6480362,NA,2497364.69639942
668.490936279297,10.400697,2042321.75020147,2250167.07006141
668.500274658203,10.915628,1815164.53790909,1989669.42235806
668.531890869141,13.8971365,520183.683550091,429176.022803201
668.546691894531,11.246468,NA,477683.874431717
668.596832275391,14.680605,778249.151018444,634093.831237038
668.620239257812,12.4705175,226619.338407659,195476.998834925
668.632843017578,16.494288,458299.612029142,539553.566375153
668.656707763672,16.4964495,310859.184718111,679744.461922497
668.834930419922,24.871158,709316.320000116,NA
668.948364257812,6.0151421,263343.161279716,287200.566910762
668.950973510742,11.74599065,162234.290155673,290390.560647
668.986755371094,11.986929,258019.111332894,173718.726894886
669.009017944336,28.646364,NA,119330.459377149
669.18603515625,3.4645792,NA,231001.822627172
669.394348144531,6.17884655,NA,179471.813718354
669.419311523438,7.597466,NA,97399.7943252605
669.419616699219,2.5947843,12609867.9278766,299058.852402553
669.447601318359,10.4304765,1257840.63793244,1558093.11077532
669.450256347656,8.5173491,NA,379534.935400769
669.462158203125,9.6784688,NA,425984.000098251
669.473754882812,8.6515382,NA,211812.423667543
669.498779296875,11.470706,NA,1461579.16123993
669.504104614258,10.9058565,682807.146295084,806006.007689303
669.535888671875,12.2417775,509649.584386874,448279.293990933
669.544265747071,14.578543,507110.328686028,244869.800915278
669.62353515625,12.27294,1628841.82631766,2012972.04083391
669.812042236328,24.836581,209576.514444615,NA
669.896606445312,0.80609808,NA,230511.866542764
669.951553344727,1.73780925,66604.0636924628,99164.3708860997
669.955627441406,16.477589,63412.9062338654,208142.944938992
670.007263183594,26.390107,NA,498959.96894154
670.423034667969,2.398425,4694846.13720257,116759.92589797
670.4755859375,7.6361226,NA,227886.531232092
670.480895996094,9.3790541,215830.100229767,138419.874876927
670.539001464844,14.172186,290151.778326686,NA
670.5478515625,14.75271,295809.880483011,1696108.89610033
670.612396240234,16.038056,2273866.49666298,2078797.7396925
670.919570922852,25.6715005,280816.950482691,169050.592654922
670.945068359375,25.290404,1390249.5079861,NA
670.974029541016,11.7967555,367207.479125393,168258.521916562
670.974487304688,12.695758,393697.643489969,319914.304240071
670.997314453125,9.91974105,222615.645790724,227629.59049377
671.2685546875,1.8463583,NA,145791.763469426
671.275634765625,8.1172009,196026.879228286,136493.463508465
671.425796508789,2.34439865,1026602.73221688,NA
671.489135742188,8.9134107,NA,219061.947553123
671.489532470703,8.8399291,NA,1701002.23525735
671.51416015625,12.454509,NA,2329844.78451939
671.523620605469,13.760395,646629.66624973,NA
671.538864135742,17.772049,841321.850160209,8424649.72136743
671.55078125,14.7541915,594994.718430356,820724.169545621
671.56005859375,15.734098,984284.133132684,438403.670729526
671.575302124023,20.6702875,6890282.9521179,7542318.09798286
671.616149902344,16.038056,1009972.74037231,657019.636614386
671.845825195312,28.157254,398970.831812344,131729.287288362
671.951538085938,25.96312,508277.821146898,100668.442425116
671.962829589844,25.42439,1420902.34220627,NA
671.998825073242,4.47418285,147349.926258821,89782.9830118125
671.999633789062,4.7731438,226346.501253852,146096.95198266
672.01123046875,15.004834,NA,438043.811084522
672.25537109375,6.9587866,NA,8951522.89803937
672.428283691406,2.39869825,273965.794511228,382986.566020185
672.492828369141,8.3947533,NA,201276.229983142
672.497467041016,10.263671,8265398.10629833,8242161.32005868
672.526885986328,7.08336055,308165.263315573,104507.986217483
672.541931152344,17.758969,NA,4051351.48150722
672.5634765625,15.548173,528569.862405245,937516.364503593
672.578674316406,20.6650935,3266949.23805133,3573425.38189784
672.619812011719,16.022289,NA,362019.412907234
672.6279296875,17.154984,1321134.07374096,1598152.27246667
672.916259765625,17.501841,78321.4791366263,399604.363983514
672.928955078125,25.247183,1298971.50010683,689794.489173497
672.972473144531,25.654265,155047.048300083,105681.99463594
672.976211547852,25.4894715,269531.211683803,497243.181060697
672.998168945312,21.0865975,2196459.95984305,5308908.34083743
673.142333984375,1.36997205,NA,809166.844868157
673.257690429688,6.9587866,NA,3710015.05796414
673.501617431641,10.154348,421566.699944654,207590.628736631
673.504913330078,9.56347995,1465884.55152277,384161.190842645
673.531188964844,3.65160565,256699.452803425,297089.711340738
673.54345703125,16.601604,372748.932164065,435774.269699061
673.557983398438,16.709533,NA,2188567.22552532
673.568328857422,15.614783,NA,330007.155529692
673.576354980469,16.741238,848882.099274376,NA
673.594116210938,14.605795,NA,1307158.44248624
673.615966796875,23.842491,874625.757301358,1452605.08390733
673.632156372071,17.1707005,498367.10724984,8392379.60602092
673.868774414062,28.763546,NA,98188.6051872611
673.869567871094,26.346982,269232.592355516,159484.454065311
673.952880859375,15.24778,NA,592762.318592806
674.002288818359,12.834066,1668619.18630788,965439.996465011
674.146362304688,1.4108112,NA,398571.423310799
674.253936767578,6.9587866,NA,1385227.65409282
674.272155761719,7.2573357,NA,363421.833116942
674.505493164062,10.15867,677570.702656514,234309.823904193
674.513946533203,11.489884,1878693.16482211,2854874.8966608
674.534210205078,13.753103,NA,680557.892811441
674.561401367188,16.678729,NA,994997.288616345
674.579956054688,16.741238,393263.223059749,NA
674.586944580078,16.5813665,755186.505485848,844869.774935861
674.635696411133,17.169578,1915878.58880711,1405988.15297885
674.644561767578,17.5947595,2062466.3726597,2478440.20830871
674.885864257812,25.478588,647231.744915012,814904.848512177
674.966430664062,8.066395,217498.20080014,257349.16351279
674.970153808594,19.2965115,4135094.17816493,271945.209545156
675.004104614258,10.018103,268003.84328461,232295.722668891
675.004455566406,12.923029,100507.364816543,217165.762849097
675.203674316406,3.4220318,NA,258906.642716543
675.253967285156,6.9587866,NA,526274.881645852
675.374481201172,5.2464208,NA,123151.764943774
675.383270263672,7.04846725,NA,468824.875508414
675.403625488281,8.1596071,NA,257998.342531691
675.518615722656,11.485914,410451.066443446,399438.30533779
675.520126342773,9.49596195,NA,205700.777365794
675.545715332031,9.0341464,104940.57309841,120557.895901967
675.555725097656,16.3371195,1064633.24261553,NA
675.573120117188,17.743746,NA,2155932.46617184
675.591674804688,16.588007,NA,414187.256376209
675.63134765625,23.898758,784193.813302259,931348.69195594
675.648056030273,17.5817935,808295.195380796,1075980.65938384
675.869262695312,15.190149,NA,484742.131355619
675.86962890625,15.749624,NA,162218.25196277
675.947387695312,15.937321,166297.62431507,601476.372073626
675.968826293945,4.4742209,93146.1552525109,93952.1090067246
675.974670410156,23.470789,575584.458983414,1037919.778125
676.007019042969,25.411423,2466127.56482568,NA
676.529663085938,12.561772,488811.36532395,390498.758369177
676.549163818359,9.0375773,5249739.04277843,5302334.06763822
676.559097290039,16.327982,278794.04899137,251170.564503279
676.576110839844,17.713552,NA,653970.420648293
676.634796142578,23.998596,1297707.78559998,1354000.26217262
676.849090576172,0.80940036,NA,58808.224560546
676.85009765625,1.7966468,74433.5504472668,88473.9896433575
676.939025878906,26.754188,183032.820170979,99691.5369335846
676.939849853516,6.2006893,95580.0940959322,99251.8562986465
676.949462890625,17.08231,NA,554146.411636394
676.992004394531,16.1789917,74852.8797848675,NA
677.013549804687,13.8904845,329894.211366676,115353.015898734
677.015014648438,7.5639958,94369.7192520758,110183.898476838
677.116516113281,0.92815223,145590.336942779,222787.102948956
677.1982421875,3.1171566,205823.81590006,NA
677.211700439453,6.9587866,NA,7413618.7911674
677.453826904297,9.94010805,2001897.94579337,2200751.85448915
677.458770751953,8.7106815,NA,403784.735755579
677.4765625,6.1467132,NA,313469.378385111
677.483093261719,5.45579885,106081.757459022,165746.676167097
677.514068603516,16.0728685,275122.650570454,451155.014701647
677.533203125,12.786418,302061.96876153,4444004.28647069
677.551437377929,11.65378035,210002.114646694,829851.57207983
677.561279296875,9.511142,260485.907017961,1339490.1915284
677.574035644531,15.064416,NA,1196853.49640908
677.589050292969,18.940389,NA,7774942.31046202
677.647048950196,24.1839395,1330770.90575337,NA
677.864135742188,8.2159176,443860.470029161,92730.5483107499
677.864685058594,27.6732355,90923.2313125753,300353.502217131
677.900909423828,14.8580585,NA,643962.904634995
678.213104248047,6.9587866,NA,3268996.21121245
678.262176513672,5.0318584,359224.884574314,NA
678.457153320312,9.9372091,731112.951223174,806545.878990341
678.461791992188,7.7580834,NA,164354.494590305
678.472991943359,6.3659088,NA,535606.498726088
678.480636596679,3.0912238,237765.118213701,NA
678.486572265625,3.6610125,373764.509375291,171974.718468985
678.509017944336,9.140793,879283.387657198,908727.969805126
678.536682128906,12.794093,592589.025555943,655990.159136035
678.545654296875,12.9883415,647917.319219997,652574.17964156
678.564270019531,9.5146832,514459.692403549,532635.130594739
678.592712402344,18.940389,NA,3336410.28139412
678.650329589844,24.114786,1315976.59282737,NA
678.86572265625,15.135868,NA,561123.785214357
678.909118652344,3.0536655,124489.058790503,146390.07391411
678.909484863281,2.6906804,140690.975850609,218726.498366672
678.937530517578,5.2825421,188371.356133932,95418.8873362161
678.939575195312,6.4884149,143388.519602451,NA
679.015869140625,12.847032,1145094.92075153,1665985.1292211
679.049621582031,25.515155,161445.179940821,NA
679.159820556641,1.4108112,NA,755245.583860618
679.208709716797,6.9587866,NA,1176444.7495094
679.226623535156,7.2271304,NA,302166.571592626
679.311309814453,2.28172795,120222.546637905,NA
679.419921875,4.9238056,226995.11377851,NA
679.457336425781,7.8038002,NA,261593.401379437
679.469131469727,11.245684,717391.312987732,NA
679.469512939453,11.261708,530603.113438393,639238.050334684
679.484375,3.0912899,NA,192241.618346449
679.484405517578,2.9842512,NA,319264.736276954
679.512649536133,9.1462463,295891.486684082,325463.244571807
679.54833984375,13.020108,168607.218474374,NA
679.565704345703,15.360444,589454.974043783,698827.557845635
679.65380859375,24.192584,369425.872635939,NA
679.936096191406,6.3963626,86023.3243711512,96979.5397695705
680.019226074219,15.790368,302523.183904668,719690.381086893
680.01953125,14.972453,329691.354287108,318809.592747586
680.163635253906,1.3860997,NA,115021.947292711
680.210388183594,6.9587866,NA,412790.569928155
680.248107910156,2.3109781,503478.850593387,499492.931952878
680.460754394531,7.6678567,NA,247719.004116188
680.473007202148,10.971951,387023.822070703,1002948.32248804
680.482070922852,11.848086,1117769.25261004,1237911.33663564
680.501113891602,11.100704,3298352.57295231,3333680.25964031
680.570648193359,15.569541,NA,560531.808855932
680.902847290039,25.4656215,841327.959399623,890427.324225949
680.934112548828,26.888174,73599.3091679822,116427.853706255
680.940856933594,5.2133836,NA,93747.0899914449
680.953552246094,7.0200367,114495.239880951,NA
680.95849609375,4.5737132,153981.694971753,162599.713335739
680.982543945312,3.61030715,62809.126258568,88483.0195288416
681.02067565918,2.79879195,69855.3468280259,129798.086636848
681.450561523438,10.509639,NA,1876434.23006485
681.465026855469,6.9587866,NA,1203243.58147577
681.476165771484,11.721612,861603.292835389,950534.492461856
681.485229492188,12.426133,374864.380523906,199312.371973933
681.505004882812,11.110842,1088346.48564844,513763.470873509
681.581970214844,16.209617,365274.876076397,NA
681.859130859375,10.345075,NA,382177.539266709
681.894470214844,14.211979,NA,338027.913468739
681.959228515625,1.170942,73583.0878992003,NA
681.96044921875,27.34751,217960.429093358,102615.071240672
681.989868164062,3.8396497,2985340.69270679,54880.7374578459
682.330139160156,3.1074191,166585.09185048,162615.757602844
682.446380615234,8.78821175,542976.323196641,495869.209808128
682.455078125,10.449538,NA,742862.300189537
682.467864990234,6.91486205,NA,142651.026839155
682.476165771484,8.23225495,243715.247376044,232667.735706129
682.488510131836,12.6395705,529978.020192883,522047.13013968
682.519195556641,11.731386,1835556.48814829,2127932.78176875
682.579284667969,12.650363,NA,2268451.56788392
682.600738525391,16.0857245,505141.610542379,574691.350376481
682.636840820312,15.421101,NA,811293.58597453
682.869140625,24.642205,NA,204375.486780597
682.956207275391,11.021456,266286.079561191,157587.926757703
682.977416992188,0.84163302,225374.614026533,NA
682.993896484375,25.1741325,843520.671548879,481094.559997492
683.027404785156,25.467611,315984.504390953,NA
683.199401855469,1.9359581,81148.6485909903,NA
683.217498779297,4.8733598,252363.207742982,228889.085000267
683.414093017578,3.5796238,126793.652141848,NA
683.430541992188,9.7089347,NA,801146.992152135
683.435760498047,3.1446599,230361.215555074,198073.824124499
683.4658203125,11.2895935,678297.971096252,3607323.23300532
683.488220214844,8.0146849,NA,720789.259739574
683.489501953125,8.1596071,NA,1103559.9840024
683.502563476562,12.635131,1202482.91732602,148451.787407931
683.58251953125,12.635131,NA,1140096.59401992
683.601226806641,17.126288,664830.075575391,426505.442061323
684.205200195312,8.4982031,180667.451408471,126531.042556821
684.266052246094,5.0188922,348213.559237547,NA
684.280120849609,5.04417325,1236730.8372655,1533841.51357926
684.43408203125,9.6480362,NA,416452.078586715
684.43994140625,2.9948972,NA,96660.7570112106
684.491394042969,8.026471,NA,390966.416290948
684.498611450195,9.9830499,575939.955629448,227129.67324703
684.50537109375,13.4188925,648086.159435957,780941.197753827
684.606201171875,19.451212,8782842.36173326,463719.083289841
684.615905761719,17.013344,827701.289894816,580461.611943257
684.628753662109,16.6548305,306896.279142537,472018.844444299
684.652893066406,16.097874,NA,1658124.05562338
684.866516113281,24.412878,NA,344591.757236852
684.917907714844,19.165857,NA,680033.916377786
684.926391601562,8.15027205,675113.693626405,202642.316998851
684.954238891602,27.1809085,309240.194616083,393842.331854756
684.954925537109,13.396345,278325.056294544,305051.054162083
685.065414428711,25.464578,1547268.98988851,946869.868840797
685.176788330078,1.399031,NA,236038.538539769
685.205368041992,5.0005703,63295.5029060628,95528.858134334
685.283096313477,5.04201225,351528.471405522,409504.436412645
685.394607543945,2.3552039,3203377.03896565,NA
685.426086425781,7.1967027,NA,173320.049914851
685.43798828125,15.5372655,409447.232937675,732043.509522229
685.445251464844,5.8310376,NA,96219.5171586437
685.45947265625,6.1220085,NA,380813.923054338
685.503479003906,9.5196071,235872.90813562,353273.239160317
685.519104003906,14.75271,992333.472303751,707041.874626649
685.539306640625,14.751351,286924.132990547,NA
685.539764404297,13.5340325,991553.675628526,573762.264067731
685.555557250977,16.6256065,433696.359585933,646976.329718667
685.566345214844,10.391011,3061795.47366093,3186692.33209734
685.609954833984,19.481467,1522194.43559716,NA
685.619262695312,16.940056,551743.888119367,NA
685.656402587891,16.097874,NA,658547.042567583
685.929504394531,25.740731,127585.973551988,195578.368496132
685.95344543457,8.76833585,168549.39973382,127760.832424804
685.964294433594,0.80273393,183835.33599674,NA
686.202514648438,12.600671,78557.8961603939,63780.4148705403
686.39793395996,2.34655975,1099508.99336344,NA
686.441345214844,13.52622,350031.750256998,301881.476021486
686.502990722656,14.716774,564143.103869547,656852.604766409
686.514099121094,11.0363675,25390496.8861922,321595.523750617
686.569366455078,10.4050195,1195686.43482302,1205198.83414383
686.608245849609,15.954568,NA,873201.722776875
686.644515991211,17.658396,899315.057702801,957145.91209126
686.896545410156,25.532835,202887.704083709,NA
686.950866699219,4.7273104,98691.2258183444,134626.170626528
686.957458496094,8.1171735,93997.8982864309,114805.77671059
686.975830078125,12.4515575,817880.471651269,340340.063033941
687.038940429688,26.338337,280899.359303081,154124.408771966
687.03955078125,17.29008,290445.937894976,209211.863754606
687.197387695312,3.9042984,NA,108400.355844252
687.202590942383,12.6416725,596657.630164568,466197.413243557
687.400817871094,2.4070694,265068.900946089,NA
687.444046020508,11.8771395,2480833.44648049,3083442.80705295
687.485290527344,7.6266657,NA,207415.990341093
687.5048828125,14.721096,433030.494383899,234407.946660352
687.517578125,11.031739,260635.831856473,345301.298598981
687.519409179688,9.4198431,NA,2964234.49558595
687.533874511719,8.0382731,NA,150696.994970134
687.534545898438,12.938253,362408.978856331,223363.919742184
687.555511474609,15.982703,1466088.54329297,618017.149380946
687.570861816406,16.421401,409851.720486561,NA
687.61181640625,16.082854,NA,499132.532238052
687.630920410156,23.8525135,696870.312671929,238194.360213044
687.64794921875,17.664012,294226.570513594,NA
687.977935791016,9.1589971,216657.333671126,267391.291581593
688.040328979492,14.3230355,NA,490517.680942735
688.489105224609,8.4868646,248808.603908994,216644.914328909
688.522567749023,9.11258595,293554.055831965,260760.662195578
688.529541015625,11.922097,244236.437625509,182676.588558915
688.538269042969,12.652537,425994.282913952,704091.039305859
688.559265136719,16.0997175,303082.40572698,2846524.63297125
688.603088378906,17.216672,518449.319601538,NA
688.624114990234,16.588007,317730.64345429,4834153.96194464
688.886001586915,24.717722,469214.353230223,NA
688.948760986328,25.5721725,263224.359498572,261938.998546167
688.949890136719,25.681176,NA,135768.567837073
688.973083496094,9.675982,313443.378536025,435392.902357004
688.993377685547,0.816350325,536075.69027358,424759.381020324
689.160491943359,12.6428055,352716.387202492,568087.510867501
689.491882324219,7.8647575,NA,250253.972300613
689.500930786133,7.60566675,NA,106341.129331829
689.524322509766,11.023095,386327.488738136,NA
689.526443481446,3.6610125,191022.846751595,99602.7633460429
689.53466796875,13.158416,312194.709862256,204198.286785447
689.548889160156,8.7277187,NA,1070005.04197406
689.550598144531,13.221566,NA,293070.673200821
689.5615234375,9.81429005,309760.793553864,531301.835173134
689.571517944336,17.186417,1938220.97401779,149874.240864963
689.627136230469,16.667762,544613.988135692,808577.547559452
689.64697265625,23.989226,1117363.47373218,802816.544179681
690.282211303711,5.0300602,239955.464870062,364594.208064889
690.297302246094,5.0361808,1093639.67281856,85015.6576513071
690.374267578125,6.2440227,NA,359540.150237498
690.504516601562,7.5276356,NA,513203.710785331
690.541534423828,13.133864,180218.195903554,618195.077916567
690.545776367188,11.036674,1922047.26744,431665.537276183
690.564849853516,9.6003448,702926.420999701,671666.147913989
690.575012207031,17.087008,712157.121013592,608453.494705078
690.584716796875,16.694287,NA,4890927.19485989
690.639526367187,16.4954125,1134402.16231852,1694183.47359527
690.650360107422,24.170183,1280979.13237261,288143.692542416
690.883911132812,24.434623,545043.393384823,NA
690.943359375,12.086338,481987.747760461,452159.366754617
690.944458007812,22.296491,NA,610988.494995939
690.971252441406,7.49300875,103131.617282744,136819.489718205
691.136413574219,5.8862356,NA,240669.472481319
691.300231933594,5.0232145,252511.930713939,NA
691.36962890625,3.6173326,1005969.16260151,2299505.29778827
691.457275390625,9.9217486,NA,193033.864155471
691.467132568359,6.3980487,1045411.5597458,10324463.2446057
691.469512939453,10.448252,9991926.41894421,186869.523740494
691.512634277344,16.079951,294852.044200901,282636.380023601
691.515563964844,7.6279182,NA,230483.924605946
691.541320800781,8.6667598,225506.418638256,394800.1486864
691.548950195312,12.1429155,771599.426280465,752820.482368589
691.567657470703,9.6936889,2283283.12917981,416225.665753872
691.577850341797,16.8869765,662762.697322998,672594.091173021
691.587646484375,16.694287,NA,2537746.66914516
691.642501831054,16.4932515,454608.021668197,659115.934657848
691.662567138672,24.188262,1724225.9371781,NA
691.860412597656,25.052687,1096433.71973723,NA
691.946472167969,4.6977045,113901.537806647,104043.770941001
691.970031738281,7.4479271,78058.6620746689,59966.0013282303
692.372802734375,3.6055565,387708.351490138,846260.063669381
692.46826171875,2.3379154,312481.41152851,NA
692.472808837891,10.5822385,3773252.54975404,4459949.99021442
692.501022338867,10.5438385,1464536.77420126,1352706.84152718
692.520278930664,14.2112605,215527.892571376,169934.228027108
692.524780273438,9.7697869,NA,184390.023513001
692.561172485352,11.1340135,784975.770952511,850607.343739334
692.569702148438,9.7089347,NA,295699.280239031
692.580352783203,10.197569,483426.025478673,NA
692.591674804688,16.66351,NA,587577.526760174
692.600067138672,17.74602,312029.967426557,5460047.72186997
692.618957519531,15.470171,389304.121303129,NA
692.666107177734,24.1890165,1294081.19916842,1424744.93228063
692.880004882812,25.108875,1082928.62305825,459469.656817031
692.912963867188,25.5784225,110458.930027734,NA
692.96728515625,25.411423,2869950.46676155,NA
692.992797851562,17.850154,624192.153917326,675040.561265124
693.100402832031,7.122913,NA,482551.474571273
693.185974121094,6.9587866,NA,516895.842084328
693.44873046875,9.4922916,295437.445755476,NA
693.472763061523,10.02780645,NA,474012.887352751
693.478179931641,3.73052875,252326.601263129,157818.439763238
693.485046386719,11.798802,837799.555679973,1017642.39919641
693.500213623047,14.24134,805994.241692332,NA
693.526336669922,12.7237462,190082.597514459,1319751.11434969
693.543518066406,8.22673235,NA,196231.692102343
693.54508972168,14.1567665,2386656.82045688,2479191.24208501
693.564514160156,11.246468,313928.441830537,2666783.44087267
693.57958984375,10.6161585,NA,587717.092147258
693.603332519531,17.743746,NA,3341048.24081997
693.669067382812,24.20555,630209.925113178,NA
693.857513427734,24.660769,1413151.06830747,294180.226020452
693.898483276367,21.8550705,272889.836666003,355692.958106256
693.93505859375,15.43624,NA,348830.250247727
693.994262695312,3.336165,147636.896130802,138676.238034515
693.994995117188,8.67956365,169333.45727039,180764.60763656
694.481018066406,9.2068268,200637.773893195,409776.629846189
694.48828125,10.928008,694460.96205539,NA
694.513702392578,16.369536,221980.23941086,281620.676767967
694.51676940918,11.7175315,1312738.70566241,1867010.00659078
694.527404785156,15.690153,NA,659361.085028208
694.548278808594,14.128965,1100958.09045784,NA
694.567504882812,11.239201,368044.07331775,NA
694.615753173828,18.9481475,1357727.64609328,16506871.1230653
694.684539794922,16.5813665,445810.556120147,599168.579173823
694.899215698242,26.903697,314383.707590374,157832.985363045
694.899658203125,17.008134,785979.713119934,455152.610800898
