"mz","rt","peaktable_1_a0d25fef67532f42501b07e27fab8747 intensity","peaktable_2_153437c90d223ce0da85ff0c50cf80e3 intensity","peaktable_3_efa6f65476b7343e5481e46df0b1846c intensity","peaktable_4_42513057733130ad46e2365204c0487c intensity","peaktable_5_040d565d8e12fd6f47dce862588b8ddb intensity"
960.944030761719,0.68474504,5122692.73011242,4966487.0395768,5010305.31018334,4843422.53044974,5261211.0324345
960.998748779297,2.00695315,NA,NA,858850.851723328,NA,619674.248104315
961.194702148438,0.68352362,5333013.32987763,5257763.63774984,5490510.44595852,5711822.56913894,5493023.66241033
961.4443359375,0.68133514,5057429.50469811,4619241.23977485,4520402.22940093,4812400.50906675,4520426.74685296
961.690734863281,0.68036794,4895945.31114878,4850057.59873231,4651456.94926351,4726289.53326165,4694297.02552993
961.719100952148,1.33531895,NA,7099761.16035526,8248100.93932892,3635188.04727262,3147533.80610775
961.750366210938,1.85572705,23671284.7511664,25493108.7227544,23640158.8963275,14995563.9920304,24433294.0442241
961.860290527344,1.7704647,13898028.8278063,13753457.9771987,14038496.6821776,13674937.2157358,13456359.2812463
961.941162109375,0.65726091,2708209.62959951,2690102.19799755,3000234.22664788,3019800.99951775,2761099.16377136
962.1865234375,0.68693356,2158820.80584791,1969886.05372005,2069877.4629749,2143223.96361117,2159765.22204413
962.434265136719,0.68342366,1648021.87198944,1480093.10506735,1297487.0700436,1598102.31484533,1510813.36046341
962.6796875,0.68352362,1363601.2554265,1444831.71623543,1272362.18545365,1577161.86797701,1350902.91842872
962.722534179688,1.3362689,NA,1748050.25145865,2013678.65593608,5384878.87396585,1962967.86541038
962.753845214844,1.85813115,14260217.643166,5851113.27911251,15646342.4582979,14371794.9114793,15796375.8927529
962.864318847656,1.7664837,8179975.34127451,8485562.36246898,8098083.62355675,7931513.87128632,7994977.86341681
962.926574707031,0.69129651,NA,NA,NA,NA,722174.328251478
963.038024902344,2.0024516,NA,1524283.3068323,NA,NA,NA
963.707275390625,0.72506369,1654349.51948666,2116774.60317986,2530271.71814242,2342411.55940618,NA
963.726379394531,1.3309347,NA,NA,1937339.35957617,1784418.94479485,1464342.61485975
963.734497070312,1.605815,9444801.48401982,77393675.1274645,91927983.1311235,111989090.190431,90891236.3826227
963.765350341797,1.8897279,28161934.8149074,NA,NA,NA,NA
963.872680664062,1.7660876,5203611.07804932,5201645.16667519,5095387.17135592,5120093.31042085,5227173.71878153
963.953521728516,0.732240015,NA,1165783.90885416,787396.017099692,NA,NA
964.042785644531,0.72632789,1519175.93663495,1701308.65478532,1890135.6715743,1869905.72796218,1722521.46907959
964.196594238281,0.69349976,2872089.14803898,2926667.27551722,2739645.03740848,2907261.24646524,2789364.0827238
964.371032714844,0.68693356,1783067.43493114,1744437.92255286,NA,1832454.46350609,NA
964.447326660156,0.695027335,4332412.91513409,4251996.23614904,3719126.70843656,4102670.66914606,NA
964.700286865234,0.69179469,7739005.54817512,7517710.85606855,7628365.5960165,286608.049147585,7826873.43785458
964.724670410156,0.665056965,1480810.76308645,NA,1652961.81998258,1098879.50167285,1474273.8002555
964.738037109375,1.6041786,6098124.273426,51421500.2303604,59001242.446858,70618560.4458226,61351812.0317565
964.878234863281,1.7633207,2118235.29219731,2064437.34513182,2139324.11863083,2060990.28098987,2074734.63712402
964.947906494141,0.69446674,5209313.5519033,5178206.61161001,5286668.57367365,5520914.27324196,5549565.3381676
965.030517578125,0.68342366,1615277.78348012,1520898.04935008,1602965.80990689,1700455.51740699,1390814.59784783
965.194091796875,0.66601513,4886992.95408456,4617896.76437608,4753276.28302891,5220700.44241551,5055133.85384057
965.36376953125,0.65409113,1210535.19765739,1023337.79952417,1042474.48254637,1225678.47185792,1043827.66099746
965.444091796875,0.66382661,3272208.24209054,3381671.09341271,3286754.70552213,3283580.5636976,3413467.14361602
965.687622070312,0.69438126,2915472.80340545,2829817.04158295,2792921.64420301,2530069.31338774,2448118.84796503
965.709503173828,1.138718815,NA,NA,371661.791645836,NA,NA
965.730163574219,0.70759773,981585.326696348,NA,NA,NA,NA
965.740844726562,1.6041786,2040627.7945575,17399304.281066,21140598.3319666,25516507.2431525,21180786.3872573
965.781402587891,1.918179,24902961.0696554,22212722.8277062,23154226.7114051,22714661.4539224,21931839.4603822
965.938781738281,0.69348502,1958974.23689104,1698277.54789486,1857322.44400727,1944237.68188431,1901613.34168831
966.187377929688,0.69348502,2090183.2631785,1812442.31684524,2045738.60140859,1953254.0169409,1874734.36190058
966.434265136719,0.66591487,997214.386163721,1130524.81238559,934041.981540174,1064456.5674409,967265.141322811
966.687103271484,0.66440325,1129771.30996282,1181720.18535288,1396821.34237674,1267354.33898039,1468146.37325654
966.699157714844,0.56096447,926586.81305131,785704.142962115,653074.109592682,712488.990678248,839423.450217526
966.743835449219,1.607592,NA,4216748.762126,5109376.64058979,6303861.55958599,NA
966.785583496094,1.9203675,12317618.9449234,11913571.9669959,11545931.9446476,11703979.6701714,12433686.0690067
967.697067260742,1.00285565,NA,NA,632810.335730236,466733.908308539,NA
967.703979492188,0.70223959,299855.268830382,317240.668088068,417387.878876394,342156.54023905,295595.449104644
967.750793457031,1.9143309,14391601.3880154,14033329.5038404,10033695.2381916,12864764.1461426,13257555.5323286
967.951446533203,0.70313546,NA,2821948.22980194,3063855.15690752,NA,2874313.26512026
968.201538085938,0.70444203,4876411.81288199,5001735.28363448,4449156.18169502,5064095.64812094,4497615.51591454
968.446655273438,0.67159951,5630753.55928095,5802417.13682228,6039524.27367049,5691226.01820068,6029204.45366733
968.699981689453,0.67258081,6569500.54400431,6884357.9619896,6399520.24037703,6786419.51776467,6678486.95491691
968.756164550781,1.918179,9735799.98201412,10357166.2679026,10045128.0400335,10122574.6365224,10434848.2238014
968.947448730469,0.67380262,4269685.79303193,3966915.10088392,3941512.30088348,3875041.14962915,3911438.83896456
969.049987792969,0.69884384,1672133.44444005,NA,1865389.92205559,1839276.33445191,NA
969.056121826172,1.6579287,340016.82100376,518157.514691532,524236.445573858,651558.655838907,6904098.65055808
969.197204589844,0.67380262,3301330.53981835,2948937.99437092,3110489.53732158,2815142.62747249,2922969.78590412
969.374908447266,0.697699355,1885320.60166874,NA,1716836.74807071,1846112.38415003,1921508.00184596
969.443115234375,0.67029194,1861300.32191807,2264340.74348548,2078716.95117865,2420371.06226828,2318423.33228677
969.681640625,0.67476929,1721365.77834582,NA,NA,NA,NA
969.697875976562,0.67029194,NA,NA,NA,3553044.3223509,NA
969.704971313477,0.668830505,2463548.77536772,2968720.24716176,3053213.83819698,NA,2801854.50352346
969.766418457031,1.9393798,17761402.0935112,18205710.076494,17902146.38282,17022238.0090475,17733032.2415861
969.936462402344,0.67248086,1310640.03274389,1216878.55952539,1261203.22046198,1303052.82926294,1441899.13653779
970.034423828125,0.66504802,915327.467526004,1268445.1446661,1089811.65540618,1239660.60208626,1284207.44783542
970.366363525391,0.66503379,1098231.77837223,1196053.46572382,963784.345462257,1219482.17563746,1064578.22849013
970.675720214844,0.68036794,NA,1347395.41720624,NA,NA,NA
970.684783935547,0.70378181,1562829.75250285,NA,1407639.96096141,1427789.96283421,1514406.39265023
970.709747314453,0.699404215,NA,313941.921984487,NA,592744.499992239,NA
970.770874023438,1.936114,NA,8954086.4673577,NA,NA,9200055.87693693
971.20458984375,0.711491665,1470789.757449,1194399.13852385,NA,NA,NA
971.455505371094,0.71197479,2005080.10010748,NA,NA,NA,NA
971.705902099609,0.71187464,4590346.41317367,4740388.37620378,4541074.78293248,4562214.34139165,4835043.42097683
971.757446289062,1.5275078,NA,460605.732892123,569309.690717246,582390.293792136,NA
971.769958496094,1.9362164,NA,NA,5884313.01195996,NA,NA
971.809509277344,1.5400805,583394.875426362,797178.853975456,817185.123680253,968418.835212024,780737.355011722
971.815490722656,1.4479943,NA,1322329.48808257,NA,NA,1360084.01818115
971.950256347656,0.67904614,5534726.46650628,5654543.94714841,5585156.32122786,5770286.95501045,5730612.51282038
972.201263427734,0.68036794,6043821.00052888,5577464.55674817,5917767.86145703,5849976.51406982,5866971.76129257
972.451599121094,0.67904614,4794719.14644727,4950832.49497488,4751259.09484199,4502723.22552748,4558400.97945882
972.652648925781,0.54467749,1285771.15426156,1347694.38156898,515780.225648765,1341601.25983681,NA
972.653488159179,1.3650813,630489.024496264,619308.161852413,541681.664013302,603821.477609315,479290.628309508
972.700439453125,0.68035371,4310271.51942612,4214695.12886901,4010803.45140967,3920780.69485251,4146617.40632011
972.811370849609,1.54241115,NA,NA,491064.092550561,563612.050678618,NA
972.819213867188,1.4484763,714626.988087281,NA,NA,NA,823676.450202936
972.948120117188,0.68254281,2630934.41213773,2644565.07172517,2698014.35308008,2790448.87697564,2498191.94060147
973.194519042969,0.68035371,2449097.61206252,2897945.96593875,2632206.40402797,2821020.62770996,2557962.10926907
973.378051757812,0.70759773,1355577.80448154,1280229.26747032,1530450.57981782,1362805.12496199,1173016.91064878
973.439697265625,0.67817948,1537201.65561636,1347684.02971325,1438199.26497226,1582626.86003419,1855572.22398153
973.657836914062,0.53153211,403965.594653736,424022.346862439,458583.243795035,516801.313905808,549642.461710472
973.674896240234,1.24415375,NA,557421.357864655,449673.694485894,NA,NA
973.693542480469,0.67914653,1617594.56535931,NA,NA,NA,NA
973.713134765625,0.71144887,NA,1753154.67181946,1229583.28555793,1815278.73485927,1073297.17174664
973.823822021484,1.6019905,771575.970735002,1103257.61695542,1202855.88295624,1271200.49786107,1206673.143438
973.9384765625,0.67816572,977466.257699174,NA,1041423.00041062,NA,775185.152424242
974.04736328125,0.70749757,1984043.93502889,1920139.62697669,1908128.09337833,1819873.89989522,2009271.77710068
974.373291015625,0.67380262,1745137.98030289,2090010.99200455,2102758.17757491,1824075.10837386,2030513.15095739
974.6640625,1.5288633,NA,NA,NA,1801747.23693272,NA
974.705902099609,0.67161377,2377316.63439395,2361603.21521708,2436287.10038067,2270014.70366534,2274972.61743612
974.830139160156,1.5948722,NA,NA,NA,510985.105517674,NA
974.95947265625,0.72615799,1402076.9926801,NA,1274986.4853208,NA,NA
975.036743164062,0.67164579,1287479.29491116,1474575.03801028,1285923.3320576,1351199.165829,1220243.45259582
975.204528808594,0.69131102,3287970.27309534,3409055.03015682,3633377.00030467,3580517.40026219,3321607.23944707
975.36865234375,0.64095986,792653.506273941,864507.466847226,745807.798541273,877827.343641099,877941.835307671
975.454650878906,0.69008962,4882703.93728254,4703437.21774939,4605144.30145897,4888273.32397053,4466935.22860994
975.704208374023,0.68851171,6442132.48586332,6438204.82881095,6725005.10714283,334511.658612307,6695269.24872291
975.733276367188,1.5398061,NA,1031988.62899099,NA,1447590.23915534,1177631.45220441
975.839782714844,1.6342667,NA,NA,NA,526417.053385596,NA
975.954956054688,0.69131102,5267951.08326086,5272202.00828627,5954912.76864659,5367099.07653364,5152941.42440742
976.20458984375,0.69008962,4308928.32065997,4154143.88089888,4212881.94614712,4012696.23754307,3867197.17955634
976.4501953125,0.66382661,3071463.19557361,3132213.416426,2984454.70612047,3125726.28447191,3183819.14424515
976.696960449219,0.69000418,3050624.50709949,2824812.14309611,2653644.1202209,2939802.83823181,2998912.44258944
976.736328125,1.5398061,NA,NA,NA,725944.55319037,NA
976.943786621094,0.687367125,1578489.84032676,1514791.918722,NA,1744135.38408119,1876257.55377794
977.1943359375,0.69000418,1250039.77286712,1381341.35980108,1331075.27890943,1309367.81464165,1250192.41311288
977.4384765625,0.66285952,NA,1074073.63506416,NA,NA,NA
977.688781738281,0.68255686,NA,621854.372266768,NA,NA,NA
977.714126586915,1.10058113,NA,700567.230738891,802936.349984282,1904739.20933658,712643.441968285
977.722534179688,0.76215479,NA,NA,NA,NA,660728.293855473
977.734283447266,1.6107447,412938.128024088,NA,NA,NA,NA
977.7490234375,1.53912835,NA,3904030.36135711,4861734.2347343,5107638.96084084,4178230.71829045
978.050842285156,0.72283239,1258375.38210407,NA,1159662.44378451,1225421.94227911,NA
978.062133789062,0.75914191,NA,NA,NA,NA,1167180.39120643
978.463012695312,0.74034116,NA,NA,689734.231811177,NA,NA
978.714721679688,0.70444203,4569559.01324356,3349642.00590867,4376531.20062558,470907.078188495,3468574.48578703
978.751266479492,1.5519805,NA,2691215.66488409,3420211.58317646,3682004.68945223,2680666.35353771
978.958267211914,0.697215855,NA,4371619.82850878,NA,4422431.83048522,NA
979.043151855469,0.68237932,1933588.96719372,1923254.05251369,2236050.57783019,2077470.1555868,NA
979.208374023438,0.69884384,5713049.42757888,5580976.38782898,5396563.31058985,5447464.22837274,5844269.89505399
979.377746582031,0.68352362,1675007.1806249,1668641.46132057,1937462.64797308,2088641.79143536,1803260.71989212
979.457366943359,0.70005067,5555230.31202874,5570902.70116848,5209433.34872112,5721505.76630201,5885639.31584926
979.634094238281,0.82345454,NA,7367350.62671386,NA,NA,NA
979.704132080078,0.67161377,6920266.60352683,5221334.62111813,6430197.99626227,6435823.33728888,6310019.13757487
979.729461669922,1.2718675,NA,6223730.26268912,8057469.64832751,8048437.32777023,6715789.4421615
979.757247924804,1.57383625,NA,1326343.34504585,1445264.47594275,1605646.5271573,1151749.28132426
979.954650878906,0.67029194,3836464.51705911,3603751.52779642,3559222.41811067,3612547.84435147,3610245.83402528
980.039123535156,0.65059501,1115746.28909988,1249750.99781606,1165549.71886093,1224151.33788356,1141853.8159845
980.202453613281,0.67029194,3422874.19887636,3240825.028616,2983371.44363393,3234124.34265925,3284458.71733648
980.371337890625,0.68255686,738420.859889507,675188.84858637,738381.941169458,734640.401546392,751910.735384974
980.448425292969,0.69884384,2089389.47584545,1937328.88027412,2266436.37798341,2019325.35503449,2122552.70902642
980.700256347656,0.69786221,3062230.34872005,3152694.91100971,2844280.67181454,2912892.72358135,3071288.58806196
980.733032226562,1.2718675,NA,3639199.9615328,4230443.71473829,4723759.55079633,3887682.28755741
980.761444091797,1.604515,NA,23655969.9186441,29261097.2066039,35813987.3527223,30066660.3916046
980.944091796875,0.66726871,1077936.02005867,1027631.73885245,1282871.46655985,1171890.55035454,1138397.00032046
981.191040039062,0.66942516,NA,804766.061087101,939763.328325113,770742.41704941,NA
981.691772460938,0.67383439,NA,NA,972251.467458283,NA,NA
981.70263671875,0.68780074,NA,NA,NA,1010367.94197345,NA
981.736938476562,1.2729449,NA,1161845.41031189,1628588.76155634,1725594.27862338,1213653.47439673
981.765106201172,1.60646565,NA,15705355.5368297,19635006.1568044,24185924.4479586,19967054.0422212
982.211364746094,0.71319661,1654259.3648887,1815325.84559261,1876849.7636478,NA,NA
982.462280273438,0.70663103,NA,2982699.57772478,NA,NA,NA
982.713195800781,0.70968619,6017677.83843874,6146610.80326591,6300636.92745336,6169380.90620228,6170388.34308515
982.768463134766,1.603215,NA,5715960.06220257,6909941.01672328,NA,6928356.03690694
982.957397460938,0.67599116,5462558.01237907,6012729.35702889,6008158.42091356,5726822.2530814,5443340.34662103
982.98828125,1.9860246,3942778.7123019,NA,NA,NA,NA
983.207702636719,0.67906146,5343822.63079852,5646643.16292751,5481309.36262813,5499668.14841652,5650316.14208647
983.381774902344,0.70094692,NA,NA,1824024.2197907,NA,NA
983.386413574219,0.711484345,1795296.68475002,1610731.25512012,NA,1502393.36561414,1554412.95227102
983.457885742188,0.67695803,4614517.24120371,4519423.78636496,4158085.21532222,4489246.22197201,4513242.63855877
983.701965332031,1.5703868,1329450.79335555,9554655.38547265,10511790.6188171,12535765.5292884,10549511.4464443
983.708679199219,0.67817948,5569036.15299139,5157740.40918655,5087666.53901745,5082767.297195,4977256.18753712
983.954956054688,0.67816572,2287783.68903649,2250751.01708562,2312342.35536759,2293490.45792856,2323689.6399607
984.050140380859,0.69438126,1883829.92362283,2019451.65323418,1815779.95041546,2098332.03987432,1919164.3425302
984.19807434082,0.68304009,1651977.90524745,1591108.22542182,1810216.80553594,NA,1592311.46334788
984.203125,0.67248086,NA,NA,NA,1688011.29100933,NA
984.378479003906,0.66726871,1682614.90734498,1692203.79254794,1974840.36022381,1928644.71551859,2048596.32683664
984.447448730469,0.67476929,1620247.37316045,1471344.02506353,1315613.53921055,1429081.49971803,1437800.75223317
984.705017089844,1.12445018,NA,1470450.67124978,6998859.38434136,1091813.01553284,1345087.64203439
985.037048339844,0.66067109,1170576.70177717,1017618.93929234,1216613.77400758,1084963.20446315,886049.567751038
985.370056152344,0.65716069,NA,577529.719817998,NA,485608.242287482,789365.779433946
985.716552734375,1.6017877,31172682.8432293,1088579.1366245,213169170.370737,1481737.36985571,341757.5188845
985.749633789062,1.8054814,NA,1250622.74560996,NA,NA,NA
985.788604736328,1.4001302,NA,1011508.15804195,1317136.01018576,1203726.01744278,1079834.15620631
985.965942382812,0.719754985,NA,2241276.037949,NA,NA,1585665.17268781
986.213317871094,0.69219274,4533664.29350019,3993203.43872355,4022883.02823967,4156916.92778938,4199793.57072554
986.46142578125,0.68691994,5421152.55444375,5339300.54650794,5639371.48381407,5843059.30370181,5160319.16997272
986.712524414062,0.68781569,4948882.84273078,NA,5560177.79304312,NA,5713594.59262929
986.720092773438,1.6054036,20800958.5913569,124486953.283914,139320999.954722,153349945.439222,145345564.624489
986.961547851562,0.68474504,5207222.77809564,5246575.72507345,5198119.97771198,5061032.87027092,5481174.27769122
987.210388183594,0.68561211,4921418.86605175,5180343.17783173,5047069.78138151,4824624.04269688,4296359.38904805
987.457916259766,0.68562704,2877048.93670549,2963569.48398093,2818651.4739169,2972112.06312309,3052209.9629145
987.696838378906,1.2359827,NA,1238076.88266326,1500613.31001318,1578390.17822926,1169428.2777825
987.711639404297,0.670968885,NA,2653373.73868836,3082097.86470801,2940717.36658776,3166387.92176051
987.723602294922,1.60609105,7248947.56079675,42396328.1774727,46511931.8360454,1169133.27698164,50045124.5816219
987.951293945312,0.68691994,1607543.99781151,1549516.99530289,1567870.72235089,1764677.07878322,1658672.89156032
988.054077148438,0.70322093,1570787.73889281,1322095.5935067,NA,NA,1470582.60796977
988.202758789062,0.68912214,1551173.63151628,1838812.64265159,1624550.2604497,1823717.8309322,1583093.3561903
988.446838378906,0.72072941,861237.148396228,NA,NA,NA,NA
988.453552246094,0.68254281,NA,NA,NA,NA,815340.915016845
988.701599121094,1.2381924,NA,849156.892590865,896944.125215715,945545.685852051,694745.408003741
988.721008300781,0.70312051,NA,2506027.31367507,2375388.31393299,2668099.87293269,NA
988.726623535156,1.6017877,2056443.90914606,9902905.54478138,11424228.8010661,13434989.9658161,2304947.27990234
988.769409179688,1.85076065,NA,2863947.98931634,NA,NA,3530255.40742191
989.047546386719,0.66942516,2075726.03722551,2032859.75611204,2481405.15442699,1941618.6328647,2056297.38387634
989.221923828125,0.72851646,NA,670198.014159865,NA,NA,NA
989.381561279297,0.66945729,1952494.33136814,1837836.91202075,1698631.16010559,1891291.23113204,1677161.80767791
989.472015380859,0.72850222,NA,NA,NA,NA,1010851.70116593
989.711822509766,1.2718506,NA,3640819.73172974,5339926.55553393,5399900.15806687,4858060.61020116
989.715270996094,0.69787684,4277548.63827421,4246919.33504052,4205725.82894497,4326682.56973037,4019059.50161743
989.965240478516,0.695510805,4582582.49810193,4554969.11204064,4783193.9241885,4797127.0949208,NA
990.045654296875,0.66504802,644842.309782377,836232.302654215,846324.651901696,758462.619850157,758957.966658598
990.215576171875,0.69655487,5941263.92445683,5369645.17294769,5459373.95337578,6264083.47795869,5728582.387545
990.465454101562,0.69438126,5875300.10133955,5954546.93586045,5870274.79298169,5545038.40285024,5332088.45463533
990.713500976562,0.69884384,5382788.36995324,2219121.01714232,3393822.28350558,3488019.60419445,3193782.27712331
990.961395263672,0.66820372,3624651.63564101,3330911.06704373,3751704.04597498,3339655.29666849,3504223.48923447
991.208129882812,0.69348502,2603044.17685611,2855589.13734908,2625934.17139917,2527478.52379778,2625396.15576733
991.456787109375,0.69655487,2047930.76902467,1959260.48487893,1813078.46786786,1778984.90300345,1905609.18169871
991.72312927246,1.35445685,NA,996706.423219336,1466790.16028477,941280.794664473,1086658.46733481
991.796325683594,1.9174944,14472929.6178911,14142362.3132831,14535476.6333021,13195369.276938,13945898.1595464
991.951538085938,0.70532403,NA,NA,1196947.39831989,NA,NA
992.722717285156,0.71757368,NA,1591726.3629414,NA,NA,NA
992.728759765625,1.3603517,NA,NA,478661.754816539,NA,NA
992.751037597656,0.69875834,2365087.53644764,2010453.80882479,2043562.04521015,2313147.75057232,2234560.97774392
992.800903320312,1.9138019,8455133.87138782,8127654.49769219,7566839.88777899,8473105.01943618,8090172.37920233
992.974548339844,0.74480344,849651.155708589,NA,NA,NA,NA
993.21826171875,0.70540911,2110826.21475029,2520306.25990791,NA,NA,1840091.48636608
993.395721435547,0.71630209,1954397.32923113,1903267.99693105,NA,1810487.18812163,1808982.08929062
993.468139648438,0.70532403,NA,NA,3714951.63907816,NA,NA
993.711441040039,0.93610476,NA,NA,761350.141722416,598479.791448068,NA
993.716430664062,0.70751249,7426453.16620295,6851273.83689724,6895290.68277508,7612016.63522003,293250.412160266
993.746124267578,1.45004545,NA,1735883.46927974,1935178.21579955,2041158.62204263,1530165.2849335
993.812683105469,1.9400647,17068384.1586539,NA,NA,NA,NA
993.96875,0.70540911,5746511.01639194,6216370.97263428,5515611.00148129,5937652.22901603,5676277.40557811
994.052307128906,0.67914653,1952041.84906197,2037299.26311666,1814199.46894155,2172958.38897576,2029408.15457062
994.214569091797,0.67695803,5636741.5819359,5480123.36989223,5589443.57778716,5115022.14454113,5592720.18406275
994.383056640625,0.68123502,1639597.26774908,1629989.59441499,1631903.43500779,1765884.73208318,1467228.89545359
994.464721679688,0.67380262,4137273.00316658,3712449.23467529,3852875.69011008,4043548.89584209,4233878.48638639
994.712890625,0.67817948,4599248.65672588,4728745.66943061,5214780.09812365,4946128.38582023,4659278.99375119
994.741363525391,1.3397364,NA,1156478.99695458,NA,NA,NA
994.748687744141,1.39050495,NA,NA,NA,1297141.84425131,561613.220376987
994.763153076172,1.5266748,NA,NA,NA,2036292.01464394,NA
994.961791992188,0.67695803,2117492.99792595,2313469.0010902,2055029.72602624,1971936.84494049,1951233.12063181
995.048583984375,0.65069534,644239.962155163,701293.411791139,665377.911247368,707503.643861379,755289.02829931
995.207458496094,0.67599116,1900528.23313581,1921964.22580379,2025332.83977202,2276241.65551671,2282030.75927109
995.454071044922,0.676474385,983563.121344903,1266312.47133604,1273727.81641188,NA,1480334.79220977
995.703430175781,0.67597658,1665014.83047898,1718966.02420297,1756365.63222303,1672597.66593189,1648552.33730351
995.750610351562,1.4525385,NA,NA,NA,NA,509572.156370535
996.721343994141,0.71586876,2197759.70223144,2284661.99584461,NA,1886482.38261015,1978986.58016657
996.757049560547,1.2744939,NA,3967738.18807031,4619834.29707637,4746529.60576762,3689505.84910707
996.973358154297,0.71695574,2655690.31631771,NA,NA,NA,2530743.87623744
997.222778320312,0.71757368,4962093.6672593,4449714.4185658,4795201.21444967,4618544.83613986,4906520.69957496
997.398254394531,0.72413939,971815.514347369,1017502.57324777,NA,NA,1022232.01503786
997.467834472656,0.68561211,5707513.54172512,5349943.98747787,6465027.54877378,5779264.55668581,5746180.6161349
997.680480957031,1.2958843,NA,812841.152296171,1177355.89170122,1254186.90820303,NA
997.718811035156,0.68474504,7436822.97516095,7193595.25234625,7389993.3095905,7362926.09987207,7180806.63088442
997.760437011719,1.3029453,NA,2245765.90507709,2958134.83072879,2746616.92483449,2324564.20435183
997.968383789062,0.68474504,4565208.04220046,4924640.4251488,4470394.54583462,4458104.0350701,4854920.39953229
998.0576171875,0.69227784,2199020.01090803,NA,NA,NA,NA
998.066375732422,0.72850934,NA,1842784.02546115,1900774.25573673,1777862.06519185,1528925.70401002
998.217651367188,0.68474504,3591151.74944215,3976456.95187327,3734409.06895803,3550890.70235824,3940219.24885007
998.393249511719,0.69131102,2143909.1706925,2022855.5706597,2231698.24558185,1860001.92098007,2204302.94705223
998.464599609375,0.68562704,2382134.21280617,2669030.8117329,2497924.03080655,2273676.16867595,2388186.39135715
998.683807373047,1.2920025,NA,NA,648354.853724572,657126.563097562,NA
998.718933105469,0.68474504,5473879.28537519,5237853.14432755,5499894.57694471,4976766.06885452,5550276.83897184
998.763946533203,1.2718506,NA,747996.842665619,856335.950344806,795578.233120807,738150.388316814
998.958190917969,0.684737955,1340310.71445828,1565156.12379093,1525022.07885943,NA,1480269.44148682
999.054046630859,0.68998919,1838438.67497226,2103123.80792964,1898152.25348206,2041166.24953715,2023877.83262835
999.205932617188,0.68473087,NA,NA,NA,NA,1059835.62286394
999.386413574219,0.65627961,1442340.44577505,1569757.43417267,1495989.80101613,1644750.04266458,1463110.09543263
999.454284667969,0.68123502,NA,NA,NA,976658.35888025,NA
999.696258544922,1.33531895,1613682.40768322,20113631.2686567,NA,24004097.2332262,21053214.1710789
999.6982421875,0.70223959,NA,NA,NA,NA,730784.800124295
999.720153808594,0.660076325,1628199.91432528,1580280.2630305,1632315.08476745,1648954.85890638,NA
1000.04357910156,0.69875834,NA,NA,667447.871631599,NA,NA
1000.05307006836,0.65497213,NA,NA,NA,592882.225093288,NA
1000.22549438476,0.723478425,NA,807328.107236902,NA,678382.634133554,NA
1000.47621154785,0.73004399,NA,1675178.08587531,NA,1812236.04801629,NA
1000.69967651367,1.33422465,919866.237706454,13375794.5713425,16203728.397123,1362172.46244229,13118982.2885064
1000.7219543457,0.697706625,4234302.83373822,3828419.92123418,2968161.73254486,3265156.0520675,NA
1000.72882080078,0.72850222,NA,NA,NA,NA,3677700.06611565
1000.97204589844,0.69219274,4968346.44381457,5290054.25550775,5104639.15481954,5259652.66007278,5098545.54907867
1001.2219543457,0.69348502,6131885.07795755,5889054.10236701,5854236.59431936,5882434.52615924,6329987.01449407
1001.47183227539,0.69217783,5314458.86105504,5586940.30434656,5285693.0890891,5358122.88489007,5185775.67711877
1001.69073486328,1.6054036,11554337.7395826,62930274.9483847,68862500.0960856,77316749.8212303,72182596.2424874
1001.70571899414,1.38304535,NA,NA,2086735.25775543,NA,1484860.46553723
1001.71154785156,1.3309347,5067829.28657045,55066562.430545,27849868.4508058,69121530.3964864,22480035.9117359
1001.71954345703,0.69227784,4102167.10875159,4702671.80640405,4340221.20861781,4918689.9500575,4814982.76905651
1001.96881103516,0.69217783,2853584.27511375,2972094.51959901,2874890.29237893,2894621.64577855,2880354.59754507
1002.21704101562,0.69568781,2871130.33351294,2742856.06591866,2784527.20654422,2841097.06953293,2900548.15221088
1002.46209716797,0.692227965,1604521.33525786,1727698.21504888,NA,1389307.46035029,1442843.07367122
1002.69409179688,1.605815,7817032.17851372,40819728.724445,46233415.5443757,50498932.3696795,47354852.7251737
1002.70935058594,1.3997455,NA,533489.060035685,425203.568528788,649766.50737483,NA
1002.7152709961,1.01375221,1661871.13369278,1685973.34798194,1816471.69602088,1546860.52613115,1704529.36676598
1002.95259094238,0.695077275,900646.959797426,1019693.55227315,NA,NA,NA
1002.9609375,0.69217783,NA,NA,NA,947052.764984183,NA
1003.06488037109,0.70006494,1855950.25689916,1946562.43255103,NA,NA,1995007.26497881
1003.39715576172,0.70005067,2222229.88726478,2294974.07933883,2127465.95623758,2364160.66497929,2100584.78310957
1003.69552612305,1.60342075,NA,18433664.7061656,19873523.4193942,21720299.3899087,20748292.3072345
1003.71905517578,1.3309822,1062263.8359918,14695871.0330473,17893098.5725535,17104474.2791542,14462772.7701218
1003.72402954102,0.66941086,2356626.98693354,2105635.81772134,2409856.24559154,2580858.15920686,2134098.12441554
1004.05685424805,0.66508019,2074911.61427,1892174.73361253,1727728.09281363,1838612.43994612,1928458.00827389
1004.22564697266,0.70313546,2888161.20412066,2967356.68547685,2690409.95662937,2532012.90611036,2863734.93234895
1004.38861083984,0.66382661,1349255.61926767,1241199.43875373,1402137.91109926,1347860.43408182,1315936.09767844
1004.47543334961,0.700982265,4454173.30388453,NA,4153072.61869699,4034596.33466308,4033255.55371643
