"mz","rt","peaktable_1_48cfeaa2b4a77273ce366caac107df72 intensity","peaktable_2_e643475138de5bbba29876333731f5d5 intensity","peaktable_3_329405a96fc3ecd6463545f5e357ecad intensity","peaktable_4_780c6675f627e794fefa6d6ff84ece8e intensity","peaktable_5_ec631491bb8bc4f620fbd7dcd84576a6 intensity"
721.575561523438,2.3914411,1665575.3342071,NA,NA,NA,NA
721.58056640625,4.7037779,2465301.49441828,74155501.5416636,2707169.63620208,73303790.8829979,73962363.3688775
721.596557617188,3.5540728,3439561.3240742,2845090.40851255,3439910.09509882,3261905.88028987,3124161.72688358
722.471221923828,1.3260211,NA,468980.131864736,NA,358977.804750608,NA
722.484558105469,3.0570482,21621033.0149736,21862216.9869788,23638309.1447431,22779731.0370773,22276224.6765079
722.508926391602,1.3498186,899399.334183935,579533.363469729,379918.773307031,453483.703994673,853764.990352735
722.513122558594,3.3120338,2054429.88847236,2849195.93759851,1624664.70569672,1914619.84597088,1602548.54788135
722.584106445312,4.7038034,33317545.0506487,35491565.8950121,34781950.6379148,33292892.2324586,34322090.3470469
722.647613525391,5.2721274,3747580.22800013,2328322.17287382,3717316.99395479,3890588.64956624,4746638.29648537
723.043090820312,6.4974442,31260092.6604939,30708889.2227495,31510784.5075946,33113321.2992281,32360260.076607
723.478210449219,2.8928077,2481371.012568,NA,NA,NA,NA
723.487854003906,3.061365,4799721.33304087,4544944.87991166,5441939.75425705,3949247.26973617,4377812.06749106
723.496765136719,3.3552749,12119358.6741578,13116562.9694307,12641491.2585213,12596333.131209,13672831.6330624
723.51383972168,2.2315126,1628684.74741585,2048675.32954735,1207389.51549525,2185048.90856193,2218879.48643007
723.515594482422,2.9663089,603432428.987196,7667341.36146975,8753167.69089146,1550756.289222,7182446.27564268
723.535034179688,4.40986085,1224871.26888666,2578339.35901313,4553968.27596638,1045198.36565859,4715027.3583864
723.588531494141,4.6994506,6736290.09245156,7381669.20878292,6767197.65263591,6810773.59729349,6921325.54077606
723.590942382812,2.6637603,2231929.64136526,1300290.13455544,1341771.81113381,NA,NA
723.6064453125,3.5368296,NA,NA,2532267.57637697,2300247.71214488,2780235.83716162
723.650955200195,5.40180375,5710114.20186489,3483548.01861767,4729320.69028331,5694240.57754128,2128205.76158285
724.046630859375,6.5017665,6577228.92178509,5785378.18612468,6330228.31342169,5622194.00537045,5487598.74877626
724.487945556641,1.2503804,464252.635138642,NA,825162.460608024,291028.115811094,477084.094743947
724.500244140625,3.350948,4577193.67991384,4076036.41452349,5021014.9364769,5712928.80487877,5578489.09484812
724.517425537109,3.30342225,927337.724918053,1337580.41628628,674076.939596803,31683213.001305,363031.117911966
724.531036376953,3.1521152,2348594.79009705,2284146.91567404,3550276.5612884,2025285.82291351,3048094.85069962
724.537109375,4.3882882,NA,NA,1946782.1643356,NA,NA
724.575241088867,3.1218705,11582667.3660347,3410829.82599114,2808407.05293617,2345910.77605397,NA
724.609497070312,3.5281599,864177.867604484,NA,NA,NA,NA
725.442352294922,2.23367105,7057345.84638545,4702086.90620966,5523788.77561361,3919218.11303747,1292602.58672343
725.462677001953,1.8922401,1326493.79341406,2731543.57186294,1529460.52613653,1574771.47419543,1495819.41673303
725.476501464844,0.88300338,NA,1102748.04879147,909318.485098064,667895.147890398,NA
725.499725341797,2.6291578,11552193.8609666,9560225.67992714,8575895.06069735,7729072.60801039,8575740.25019214
725.520874023438,4.4747051,7317969.73273236,6593763.95513586,6946316.52738374,14565849.5183857,6801863.60013244
725.534301757812,3.2299381,3373712.83599127,4271123.37486639,1738345.67828402,1168131.48151961,6263634.50384102
725.535095214844,3.99279105,NA,NA,6354257.28316186,5450386.58183143,NA
725.559997558594,2.966264,41478041.2074288,41834378.8612287,40910125.6112067,39161819.8024054,41653808.3538192
725.578552246094,3.1262025,5205918.24936816,NA,NA,NA,NA
726.445343017578,2.22718945,2523448.98865753,1753032.30870911,1916942.25526033,NA,1455739.34678493
726.465240478516,3.8760938,1414784.11525425,47813076.8457348,31175366.1439699,43092921.7816767,59430301.9726593
726.480285644531,0.87437462,566960.752758329,502965.08425017,491547.007270913,NA,NA
726.5029296875,2.6334605,5034398.16053184,4238585.59034538,4310347.56658424,4233641.63712618,3929355.75590063
726.52392578125,3.7788382,1921654.50035699,2369104.18415968,7870486.37147193,1412799.8393626,861163.747484341
726.542877197266,3.94957185,5255005.63615502,4649688.77953258,5434798.94071686,6280617.05812535,4754668.90352905
726.546081542969,2.8322897,1495252.69181399,1499865.80565319,2692054.12074545,2916494.34911644,2712517.67203518
726.563354492188,2.9662835,18253894.5479697,19196322.8761098,17883176.0447964,18062990.008744,17110411.6061782
726.590942382812,2.89711735,2205387.99270468,1575182.42149003,NA,2077520.05003188,1947844.15937353
726.938903808594,6.5190959,1398267.18073354,1115585.67460676,1115091.92865071,1281171.36039576,1529408.83436575
727.406616210938,6.4931177,NA,NA,NA,1853435.19637074,NA
727.463806152344,0.87005267,595451.082405589,413873.898249607,6255244.25054625,NA,NA
727.468597412109,3.9992968,26037109.850406,25863580.3504098,22051193.2780895,23282167.7643397,22203122.8673162
727.478546142578,1.9678646,1621528.92238622,1755961.72300351,1675414.15743253,1630677.60115969,5082511.97783399
727.530212402344,3.1218647,2703891.55661634,2220506.2833015,2489518.61623594,2407635.56903841,2531467.48626225
727.549621582031,3.3855099,2167683.95285825,1983229.01470774,2563365.15118877,17819099.5371597,3229560.11035108
727.566467285156,2.966264,3955708.10086351,4006040.73188907,3419174.00281705,3463522.95566811,3838667.48963175
727.575439453125,3.1045915,2597940.22232739,3173578.70186579,3500456.34325107,3114665.76046519,3197776.87590678
727.603302001953,5.3996247,10068344.175547,9138749.39415864,11683356.474021,11336994.4682889,14355455.4790213
728.471572875977,5.5465973,3950097.08344434,4432661.67816488,5383593.02769302,5889824.56683841,4860387.53959688
728.481628417969,1.9721951,5907832.27824029,629570.809724626,2368622.44679576,3938313.36337913,3875917.5091994
728.523803710938,2.9663089,3636968.49103221,3902420.90328262,3495241.72225872,4047240.80453213,3822777.1869177
728.552734375,3.3855554,12993343.702737,13748674.5413724,12539849.6267748,12411276.0864343,13604344.5503048
728.56201171875,3.0397546,55493632.0342174,69963596.4146053,62224699.9004491,62330387.2940665,47709582.0495809
728.591827392578,2.11050585,NA,NA,1418251.342947,1879542.9836895,NA
728.6064453125,5.4039571,5051345.12517339,4374236.73867919,4843789.1743084,5313243.66890737,6254790.74597304
729.421691894531,5.7799819,48273028.8132478,23248975.0456433,41509422.5340867,53803169.0899658,46388030.3456524
729.473999023438,3.3033935,3829454.17656384,3717789.79229118,NA,NA,3376043.84831408
729.486022949219,2.5729832,3288885.61040318,2558237.36277112,2326617.78468675,1994250.4143751,1790124.29096649
729.530517578125,2.7155951,1329217.01479893,1617654.01121962,NA,NA,1062090.90455536
729.544799804688,2.9274097,2261405.52072993,1506723.70502999,2084285.65016905,1674284.71154717,1908628.25260574
729.565460205078,3.0397437,27635098.7938793,24404933.3220613,24998598.2276024,25982294.2187807,22253746.9339102
729.593200683594,3.0051825,10533943.7091379,10121739.6224297,11373874.1457942,10376772.9886855,10752178.5207393
729.602890014648,4.7837247,NA,NA,NA,1947680.36162838,2270682.31218808
730.425170898438,5.56603425,5606200.41365773,19624417.6927254,16953149.2696635,19583548.7244975,13609146.029372
730.489624023438,3.143471,NA,1683408.0982967,1453392.82124514,2003251.55824499,NA
730.541229248047,3.01167865,3926093.14481905,4707961.77648935,4486141.73305527,3582958.80132696,3438484.23559461
730.568359375,3.6664481,6730906.43178507,4962333.46994712,45481545.678983,5640935.42283246,5865859.93660421
730.57763671875,3.3293368,9308042.85214579,9661129.36750153,9208492.72514896,9039072.29502545,8142716.74052253
730.596435546875,3.0138076,4618198.98953656,3949476.0434627,4486834.68498749,4205399.32912116,4201393.80646905
730.959045410156,6.4758292,NA,NA,NA,2522031.96890617,NA
731.427169799805,4.90474895,3244116.0501375,3901973.66980917,5406749.39882292,3311279.29348084,4618828.63638966
731.473602294922,1.71503855,2336218.83930909,NA,896089.718114297,NA,1019586.63498347
731.50146484375,3.2990873,6883612.85897867,7155484.68035632,1458367.39480267,7375843.14921647,2107727.36967075
731.54443359375,2.7112586,2162751.21522648,NA,NA,1819895.33889723,2437884.13116168
731.546203613281,2.9057992,2527767.94778062,1784387.70758624,1774770.13581104,2149860.0956881,2344965.27652856
731.559997558594,3.0397546,10343901.7900736,11880134.8266858,1931287.97180803,1370151.00986551,11648691.5922752
731.568939208984,3.6794183,NA,2623542.05179857,NA,NA,NA
731.581207275391,3.66428915,3310283.36012539,4306217.65909387,2718719.03985695,2582983.64083772,3957211.72030809
731.609252929688,3.346611,224380496.042187,233664028.792143,228580199.585782,226522698.024726,221322755.181836
731.611877441406,4.5784309,3586186.58745971,3491284.1522967,7658756.83766983,3675317.41830545,3797293.68577582
732.423767089844,3.973323,1971633.24091663,967255.336912495,643126.21038797,544873.311386929,675657.927592969
732.424911499023,4.64541665,1674167.61328725,NA,6576782.52563442,2786997.0154471,2458799.87818428
732.492004394531,6.4283315,NA,NA,2614687.05329665,NA,NA
732.550033569336,2.61402095,478541.368071592,1488559.85173565,1397044.81478986,1376776.41947945,1814419.61678418
732.557067871094,2.9965188,29404105.170898,33394643.2886832,30255307.5365917,29904828.9487988,32075105.539806
732.584655761719,3.9560757,4253796.52886382,5078767.42958438,4727063.0191194,4885660.98627909,5061878.92888482
732.592651367188,3.6210759,2372690.89013051,1453419.3361722,NA,2238893.35415964,NA
732.612579345703,3.34232135,101850860.485942,103454469.594012,3635074.69780385,100687928.500082,102797343.065481
732.614837646484,4.56545735,2877921.12925211,2715611.37799275,NA,3873594.82512765,4193263.71533661
732.650207519531,4.6173357,1271200.52414645,NA,NA,NA,NA
733.517547607422,3.5843476,12718545.6988869,12807221.5443263,14391154.474068,12210834.6226873,14878238.787794
733.5537109375,1.0256752,934991.836860844,733342.638557532,468837.203556026,682344.315786529,442618.804687969
733.560607910156,2.9922162,14297080.1139424,13723114.4547604,13664680.8412661,13912516.2122618,13798943.1879774
733.577087402344,3.7528944,6129019.02904405,5719445.14374854,5852408.55881971,5207402.856183,6438039.18446147
733.597839355469,4.0122635,3550523.89338243,3480983.40948323,3966026.06369741,2781754.25663702,3892551.58225969
733.615753173828,3.3509333,23974141.3822182,23233247.0039671,25746018.313822,22841241.4496002,22447854.3426454
733.625122070312,3.4978996,7367279.28968549,8044641.41332027,3558187.3659341,7810743.88415459,3551666.89909028
734.521057128906,3.5800093,5777897.63281029,5789423.5065276,5731424.60740031,6642226.60241412,5929987.52016505
734.559967041016,2.1061751,2766078.23963459,1081722.41928619,1242350.73907097,2298582.45230429,2963311.73923014
734.572509765625,3.3293368,98790155.6741047,99328026.8556678,101133936.756018,95975217.9825915,98246945.331963
734.580413818359,3.7550813,NA,2337220.18899562,2284308.56210233,2436008.26544616,2773180.24720555
734.618499755859,3.3487967,NA,3597543.50656109,3230342.27539799,3432110.14398882,3153011.52234789
734.628021240234,3.4870898,2736807.60382576,2594749.42192143,NA,3706443.0697663,3061679.98891275
734.666381835938,4.75563565,2130104.3944342,2180499.90502668,NA,NA,NA
735.492248535156,4.8420664,NA,8764011.67717332,40934642.3292659,23402902.7959713,8893387.75553733
735.5234375,3.6016307,NA,NA,NA,NA,2225913.51431644
735.532806396484,3.6427008,NA,2351246.1001275,2239272.1537158,NA,NA
735.554565429688,2.0845955,2411311.88435194,1521474.33927094,4644913.40158538,3969679.97645709,1394126.65997541
735.575744628906,3.3293368,41381405.5418508,45101957.1614928,43621911.8232343,43063813.9152568,43385939.926585
735.608154296875,3.636213,1969556.66252877,NA,NA,NA,NA
735.643005371094,5.1359852,16048283.1108038,15687819.6344006,17480064.9819165,18214159.1781098,21422878.5331479
736.495941162109,5.83615485,2961087.42576564,13564662.9066682,2092576.70191945,4596038.75836099,9631990.53774829
736.523880004883,4.3039709,2871804.05117381,2076096.17484299,2499955.36991566,3062220.9823897,474021.193334716
736.526443481445,3.2515341,3135502.58249091,8906923.96085266,9285384.93099019,4600873.45648894,9646670.07926006
736.545440673828,3.3012457,3402533.70545503,2543546.2381826,2516380.40955186,NA,3638554.64238731
736.558685302734,2.08671865,1141426.46175479,NA,NA,1669351.1433892,1741471.22915137
736.578857421875,3.3293261,9189645.13421254,10096024.6305776,10185290.1958804,9562915.13660319,9194500.79952694
736.646484375,5.1359852,8452973.04004973,8508597.33726185,8927322.98897587,10103995.6479816,11987154.5358546
736.838928222656,3.2212733,NA,1020874.81175269,NA,NA,NA
736.975494384766,6.46935625,24999120.9869146,25770097.7686854,359481.952714288,24073553.587807,23462233.5939755
737.358001708984,6.48663685,NA,1816640.88065594,NA,1680257.44628573,NA
737.498596191406,4.6821922,2402644.51897274,2094497.23882078,457663.167835528,2660162.01881949,4583361.85556669
737.500854492188,2.0456513,2160127.37352375,596004.958282496,NA,1030499.72444598,640837.636319292
737.527145385742,1.98517385,899236.87649259,567385.671049552,944000.121975614,803593.954786126,480208.06702085
737.53076171875,3.1521251,6320333.3971632,2047756.84504058,2974885.67724873,1509130.13739523,2593111.61370741
737.549560546875,3.312054,1531210.20698304,NA,NA,NA,NA
737.5546875,4.7080803,3010221.43711049,3485510.60522016,3172035.96669482,2922197.9897322,2923153.24147923
737.575561523438,4.6907958,6779441.16847592,7040719.66424558,7121407.2552662,7174103.4552193,7409149.26808802
737.978271484375,6.4715217,4371525.81388129,3846112.33013114,3185778.22254861,2486622.22613534,3859467.81301705
738.477813720703,3.3012458,1832876.68641878,NA,NA,NA,2047559.67754452
738.504089355469,2.3763056,1243430.6684489,1210266.63751594,453596.638026491,NA,510402.696245835
738.50715637207,2.97493255,355256.943411795,343971.429332696,1332102.81543188,1016029.67575626,1322186.31985107
738.544128417969,3.1435159,6281207.07019754,2497736.54753578,2498395.3823687,2351770.03938093,2595893.57607984
738.546340942383,3.0613678,4497291.15606628,4512042.65611461,3944840.70914682,4180105.21376314,4470792.22990115
738.578796386719,4.6907917,2276791.88217882,2878412.33634283,3066333.77292651,3017445.02245365,2386192.88429455
738.663940429688,4.9285285,4854343.43189786,5627849.17950705,5163062.53915071,5527622.75593757,4667217.87619388
738.945434570312,6.5147327,1658773.55940073,1099664.89794318,1441159.30746384,1299961.78045638,1000853.73951572
738.972839355469,6.4671893,7285953.86035274,7031491.51979677,7469903.80010046,7411057.77548135,7366480.96206167
739.025268554688,6.49744,NA,NA,NA,1422401.79180028,NA
739.511596679688,3.1521349,1516104.37197562,1724771.48361207,NA,NA,1773731.23324087
739.515258789062,2.7890574,11041261.532337,10456651.9862289,11265483.6751923,10533474.0438464,9862145.52573666
739.548278808594,3.1564571,3170992.53378516,1733072.1384703,985783.077086435,2457109.8404056,1744859.45861072
739.549682617188,3.3379863,1532638.34893228,6608268.28884207,NA,1509199.61326923,NA
739.575622558594,3.1607595,5951669.70977231,6468932.74442547,6522483.86658217,5810720.49869306,6455889.30008463
739.667236328125,4.9198686,NA,2090263.64740052,NA,NA,NA
740.467041015625,5.09924195,4610701.90414034,4119402.12540805,3252940.11005234,1587994.71287215,3154560.42502124
740.518768310547,2.7847446,5459232.92444624,NA,4467125.35001576,4297873.96053048,4279385.24608218
740.525756835938,2.96628835,9995132.27159465,9207858.33227306,9721774.45420162,9742404.07752376,9190151.84941062
740.561264038086,3.2083353,23187705.6769147,22959288.214911,23159263.9121872,22370806.8846458,22257658.2164722
740.578933715821,3.16509075,2203885.50031339,2294062.9568624,2573619.53635829,NA,2605961.46346434
740.679565429688,5.1705923,7465261.23449572,6729549.49660932,6659680.5846981,7128976.46175801,6832187.52806814
740.986938476562,6.5104516,NA,NA,854622.358860292,NA,NA
741.471069335938,2.4649169,1139219.42246024,1260884.3183985,938640.94668145,797986.411959125,1131591.43737713
741.528991699219,2.8711969,4155471.29936858,3584302.59322029,4269405.24793501,6019460.75013103,4288742.2552669
741.529724121094,3.0786392,NA,NA,NA,3820058.53261969,NA
741.563781738281,3.4978996,10167212.9149753,8718899.23134409,10917429.0753251,11470548.2000748,10791952.8621377
741.565551757812,2.9187206,44280545.3096234,44189171.7969777,41300254.6503832,43560543.6002613,42713496.3377077
741.603637695312,4.669201,6493426.15406369,6541607.57429463,7047464.61292875,7433514.59962476,7385485.03756049
741.657653808594,4.5179211,NA,NA,NA,NA,2801527.32135949
741.682800292969,5.1748739,3454350.78427166,3508917.62903773,2775390.59911913,3722195.61134696,2962187.4759375
742.244812011719,1.98082645,NA,2382968.43247368,2677936.34728144,2293774.55881247,2758217.30754836
742.497253417969,1.9030408,1466519.18674725,NA,NA,NA,NA
742.541381835938,3.1867372,26875658.6271746,29180020.994565,26499543.1902629,27042848.3707882,26712094.4130289
742.568298339844,2.9187407,8453681.24302477,8779746.07132261,8057729.03044873,8424521.70701737,5849500.36683262
742.577606201172,3.5605659,4398384.97702501,5409784.29786412,3584917.0658487,4825853.08394998,5156404.54597666
742.60693359375,4.6648788,2589597.62318774,2397138.83168287,3325998.73124289,2519288.86025967,3539126.5610263
742.622116088867,3.1434938,4129602.91163183,2354634.17480916,2327778.03787277,1743158.37265763,NA
742.970886230469,6.5104516,1121898.64443295,NA,1199955.10474044,NA,1157020.36143641
743.246337890625,1.9981306,NA,NA,1318390.10970506,1371847.03174922,NA
743.453140258789,1.9722077,1442302.92671513,1745704.71231478,2000282.76246731,1461901.19200659,1430898.17421665
743.461486816406,3.0656924,1660488.36222225,NA,NA,NA,NA
743.473968505859,1.6653129,2051144.7492315,1912563.78390468,2917138.93949176,NA,2548609.69702407
743.489379882812,2.0672623,NA,NA,NA,1434749.28787276,NA
743.5078125,2.1753603,NA,NA,1718573.93144897,NA,NA
743.544738769531,3.1650816,13075346.405196,12612074.8518573,12509843.4655538,13337523.4517034,12439295.7691074
743.577758789062,5.4039622,2273530.61697899,NA,2579588.92280865,NA,3567516.49673213
743.582260131836,3.647023,1551103.7764353,2011165.02624676,1081875.65102794,1270391.34032898,3057672.66242427
743.619201660156,4.9242313,22346591.8227075,25293178.5007185,24310760.3076355,24161543.9868819,24921232.173973
743.666961669922,4.660544,2739652.13762746,2094565.18094129,NA,2589944.18814902,2810814.15771732
744.494812011719,3.3077119,26870950.4427976,28254195.7449573,26720932.1972394,27551091.3994714,28847072.0252327
744.548431396484,3.19319255,2205965.72639154,NA,2428005.95430551,2143262.96351351,2479921.66689264
744.557098388672,2.8841582,13359885.6105023,571391.809322162,14967163.651768,13406812.9457717,13036119.2769769
744.586364746094,3.847997,3115161.8516235,133329754.041081,131805766.417817,134035081.045705,130535685.150009
744.593170166016,3.40064665,136798624.589137,269488446.705613,274008948.969779,208027688.776653,271550918.806688
744.622711181641,4.9155871,11105038.8173633,12189894.1900334,11856762.7005921,11521712.6345437,11485348.067853
745.42236328125,4.32558925,1280126.629863,2722774.79545554,2011790.52432215,1332449.20546922,1951198.90769751
745.4814453125,2.9922111,2525245.67388339,2515321.43341782,1903128.28164524,2551614.38307245,2579313.27350157
745.496398925781,4.91772785,2304411.93742632,2638591.71104552,2943144.13969932,3142945.71509533,2637579.40412718
745.53955078125,2.2272256,2295528.91687462,1576816.64603719,1325592.21870843,2268526.53033236,1201326.9529221
745.560531616211,3.19968135,5585851.16757373,6227875.08200342,6439513.0299092,5799522.02775168,6480926.22292061
745.577697753906,4.4747002,NA,NA,NA,NA,2097122.83808739
745.586853027344,3.2169562,21651244.7469551,16177303.723931,NA,15294467.8085995,19052924.8454553
745.597671508789,3.73345055,6006058.94549769,6465696.45110886,5787863.17453814,6783107.98169384,7001731.9502109
745.626159667969,4.9155622,2081723.51981724,3107028.82700248,2196358.58927776,4123473.64455426,4616682.93455829
745.635070800781,5.1748843,33450312.4715216,34236711.8274548,33891415.5497695,31902509.3409467,34494229.8763186
746.425598144531,6.4931632,2093605.60140648,2803799.86781787,2764193.36666354,2657409.92711139,3051297.60535208
746.484985351562,2.9922417,NA,NA,957334.452564562,NA,NA
746.499481201172,5.56819035,NA,5119714.16964077,9357988.55699383,1345427.33565588,6153014.08638248
746.499908447266,6.156012,6107940.81134076,9847110.52901478,2829828.66655109,3985268.43103731,5271535.56935333
746.512512207031,3.2342502,3390412.84321622,14980956.3936774,3132812.56874515,2380918.87829269,2100949.24744228
746.543395996094,2.2271842,1097126.58142884,628194.349555689,10866419.5984003,8955971.04385819,8052919.18888357
746.563842773438,3.4978852,1940997.33925837,32711162.208319,2393573.96149725,34090193.6794955,35111078.8437015
746.572708129883,3.47628385,18335112.495555,19355694.6471039,19892108.9705763,18166499.6739261,18757632.6925956
746.590301513672,3.2256006,NA,2182380.58549201,NA,NA,2940511.5162913
746.600830078125,3.7356097,2748137.95150776,13981747.8533966,18404442.6520949,1989078.55022382,15137877.1043201
746.608978271484,3.71617505,4237782.56349273,4101492.69522094,4796550.69390227,20527310.505792,4130777.24849383
746.628631591797,3.4633102,2767841.7462913,3691699.50318546,5462666.33836633,4441197.95627962,5392252.50907839
746.638610839844,5.1792366,14922929.7021812,16639640.1793448,17015002.4927798,16812904.0831069,16353893.533667
746.663818359375,2.4821864,NA,696795.538266938,819953.983027177,591072.64856653,3566845.23232476
746.844635009766,6.4477451,NA,2968665.22282034,NA,NA,1744563.02482386
747.004425048828,6.5104269,4086671.27085571,3640963.29561258,4169932.84569946,4557756.35895494,4205473.93055555
747.496887207031,3.4244132,2003236.12823785,2151946.1110153,2450948.2817806,2076472.70534053,7038739.49383809
747.515991210938,3.2256363,6079199.49828634,6398100.83455079,6582479.19078274,5911426.28102494,6174494.67048993
747.553833007812,2.2142594,2430533.58540207,NA,1856099.6028045,NA,1679511.2743157
747.555023193359,2.0932141,3361576.46246128,2697040.37317941,2292383.38981856,1880259.18171338,1614775.341501
747.568328857422,3.49142645,2849678.78102034,3076446.75386811,4586123.37519308,NA,912951.982578399
747.576324462891,3.48060395,13873985.0504992,11573751.0647836,12938650.108501,10659232.1388725,12013556.2995002
747.58544921875,3.035463,NA,2866919.40711414,3610563.7848465,NA,2066108.68824561
747.604354858398,3.28611845,2916233.03687738,2306449.12537368,NA,NA,1610662.57722804
747.612731933594,3.5757133,1534321.46968116,12711776.8711259,12092610.0430281,2100906.52868043,1744758.01696651
747.64111328125,5.1705923,2287811.00176046,3839568.62395184,2904434.45251998,2789212.824273,2349826.76382935
748.384155273438,3.2169922,NA,NA,1343206.75017535,NA,NA
748.500732421875,3.4244132,2428018.32621281,3151739.56142749,2865885.67116893,2635237.25021626,2951659.84070738
748.529174804688,3.3769112,2148810.06387882,31248497.1684244,2539814.55080401,NA,2344186.61222607
748.531494140625,3.00085075,3187682.97818327,3356289.93261553,3912797.92050525,2966912.07117142,3852864.66174995
748.559692382812,2.1018532,1306919.69666174,1174171.27399529,1086291.81729389,9833374.04100195,11451904.9833989
748.581115722656,3.48707985,2355357.3149459,2630791.24347956,2711681.12697656,2205149.72140771,2661735.362625
748.589385986328,3.45034925,13198139.2519965,1610978.91432394,12786564.7795439,4331834.64454015,4139364.36720597
748.617614746094,3.5670845,2423582.9587037,2451348.46462725,2375446.62226518,2581867.39051305,1778430.88084086
748.626159667969,3.9128543,9858025.65089307,10363859.7691919,10189228.4898004,8933153.54497239,10181111.7304021
748.843414306641,6.44560705,3845481.6308721,NA,3569301.13481738,3939537.44896431,4478700.05064862
749.513977050781,3.4201321,11816678.2072022,11993002.3640728,11269105.9303022,12808527.9967272,12183737.1758724
749.519897460938,2.4303242,3190170.00019743,1950916.13548603,1479349.83623318,2107670.05068451,1964459.83584637
749.532775878906,3.3855137,11464606.5247234,11830989.2803219,11011371.8694605,11647294.8337776,12401081.5711607
749.535705566406,3.0267934,2116695.28607458,NA,NA,1816824.97935637,1906748.3225549
749.562759399414,2.0975491,3999007.76609867,NA,2902222.68224607,2515246.98444282,2445365.58480008
749.592742919922,3.4460197,5191701.13480837,5267608.53701244,5694163.15083772,4630692.31852078,5424553.10811075
749.629211425781,3.9128131,4085385.88995224,4276223.0539408,3693819.32274901,4401086.72560839,3560795.12042061
750.504089355469,3.5368044,6789228.36492859,527308.945789078,897320.723900695,4099100.04402905,5577428.39887979
750.504638671875,3.627549,NA,NA,NA,6641725.97559768,NA
750.51806640625,3.4158102,3662291.54143668,3383431.95824082,3380674.74551562,3963249.51315728,3062214.45373296
750.545135498047,3.25370775,29414764.8152025,21428546.656935,26200765.0537646,22905390.1693745,25218094.9317818
750.581298828125,4.072773,6741104.92270522,7061916.89862736,7208418.07217944,6873812.19520308,7502289.39064576
750.643859863281,4.0338489,4456987.4234938,3874705.02807026,4374718.33788953,4972237.73904578,4855942.39958194
751.425659179688,4.7253833,1700791.92200317,2023773.76755196,1879094.22610295,1716941.09274918,1550120.37862678
751.507141113281,4.5654649,1173914.36644683,704493.067485659,3459818.34606901,1110767.01475941,588725.976644975
751.528869628906,3.7010396,3798271.46502049,3508596.36274828,3315407.25262799,3604435.37413552,3408024.29507082
751.548522949219,3.0354328,11545159.5933773,10389505.5515737,11976289.5620488,9248539.16712639,10119102.2770763
751.550720214844,3.2731385,15768291.5831138,15640063.8311786,9878404.85661341,11751191.8346051,13836313.4078872
751.576782226562,3.0094853,4328563.24096906,4675765.87535569,4860965.48871599,4656493.89654394,4902497.89827993
751.584411621094,4.064129,2411420.2727642,2969797.49347522,2610920.82935016,3236977.28935329,3270403.65852559
751.647216796875,4.033843,1674332.53939463,NA,NA,2432618.79926117,2545084.2701769
752.519500732422,6.38074465,247925339.730908,3079884045.56018,245796689.420193,3129240412.04192,3032109251.79321
752.519744873047,0.096381658,3161310998.43962,246052638.548281,NA,246242311.751503,246868477.776697
752.561767578125,3.5930172,142359125.880144,144163095.585973,139986349.698181,135704444.025786,148901978.848014
753.52294921875,6.3634993,105332025.569688,109616675.055709,109171047.150857,105431309.803638,118611079.104281
753.565368652344,3.588695,71825655.099942,73918802.7731162,74252921.51181,73968801.7208101,76709398.4926229
753.591918945312,3.350937,127190432.737721,129337570.840186,130657969.692936,128236287.634857,132111054.38599
754.447601318359,6.53634945,418658.193969188,620168.636414301,445806.580144917,802160.249864133,502400.456879835
754.525817871094,6.3677804,27701456.7848109,27210659.3993231,27219370.649249,NA,26853050.6942694
754.541015625,3.2515239,NA,NA,3256851.12911684,2931498.23482575,3143387.75817434
754.568542480469,3.5929719,19813118.4658132,20150505.7598914,18599027.6632804,19050959.0583689,17983738.5135367
754.578399658203,3.2817792,8619799.64871431,7696531.51959774,6517388.76304366,7187230.86166349,7972407.94166584
754.595458984375,3.346611,59891946.2370101,59786496.0114839,59370000.2949825,56323911.0316772,56276445.0130349
754.638122558594,4.54384,NA,NA,NA,1293433.64671527,NA
754.658996582031,4.0208623,1468534.26046367,NA,NA,1893443.95736177,1937346.32179417
754.695739746094,5.2700014,3350808.31207344,3420947.32097548,4220837.15954111,3784485.8610378,3794698.03067379
755.004013061523,4.04248025,899725.593014953,836307.697535577,1435525.36116779,1039140.72771934,827159.042870578
755.240386962891,1.976517,1358418.92249418,4552173.64340841,4674541.64167556,4886431.46429446,4539129.10508344
755.459350585938,6.48231485,NA,1967390.11400341,2136077.68917482,1281238.46606542,1146697.04572265
755.528549194336,6.9041527,5052346.31487713,5341880.82622337,4795285.92290789,5228163.66122531,5291058.95319251
755.543823242188,2.9922162,3811517.48677887,3222409.05459301,3842060.79680214,3580900.26061789,3524045.73545551
755.545593261719,3.2515438,2488984.01627558,2699951.88964593,2925109.59839718,2146058.84883543,2400559.76779445
755.572662353516,3.5886518,NA,2710594.90921753,NA,2929174.38514022,NA
755.581970214844,3.12835065,3221676.94835361,3636579.95797596,3808832.6275832,4596521.21888081,3903935.47437993
755.598937988281,3.8955405,2975115.48127463,3135442.08800868,13270422.3044308,13071515.9300387,4488909.20382731
755.607360839844,3.4935828,5094964.408005,6229253.78012312,5487553.1221301,5029018.62182194,5097782.96569779
