"mz","rt","peaktable_1_48cfeaa2b4a77273ce366caac107df72 intensity","peaktable_2_e643475138de5bbba29876333731f5d5 intensity","peaktable_3_329405a96fc3ecd6463545f5e357ecad intensity","peaktable_4_780c6675f627e794fefa6d6ff84ece8e intensity","peaktable_5_ec631491bb8bc4f620fbd7dcd84576a6 intensity"
321.221611022949,1.4016772,NA,691969.391451002,913909.432044234,686349.874107984,757705.114716749
321.242767333984,3.0310958,1824500.69044097,1435227.0855584,464954.181430842,1390837.22960813,537426.567851955
322.274475097656,0.58911425,1116127.88834218,1212775.7047009,947167.689459366,789500.475002751,689822.730419074
322.937591552734,5.4385391,1942909.9436374,NA,NA,NA,NA
323.039520263672,6.49744,2483062.44189445,3517366.77221885,3790724.17656965,2048889.06186169,4247030.05173521
323.040481567383,0.30384926,1473139.01376478,944939.626195999,653889.264845444,391748.416431227,568348.407753848
323.222198486328,0.33842628,2470245.03904024,2034042.32806263,2033988.81411015,1470905.92163112,1431981.19698479
324.225860595703,0.3384308,353704.274398331,NA,NA,NA,NA
324.290130615234,1.0429217,10931370.9427708,12175599.4803264,11162092.3041467,9948197.64064333,9355291.12335151
325.237762451172,0.3081712,2148674.7059436,2058897.40388013,2741837.78232041,2407257.09840036,2559780.88389978
325.271667480469,1.6264055,NA,1528995.31169367,NA,1385563.77770203,1093242.03557306
325.29345703125,1.047244,2244052.82025229,2570907.59707716,2315287.97272097,2076971.88897164,1872901.39211536
326.305786132812,1.427588,2874265.21172789,3026754.73924819,3200238.8031445,2560457.54070478,2712500.1165172
326.378540039062,1.0732181,2273995.09586588,2514036.95523736,2241514.95375487,2264726.00382637,2502229.3257488
326.957458496094,6.4715217,6602970.50506777,6861050.20178342,5213952.85920247,4971452.47005089,5723407.63094086
327.078384399414,4.4617335,1531760.86671197,2837770.53135656,1396109.96749566,2021246.82979511,3368347.05059659
327.20166015625,2.9814086,611821.342453585,792430.457562924,1277766.34420818,607576.915639282,787667.49120976
327.309188842774,1.4297727,NA,642085.094018908,624304.056962908,NA,NA
327.381805419922,1.0731873,NA,NA,NA,NA,582477.816395671
328.081817626953,3.3077314,1585512.28835371,NA,NA,NA,NA
328.927032470703,6.5190505,1711678.06165825,1988843.57118106,1684699.99287865,1837870.37621674,2048312.94704355
329.007385253906,4.25209805,403893.721264037,300355.135653707,451454.624743746,1937646.83958054,455231.218890237
329.193939208984,0.24334423,1180721.41374488,1170882.01147908,1276792.49288442,1136607.94980543,1171393.39974423
330.279373168945,3.4222709,1926378.17243578,NA,1918528.5130063,2164758.63541182,2231302.45154944
331.209594726562,0.24765075,4220449.75278839,4670542.63447451,4258552.64316653,4535245.713458,4587244.61023561
331.217437744141,0.580451,NA,NA,NA,555834.666651598,NA
332.331573486328,4.3407195,1439206.94308028,5362864.06045125,574327.994726786,5662952.13961007,5977650.6735506
332.952514648438,6.5233769,1294471.31099915,1345768.00144719,1306482.47388773,1671673.12132704,1738337.57623205
333.334899902344,3.2947653,2315895.3610849,263851.802994661,1789449.61023787,820025.056310029,1159220.62916597
335.075775146484,0.2217385,NA,498107.746729371,494112.202472191,NA,NA
335.219619750976,0.29087009,1409670.22386434,1888613.81225884,NA,2039060.06443538,2079495.0722058
335.258514404297,0.91325473,611624.003002538,589065.234533672,1027828.33809928,599163.333670433,898418.650704984
336.10986328125,0.23035905,894759.422929217,1224624.07730609,1122824.35325497,820518.411096216,621890.566991048
336.253753662109,0.334093,488791.366609434,499468.516906216,495700.780089642,NA,NA
337.044158935547,1.38006835,NA,996648.766845679,1162730.8155539,NA,NA
337.21662902832,1.3930243,643046.179717594,2041592.51191537,8674171.86015731,1742351.19322913,1786843.59230147
337.274078369141,3.30123055,3242592.42413098,3459850.31817473,1942845.07700147,1070677.79187384,1568465.85450486
337.983978271484,6.7312447,558937.17774647,311338.971524901,592615.130622707,621922.239717149,565579.15284946
338.219909667969,1.3930243,647495.294936815,1941117.00341689,2094140.16867703,1983092.2161967,1827718.67843613
338.269409179688,0.39894055,2691266.59098666,2803791.43244718,2529878.41061191,2191265.6316447,1941187.58638785
338.277435302734,3.325015,661432.84920819,2387322.17842181,2216233.68333919,2110506.78682076,2757440.36035407
338.968139648438,0.7879164,438416.823380859,572651.619683428,594883.203253765,475418.162131134,1187910.16645729
339.018218994141,0.3384308,4148576.85607279,3867842.10351484,2970058.52909276,5715898.29525423,3778039.94551841
339.191345214844,0.36868575,519476.118849544,NA,NA,NA,NA
339.232360839844,1.029971,722350.91056005,957882.931451423,586031.748243631,929657.301563248,650764.015887287
339.253540039062,0.5026563,1653522.33011083,1781787.17789989,1794562.45677072,1436635.188371,1328517.67594737
339.289512634278,3.383352875,NA,290829.160662058,NA,NA,NA
339.289794921875,3.96683765,4482264.30347231,2885644.0154685,336577.101839836,2657481.71566986,298467.647421295
340.021553039551,6.7615207,317216.221768254,838599.721005091,857231.935907348,405420.261700575,470275.787824781
340.240142822266,1.38871105,NA,NA,595113.27724922,648784.411286202,NA
341.20703125,0.35142295,NA,NA,789169.408736283,NA,NA
341.266647338867,1.6566618,1147869.81914372,930507.40790597,1154595.24416555,911679.632031747,489766.616081056
341.305480957031,1.4622096,1303406.632314,1123957.95943791,3121745.7609143,3146994.00819717,1091225.17401757
341.320648193359,2.0284079,NA,NA,1947214.72265919,2327426.8779703,2584498.07678896
342.071533203125,6.6530567,1323121.50155826,476348.106066,836554.056103601,389025.171325894,860563.934775347
342.308868408203,1.46218705,579077.859702281,1368661.98559607,686966.23286625,1487625.57962039,609433.690772576
343.22248840332,0.40756626,1947113.18514657,2026991.17720316,2018935.88325161,1445676.58723668,1380723.66059336
343.227233886719,1.6566603,11064215.3444617,11586864.5925817,11797734.5141635,9672929.09603585,9674876.66374312
344.228363037109,2.4087137,958060.069989651,1219676.11381202,651337.210453767,781510.680665531,1178163.4698352
344.22998046875,1.6609858,NA,2845849.74407184,NA,NA,NA
344.985046386719,5.83834575,25755479.228976,18947156.684688,20267300.2787311,19346029.2389508,8632309.82841814
345.021026611328,6.49744,NA,NA,NA,1180685.0495926,NA
345.204193115234,0.34710113,3067476.63288797,2633137.41481264,2502502.75425266,1978835.76137098,1820149.87481177
345.240509033203,1.2223159,NA,NA,824093.443102829,NA,822366.359874306
345.988372802734,3.3163681,1096504.69703006,2056468.28495403,881306.522432203,568787.192897885,957910.91752392
346.207641601562,0.34707527,495184.965847678,NA,NA,NA,NA
346.272125244141,1.0429324,5461058.3879946,5884369.97256975,6124038.48362016,4965107.15826301,4751162.57711039
347.168121337891,6.5298661,1381013.15094062,NA,NA,1550428.70829216,NA
347.2197265625,0.30816018,4588028.24301558,5118761.55688465,5758906.89085202,4817400.98803196,5632729.23380205
347.275421142578,1.0386155,908933.17853953,1144168.27871274,1096873.26008939,NA,NA
348.223022460938,0.3081571,716501.143764989,832820.401097878,1059717.62009519,957190.21161708,975447.960488775
348.287864685058,1.42545075,1121625.21835978,1238519.98869645,1186873.85720714,911333.035338751,NA
348.977935791016,6.5017765,NA,1586335.4342801,1492745.91486119,NA,1414017.99881264
349.183776855469,2.6767059,1560599.29416926,2430067.1621628,16424083.4747348,1912567.22709274,2299823.91771812
349.22770690918,1.3022557,428591.97411274,NA,NA,575557.6745618,NA
350.187042236328,3.3682462,1162117.0538866,2347081.75555442,1527462.25882182,339431.35221635,1080002.95596572
351.001922607422,4.602213,4485865.53531708,3117604.24626542,3408553.62615601,1868605.53953662,3528646.87252503
351.145965576172,0.33842628,1467698.49685774,2277625.11527189,2113684.49541962,1800890.00315996,1848601.90378688
351.196136474609,0.3384308,1225002.00298538,1740454.20540891,1700182.95941483,1450681.88794086,1353466.83949221
351.25341796875,0.51996031,713470.968081183,769467.914839689,726618.938227076,610246.366420699,601561.296802664
352.005279541016,6.4801556,7514678.3735677,7277353.54182687,6977349.54474536,6992974.01348919,7280147.21966937
352.285064697266,0.93054333,978076.652257747,NA,970861.771736118,848045.293665276,NA
353.206634521484,0.90461385,1210624.45386989,1266478.88302628,1273733.71563092,1362132.51219702,1183559.64087406
354.264465332031,0.32979959,465389.49169687,577354.194582734,529279.719976041,410282.010626984,NA
355.227355957031,0.58477642,NA,472976.086916295,584142.871448175,636529.086287001,NA
355.282287597656,1.38005385,975037.486010672,783461.053970297,1349448.65682464,1142072.01635002,1565286.81629765
356.279907226562,1.4016582,382710.992823894,399662.189038181,715422.760792926,852736.029564571,477195.926156693
356.389068603516,1.0342777,17587524.7707008,16981005.029641,17650013.5136311,17771943.4438338,17331448.3380359
356.990875244141,0.52430815,725143.811865021,593381.47229707,601029.151224736,465275.093296109,813749.847358638
356.994827270508,1.7582389,NA,4143692.93909616,NA,NA,3764485.4655862
357.147521972656,0.2130845,NA,NA,NA,NA,327259.24720793
357.162902832031,0.36004175,1793822.1347797,2521224.79871954,2340464.14433292,2116867.80712215,2076937.44658299
357.201782226562,0.29736039,614544.932766352,733843.876890886,577913.415937186,NA,981130.980719161
357.242889404297,1.6955732,NA,1993643.56705903,1877349.95753288,NA,1682563.11870338
357.392425537109,1.0342933,4124638.58123142,4075930.91673079,3814002.73186572,3924637.757019,3986209.79053191
357.988739013672,0.1050362,634572.008192006,417870.903500372,NA,533495.771469112,NA
358.049087524414,1.2071593,1472514.32664293,1512625.59368663,790166.249251819,1809483.23578502,1218228.3524381
