"mz","rt","peaktable_1_b7395992449dfd483a9252839606b237 intensity","peaktable_2_9088c9bb03b996378922c647cf074a20 intensity","peaktable_3_dcc2459184097df9045af661688f5c8a intensity","peaktable_4_8e9143ab92bc68bcc4b903e5bf1abe62 intensity","peaktable_5_160fc6371b5d43397f685b6d8d718fdb intensity"
603.059997558594,1.8294564,1250574.25901503,1086450.32381362,949773.874151341,269555.699463882,1504002.72858019
603.413619995117,0.55011304,836930.441093175,375059.360307968,264580.671026552,270052.728424943,547097.537041554
603.497375488281,1.9853418,332562.046793319,334779.215028819,342971.672522017,NA,NA
603.537231445312,1.2104729,3091286.42087137,145788.633313542,207495.492305821,140079.147143681,2224269.51797756
604.413818359375,0.54795188,174648.837884105,159047.723439328,277594.817613914,84686.3753156586,297905.156203642
604.445617675781,0.038596894,142825.793033217,128267.436025067,NA,176599.384708688,NA
604.537658691406,1.2104729,20093131.8924507,20512392.2500692,2397462.07276566,12123528.033947,11580691.1873956
604.541198730469,1.8913124,1388009.88004603,1181401.86643444,1329343.09092342,81123.3006147129,1270863.66901772
604.605239868164,1.4424712,NA,4938539.72534298,4799294.84584387,NA,NA
605.403625488281,0.57413147,NA,237780.166736574,NA,NA,NA
605.424133300781,1.7900621,1169966.91700036,1159176.19139834,1125721.6052655,774836.839151156,782126.080633221
605.426696777344,0.63763272,347648.020172058,NA,366033.510844772,368438.162324848,395202.283824588
605.448059082031,0.0517409735,NA,NA,51496.662690068,53604.4148934218,NA
605.552032470703,1.3274061,15319336.8277792,2635842.76008639,769514.257283443,855901.041085265,872312.023633364
605.608032226562,1.4441711,NA,NA,NA,2477835.09342516,NA
606.352844238281,1.6689007,448180.110109011,421182.962965806,469798.323522841,422254.924673883,525514.027531359
606.553344726562,1.27622525,48373921.8671393,521909.420581869,7237544.93497819,6703052.45281351,734052.028961326
606.55680847168,1.61875775,6076277.35057649,600299.582864309,695109.24439014,381748.576357648,1350193.20745168
606.585327148438,2.02512805,NA,NA,168145.839114668,160177.137347415,NA
606.882125854492,1.9764908,914521.33120526,968224.291421088,NA,765758.112197858,810849.014596829
607.356323242188,0.84634311,345065.246360833,310820.664835253,383418.262256918,365414.506721375,338186.245922774
607.556915283203,1.57773605,1854592.57581863,2111919.42486582,1917113.79099441,1613986.16541609,1833501.71276521
607.560882568359,1.93589435,2383049.83708144,NA,NA,2779613.57719313,3206038.01883199
608.389709472656,0.252677565,95906.5548131085,NA,71736.2621587225,NA,81498.6829710087
608.473937988281,0.63541092,404588.434323404,408566.069822558,435908.069333394,408086.780189741,460099.388574188
608.56298828125,2.0436858,227264.043830719,234603.272027905,252427.100754421,245081.196848924,98343.0870484622
608.570617675781,1.9350837,1048457.26541928,1238056.8291738,786562.133051344,NA,NA
608.880676269531,1.9785041,746579.188156196,907135.541874633,849422.661656368,756275.061670215,858056.581071399
608.941955566406,2.0076882,243771.334401177,349323.273356423,213278.661188953,230218.980176437,258335.692890258
609.52783203125,1.1383458,19667737.6253556,18963249.7975252,20179956.5953366,19469356.6120439,19727239.9179231
610.186828613281,0.062670943,NA,NA,NA,67039.3805828977,NA
610.488555908203,0.68659887,NA,NA,NA,277520.76982481,NA
610.530670166016,1.1383458,8788097.73772473,9044342.11532496,9469341.05020069,9078023.61793238,8981327.7513148
610.988708496094,2.02970075,NA,362750.085961404,NA,NA,372272.835328769
611.308959960938,1.918957,3186112.09549547,3100594.38163537,406815.138694315,328952.20525439,3222874.22924137
611.540283203125,1.2581441,27859210.0548403,25915441.4541217,28198055.8806843,29372779.6483745,29099999.474046
611.946411132812,2.1061262,364001.978506441,170311.470935069,306690.38580075,261028.087930672,245273.537539435
612.312255859375,1.9150362,1096966.4055311,1084872.38611604,927870.727084174,896753.264175562,930059.234585907
612.506652832031,0.66496346,259619.639040195,524671.480923412,562169.787523769,559464.852462846,571741.744277754
612.544189453125,1.2581441,12723062.1209949,11845408.4003456,12624582.8026215,12364645.6949872,14013522.0121466
612.609283447266,1.423916,18556951.1989163,18861389.0411047,18283685.3181546,18733042.8698149,NA
612.947265625,2.0944976,78712.5348249662,NA,NA,NA,NA
612.987854003906,1.6307947,551793.130684737,581352.466509995,879763.020769551,380940.320366731,307101.041633683
613.555191040039,1.3112054,4500621.82902843,4497158.25458174,9078929.85499896,10103091.5867704,4296961.04731734
613.611633300781,1.4266628,8176482.30716924,8311875.05393278,8541373.33585125,8077537.945632,8194200.91507191
614.485656738281,1.1115105,1438911.03046519,1774572.18455826,1835720.73266072,718857.942859334,953388.175252022
614.559204101562,1.2872407,2246331.2720206,2725959.98685919,1405992.4250128,2848139.6883626,3009107.27894109
614.623718261719,1.4271401,4884144.19405667,5247494.20480949,4887088.70054756,4350840.79751146,4865251.1185711
614.957611083984,0.89314745,535850.194538362,61779.311812326,91049.5303249847,106410.403146453,60807.2084424983
614.960144042969,1.73813865,437599.471373954,1142231.15386626,873471.606942654,890944.939765875,1447415.83001827
615.458068847656,0.68574796,642653.926310715,786173.379066928,592805.585763508,651445.180798131,791441.563041826
615.460327148438,0.836960875,NA,NA,NA,227296.342374736,369295.778474834
615.488494873047,0.382256805,577205.644494625,240093.859092384,545078.039117837,296757.966564079,491003.559308187
615.492614746094,1.9197634,1462775.64257175,1399943.10181767,1473839.40074991,635769.22482002,636844.01788957
615.574279785156,1.3680492,23559675.5410338,24163016.7663577,24929364.2875016,23075706.8552959,24951563.0816591
615.582763671875,1.6778385,740170.729598013,722717.769641647,700171.79345257,583317.513624046,655747.655432204
615.627944946289,1.4510597,NA,NA,NA,1543109.63015588,1553158.68698784
615.959182739258,0.67812951,477520.846264998,456684.54666732,NA,524134.699791034,436808.697315613
615.963928222656,1.9876088,462316.309459472,521912.102114597,417948.329661221,438770.648457109,494269.952681202
616.463562011719,0.69015822,1101492.90063083,1053996.36959611,1256087.18171656,1132392.02510456,1052068.84392465
616.465148925781,0.6120401,223858.467726708,171375.73519703,480884.528457961,434403.714269138,253836.899040564
616.493865966797,0.57637836,312120.365379459,70561.5910799607,69818.0339315221,308183.88426148,70236.938564632
616.576049804688,1.3658603,12173449.2719251,11758152.0202997,12632074.7893851,12643292.9923635,14315436.5566894
616.604858398438,1.4009722,8384666.74990359,9391134.88505953,8924619.70714295,9205983.52997268,8890041.48110185
616.633666992188,1.5529313,NA,544297.885820744,NA,488827.348870809,NA
616.958374023438,1.99206885,NA,NA,NA,818406.640430634,808579.045033779
616.962097167969,1.7815551,NA,NA,NA,NA,332477.282047548
616.995422363281,1.8475292,488849.974990969,1363637.6802311,722464.195740223,1309481.42576067,1307262.04045256
617.468811035156,0.44946204,NA,NA,NA,NA,96257.6582540615
617.476989746094,1.7104399,494176.800253241,470431.904640305,254017.912253015,356504.751695672,314759.029446773
617.514038085938,1.8521111,1040011.70312991,1168884.18503382,1070119.69433985,1047841.47522396,1223208.61823189
617.583679199219,1.3833691,4108319.30210737,4540377.66610088,4589051.30370103,4316413.97853684,5090830.14646942
617.587890625,1.4732681,18579731.6018722,18493898.4253274,19957369.670403,18567329.5010882,18475632.2810247
617.608825683594,1.4074658,NA,NA,2187131.36172759,2247178.37787327,1858302.69408525
618.51611328125,1.7367458,328526.653663314,352369.492740047,403430.781427171,343095.376175201,NA
618.590515136719,1.4776451,8078769.25265427,8154295.24657764,8141812.32307293,7848117.68916806,7730230.94357156
618.619384765625,1.4884197,4506798.74375926,4134186.58300622,4462664.56168995,4483794.29872664,4483559.18715108
618.958190917969,1.9919859,NA,500055.113985887,596457.459064663,586763.33532245,NA
619.309753417969,1.9044437,NA,426702.953958983,NA,NA,NA
619.313720703125,1.7456942,541264.038177115,477990.2003636,546022.555960665,189262.333605567,448542.989456322
619.442016601562,1.62272045,726890.294782615,1357393.57755103,1369798.99312219,1763930.73953417,1936329.54773789
619.491912841797,1.0179026,NA,NA,1355819.66107004,NA,NA
619.566223144531,1.65697675,959240.251308942,NA,NA,375467.217923858,NA
619.602111816406,1.4906083,5400951.94798379,5849370.78343549,6127225.97754336,5742800.54712711,5556339.37967522
619.628326416016,1.4827571,745045.475920311,NA,NA,763623.575994938,NA
620.324462890625,0.369744315,NA,NA,NA,340710.39556144,384715.94515009
620.4404296875,1.10227085,2222596.67801268,2086679.8225364,3554164.0191465,4685078.66491031,1785385.27470102
620.975891113281,1.5763454,648504.367670412,490916.39172404,505428.485670006,476984.963567122,909314.582362874
621.399841308594,0.071479544,NA,NA,NA,NA,213338.90026646
621.4189453125,0.68003318,1446430.81664569,1349267.5407563,1211969.61927636,1602642.55719105,1316655.75537596
621.441528320312,1.0835592,3096538.50256991,3018705.9485334,1447482.67419343,1113129.0343067,3101930.04629194
621.474945068359,0.78431108,NA,350987.874851719,481865.161586087,NA,516618.201777541
621.603637695312,1.4118202,NA,3131500.60884609,NA,NA,NA
621.978240966797,2.00373945,884310.363966587,NA,NA,877546.009019441,NA
622.444763183594,0.56537727,815030.810256229,950996.808541736,923913.566748028,391737.951162328,923957.57560728
622.445068359375,0.34733913,NA,294071.307529726,419825.933021725,312550.809033441,359900.027156773
622.61572265625,1.4630239,3207400.74812395,3381216.1287075,3454203.24563634,514189.014098179,2953258.32146944
623.320831298828,0.42223286,NA,1026707.01677462,NA,NA,NA
623.454132080078,0.60807064,466465.810022195,516734.550203796,138354.584238216,582792.581165854,571170.222740438
623.504760742188,1.70160015,829957.509786821,868750.617190802,881337.403431819,977282.944501524,919176.852724944
623.505249023438,0.93043284,7008982.23317851,7322155.92841391,6630187.99847138,7335331.30851708,7539321.61561271
623.525756835938,1.9040931,711159.687573797,568269.021565135,520405.602162701,NA,NA
623.617691040039,1.41134295,NA,NA,NA,1382657.76793228,NA
623.955749511719,0.60914823,259334.761978417,256669.665855421,297538.159823666,318655.857092815,270669.063304343
624.366638183594,0.26468464,NA,NA,672507.929954448,630341.024882096,634786.194939555
624.509338378906,0.93041513,3237143.10819996,NA,NA,3443276.1195791,3430767.35356038
624.630477905273,1.47951095,NA,NA,NA,3965371.09025466,4085295.84513267
625.393737792969,1.2631666,482225.681861166,1336838.13942821,1447944.34183434,915602.291498748,1109770.77214702
625.519714355469,1.747872,3355405.92053057,185234.922134854,1438044.29418356,17855377.6571289,192041.602862613
625.520080566406,1.38382673,182580.702084248,43263779.3917978,193203.369995067,198395.360219333,43456482.1474359
626.398193359375,1.5194428,168918.91285338,217828.064209446,153534.555003907,371928.477202772,604885.313638419
626.486328125,0.61571391,752519.609857055,764059.484027166,779075.32349115,762280.402710306,789972.756460563
626.524551391602,1.0901979,1410957.80757068,1347518.91901165,1273238.66557711,1579490.98896626,1262691.92836962
626.524856567383,0.965440925,20797242.7474093,NA,NA,NA,20434289.5401922
626.62548828125,1.4687453,NA,NA,1220901.90606965,NA,NA
626.966735839844,1.30148479,159693.101504813,355248.318667006,380291.68528979,180423.046262474,377669.786480268
627.535949707031,1.20834315,3816158.99813382,2702258.97310064,49806.3488486513,43970.9818879153,1198089.63807581
628.401611328125,0.42226039,308422.147936433,299297.676171995,298079.070234682,308859.320156613,309814.576266086
628.503234863281,0.959894515,414085.354455466,1085466.16751019,1308977.43641587,530356.211750612,356324.087835428
628.541290283203,1.573972,1035776.18133431,1042282.6549837,1011607.79046914,1080916.52401793,911120.245140373
628.604736328125,1.4047773,31907403.198381,661940.927690458,792226.508055334,34205464.6287342,34494115.9204049
628.960083007812,0.30845556,NA,NA,55152.8735464402,NA,NA
629.477111816406,1.6623351,588642.302336319,427253.756378158,349778.593370696,357611.735369787,284206.465073859
629.502563476562,0.76461423,NA,NA,NA,NA,213223.668336928
629.506072998047,0.745293285,376358.957128361,299676.005441194,111994.864747582,1094678.26915006,473885.974864181
629.549255371094,1.594673,1199127.58290591,1305359.95309856,1354766.56794727,1334739.99397617,1236009.83426172
629.553405761719,1.8954724,659156.960502349,750313.591903358,756597.526065117,693363.348888772,715227.766619061
629.608825683594,1.4052546,14659289.3160116,14670892.43662,15418715.7313916,15069555.3528352,15635116.01037
630.508422851562,0.57640343,200322.580263702,NA,NA,NA,NA
630.555206298828,1.6748896,63279.8754948111,279218.058475782,289697.05869982,117539.462590558,317149.312593507
630.619079589844,1.5128771,2496254.90709755,3204570.7056818,4352859.14617819,4635703.77134765,22771700.4311348
630.929260253906,1.8783736,914183.046165166,568894.141776115,1114614.09704072,1209129.03955064,826463.16998892
630.976196289062,2.0778116,386469.69331613,298486.564051711,299955.487794107,278052.918583547,NA
631.491333007812,1.78033725,1118949.79881825,814273.911030798,930588.571660358,1293070.69618756,952245.296280047
631.495254516602,1.003414,NA,NA,1320261.79988679,1131257.37533377,NA
631.567932128906,1.7712794,1018708.21306219,2133254.39917777,1236096.47016994,1152240.22267247,1248890.1223846
631.623352050781,1.6549334,879006.443594574,1598216.64143402,1938410.43358486,2225617.91517881,2403700.65636699
631.977111816406,2.0726122,113316.889331701,NA,NA,NA,NA
632.49365234375,1.0200688,NA,535960.912000002,NA,NA,NA
632.497619628906,1.801231,239517.088959495,619409.960855271,472805.767164022,483873.397668844,NA
632.570281982422,1.6098096,457517.259305274,476733.263104031,509683.687308986,538618.196261144,511631.633491805
632.600158691406,1.3528238,2263161.24297347,2622693.54903347,NA,NA,2529782.40057337
632.634338378906,1.5347553,16524050.4080831,16388534.043312,2155565.69110753,2047538.26448855,16975113.845475
632.924774169922,1.980693,1405977.48822122,1310493.30560399,1372648.4457529,603841.127237956,584110.420912078
632.925079345703,1.8063691,NA,598318.767816515,261584.54957428,NA,NA
632.984649658203,1.7962364,1993990.04991497,41605.4829765606,1578291.06724444,2186949.65473416,1857417.86845309
632.985107421875,0.890178265,627091.349759419,297631.113531295,668505.478977321,732063.1094945,638218.351326946
633.458251953125,1.61535105,717435.633425394,658651.930050421,245532.36114639,773976.09853252,429813.890784869
633.509704589844,1.8661704,720286.973937518,569478.945284135,494900.135838259,602965.998771189,407773.174010016
633.583557128906,1.4266628,10100608.029324,10012602.0138079,9260981.4542857,9420745.88119648,80203.5106484926
633.638839721679,1.6952898,NA,NA,NA,14936703.613041,524847.297645305
633.901336669922,1.97676245,493485.776535097,467801.578464188,440631.257074079,452702.979038319,NA
634.453369140625,0.31064456,487520.183510569,525346.450509452,662970.043591148,644394.703887996,676766.475773508
634.45751953125,0.58071114,159980.933427121,123443.163062273,542682.048786293,126010.70992963,522057.578523039
634.586395263672,1.5591129,4612412.63254502,1148242.05522132,1076031.13799817,1357509.0445214,1281575.56939439
634.616394042969,1.4695895,NA,3433808.40451444,3611108.69412843,3445391.90567671,3276117.60217632
634.650695800781,1.5713349,4860806.42868445,4474720.17161531,5186490.12119419,4318589.34613444,4631709.21170905
634.97265625,2.13692825,161585.909041531,140264.551333202,NA,NA,NA
635.02392578125,1.7900621,1353999.84232237,1315861.36524647,485323.357276754,428264.618846746,615787.089016111
635.415161132812,0.59715735,373074.242601955,403238.242567907,185556.083629207,338764.847142818,405468.77654794
635.458221435547,0.311724765,NA,161945.449198241,227882.803186628,210421.171146457,281724.90120192
635.491394042969,0.64205983,189973.978861594,NA,NA,NA,NA
635.5400390625,1.2215105,13902175.8351998,NA,NA,NA,NA
635.591552734375,1.4315172,2946182.09623428,194679.876544711,3058132.32494879,161671.237339604,357538.815324842
635.655944824219,1.5697797,2111348.77135729,1968369.10037705,1978586.26269178,2063349.4517235,2233972.82090278
635.90087890625,1.9768588,NA,NA,314011.413629791,NA,NA
637.004577636719,1.9989338,1291721.53640712,1275967.78404052,1222125.69519783,1373201.02903589,1191097.12676841
637.469177246094,0.68578114,941683.232427384,800227.30881119,858036.449495072,819921.535577048,1007374.13148512
637.557739257812,1.2277903,9932188.13788726,NA,12224502.1169643,10232141.0188748,10931304.5934806
637.970703125,0.67702696,409406.00569647,509825.516153129,606261.868951286,563339.650689678,525474.524946422
638.56103515625,1.2275041,NA,4651688.71165651,NA,6190928.97962495,5753576.82093264
638.608764648438,1.3615059,3802452.13843716,3664308.64040615,3478955.81885709,4056740.37936675,3801926.62667522
638.920715332031,2.00738905,330657.089573314,NA,274071.744232127,NA,NA
639.002868652344,1.7791749,1131516.8300009,1210615.0386365,1039385.28923823,67932.3746629441,1187504.2019896
639.571350097656,1.3374092,30603215.6026286,30797182.5432241,31132884.4015504,28509736.9996399,29322227.2966365
639.614715576172,1.36562165,1365251.41807537,1202628.47863959,1149592.44080334,1142075.19587382,NA
640.538940429688,0.72959751,985180.66700038,975308.082338547,734874.450896749,912600.27832629,696072.993831191
640.575439453125,1.3353158,13826596.822074,13670302.9866795,13973994.112335,12973517.5250192,14037250.5003969
640.62744140625,1.4611944,4672107.61331794,NA,NA,NA,4794325.44839193
640.640625,1.5209984,NA,NA,NA,1821442.19036546,NA
641.037353515625,0.94792389,NA,1049860.3737939,4035552.18375375,NA,473957.734061561
641.040863037109,1.8071795,191628.09962983,4155104.8445429,781427.853995014,897841.288470225,6716530.439949
641.368041992188,1.7279483,492057.342452087,856467.376754037,957974.564908158,863740.847510498,892149.235893445
641.47265625,1.0158594,NA,NA,NA,NA,722014.913148203
641.586791992188,1.3549403,14628521.176653,14886118.8749269,14773783.3969954,14524484.7111008,14785729.4383525
642.044311523438,1.83312385,1099687.07940907,919680.298663267,958206.278596733,589378.314802077,2253501.71566847
642.371948242188,0.553381765,119309.686541039,196623.94159417,220560.455326748,104504.271402481,88029.5390920951
642.482666015625,0.553388785,184423.010429371,148403.615780708,NA,171282.194015316,211734.967603984
642.51611328125,0.60485446,1272665.47654728,126317.464152452,1197269.48832264,104156.554025488,97708.1119699131
642.590515136719,1.3615784,7495911.96168806,7525759.88913027,6891667.34614847,7322230.95866784,6917374.37344444
643.045593261719,2.0091439,425651.526662717,NA,NA,NA,NA
643.522338867188,0.63980226,335542.715605657,344337.601267178,418466.770147805,414304.627149516,381291.558439096
643.528137207031,1.9836145,NA,419988.736665716,233711.582587617,505643.79596447,542650.199308007
643.60546875,1.4645139,17766655.4291101,17711187.2669493,18832796.3346345,17520416.5625715,17919006.8346635
644.496704101562,0.97858084,739601.792934637,1120402.79487279,537303.626902397,694209.862942168,313385.376603657
644.597778320312,1.3128577,NA,NA,NA,2355723.41680829,NA
644.6064453125,1.4644406,8957238.9120629,8831409.38102045,8572333.47322996,8877415.3097878,10091998.771552
644.63720703125,1.4769997,8691013.69080984,8848181.69765158,9613055.24006979,9331906.46773668,8603275.68746493
644.936096191406,2.0055,NA,633683.934394724,NA,651153.825402758,525450.522904379
645.468078613281,0.60485446,560966.005374942,602449.751030667,617323.340160045,533440.252575153,611908.911839026
645.473205566406,0.83902522,NA,NA,NA,NA,263887.927082979
645.4990234375,0.56537727,509017.649811087,542029.738879725,569657.243393452,83434.9183928515,114773.989101107
645.503448486328,1.7679047,459620.304359876,642313.90717226,693624.207934291,617675.522100541,270367.947539625
645.543182373047,1.4667024,NA,NA,NA,NA,3852311.30774799
645.613586425781,1.4796652,4072758.41299785,4060068.54266495,4136581.93256287,4233704.51310636,3811190.98417528
645.618347167969,1.565395,5005682.28667678,5151668.96694263,4794082.25882906,5046668.95190174,4979250.42543947
645.640014648438,1.4774995,2857676.5275292,NA,3175204.26177936,3090988.4620185,NA
645.969848632812,0.60047224,304675.084403777,370080.378211425,308788.55628497,377153.088411273,383657.10352083
646.614196777344,1.40400575,67933339.2456143,66406497.6930126,1168061.5379593,66917513.9264786,72092526.7131837
646.622985839844,1.5630289,2627822.61898144,2652950.35602975,2658768.03552155,2630185.78433456,2752411.40321934
646.649597167969,1.5866548,NA,NA,NA,2661493.21146271,NA
647.439636230469,0.051753773,NA,NA,201387.913764812,NA,NA
647.440246582031,0.54791503,445518.934942617,478471.577486074,307518.810683216,542835.486240827,534428.745318536
647.617370605469,1.4031609,31186932.7827158,30993142.607141,31872685.4928701,30553057.3981022,32451974.6889751
647.633483886719,1.5763454,1763643.61407796,1506304.65236512,1266305.16323981,1441705.51336683,1375521.24084806
648.441741943359,0.56108077,222700.675402219,139081.534991049,68512.7265533025,NA,176990.374711481
648.471740722656,0.04518819,NA,72696.8670067997,139262.482538885,146259.999969713,151785.204352111
648.631408691406,1.5128698,20253997.2447476,24164823.05991,21798497.7174548,20699524.3746852,20562797.1365965
648.955139160156,1.82747525,817880.703371391,837167.44133688,955547.94706725,452183.124273422,891651.450805313
649.430236816406,0.067073656,NA,NA,191743.450107881,NA,NA
649.452453613281,1.802223,660240.319875118,712593.423666702,717203.357556069,196649.270595912,766795.270855037
649.519500732422,0.99689752,2510041.68717149,2626748.72516195,2616874.70499843,2622299.07367679,881951.26227206
649.522537231446,1.7556401,1018676.96913126,NA,1758949.36950947,1847719.79812634,NA
649.616760253906,1.9485971,NA,NA,NA,NA,632748.896233478
649.634552001953,1.48290765,NA,9116104.48955775,9744836.79923627,9620770.1734084,9765712.04457674
650.524291992188,1.7787281,833815.199385424,387747.580424274,755075.8393782,729643.074651752,673667.413376201
650.524841308594,0.95003494,1283751.27497186,1263122.89778594,1169851.98875652,1144643.41488515,1025558.99486263
650.644775390625,1.4687453,1442360.21690011,1580392.15430367,1590909.04071337,1458781.97223295,5016317.95877316
650.645172119141,1.547261,NA,NA,NA,6974929.93484849,NA
651.536437988281,1.1690588,2333328.60093682,113889.719220117,135673.294981816,217397.899150092,1871316.61988896
651.558837890625,1.925979,1336788.80122313,1098312.7493183,805306.413489677,744149.174032896,770816.154582517
651.648208618164,1.4666296,2960613.71385347,30398689.5874853,692418.982573687,516915.478787251,30192667.9088286
652.501403808594,0.62884514,813859.512227484,729449.541402438,810854.201554341,773086.874515222,808020.304946127
652.537475585938,0.15773799,NA,NA,NA,88683.7108803774,NA
652.541748046875,1.5082115,499877.440739859,1030692.29638013,1780005.17598051,1736391.15974447,1630490.13439669
652.627075195312,1.422763,NA,1234776.07324201,NA,NA,NA
652.653869628906,1.4616795,7234995.28022438,NA,NA,6893818.15775399,7477412.37121013
652.662841796875,1.571783,7802174.95351658,7638363.43592419,7256999.62330706,7779028.25375102,7646365.84362008
653.478576660156,0.84803249,334080.534924989,646660.131047942,901140.300394675,749835.624540091,1189436.53204276
653.504333496094,0.61135079,NA,NA,NA,207716.463997192,NA
653.544830322266,1.0611739,NA,NA,NA,4199492.24463792,NA
653.550476074219,1.4927968,18119974.5162802,17698383.907728,20324034.0600187,21080586.9337957,19092980.9670435
653.666442871094,1.5675912,NA,NA,NA,NA,3508478.17722398
654.479614257812,0.84642161,NA,NA,NA,NA,499885.642248224
654.517700195312,0.68659887,426595.351845216,498072.744017575,476641.156170018,552758.62830393,462712.021043319
654.5556640625,1.501574,7644540.06844538,834768.153362108,909827.830288309,7213691.38949439,7387722.25985439
654.9736328125,0.98877013,120971.804146731,175020.08559813,108573.943485179,111426.416054094,107552.266365454
655.494018554688,1.3070974,NA,NA,NA,1616427.22621601,1102474.78143337
655.568115234375,1.2887838,10801305.5114422,10063474.0054586,10365108.034854,83335.8702817194,3218715.01787691
656.49658203125,0.56545549,NA,NA,NA,NA,167959.317701108
656.532531738281,0.647489835,614981.604106026,658296.705161838,640317.23524584,272366.810015608,602033.793877822
656.569396972656,1.2870954,3690557.01977659,4457254.24503676,4641428.88672703,1295578.78974736,4472472.84500925
656.5732421875,2.0362289,1048544.48296003,348215.650896177,726719.150679892,1140143.99813941,NA
656.636932373047,1.5010738,6218423.70897422,NA,NA,6696626.27426452,6245863.15317037
656.971313476562,1.8034405,745078.724280048,657528.317093864,639368.230379343,442765.061426671,344694.327160898
657.021148681641,2.0049003,1591868.81183733,1667494.37095337,323102.547425459,232545.919155542,1445079.58427867
657.509765625,1.0399339,435034.348079507,490466.240189015,2265402.41003315,400779.323249931,222098.364606891
657.582092285156,1.6471989,223075.645067719,220506.792376348,1526352.50394157,1484030.2536488,948868.239297002
657.9462890625,1.9787757,882752.440631533,NA,918983.57872744,NA,NA
658.510848999023,1.08002645,1304879.72971901,1251365.27048025,1271052.59794107,834869.340409992,1585540.40284472
658.587951660156,2.0164871,63018.4608698785,381386.252184993,71581.0173134598,85452.8933836889,393892.482223181
658.651428222656,1.5192577,13084564.9353735,12925853.5142285,12987647.913676,12732510.1051419,12416066.2834095
658.98291015625,2.0076882,NA,NA,NA,NA,328516.279483304
659.480895996094,0.67918236,1002872.67805701,993109.01367764,1007440.65503208,951736.534581039,1025850.60087588
659.514251708984,0.56762162,1541915.67795153,1558181.55858652,239689.175034223,254931.379697253,265748.772317582
659.5234375,1.0246137,1220278.3050108,1778073.92511255,2248475.18346021,1884113.49215104,2641411.27036826
659.600677490234,1.6831965,1499491.66799728,1661562.69075127,1713142.88476566,1120371.31651308,1496498.56944263
659.655517578125,1.5209984,5830866.62329501,5924341.33266947,5577234.45262328,5963734.05553477,5817910.03501678
659.985717773438,0.67264987,514020.910324073,652808.669468432,567386.981089066,611072.906888858,510288.42083745
660.488403320312,0.67051155,296154.101952591,NA,NA,NA,NA
660.492797851562,0.54788292,442577.863801713,442402.630678216,205935.901092778,263727.252638349,268875.485543636
660.520141601562,0.5446096,122723.946105285,215095.224196479,181849.252781296,323792.873899327,307916.56662252
660.602233886719,1.681591,659770.519698326,703855.965428836,674932.833043312,613824.208428842,461082.657639656
660.629516601562,1.45317565,5957106.57155811,5734185.33026269,5484250.49323698,5707989.09472764,NA
660.665832519531,1.5542747,3621189.43385428,3754464.02677977,3596493.24784514,3494063.45812823,3430379.51113284
661.496276855469,0.45663076,NA,112029.428899935,NA,NA,76112.6903785675
661.615112304688,1.75850285,1151735.99926505,1388301.14965584,888866.082342219,1230000.29846072,1237828.83907838
661.669128417969,1.5519509,1299639.86112014,NA,NA,1056193.02176648,NA
662.616577148438,1.7703651,334220.781001955,458216.925893367,403112.092782048,393810.981360831,400087.677289125
662.648559570312,1.5566409,2966315.92984432,1454791.4991976,2933463.61154813,2784225.89142113,1390124.00471579
663.336059570312,1.9022556,578280.104441649,655178.649319079,339909.958544185,400501.460282738,615440.678257477
663.340393066406,1.7191941,676562.803935888,688795.679791666,535344.706006173,NA,694298.65827497
663.458282470703,1.748152,1927589.8190731,1903194.91140961,1897719.06786984,1073624.74588938,2042376.95303709
663.468811035156,0.57855021,386652.75494019,400976.251668318,476250.546992059,465717.453361672,95704.7931945064
663.519348144531,1.8361455,877307.210027837,965335.014588351,429869.444707782,526574.602194583,468679.543155657
663.620361328125,1.5269816,930401.44892433,889785.418225737,NA,936957.070371422,958790.7571244
663.62939453125,1.9523752,NA,NA,NA,999434.28048736,NA
664.460723876953,1.1229306,11979714.0924926,11879209.7370671,12116872.7836549,11911207.0980688,11859845.3559424
664.46533203125,1.092313435,11073826.2903932,3586674.17913524,3565804.95949595,7551429.92135586,2492548.77762038
664.626342773438,1.4069658,7395597.48945807,7705352.95922879,7849485.71685608,7583398.85293454,7639444.50563758
664.635314941406,1.9591578,NA,437888.03287562,NA,NA,NA
664.662994384766,1.5105443,2575374.30637716,NA,NA,NA,2455237.62068451
664.998977661133,1.9032709,631181.724091758,538066.105300428,522851.782105383,619275.257649844,597011.866691528
665.464324951172,1.1185538,NA,3129755.16701109,NA,NA,NA
665.46875,0.55994498,4078468.4815551,4407176.1346533,2162640.95401473,4043314.73198135,3577123.94018619
665.629943847656,1.4053493,3323408.37494259,2944833.50812847,3433598.24997206,3010745.49381046,2792950.85307591
666.321807861328,0.768954435,312548.489579648,329839.730000106,NA,NA,NA
666.472961425781,0.55451269,857687.660744643,1084086.25817927,736993.037766623,372577.362171348,417392.890562103
666.640655517578,1.4490731,559040.833270711,26504098.2417493,26112303.7927678,25940720.0223146,25293328.7746908
666.838989257812,1.9675613,384699.317305829,NA,NA,NA,NA
666.982727050781,2.0025787,398051.801802189,970477.035232819,997771.069151602,365363.152151765,906798.577620461
667.477600097656,0.46259813,138715.353146843,NA,NA,NA,NA
667.481201171875,0.60916261,601171.359722137,601836.664913217,684922.199174111,687568.502123598,665958.254802861
667.528533935547,1.92094065,NA,NA,626323.300400154,635419.247804954,797937.483299691
